locus_tag,product,tier,predicted_call,confidence,evidence,measured_essential,ess_score,noness_score,conservation,n_paralogs,gene_len_aa,leading,mobile_dist_kb,n_sisters,max_sisters,ovote_ess,ovote_non,cross_validated
RPSI07_RS04860,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.9423415043277285,0.06811189886200371,0.8285714285714286,3.0,68,0,82.58,3,3,139,24,False
RPSI07_RS04865,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2785993396697732,0.8243843604288433,0.0,0.0,91,0,82.2,3,3,1,2,False
RPSI07_RS04870,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.323288524320945,0.664087796806083,0.125,13.0,508,1,81.22,3,3,140,410,True
RPSI07_RS04875,,UNRESOLVED,unknown,0,N_redundancy,1,0.5457525312259384,0.37268980221159886,0.3658536585365853,6.0,446,1,79.79,3,3,114,165,False
RPSI07_RS04880,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.2216036763951814,0.7709313654667042,0.027027027027027,7.0,468,0,78.26,3,3,12,260,True
RPSI07_RS04885,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2211144135283308,0.8060484620122257,0.0,0.0,265,0,76.72,3,3,0,6,True
RPSI07_RS04890,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_ortho|F_core_redundant,1,0.9821867670107558,0.009553546405091828,1.0,28.0,262,0,75.94,3,3,1251,0,True
RPSI07_RS04895,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.183193250023061,0.8357816470055105,0.0,1.0,421,0,74.89,3,3,0,34,True
RPSI07_RS04900,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.3910475426676187,0.4829172323059077,0.2121212121212121,4.0,375,1,73.69,3,3,39,129,True
RPSI07_RS04905,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.2036581117904034,0.8310913108210126,0.054054054054054,13.0,710,0,71.81,3,3,23,555,True
RPSI07_RS04910,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,1,0.492654496780361,0.43387889832873994,0.282051282051282,4.0,308,1,70.18,3,3,70,117,False
RPSI07_RS04915,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.0221491936469765,0.9850723135696909,0.0,0.0,1720,1,66.84,3,3,0,3,True
RPSI07_RS04920,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.1158341272128277,0.8765965887336928,0.0588235294117647,1.0,850,1,62.38,3,3,2,31,True
RPSI07_RS04925,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1702139408305245,0.8335091613272294,0.0,0.0,414,1,60.42,3,3,0,27,True
RPSI07_RS04930,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1557682569849597,0.8487791647440261,0.0,0.0,475,1,59.04,3,3,0,17,True
RPSI07_RS04935,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1574836624560746,0.8513748443670204,0.0,0.0,466,1,57.64,3,3,0,12,True
RPSI07_RS04940,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.4943019069774499,0.4479850133351464,0.2941176470588235,5.0,340,1,56.31,3,3,82,187,False
RPSI07_RS24425,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.254550797771057,0.9176567081686502,0.0,0.0,113,1,55.15,1,3,0,3,True
RPSI07_RS24435,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2016112394861721,0.8948271852923261,0.0,1.0,305,1,52.37,3,3,2,4,True
RPSI07_RS24440,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_strong,0,0.2508580142914149,0.9222303386250169,0.0,0.0,121,1,51.64,0,3,0,1,False
RPSI07_RS04975,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2234844940205663,0.7486899652567085,0.0,0.0,187,1,34.74,3,3,0,4,True
RPSI07_RS04980,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.1481516846078122,0.8495000474932228,0.0,5.0,579,1,33.58,3,3,6,58,True
RPSI07_RS04985,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.2507905161106222,0.6708897451648825,0.0555555555555555,0.0,237,1,32.09,2,3,2,25,True
RPSI07_RS04990,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2637202478479222,0.674236673445492,0.1111111111111111,1.0,383,0,31.08,3,3,2,38,True
RPSI07_RS04995,,UNRESOLVED,unknown,0,,0,0.492182679327756,0.4617566064871188,0.2352941176470588,1.0,115,0,30.34,3,3,6,20,False
RPSI07_RS05000,,UNRESOLVED,unknown,0,N_redundancy,0,0.378490922038569,0.5815458698231538,0.2121212121212121,4.0,386,0,29.45,3,3,39,129,True
RPSI07_RS05005,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2490873476993108,0.7207779069218455,0.0,0.0,97,1,28.67,3,3,0,3,True
RPSI07_RS05010,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1997454179980945,0.7389642096948107,0.0,0.0,263,1,27.87,3,3,0,9,True
RPSI07_RS05015,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1506768037931138,0.8455040708260804,0.0,0.0,464,1,26.68,3,3,0,5,True
RPSI07_RS05020,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1309118516771222,0.873381583651867,0.0,0.0,559,1,25.13,3,3,0,6,True
RPSI07_RS05025,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.243527589852876,0.676110665074447,0.0,0.0,109,1,24.11,3,3,0,3,True
RPSI07_RS05030,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2724236889573335,0.607104850138241,0.1111111111111111,0.0,304,1,23.49,3,3,1,12,True
RPSI07_RS05035,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,0,0.945393903880079,0.02381193073824489,1.0,0.0,325,1,22.54,3,3,1,4,False
RPSI07_RS05040,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho,0,0.1909808150897251,0.7765382512037876,0.0,1.0,309,1,21.58,3,3,0,31,True
RPSI07_RS05045,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.1872906232044995,0.8113082352208116,0.05,1.0,451,1,20.45,3,3,1,33,True
RPSI07_RS05050,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.1584200244048492,0.8225982961776135,0.0,1.0,440,1,19.12,3,3,0,28,True
RPSI07_RS05055,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.1818547612765139,0.8022181104419301,0.0476190476190476,1.0,463,1,17.75,3,3,1,30,True
RPSI07_RS05060,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.1841579019496005,0.7861726044770474,0.0,0.0,311,1,16.6,2,3,0,8,True
RPSI07_RS05065,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2245290293336048,0.7645487401274609,0.0,0.0,164,1,15.84,3,3,0,10,True
RPSI07_RS05070,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.2267690092752849,0.7155996571356756,0.0,0.0,155,1,15.29,2,3,0,4,True
RPSI07_RS05075,,UNRESOLVED,unknown,0,E_geometry,0,0.6638522251381026,0.34304903148568605,0.4,0.0,59,1,14.87,3,3,7,9,False
RPSI07_RS05080,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1730202526404523,0.7672076693638108,0.0,0.0,352,1,13.67,3,3,0,3,True
RPSI07_RS05085,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1563622477779629,0.8103027885610844,0.0,0.0,447,0,12.04,3,3,0,4,True
RPSI07_RS05090,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.1529464390144241,0.8687098980241584,0.0,5.0,558,0,10.23,3,3,6,58,True
RPSI07_RS05095,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1707787054885406,0.8261468921768098,0.0,0.0,382,0,8.55,3,3,0,4,True
RPSI07_RS05100,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1076236359378529,0.9083925948799232,0.0,0.0,696,0,6.7,3,3,0,3,True
RPSI07_RS05105,,UNRESOLVED,unknown,0,,0,0.6803896236872237,0.3427927712172359,0.4285714285714285,0.0,103,0,5.11,3,3,15,8,False
RPSI07_RS05110,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_mobile|N_ortho,0,0.1432198497386595,0.8599950580048086,0.0,2.0,514,1,4.08,3,3,0,77,True
RPSI07_RS05115,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_mobile|N_ortho|P_rogue,0,0.1413359235235264,0.8260953362366668,0.0,0.0,482,1,2.45,3,3,0,3,True
RPSI07_RS05120,,UNRESOLVED,unknown,0,E_cons_core|E_geometry|N_mobile|F_core_redundant,1,0.8875724972896946,0.06262440946041627,0.8048780487804879,4.0,342,1,1.16,3,3,234,37,True
RPSI07_RS05125,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_mobile|N_ortho|P_rogue,0,0.1763511369213209,0.7591723680093617,0.0,0.0,324,1,0.0,3,3,0,6,True
RPSI07_RS05130,,UNRESOLVED,unknown,0,N_mobile,0,0.5599788934946675,0.3134739730469848,0.375,0.0,263,0,1.7,3,3,4,8,False
RPSI07_RS05135,,CONFIDENT_NONESSENTIAL,non-essential,4,N_score|N_mobile|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1504259620187423,0.8623657109777666,0.0,0.0,466,0,2.78,3,3,0,18,True
RPSI07_RS05140,,UNRESOLVED,unknown,0,N_redundancy|N_mobile,1,0.7878681556658569,0.16809950924440506,0.4871794871794871,12.0,154,0,3.77,3,3,207,90,False
RPSI07_RS05145,,UNRESOLVED,unknown,0,N_mobile,0,0.5192494185858967,0.3788521266761953,0.28125,1.0,142,0,4.37,3,3,21,32,False
RPSI07_RS05150,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.2218721650374472,0.7677958055043255,0.0294117647058823,4.0,340,0,5.14,3,3,4,88,True
RPSI07_RS05155,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3346341480275751,0.5448798152999325,0.1666666666666666,0.0,256,1,6.15,3,3,1,9,True
RPSI07_RS05160,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry|F_core_redundant,0,0.9582542252833326,0.023139480056658113,0.6097560975609756,61.0,315,1,7.11,3,3,1653,605,True
RPSI07_RS05165,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.17526802994323,0.774299596772168,0.0,0.0,364,0,8.41,3,3,0,3,True
RPSI07_RS05170,,CONDITIONAL_SUSPECT,unknown,0,N_redundancy|N_long_lagging|P_conditional,1,0.4074858207638449,0.5085074092922146,0.1794871794871795,16.0,442,0,9.92,3,3,121,388,True
RPSI07_RS05175,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.1315818305220444,0.9010406416172624,0.0769230769230769,16.0,1071,0,8.7,3,3,55,414,True
RPSI07_RS05180,,CONDITIONAL_SUSPECT,unknown,0,N_redundancy|N_long_lagging|P_conditional,0,0.499972339515871,0.38589794743743566,0.2631578947368421,20.0,509,0,6.31,3,3,104,358,True
RPSI07_RS05185,,UNRESOLVED,unknown,0,N_redundancy|N_mobile,0,0.684494458759161,0.3409349466402943,0.4054054054054054,14.0,303,0,4.73,3,3,280,342,False
RPSI07_RS05190,,CONFIDENT_NONESSENTIAL,non-essential,4,N_score|N_pangenome_strong|N_mobile|N_ortho,0,0.1914042280776662,0.8497635818926007,0.0,0.0,298,0,3.56,0,3,0,4,False
RPSI07_RS05195,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_strong|N_mobile,0,0.1712525445752272,0.9285278963926558,0.0,0.0,379,0,2.1,0,3,0,1,False
RPSI07_RS05200,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_strong|N_mobile,0,0.1807858491605679,0.9433296015157974,0.0,0.0,340,0,0.77,0,3,0,1,False
RPSI07_RS05215,,CONFIDENT_NONESSENTIAL,non-essential,4,N_score|N_mobile|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1511345198337733,0.8831919793349431,0.0,0.0,467,0,3.96,3,3,0,3,True
RPSI07_RS05225,,CONFIDENT_ESSENTIAL,essential,4,E_score|E_cons_core|E_geometry|N_pangenome_some|E_ortho,0,0.9564005962968448,0.044607617719766096,1.0,0.0,174,1,5.4,1,3,2,0,False
RPSI07_RS24475,,CONFIDENT_NONESSENTIAL,non-essential,1,E_cons_core|E_geometry|N_pangenome_strong,0,0.7198506438415535,0.4648995257341467,0.5,0.0,158,1,6.48,0,3,1,1,False
RPSI07_RS05240,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2317913099987611,0.778359897758251,0.0,0.0,141,1,12.31,3,3,0,13,True
RPSI07_RS05245,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.0956018732951257,0.9191074613734103,0.0,0.0,761,1,13.7,3,3,0,49,True
RPSI07_RS05250,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.3587708824999025,0.6415045411708673,0.1111111111111111,12.0,297,1,15.76,3,3,70,416,True
RPSI07_RS05255,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2227827477165664,0.7500919093358407,0.0,0.0,176,1,16.75,3,3,0,3,True
RPSI07_RS05260,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1768825349265995,0.8073762302130859,0.0,0.0,347,1,17.66,3,3,0,3,True
RPSI07_RS05265,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.3116231473756345,0.634484678723794,0.09375,15.0,438,1,18.99,3,3,123,260,True
RPSI07_RS05270,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_ortho,0,0.1931433443549091,0.763563396247849,0.0,0.0,286,1,20.15,0,3,0,11,True
RPSI07_RS05275,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2299915838300665,0.771959862882615,0.0476190476190476,0.0,305,0,21.25,3,3,1,26,False
RPSI07_RS05280,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry|F_core_redundant,0,0.9597608282659624,0.020439413135069,0.6097560975609756,61.0,313,1,22.18,3,3,1653,605,True
RPSI07_RS05285,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3185873849787062,0.6318145293704109,0.1052631578947368,2.0,229,0,23.19,3,3,13,109,True
RPSI07_RS05290,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2123214736147307,0.7642557228692206,0.0,0.0,246,0,23.89,3,3,0,10,True
RPSI07_RS05300,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.1989984678013863,0.7502244281045143,0.0,0.0,270,1,24.97,3,3,1,27,True
RPSI07_RS05305,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2293314412994548,0.7369240595920344,0.0,0.0,165,1,25.7,3,3,0,5,True
RPSI07_RS05310,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.0771638730703014,0.9312375013750054,0.0,0.0,916,1,27.42,3,3,0,3,True
RPSI07_RS05315,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,1,0.2512076448868352,0.7072076149223027,0.0,0.0,124,0,29.63,3,3,0,3,False
RPSI07_RS05320,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2451106684058337,0.7285528139799778,0.0,0.0,144,0,30.02,3,3,1,2,False
RPSI07_RS05325,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3255845153257915,0.6177828437091197,0.1388888888888889,3.0,325,0,30.78,3,3,68,236,True
RPSI07_RS05330,,UNRESOLVED,unknown,0,,0,0.6374260203360088,0.27059516060711436,0.3636363636363636,0.0,83,0,31.36,3,3,4,11,False
RPSI07_RS05335,,UNRESOLVED,unknown,0,N_redundancy,0,0.4385617072804361,0.5942452128309944,0.1714285714285714,4.0,147,0,31.87,3,3,33,86,True
RPSI07_RS05340,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3125094924496907,0.6159763982717018,0.1,0.0,180,1,32.42,3,3,1,12,True
RPSI07_RS05345,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry|F_core_redundant,1,0.9403650041512478,0.03315633298253225,0.7948717948717948,18.0,220,1,33.16,3,3,515,159,True
RPSI07_RS05350,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1420932414981746,0.8415218231101559,0.0,0.0,521,1,34.26,3,3,0,15,True
RPSI07_RS05355,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2654745695440793,0.7345770914324609,0.0,0.0,63,1,35.2,3,3,0,3,True
RPSI07_RS05360,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2130682512637915,0.7935578283213723,0.0,0.0,234,1,35.78,3,3,0,3,True
RPSI07_RS05365,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2451004902258879,0.7690507159138804,0.0,0.0,153,0,36.59,3,3,0,3,True
RPSI07_RS05370,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1971400556133958,0.7958904205836329,0.0,0.0,318,0,37.3,3,3,0,5,True
RPSI07_RS05375,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.0569397114920146,0.972163927903509,0.0,0.0,1151,0,40.36,3,3,0,8,True
RPSI07_RS05380,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1283586108271535,0.9284111033886562,0.0,0.0,629,0,43.2,3,3,0,6,True
RPSI07_RS05385,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1798363241307063,0.8841466532244431,0.0,0.0,396,0,44.78,3,3,0,6,True
RPSI07_RS05390,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1837575107079418,0.8750648941844092,0.0,0.0,357,1,46.04,3,3,0,6,True
RPSI07_RS05400,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2007121102718641,0.7965896209883649,0.0909090909090909,0.0,527,1,48.22,3,3,1,18,False
RPSI07_RS05405,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.1728547559938307,0.8154245992132353,0.0,2.0,442,1,49.78,3,3,0,44,True
RPSI07_RS05410,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1143345509084761,0.9118699106025965,0.0,0.0,716,0,51.8,3,3,0,4,True
RPSI07_RS05415,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,0,0.7801066714364244,0.20281692969123974,0.5238095238095238,0.0,84,1,53.11,3,3,13,14,False
RPSI07_RS05420,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2752866334755044,0.7467520151516517,0.0,0.0,82,0,53.69,3,3,0,3,True
RPSI07_RS05430,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2212871698081506,0.7623027686840759,0.0666666666666666,0.0,425,0,55.04,3,3,4,60,True
RPSI07_RS05435,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1223730390391767,0.8827414780243997,0.0,0.0,676,0,56.82,3,3,0,3,True
RPSI07_RS05440,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_strong|N_long_lagging,0,0.134740899272981,0.8854248730825055,0.0769230769230769,0.0,812,0,59.35,0,3,2,36,True
RPSI07_RS05445,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,1,0.4940495628743317,0.387954967301835,0.282051282051282,4.0,309,1,61.21,3,3,70,117,False
RPSI07_RS05450,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.202753293695221,0.7937117737940735,0.0476190476190476,0.0,426,1,62.32,3,3,2,40,True
RPSI07_RS05455,,UNRESOLVED,unknown,0,N_redundancy,0,0.3566261903750449,0.6259536723433562,0.1333333333333333,4.0,290,0,63.52,3,3,35,85,True
RPSI07_RS05460,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.161580238046009,0.8378748170850744,0.0,0.0,495,0,64.7,3,3,0,32,True
RPSI07_RS05465,,UNRESOLVED,unknown,0,N_redundancy,1,0.765320277965378,0.1928688983013134,0.4615384615384615,6.0,129,0,65.68,3,3,155,92,False
RPSI07_RS05470,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.1989834411965786,0.8199457259427188,0.04,0.0,451,0,66.63,3,3,2,48,False
RPSI07_RS05475,,UNRESOLVED,unknown,0,E_cons_core,1,0.8826909854032671,0.06541692498687178,0.7222222222222222,1.0,209,0,66.26,3,3,53,15,False
RPSI07_RS05480,,UNRESOLVED,unknown,0,E_geometry,0,0.5254741500638443,0.3638019767034196,0.3125,0.0,242,1,65.55,3,3,5,15,False
RPSI07_RS05485,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2853980634312618,0.7702776725647795,0.0,0.0,67,0,64.42,3,3,0,3,True
RPSI07_RS05490,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1451445537443225,0.8654517552298248,0.0,0.0,569,0,63.35,3,3,0,3,True
RPSI07_RS05495,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2494777615973714,0.6365918264928473,0.0,0.0,145,1,62.22,3,3,1,2,False
RPSI07_RS05500,,UNRESOLVED,unknown,0,N_redundancy,0,0.5916856521974222,0.31467688375435277,0.358974358974359,12.0,429,1,61.24,3,3,151,238,False
RPSI07_RS05505,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry|F_core_redundant,1,0.9412302571065668,0.03292993235654194,0.7948717948717948,18.0,246,1,60.25,3,3,515,159,True
RPSI07_RS05510,,CONDITIONAL_SUSPECT,unknown,0,N_redundancy|N_long_lagging|P_conditional,1,0.4308802887307668,0.5378026773307978,0.1794871794871795,16.0,451,0,58.95,3,3,121,388,True
RPSI07_RS05515,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.149793031606355,0.8931092767712754,0.0769230769230769,16.0,1046,0,56.65,3,3,55,414,True
RPSI07_RS05520,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.1516840211385131,0.8908008215990871,0.0769230769230769,16.0,1034,0,53.53,3,3,55,414,True
RPSI07_RS05525,,CONDITIONAL_SUSPECT,unknown,0,N_redundancy|N_long_lagging|P_conditional,0,0.5255401216478077,0.4197385106705483,0.2631578947368421,20.0,510,0,51.22,3,3,104,358,True
RPSI07_RS05530,,UNRESOLVED,unknown,0,,0,0.3709253622414299,0.6368894651207793,0.1428571428571428,0.0,188,0,49.86,3,3,2,16,True
RPSI07_RS05535,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1621780236931642,0.8208374834787107,0.0,0.0,451,1,48.83,3,3,0,17,True
RPSI07_RS05540,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2484468988125889,0.7298398333875583,0.0,0.0,159,0,47.3,3,3,1,2,False
RPSI07_RS05545,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2055713878594871,0.8116688318967465,0.0,0.0,303,0,46.29,3,3,0,7,True
RPSI07_RS05550,,UNRESOLVED,unknown,0,E_geometry,0,0.3954252457575963,0.5774545530708142,0.2285714285714285,1.0,336,1,45.3,3,3,16,44,True
RPSI07_RS05555,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2547404619216653,0.7360013852079539,0.1388888888888889,1.0,487,1,44.07,3,3,9,52,True
RPSI07_RS05560,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.1633675511514347,0.824069491796937,0.0,0.0,464,0,42.34,3,3,1,2,False
RPSI07_RS05565,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1445586423003141,0.854467605576027,0.0,0.0,523,1,40.8,3,3,0,7,True
RPSI07_RS05570,,UNRESOLVED,unknown,0,E_cons_core,1,0.8815820102354993,0.11489950135245498,0.6666666666666666,1.0,47,0,39.64,3,3,9,1,False
RPSI07_RS05575,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_conditional,0,0.1638659314763356,0.8538535544989151,0.0,1.0,478,0,38.65,3,3,0,93,True
RPSI07_RS05580,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.1988012872605138,0.8666072909371568,0.0,0.0,295,1,37.48,2,3,0,2,True
RPSI07_RS05585,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.1875626876945765,0.8029442140357894,0.025,3.0,456,1,36.21,3,3,5,139,True
RPSI07_RS05590,,UNRESOLVED,unknown,0,E_geometry,1,0.4015784021925164,0.44869353657206507,0.2,0.0,216,1,35.21,3,3,3,5,True
RPSI07_RS05595,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.095513721231138,0.9003397994664633,0.0476190476190476,0.0,914,1,33.14,3,3,1,24,True
RPSI07_RS05600,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2789416626656046,0.6671864503816541,0.1428571428571428,1.0,410,1,31.13,3,3,5,47,True
RPSI07_RS05605,,UNRESOLVED,unknown,0,E_geometry,1,0.7410259172873862,0.1702198016223656,0.48,2.0,114,1,30.35,3,3,31,25,False
RPSI07_RS05610,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1007377206383447,0.9127999073860821,0.0384615384615384,0.0,852,1,28.88,3,3,1,34,False
