organism,locus_tag,b_number,gene_name,product,source
beril_Keio,17728,b3668,uhpB,sensor histidine kinase UhpB,synteny_chain
beril_Keio,17729,b3669,uhpA,DNA-binding transcriptional activator UhpA,synteny_chain
beril_Keio,17730,b3670,ilvN,acetohydroxy acid synthase I subunit IlvN,synteny_chain
beril_Keio,17731,b3671,ilvB,acetohydroxy acid synthase I subunit IlvB,synteny_chain
beril_Keio,17733,b3672,ivbL,ilvBN operon leader peptide,synteny_chain
beril_Keio,17734,b4618,tisB,membrane-depolarizing toxin TisB,synteny_chain
beril_Keio,17735,b4798,ysdE,protein YsdE,synteny_chain
beril_Keio,17736,b3673,emrD,multidrug efflux pump EmrD,synteny_chain
beril_Keio,17738,b3685,yidE,putative transport protein YidE,synteny_chain
beril_Keio,17739,b3686,ibpB,small heat shock protein IbpB,synteny_chain
beril_Keio,17743,b3687,ibpA,small heat shock protein IbpA,synteny_chain
beril_Keio,17744,b3688,yidQ,DUF1375 domain-containing putative lipoprotein YidQ,synteny_chain
beril_Keio,17745,b3689,yidR,DUF3748 domain-containing galacturonate catabolism protein YidR,synteny_chain
beril_Keio,17746,b3690,cbrA,colicin M resistance protein,synteny_chain
beril_Keio,17747,b3691,dgoT,D-galactonate:H(+) symporter,synteny_chain
beril_Keio,17748,b4478,dgoD,D-galactonate dehydratase,synteny_chain
beril_Keio,17750,b4477,dgoA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,synteny_chain
beril_Keio,17752,b3693,dgoK,2-dehydro-3-deoxygalactonokinase,anchor_product
beril_Keio,17756,b4479,dgoR,DNA-binding transcriptional regulator DgoR,synteny_chain
beril_Keio,17757,b3699,gyrB,DNA gyrase subunit B,synteny_walk
beril_Keio,17759,b3700,recF,recombination mediator protein RecF,synteny_walk
beril_Keio,17760,b3701,dnaN,beta sliding clamp,synteny_walk
beril_Keio,17761,b3702,dnaA,chromosomal replication initiator protein DnaA,anchor_product
beril_Keio,17762,b4757,ysdD,protein YsdD,synteny_chain
beril_Keio,17763,b4557,yidD,membrane protein insertion efficiency factor,synteny_chain
beril_Keio,17765,b3705,yidC,membrane protein insertase YidC,anchor_product
beril_Keio,17766,b3706,mnmE,5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit,synteny_walk
beril_Keio,17768,b3708,tnaA,tryptophanase,anchor_product
beril_Keio,17770,b3709,tnaB,tryptophan:H(+) symporter TnaB,synteny_chain
beril_Keio,17771,b3710,mdtL,efflux pump MdtL,synteny_chain
beril_Keio,17772,b3711,yidZ,DNA-binding transcriptional dual regulator YidZ,synteny_chain
beril_Keio,17773,b3712,yieE,putative phosphopantetheinyl transferase,synteny_chain
beril_Keio,17774,b3713,yieF,quinone reductase,synteny_chain
beril_Keio,17775,b3714,adeP,adenine:H(+) symporter,synteny_chain
beril_Keio,17777,b3715,yieH,6-phosphogluconate phosphatase,synteny_chain
beril_Keio,17779,b3716,cbrB,putative inner membrane protein,synteny_chain
beril_Keio,17780,b3717,cbrC,PF03691 family colicin E2 tolerance protein CbrC,synteny_chain
beril_Keio,17781,b3718,yieK,putative glucosamine-6-phosphate deaminase YieK,synteny_chain
beril_Keio,17782,b3719,yieL,putative hydrolase YieL,synteny_chain
beril_Keio,17783,b3720,bglH,cryptic carbohydrate-specific outer membrane porin,synteny_chain
beril_Keio,17784,b3721,bglB,cryptic 6-phospho-beta-glucosidase B,synteny_chain
beril_Keio,17785,b3722,bglF,cryptic beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase,synteny_chain
beril_Keio,17786,b3723,bglG,transcriptional antiterminator BglG,synteny_chain
beril_Keio,17791,b3733,atpG,ATP synthase F1 complex subunit gamma,synteny_chain
beril_Keio,17792,b3734,atpA,ATP synthase F1 complex subunit alpha,synteny_chain
beril_Keio,17793,b3735,atpH,ATP synthase F1 complex subunit delta,synteny_chain
beril_Keio,17794,b3736,atpF,ATP synthase Fo complex subunit b,synteny_chain
beril_Keio,17795,b3737,atpE,ATP synthase Fo complex subunit c,synteny_chain
beril_Keio,17796,b3738,atpB,ATP synthase Fo complex subunit a,synteny_chain
beril_Keio,17797,b3739,atpI,ATP synthase accessory factor AtpI,synteny_chain
beril_Keio,17798,b3740,rsmG,16S rRNA m(7)G527 methyltransferase,synteny_chain
beril_Keio,17799,b3741,mnmG,5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG,synteny_chain
beril_Keio,17800,b3742,mioC,flavoprotein MioC,synteny_chain
beril_Keio,17801,b3743,asnC,DNA-binding transcriptional dual regulator AsnC,synteny_chain
beril_Keio,17802,b3744,asnA,asparagine synthetase A,synteny_chain
beril_Keio,17803,b3745,viaA,protein ViaA,synteny_chain
beril_Keio,17804,b3746,ravA,regulatory ATPase RavA,synteny_chain
beril_Keio,17806,b3747,kup,K(+):H(+) symporter Kup,synteny_chain
beril_Keio,17808,b3748,rbsD,D-ribose pyranase,anchor_product
beril_Keio,17809,b3749,rbsA,ribose ABC transporter ATP binding subunit,synteny_walk
beril_Keio,17810,b3750,rbsC,ribose ABC transporter membrane subunit,synteny_walk
beril_Keio,17811,b3751,rbsB,ribose ABC transporter periplasmic binding protein,synteny_walk
beril_Keio,17812,b3752,rbsK,ribokinase,synteny_chain
beril_Keio,17813,b3753,rbsR,DNA-binding transcriptional dual regulator RbsR,synteny_chain
beril_Keio,17814,b3754,hsrA,putative transporter HsrA,synteny_chain
beril_Keio,17817,b3755,yieP,DNA-binding transcriptional dual regulator YieP,synteny_chain
beril_Keio,17818,b4480,hdfR,DNA-binding transcriptional dual regulator HdfR,synteny_chain
beril_Keio,17825,b3775,ppiC,peptidyl-prolyl cis-trans isomerase C,synteny_chain
beril_Keio,17826,b3778,rep,ATP-dependent DNA helicase Rep,synteny_chain
beril_Keio,17827,b3779,gpp,guanosine-5'-triphosphate%2C3'-diphosphate phosphatase,synteny_chain
beril_Keio,17831,b3780,rhlB,ATP-dependent RNA helicase RhlB,anchor_product
beril_Keio,17832,b3781,trxA,thioredoxin 1,synteny_walk
beril_Keio,17834,b3783,rho,transcription termination factor Rho,anchor_product
beril_Keio,17835,b3784,wecA,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase,synteny_chain
beril_Keio,17836,b3785,wzzE,enterobacterial common antigen polysaccharide co-polymerase,synteny_chain
beril_Keio,17840,b3786,wecB,UDP-N-acetylglucosamine 2-epimerase,synteny_chain
beril_Keio,17842,b3787,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,synteny_chain
beril_Keio,17845,b3795,thrP,threonine/serine:H(+) symporter ThrP,synteny_chain
beril_Keio,17846,b3800,aslB,putative anaerobic sulfatase maturation enzyme AslB,synteny_chain
beril_Keio,17849,b3801,aslA,putative sulfatase AslA,synteny_chain
beril_Keio,17850,b3802,hemY,protein HemY,synteny_chain
beril_Keio,17851,b3803,hemX,PF04375 family protein HemX,synteny_chain
beril_Keio,17852,b3804,hemD,uroporphyrinogen-III synthase,anchor_product
beril_Keio,17854,b3808,yzcX,protein YzcX,synteny_chain
beril_Keio,17855,b4558,lptM,LptD oxidative maturation-associated lipoprotein,synteny_chain
beril_Keio,17858,b3809,dapF,diaminopimelate epimerase,anchor_product
beril_Keio,17859,b3810,yigA,DUF484 domain-containing protein YigA,synteny_walk
beril_Keio,17860,b3811,xerC,site-specific tyrosine recombinase,synteny_walk
beril_Keio,17861,b3812,yigB,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,synteny_chain
beril_Keio,17862,b3813,uvrD,DNA helicase II,synteny_chain
beril_Keio,17864,b4482,yigE,DUF2233 domain-containing protein YigE,synteny_chain
beril_Keio,17865,b4799,ysgD,protein YsgD,synteny_chain
beril_Keio,17868,b3816,corA,Ni(2(+))/Co(2(+))/Mg(2(+)) transporter,synteny_chain
beril_Keio,17869,b3828,metR,DNA-binding transcriptional dual regulator MetR,synteny_chain
beril_Keio,17875,b3829,metE,cobalamin-independent homocysteine transmethylase,synteny_chain
beril_Keio,17876,b3830,ysgA,putative dienelactone hydrolase,synteny_chain
beril_Keio,17877,b3831,udp,uridine phosphorylase,synteny_chain
beril_Keio,17879,b3832,rmuC,putative recombination limiting protein RmuC,synteny_chain
beril_Keio,17880,b3833,ubiE,bifunctional 2-octaprenyl-6-methoxy-1%2C4-benzoquinol methylase and demethylmenaquinone methyltransferase,synteny_chain
beril_Keio,17882,b3834,ubiJ,ubiquinone biosynthesis accessory factor UbiJ,anchor_product
beril_Keio,17883,b3835,ubiB,ubiquinone biosynthesis protein UbiB,synteny_walk
beril_Keio,17884,b3836,tatA,twin arginine protein translocation system - TatA protein,synteny_walk
beril_Keio,17886,b3838,tatB,twin arginine protein translocation system - TatB protein,synteny_walk
beril_Keio,17888,b3839,tatC,twin arginine protein translocation system - TatC protein,synteny_chain
beril_Keio,17889,b4483,tatD,3' -> 5' ssDNA/RNA exonuclease TatD,synteny_chain
beril_Keio,17890,b3842,rfaH,transcription antiterminator RfaH,synteny_chain
beril_Keio,17892,b3843,ubiD,3-octaprenyl-4-hydroxybenzoate decarboxylase,synteny_chain
beril_Keio,17893,b3844,fre,NAD(P)H-flavin reductase,synteny_chain
beril_Keio,17894,b3845,fadA,3-ketoacyl-CoA thiolase,synteny_chain
beril_Keio,17896,b3856,mobB,molybdopterin-guanine dinucleotide biosynthesis adaptor protein,synteny_chain
beril_Keio,17897,b3857,mobA,molybdenum cofactor guanylyltransferase,synteny_chain
beril_Keio,17898,b3858,yihD,DUF1040 domain-containing protein YihD,synteny_chain
beril_Keio,17899,b3859,srkA,stress response kinase A,synteny_chain
beril_Keio,17900,b3860,dsbA,thiol:disulfide oxidoreductase DsbA,synteny_chain
beril_Keio,17901,b3861,yihF,DUF945 domain-containing protein YihF,synteny_chain
beril_Keio,17903,b3862,yihG,1-acylglycerol-3-phosphate O-acyltransferase YihG,synteny_walk
beril_Keio,17904,b3863,polA,DNA polymerase I,anchor_product
beril_Keio,17905,b3865,yihA,GTP-binding protein YihA,synteny_walk
beril_Keio,17906,b3866,yihI,Der GTPase-activating protein YihI,anchor_product
beril_Keio,17907,b3867,hemN,coproporphyrinogen III dehydrogenase,synteny_walk
beril_Keio,17908,b4686,yshB,uncharacterized protein YshB,synteny_chain
beril_Keio,17909,b3868,glnG,DNA-binding transcriptional dual regulator NtrC,synteny_chain
beril_Keio,17910,b3869,glnL,protein histidine kinase NtrB,synteny_chain
beril_Keio,17912,b3870,glnA,glutamine synthetase,synteny_chain
beril_Keio,17913,b3871,bipA,50S ribosomal subunit assembly factor BipA,synteny_chain
beril_Keio,17914,b0996,torC,cytochrome c menaquinol dehydrogenase TorC,synteny_chain
beril_Keio,17915,b0997,torA,trimethylamine N-oxide reductase 1,synteny_chain
beril_Keio,17917,b0998,torD,trimethylamine-N-oxide reductase-specific chaperone,synteny_chain
beril_Keio,17920,b0999,cbpM,chaperone modulator CbpM,synteny_chain
beril_Keio,17922,b1000,cbpA,curved DNA-binding protein,synteny_chain
beril_Keio,17923,b1001,yccE,uncharacterized protein YccE,synteny_chain
beril_Keio,17925,b1002,agp,glucose-1-phosphatase,anchor_product
beril_Keio,17926,b3886,yihY,PF03631 family membrane protein YihY,synteny_walk
beril_Keio,17927,b3887,dtd,D-aminoacyl-tRNA deacylase,anchor_product
beril_Keio,17928,b3888,fabY,putative fatty acid biosynthesis enzyme FabY,synteny_walk
beril_Keio,17930,b3889,yiiE,putative DNA-binding transcriptional regulator YiiE,synteny_walk
beril_Keio,17931,b3890,yiiF,protein YiiF,synteny_chain
beril_Keio,17932,b3891,fdhE,formate dehydrogenase formation protein,synteny_chain
beril_Keio,17933,b3892,fdoI,formate dehydrogenase O subunit gamma,synteny_chain
beril_Keio,17934,b3898,frvX,peptidase M42 family protein FrvX,synteny_chain
beril_Keio,17935,b3899,frvB,putative PTS enzyme IIBC component FrvB,synteny_chain
beril_Keio,17938,b3900,frvA,putative PTS enzyme IIA component FrvA,synteny_chain
beril_Keio,17941,b3901,rhaM,L-rhamnose mutarotase,anchor_product
beril_Keio,17942,b3902,rhaD,rhamnulose-1-phosphate aldolase,anchor_product
beril_Keio,17944,b3904,rhaB,rhamnulokinase,anchor_product
beril_Keio,17945,b3905,rhaS,DNA-binding transcriptional activator RhaS,synteny_walk
beril_Keio,17946,b3906,rhaR,DNA-binding transcriptional activator RhaR,synteny_walk
beril_Keio,17947,b3907,rhaT,rhamnose/lyxose:H(+) symporter,synteny_walk
beril_Keio,17948,b3908,sodA,superoxide dismutase (Mn),synteny_walk
beril_Keio,17949,b3909,kdgT,2-dehydro-3-deoxy-D-gluconate:H(+) symporter,synteny_walk
beril_Keio,17950,b3910,yiiM,6-hydroxyaminopurine reductase,synteny_chain
beril_Keio,17951,b3911,cpxA,sensor histidine kinase CpxA,synteny_chain
beril_Keio,17952,b4484,cpxP,periplasmic protein CpxP,synteny_chain
beril_Keio,17954,b3915,fieF,Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter,synteny_chain
beril_Keio,17955,b3916,pfkA,6-phosphofructokinase 1,synteny_walk
beril_Keio,17956,b3917,sbp,sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp,synteny_walk
beril_Keio,17957,b3918,cdh,CDP-diacylglycerol diphosphatase,anchor_product
beril_Keio,17958,b3919,tpiA,triose-phosphate isomerase,anchor_product
beril_Keio,17959,b3920,yiiQ,DUF1454 domain-containing protein YiiQ,synteny_walk
beril_Keio,17960,b3921,yiiR,DUF805 domain-containing protein YiiR,synteny_walk
beril_Keio,17961,b3922,yiiS,DUF406 domain-containing protein YiiS,synteny_walk
beril_Keio,17963,b3923,uspD,universal stress protein D,synteny_chain
beril_Keio,17964,b3924,fpr,flavodoxin/ferredoxin-NADP(+) reductase,synteny_chain
beril_Keio,17965,b3926,glpK,glycerol kinase,synteny_chain
beril_Keio,17966,b3927,glpF,glycerol facilitator,synteny_chain
beril_Keio,17967,b3928,zapB,cell division factor ZapB,synteny_walk
beril_Keio,17968,b3929,rraA,ribonuclease E inhibitor protein A,synteny_walk
beril_Keio,17969,b3930,menA,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase,synteny_walk
beril_Keio,17970,b3931,hslU,ATPase component of the HslVU protease,synteny_walk
beril_Keio,17971,b3932,hslV,peptidase component of the HslVU protease,synteny_walk
beril_Keio,17972,b3933,ftsN,cell division protein FtsN,anchor_product
beril_Keio,17973,b3934,cytR,CytR,synteny_chain
beril_Keio,17974,b3935,priA,primosomal protein N',anchor_product
beril_Keio,17975,b3936,rpmE,50S ribosomal subunit protein L31,synteny_walk
beril_Keio,17977,b3937,yiiX,putative lipid-binding hydrolase YiiX,synteny_chain
beril_Keio,17978,b3938,metJ,DNA-binding transcriptional repressor MetJ,synteny_chain
beril_Keio,17979,b3939,metB,O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase,synteny_chain
beril_Keio,17980,b3940,metL,fused aspartate kinase/homoserine dehydrogenase 2,synteny_chain
beril_Keio,17981,b3941,metF,5%2C10-methylenetetrahydrofolate reductase,synteny_chain
beril_Keio,17982,b3944,yijF,DUF1287 domain-containing protein YijF,synteny_chain
beril_Keio,17983,b3945,gldA,L-1%2C2-propanediol dehydrogenase/glycerol dehydrogenase,synteny_chain
beril_Keio,17984,b3946,fsaB,fructose-6-phosphate aldolase 2,synteny_chain
beril_Keio,17985,b3947,ptsA,putative PTS multiphosphoryl transfer protein PtsA,synteny_chain
beril_Keio,17988,b3949,frwC,putative PTS enzyme IIC component FrwC,synteny_walk
beril_Keio,17989,b3950,frwB,putative PTS enzyme IIB component FrwB,synteny_walk
beril_Keio,17990,b3951,pflD,putative formate acetyltransferase 2,synteny_walk
beril_Keio,17991,b3952,pflC,putative pyruvate formate-lyase 2 activating enzyme PflC,synteny_walk
beril_Keio,17992,b3953,frwD,putative PTS enzyme IIB component FrwD,synteny_walk
beril_Keio,17993,b3954,yijO,putative DNA-binding transcriptional regulator YijO,synteny_walk
beril_Keio,17994,b3955,eptC,phosphoethanolamine transferase EptC,synteny_walk
beril_Keio,17995,b3956,ppc,phosphoenolpyruvate carboxylase,anchor_product
beril_Keio,17996,b3957,argE,acetylornithine deacetylase,synteny_walk
beril_Keio,17997,b3958,argC,N-acetylglutamylphosphate reductase,synteny_walk
beril_Keio,17998,b3959,argB,acetylglutamate kinase,anchor_product
beril_Keio,17999,b3960,argH,argininosuccinate lyase,anchor_product
beril_Keio,18000,b3961,oxyR,DNA-binding transcriptional dual regulator OxyR,synteny_walk
beril_Keio,18001,b3962,sthA,soluble pyridine nucleotide transhydrogenase,synteny_walk
beril_Keio,18002,b3963,fabR,DNA-binding transcriptional repressor FabR,synteny_walk
beril_Keio,18003,b3964,yijD,DUF1422 domain-containing inner membrane protein YijD,synteny_walk
beril_Keio,18004,b3965,trmA,tRNA m(5)U54 methyltransferase,synteny_walk
beril_Keio,18005,b3966,btuB,cobalamin outer membrane transporter,synteny_chain
beril_Keio,18006,b3967,murI,glutamate racemase,anchor_product
beril_Keio,18007,b3972,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,synteny_walk
beril_Keio,18008,b3973,birA,DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA,synteny_walk
beril_Keio,18009,b3974,coaA,pantothenate kinase,synteny_walk
beril_Keio,18011,b3980,tufB,translation elongation factor Tu 2,synteny_walk
beril_Keio,18012,b3981,secE,Sec translocon subunit SecE,synteny_walk
beril_Keio,18013,b3982,nusG,transcription termination/antitermination factor NusG,synteny_walk
beril_Keio,18014,b3983,rplK,50S ribosomal subunit protein L11,synteny_walk
beril_Keio,18015,b3984,rplA,50S ribosomal subunit protein L1,synteny_walk
beril_Keio,18016,b3985,rplJ,50S ribosomal subunit protein L10,synteny_walk
beril_Keio,18017,b3986,rplL,50S ribosomal subunit protein L12,synteny_walk
beril_Keio,18018,b3987,rpoB,RNA polymerase subunit beta,synteny_walk
beril_Keio,18019,b3988,rpoC,RNA polymerase subunit beta',synteny_walk
beril_Keio,18021,b3989,yjaZ,protein YjaZ,synteny_chain
beril_Keio,18025,b3993,thiE,thiamine phosphate synthase,anchor_product
beril_Keio,18026,b3994,thiC,phosphomethylpyrimidine synthase,synteny_walk
beril_Keio,18027,b3995,rsd,regulator of sigma D,synteny_walk
beril_Keio,18029,b3997,hemE,uroporphyrinogen decarboxylase,anchor_product
beril_Keio,18030,b3998,nfi,endonuclease V,synteny_walk
beril_Keio,18031,b3999,yjaG,DUF416 domain-containing protein YjaG,synteny_walk
beril_Keio,18032,b4000,hupA,DNA-binding protein HU-alpha,synteny_walk
beril_Keio,18033,b4001,yjaH,DUF1481 domain-containing protein YjaH,synteny_walk
beril_Keio,18034,b4002,zraP,signaling pathway modulator ZraP,synteny_walk
beril_Keio,18035,b4003,zraS,sensor histidine kinase ZraS,synteny_walk
beril_Keio,18036,b4004,zraR,DNA-binding transcriptional activator ZraR,synteny_walk
beril_Keio,18037,b4005,purD,phosphoribosylamine--glycine ligase,anchor_product
beril_Keio,18038,b4006,purH,bifunctional AICAR transformylase/IMP cyclohydrolase,synteny_walk
beril_Keio,18040,b4012,yjaB,peptidyl-lysine N-acetyltransferase YjaB,synteny_walk
beril_Keio,18041,b4013,metA,homoserine O-succinyltransferase,synteny_walk
beril_Keio,18042,b4014,aceB,malate synthase A,anchor_product
beril_Keio,18043,b4015,aceA,isocitrate lyase,anchor_product
beril_Keio,18044,b4016,aceK,isocitrate dehydrogenase kinase/phosphatase,synteny_walk
beril_Keio,18046,b4017,arpA,ankyrin-like regulator,synteny_walk
beril_Keio,18047,b4018,iclR,DNA-binding transcriptional repressor IclR,synteny_chain
beril_Keio,18048,b4020,yjbB,putative inorganic phosphate export protein YjbB,synteny_chain
beril_Keio,18049,b4021,pepE,peptidase E,synteny_walk
beril_Keio,18050,b4022,rluF,23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase,synteny_walk
beril_Keio,18051,b4023,yjbD,DUF3811 domain-containing protein YjbD,synteny_walk
beril_Keio,18052,b4024,lysC,aspartate kinase III,synteny_walk
beril_Keio,18053,b4025,pgi,glucose-6-phosphate isomerase,anchor_product
beril_Keio,18056,b4026,yjbE,uncharacterized protein YjbE,synteny_walk
beril_Keio,18057,b4027,yjbF,lipoprotein YjbF,synteny_chain
beril_Keio,18058,b4028,yjbG,capsule biosynthesis GfcC family protein YjbG,synteny_chain
beril_Keio,18059,b4029,yjbH,putative lipoprotein YjbH,synteny_chain
beril_Keio,18060,b4620,yjbT,PF17089 family protein YjbT,synteny_chain
beril_Keio,18061,b4033,malF,maltose ABC transporter membrane subunit MalF,synteny_chain
beril_Keio,18062,b4034,malE,maltose ABC transporter periplasmic binding protein,synteny_chain
beril_Keio,18063,b4035,malK,maltose ABC transporter ATP binding subunit,synteny_chain
beril_Keio,18064,b4036,lamB,maltose outer membrane channel/phage lambda receptor protein,synteny_chain
beril_Keio,18065,b4037,malM,maltose regulon periplasmic protein,synteny_walk
beril_Keio,18067,b4039,ubiC,chorismate lyase,synteny_walk
beril_Keio,18068,b4040,ubiA,4-hydroxybenzoate octaprenyltransferase,anchor_product
beril_Keio,18069,b4041,plsB,glycerol-3-phosphate 1-O-acyltransferase,synteny_walk
beril_Keio,18070,b4042,dgkA,diacylglycerol kinase,anchor_product
beril_Keio,18071,b4043,lexA,DNA-binding transcriptional repressor LexA,synteny_walk
beril_Keio,18072,b4044,dinF,DNA damage-inducible protein F,synteny_chain
beril_Keio,18073,b4045,yjbJ,putative stress response protein YjbJ,synteny_chain
beril_Keio,18074,b4046,zur,DNA-binding transcriptional repressor Zur,synteny_chain
beril_Keio,18077,b4049,dusA,tRNA-dihydrouridine synthase A,synteny_chain
beril_Keio,18078,b4050,pspG,phage shock protein G,synteny_chain
beril_Keio,18079,b4051,qorA,putative quinone oxidoreductase 1,synteny_chain
beril_Keio,18080,b4052,dnaB,replicative DNA helicase,anchor_product
beril_Keio,18081,b4053,alr,alanine racemase 1,synteny_walk
beril_Keio,18082,b4054,tyrB,tyrosine aminotransferase,synteny_walk
beril_Keio,18083,b4621,yjbS,uncharacterized protein YjbS,synteny_walk
beril_Keio,18084,b4055,aphA,acid phosphatase/phosphotransferase,synteny_chain
beril_Keio,18085,b4056,yjbQ,PF01894 family protein YjbQ,synteny_chain
beril_Keio,18086,b4057,yjbR,PF04237 family protein YjbR,synteny_chain
beril_Keio,18087,b4058,uvrA,UvrABC excision nuclease subunit A,synteny_chain
beril_Keio,18088,b4059,ssb,ssDNA-binding protein,synteny_chain
beril_Keio,18089,b4060,yjcB,uncharacterized protein YjcB,synteny_chain
beril_Keio,18090,b4061,pdeC,cyclic di-GMP phosphodiesterase PdeC,synteny_chain
beril_Keio,18091,b4062,soxS,DNA-binding transcriptional dual regulator SoxS,synteny_chain
beril_Keio,18092,b4063,soxR,DNA-binding transcriptional dual regulator SoxR,synteny_chain
beril_Keio,18093,b4064,ghxP,guanine/hypoxanthine transporter GhxP,synteny_chain
beril_Keio,18095,b4065,yjcE,putative transporter YjcE,synteny_chain
beril_Keio,18096,b4066,yjcF,pentapeptide repeat-containing protein YjcF,synteny_chain
beril_Keio,18097,b4067,actP,acetate/glycolate:cation symporter,synteny_chain
beril_Keio,18098,b4068,yjcH,DUF485 domain-containing inner membrane protein YjcH,synteny_chain
beril_Keio,18099,b4069,acs,acetyl-CoA synthetase (AMP-forming),synteny_chain
beril_Keio,18117,b4092,phnP,5-phospho-alpha-D-ribosyl 1%2C2-cyclic phosphate phosphodiesterase,synteny_chain
beril_Keio,18118,b4093,phnO,aminoalkylphosphonate N-acetyltransferase,synteny_chain
beril_Keio,18120,b4094,phnN,ribose 1%2C5-bisphosphate phosphokinase,synteny_chain
beril_Keio,18121,b4095,phnM,RPnTP hydrolase,synteny_chain
beril_Keio,18122,b4096,phnL,carbon-phosphorus lyase ATP-binding protein PhnL,synteny_chain
beril_Keio,18123,b4097,phnK,carbon-phosphorus lyase ATP-binding protein PhnK,synteny_chain
beril_Keio,18124,b4098,phnJ,carbon-phosphorus lyase core complex subunit PhnJ,synteny_chain
beril_Keio,18126,b4099,phnI,carbon-phosphorus lyase core complex subunit PhnI,synteny_chain
beril_Keio,18127,b4100,phnH,carbon-phosphorus lyase core complex subunit PhnH,synteny_chain
beril_Keio,18128,b4101,phnG,carbon-phosphorus lyase core complex subunit PhnG,synteny_chain
beril_Keio,18129,b4102,phnF,putative transcriptional regulator PhnF,synteny_chain
beril_Keio,18130,b4583,phnE1,phosphonate/phosphate ABC transporter membrane subunit PhnE1,synteny_chain
beril_Keio,18133,b4105,phnD,phosphonate/phosphate ABC transporter periplasmic binding protein,synteny_chain
beril_Keio,18134,b4106,phnC,phosphonate/phosphate ABC transporter ATP binding subunit,synteny_chain
beril_Keio,18135,b4107,yjdN,PF06983 family protein YjdN,synteny_chain
beril_Keio,18136,b4108,yjdM,zinc ribbon domain-containing protein YjdM,anchor_product
beril_Keio,18139,b4109,rdcA,regulator of diguanylate cyclase RdcA,synteny_chain
beril_Keio,18140,b4110,rdcB,regulator of diguanylate cyclase RdcB,synteny_chain
beril_Keio,18141,b4111,proP,osmolyte:H(+) symporter ProP,synteny_chain
beril_Keio,18142,b4703,pmrR,small regulatory membrane protein PmrR,synteny_chain
beril_Keio,18143,b4112,basS,sensor histidine kinase BasS,synteny_chain
beril_Keio,18145,b4113,basR,DNA-binding transcriptional dual regulator BasR,synteny_chain
beril_Keio,18146,b4114,eptA,phosphoethanolamine transferase EptA,synteny_chain
beril_Keio,18147,b4115,adiC,arginine:agmatine antiporter,synteny_chain
beril_Keio,18148,b4116,adiY,DNA-binding transcriptional activator AdiY,synteny_chain
beril_Keio,18149,b4117,adiA,arginine decarboxylase%2C degradative,synteny_chain
beril_Keio,18150,b4118,melR,DNA-binding transcriptional dual regulator MelR,synteny_chain
beril_Keio,18151,b4119,melA,alpha-galactosidase,synteny_chain
beril_Keio,18152,b4120,melB,melibiose:H(+)/Na(+)/Li(+) symporter,synteny_chain
beril_Keio,18153,b4127,yjdJ,putative N-acetyltransferase YjdJ,synteny_chain
beril_Keio,18154,b4128,ghoS,antitoxin of the GhoTS toxin-antitoxin system,synteny_chain
beril_Keio,18155,b4559,ghoT,toxin of the GhoTS toxin-antitoxin system,synteny_chain
beril_Keio,18157,b4129,lysU,lysyl-tRNA synthetase,synteny_chain
beril_Keio,18158,b4130,dtpC,dipeptide/tripeptide:H(+) symporter DtpC,synteny_chain
beril_Keio,18159,b4131,cadA,lysine decarboxylase 1,synteny_chain
beril_Keio,18160,b4132,cadB,lysine:cadaverine antiporter,synteny_chain
beril_Keio,18161,b4133,cadC,DNA-binding transcriptional activator CadC,synteny_chain
beril_Keio,18162,b4135,dicD,DNA-binding transcriptional regulator DicD,synteny_chain
beril_Keio,18163,b4136,dsbD,thiol-disulfide exchange protein DsbD,synteny_chain
beril_Keio,18164,b4137,cutA,copper binding protein CutA,synteny_chain
beril_Keio,18165,b4138,dcuA,C4-dicarboxylate transporter DcuA,synteny_chain
beril_Keio,18166,b4139,aspA,aspartate ammonia-lyase,synteny_chain
beril_Keio,18168,b4140,fxsA,protein FxsA,synteny_walk
beril_Keio,18169,b4141,yjeH,L-methionine/branched chain amino acid exporter,synteny_walk
beril_Keio,18170,b4142,groS,cochaperonin GroES,synteny_walk
beril_Keio,18171,b4143,groL,chaperonin GroEL,anchor_product
beril_Keio,18172,b4144,yjeI,DUF4156 domain-containing lipoprotein YjeI,synteny_walk
beril_Keio,18173,b4145,yjeJ,protein YjeJ,synteny_walk
beril_Keio,18174,b4146,epmB,lysine 2%2C3-aminomutase,synteny_chain
beril_Keio,18175,b4147,efp,protein chain elongation factor EF-P,synteny_chain
beril_Keio,18176,b4410,ecnA,entericidin A lipoprotein%2C antidote to entericidin B,synteny_chain
