organism,locus_tag,og_id,cooccur_max_jaccard,cooccur_n_neighbors_50,cooccur_n_neighbors_80,cooccur_essential_neighbor_frac
beril_DvH,207240,OG03400,0.6667,80,0,0.1625
beril_Koxy,BWI76_RS24440,OG03400,0.6667,80,0,0.1625
beril_ANA3,7022884,OG03400,0.6667,80,0,0.1625
beril_Keio,17117,OG03400,0.6667,80,0,0.1625
beril_PV4,5207506,OG03400,0.6667,80,0,0.1625
beril_Methanococcus_S2,MMP_RS01020,OG03400,0.6667,80,0,0.1625
beril_azobra,AZOBR_RS04515,OG03400,0.6667,80,0,0.1625
beril_SB2B,6935928,OG03400,0.6667,80,0,0.1625
beril_RalstoniaPSI07,RPSI07_RS05480,OG03400,0.6667,80,0,0.1625
beril_Ddia6719,HGI48_RS04475,OG03400,0.6667,80,0,0.1625
beril_RalstoniaBSBF1503,RALBFv3_RS18155,OG03400,0.6667,80,0,0.1625
beril_Methanococcus_JJ,MMJJ_RS04475,OG03400,0.6667,80,0,0.1625
beril_Putida,PP_0530,OG03400,0.6667,80,0,0.1625
beril_MR1,199339,OG03400,0.6667,80,0,0.1625
beril_Burk376,H281DRAFT_04232,OG03400,0.6667,80,0,0.1625
beril_RalstoniaGMI1000,RS_RS22880,OG03400,0.6667,80,0,0.1625
beril_BFirm,BPHYT_RS16510,OG03400,0.6667,80,0,0.1625
beril_DdiaME23,DZA65_RS04395,OG03400,0.6667,80,0,0.1625
beril_Miya,8501966,OG03400,0.6667,80,0,0.1625
beril_Dda3937,DDA3937_RS04515,OG03400,0.6667,80,0,0.1625
beril_RalstoniaUW163,UW163_RS20975,OG03400,0.6667,80,0,0.1625
beril_Putida,PP_3138,OG03401,0.6667,17,0,0.1176
beril_Dyella79,N515DRAFT_1117,OG03401,0.6667,17,0,0.1176
beril_Keio,15002,OG03401,0.6667,17,0,0.1176
beril_Koxy,BWI76_RS18020,OG03401,0.6667,17,0,0.1176
beril_Dda3937,DDA3937_RS06850,OG03401,0.6667,17,0,0.1176
beril_Cup4G11,RR42_RS36665,OG03401,0.6667,17,0,0.1176
beril_Dyella79,N515DRAFT_3349,OG03401,0.6667,17,0,0.1176
beril_Ponti,CA264_08805,OG03402,0.7647,132,0,0.0985
beril_SB2B,6938671,OG03402,0.7647,132,0,0.0985
beril_Ddia6719,HGI48_RS18375,OG03402,0.7647,132,0,0.0985
beril_DdiaME23,DZA65_RS19515,OG03402,0.7647,132,0,0.0985
beril_PV4,5208226,OG03402,0.7647,132,0,0.0985
beril_MR1,200101,OG03402,0.7647,132,0,0.0985
beril_Methanococcus_S2,MMP_RS02085,OG03402,0.7647,132,0,0.0985
beril_Cola,Echvi_1238,OG03402,0.7647,132,0,0.0985
beril_Dda3937,DDA3937_RS18445,OG03402,0.7647,132,0,0.0985
beril_Methanococcus_JJ,MMJJ_RS03220,OG03402,0.7647,132,0,0.0985
beril_Koxy,BWI76_RS04195,OG03402,0.7647,132,0,0.0985
beril_ANA3,7026225,OG03402,0.7647,132,0,0.0985
beril_Keio,18415,OG03402,0.7647,132,0,0.0985
beril_MR1,199758,OG03403,1.0,393,67,0.0662
beril_Keio,18280,OG03403,1.0,393,67,0.0662
beril_SB2B,6939040,OG03403,1.0,393,67,0.0662
beril_Ddia6719,HGI48_RS01920,OG03403,1.0,393,67,0.0662
beril_PV4,5207935,OG03403,1.0,393,67,0.0662
beril_ANA3,7023335,OG03403,1.0,393,67,0.0662
beril_DdiaME23,DZA65_RS01990,OG03403,1.0,393,67,0.0662
beril_Dda3937,DDA3937_RS01945,OG03403,1.0,393,67,0.0662
beril_Koxy,BWI76_RS03015,OG03403,1.0,393,67,0.0662
beril_azobra,AZOBR_RS24740,OG03404,0.7,474,0,0.1097
beril_Ponti,CA264_08305,OG03404,0.7,474,0,0.1097
beril_pseudo5_N2C3_1,AO356_10945,OG03404,0.7,474,0,0.1097
beril_Keio,15603,OG03404,0.7,474,0,0.1097
beril_Koxy,BWI76_RS13855,OG03404,0.7,474,0,0.1097
beril_SyringaeB728a_mexBdelta,Psyr_0040,OG03404,0.7,474,0,0.1097
beril_Putida,PP_0089,OG03404,0.7,474,0,0.1097
beril_pseudo6_N2E2,Pf6N2E2_4054,OG03404,0.7,474,0,0.1097
beril_Pedo557,CA265_RS24005,OG03404,0.7,474,0,0.1097
beril_pseudo1_N1B4,Pf1N1B4_1837,OG03404,0.7,474,0,0.1097
beril_SyringaeB728a,Psyr_0040,OG03404,0.7,474,0,0.1097
beril_BFirm,BPHYT_RS27155,OG03404,0.7,474,0,0.1097
beril_pseudo3_N2E3,AO353_10740,OG03404,0.7,474,0,0.1097
beril_Korea,Ga0059261_3168,OG03404,0.7,474,0,0.1097
beril_Cola,Echvi_3561,OG03404,0.7,474,0,0.1097
beril_psRCH2,GFF3940,OG03404,0.7,474,0,0.1097
beril_Burk376,H281DRAFT_05903,OG03404,0.7,474,0,0.1097
beril_WCS417,GFF42,OG03404,0.7,474,0,0.1097
beril_Cup4G11,RR42_RS27470,OG03404,0.7,474,0,0.1097
beril_pseudo13_GW456_L13,PfGW456L13_572,OG03404,0.7,474,0,0.1097
beril_MR1,201336,OG03405,1.0,393,67,0.0662
beril_Koxy,BWI76_RS18205,OG03405,1.0,393,67,0.0662
beril_ANA3,7025260,OG03405,1.0,393,67,0.0662
beril_PV4,5209004,OG03405,1.0,393,67,0.0662
beril_Ddia6719,HGI48_RS10050,OG03405,1.0,393,67,0.0662
beril_Dda3937,DDA3937_RS10020,OG03405,1.0,393,67,0.0662
beril_SB2B,6937981,OG03405,1.0,393,67,0.0662
beril_Keio,15993,OG03405,1.0,393,67,0.0662
beril_DdiaME23,DZA65_RS10460,OG03405,1.0,393,67,0.0662
beril_DdiaME23,DZA65_RS16870,OG03406,1.0,748,258,0.0682
beril_Keio,17586,OG03406,1.0,748,258,0.0682
beril_Koxy,BWI76_RS23480,OG03406,1.0,748,258,0.0682
beril_Ddia6719,HGI48_RS15790,OG03406,1.0,748,258,0.0682
beril_Dda3937,DDA3937_RS15705,OG03406,1.0,748,258,0.0682
beril_acidovorax_3H11,Ac3H11_2832,OG03408,0.8125,176,3,0.1875
beril_RalstoniaUW163,UW163_RS13465,OG03408,0.8125,176,3,0.1875
beril_RalstoniaPSI07,RPSI07_RS17350,OG03408,0.8125,176,3,0.1875
beril_Marino,GFF888,OG03408,0.8125,176,3,0.1875
beril_Ddia6719,HGI48_RS17205,OG03408,0.8125,176,3,0.1875
beril_Koxy,BWI76_RS02785,OG03408,0.8125,176,3,0.1875
beril_Cup4G11,RR42_RS12210,OG03408,0.8125,176,3,0.1875
beril_DdiaME23,DZA65_RS18285,OG03408,0.8125,176,3,0.1875
beril_Dda3937,DDA3937_RS17150,OG03408,0.8125,176,3,0.1875
beril_BFirm,BPHYT_RS12310,OG03408,0.8125,176,3,0.1875
beril_Burk376,H281DRAFT_00575,OG03408,0.8125,176,3,0.1875
beril_Keio,18247,OG03408,0.8125,176,3,0.1875
beril_RalstoniaGMI1000,RS_RS06795,OG03408,0.8125,176,3,0.1875
beril_RalstoniaBSBF1503,RALBFv3_RS00135,OG03408,0.8125,176,3,0.1875
beril_Ddia6719,HGI48_RS09775,OG03409,1.0,342,3,0.0643
beril_Keio,14756,OG03409,1.0,342,3,0.0643
beril_Dda3937,DDA3937_RS09760,OG03409,1.0,342,3,0.0643
beril_psRCH2,GFF3853,OG03409,1.0,342,3,0.0643
beril_DdiaME23,DZA65_RS10085,OG03409,1.0,342,3,0.0643
beril_Koxy,BWI76_RS16085,OG03409,1.0,342,3,0.0643
beril_DdiaME23,DZA65_RS21935,OG03409,1.0,342,3,0.0643
beril_Koxy,BWI76_RS04550,OG03409,1.0,342,3,0.0643
beril_Dda3937,DDA3937_RS00445,OG03409,1.0,342,3,0.0643
beril_Marino,GFF2718,OG03409,1.0,342,3,0.0643
beril_Koxy,BWI76_RS04410,OG03409,1.0,342,3,0.0643
beril_Ddia6719,HGI48_RS20950,OG03409,1.0,342,3,0.0643
beril_Keio,18153,OG03409,1.0,342,3,0.0643
beril_Korea,Ga0059261_0724,OG03410,0.7037,1190,0,0.3538
beril_azobra,AZOBR_RS13980,OG03410,0.7037,1190,0,0.3538
beril_Keio,18040,OG03410,0.7037,1190,0,0.3538
beril_pseudo1_N1B4,Pf1N1B4_3159,OG03410,0.7037,1190,0,0.3538
beril_Ddia6719,HGI48_RS00195,OG03410,0.7037,1190,0,0.3538
beril_pseudo5_N2C3_1,AO356_05605,OG03410,0.7037,1190,0,0.3538
beril_Korea,Ga0059261_2730,OG03410,0.7037,1190,0,0.3538
beril_pseudo13_GW456_L13,PfGW456L13_4654,OG03410,0.7037,1190,0,0.3538
beril_WCS417,GFF1156,OG03410,0.7037,1190,0,0.3538
beril_Putida,PP_2073,OG03410,0.7037,1190,0,0.3538
beril_psRCH2,GFF1570,OG03410,0.7037,1190,0,0.3538
beril_SyringaeB728a_mexBdelta,Psyr_1391,OG03410,0.7037,1190,0,0.3538
beril_Dda3937,DDA3937_RS21075,OG03410,0.7037,1190,0,0.3538
beril_Dyella79,N515DRAFT_3378,OG03410,0.7037,1190,0,0.3538
beril_Cola,Echvi_2189,OG03410,0.7037,1190,0,0.3538
beril_azobra,AZOBR_RS18810,OG03410,0.7037,1190,0,0.3538
beril_Putida,PP_1192,OG03410,0.7037,1190,0,0.3538
beril_acidovorax_3H11,Ac3H11_3388,OG03410,0.7037,1190,0,0.3538
beril_DvH,209191,OG03410,0.7037,1190,0,0.3538
beril_Smeli,SMc01824,OG03410,0.7037,1190,0,0.3538
beril_Caulo,CCNA_02348,OG03410,0.7037,1190,0,0.3538
beril_pseudo6_N2E2,Pf6N2E2_2979,OG03410,0.7037,1190,0,0.3538
beril_Dyella79,N515DRAFT_2560,OG03410,0.7037,1190,0,0.3538
beril_pseudo3_N2E3,AO353_16870,OG03410,0.7037,1190,0,0.3538
beril_SyringaeB728a,Psyr_1391,OG03410,0.7037,1190,0,0.3538
beril_Dino,3606717,OG03410,0.7037,1190,0,0.3538
beril_HerbieS,HSERO_RS17925,OG03410,0.7037,1190,0,0.3538
beril_Keio,17610,OG03410,0.7037,1190,0,0.3538
beril_Koxy,BWI76_RS26925,OG03410,0.7037,1190,0,0.3538
beril_Koxy,BWI76_RS01650,OG03410,0.7037,1190,0,0.3538
beril_WCS417,GFF3388,OG03410,0.7037,1190,0,0.3538
beril_DdiaME23,DZA65_RS00200,OG03410,0.7037,1190,0,0.3538
beril_MR1,202194,OG03412,1.0,393,67,0.0662
beril_Ddia6719,HGI48_RS14510,OG03412,1.0,393,67,0.0662
beril_SB2B,6938023,OG03412,1.0,393,67,0.0662
beril_Dda3937,DDA3937_RS14560,OG03412,1.0,393,67,0.0662
beril_Koxy,BWI76_RS20415,OG03412,1.0,393,67,0.0662
beril_DdiaME23,DZA65_RS15445,OG03412,1.0,393,67,0.0662
beril_PV4,5209965,OG03412,1.0,393,67,0.0662
beril_ANA3,7024280,OG03412,1.0,393,67,0.0662
beril_Keio,16432,OG03412,1.0,393,67,0.0662
beril_Koxy,BWI76_RS06755,OG03414,1.0,748,258,0.0682
beril_Ddia6719,HGI48_RS14170,OG03414,1.0,748,258,0.0682
beril_Dda3937,DDA3937_RS14190,OG03414,1.0,748,258,0.0682
beril_DdiaME23,DZA65_RS14845,OG03414,1.0,748,258,0.0682
beril_Keio,14595,OG03414,1.0,748,258,0.0682
beril_Ddia6719,HGI48_RS00290,OG03415,0.9545,1680,709,0.3012
beril_RalstoniaPSI07,RPSI07_RS04845,OG03415,0.9545,1680,709,0.3012
beril_Cup4G11,RR42_RS03765,OG03415,0.9545,1680,709,0.3012
beril_DdiaME23,DZA65_RS00290,OG03415,0.9545,1680,709,0.3012
beril_SyringaeB728a_mexBdelta,Psyr_4945,OG03415,0.9545,1680,709,0.3012
beril_RalstoniaUW163,UW163_RS20380,OG03415,0.9545,1680,709,0.3012
beril_Caulo,CCNA_01300,OG03415,0.9545,1680,709,0.3012
beril_Magneto,AMB_RS13415,OG03415,0.9545,1680,709,0.3012
beril_Marino,GFF4235,OG03415,0.9545,1680,709,0.3012
beril_RalstoniaGMI1000,RS_RS22200,OG03415,0.9545,1680,709,0.3012
beril_HerbieS,HSERO_RS07435,OG03415,0.9545,1680,709,0.3012
beril_WCS417,GFF249,OG03415,0.9545,1680,709,0.3012
beril_acidovorax_3H11,Ac3H11_3797,OG03415,0.9545,1680,709,0.3012
beril_DvH,209521,OG03415,0.9545,1680,709,0.3012
beril_Methanococcus_S2,MMP_RS06345,OG03415,0.9545,1680,709,0.3012
beril_Burk376,H281DRAFT_04628,OG03415,0.9545,1680,709,0.3012
beril_Putida,PP_0257,OG03415,0.9545,1680,709,0.3012
beril_pseudo5_N2C3_1,AO356_10100,OG03415,0.9545,1680,709,0.3012
beril_Methanococcus_JJ,MMJJ_RS08005,OG03415,0.9545,1680,709,0.3012
beril_PV4,5207519,OG03415,0.9545,1680,709,0.3012
beril_Phaeo,GFF311,OG03415,0.9545,1680,709,0.3012
beril_RalstoniaUW163,UW163_RS09335,OG03415,0.9545,1680,709,0.3012
beril_ANA3,7026781,OG03415,0.9545,1680,709,0.3012
beril_RalstoniaGMI1000,RS_RS11885,OG03415,0.9545,1680,709,0.3012
beril_Koxy,BWI76_RS00475,OG03415,0.9545,1680,709,0.3012
beril_SB2B,6939527,OG03415,0.9545,1680,709,0.3012
beril_Cup4G11,RR42_RS15950,OG03415,0.9545,1680,709,0.3012
beril_ANA3,7022858,OG03415,0.9545,1680,709,0.3012
beril_azobra,AZOBR_RS14965,OG03415,0.9545,1680,709,0.3012
beril_Smeli,SMc03085,OG03415,0.9545,1680,709,0.3012
beril_MR1,199304,OG03415,0.9545,1680,709,0.3012
beril_pseudo3_N2E3,AO353_11830,OG03415,0.9545,1680,709,0.3012
beril_azobra,AZOBR_RS05220,OG03415,0.9545,1680,709,0.3012
beril_azobra,AZOBR_RS18415,OG03415,0.9545,1680,709,0.3012
beril_Marino,GFF4191,OG03415,0.9545,1680,709,0.3012
beril_Dda3937,DDA3937_RS20955,OG03415,0.9545,1680,709,0.3012
beril_ANA3,7024695,OG03415,0.9545,1680,709,0.3012
beril_Burk376,H281DRAFT_06437,OG03415,0.9545,1680,709,0.3012
beril_Miya,8500483,OG03415,0.9545,1680,709,0.3012
beril_PS,Dsui_3279,OG03415,0.9545,1680,709,0.3012
beril_Magneto,AMB_RS10185,OG03415,0.9545,1680,709,0.3012
beril_Dino,3609900,OG03415,0.9545,1680,709,0.3012
beril_pseudo1_N1B4,Pf1N1B4_1673,OG03415,0.9545,1680,709,0.3012
beril_RalstoniaBSBF1503,RALBFv3_RS04335,OG03415,0.9545,1680,709,0.3012
beril_Dyella79,N515DRAFT_2309,OG03415,0.9545,1680,709,0.3012
beril_SyringaeB728a,Psyr_4945,OG03415,0.9545,1680,709,0.3012
beril_Keio,17935,OG03415,0.9545,1680,709,0.3012
beril_pseudo13_GW456_L13,PfGW456L13_408,OG03415,0.9545,1680,709,0.3012
beril_pseudo6_N2E2,Pf6N2E2_3890,OG03415,0.9545,1680,709,0.3012
beril_psRCH2,GFF2373,OG03415,0.9545,1680,709,0.3012
beril_MR1,203577,OG03415,0.9545,1680,709,0.3012
beril_BFirm,BPHYT_RS03240,OG03415,0.9545,1680,709,0.3012
beril_Korea,Ga0059261_3871,OG03415,0.9545,1680,709,0.3012
beril_RalstoniaBSBF1503,RALBFv3_RS18750,OG03415,0.9545,1680,709,0.3012
beril_RalstoniaPSI07,RPSI07_RS13035,OG03415,0.9545,1680,709,0.3012
beril_psRCH2,GFF3894,OG03415,0.9545,1680,709,0.3012
beril_SyringaeB728a_mexBdelta,Psyr_2695,OG03416,0.9,298,2,0.057
beril_pseudo1_N1B4,Pf1N1B4_4810,OG03416,0.9,298,2,0.057
beril_Koxy,BWI76_RS26455,OG03416,0.9,298,2,0.057
beril_Ddia6719,HGI48_RS21655,OG03416,0.9,298,2,0.057
beril_WCS417,GFF2708,OG03416,0.9,298,2,0.057
beril_Keio,16365,OG03416,0.9,298,2,0.057
beril_SyringaeB728a,Psyr_2695,OG03416,0.9,298,2,0.057
beril_DdiaME23,DZA65_RS22640,OG03416,0.9,298,2,0.057
beril_pseudo3_N2E3,AO353_25560,OG03416,0.9,298,2,0.057
beril_Dda3937,DDA3937_RS21360,OG03416,0.9,298,2,0.057
beril_pseudo13_GW456_L13,PfGW456L13_3916,OG03417,1.0,939,75,0.1608
beril_Koxy,BWI76_RS24065,OG03417,1.0,939,75,0.1608
beril_SyringaeB728a,Psyr_2148,OG03417,1.0,939,75,0.1608
beril_Dda3937,DDA3937_RS18550,OG03417,1.0,939,75,0.1608
beril_SB2B,6936388,OG03417,1.0,939,75,0.1608
beril_DdiaME23,DZA65_RS19620,OG03417,1.0,939,75,0.1608
beril_pseudo3_N2E3,AO353_20795,OG03417,1.0,939,75,0.1608
beril_Putida,PP_2451,OG03417,1.0,939,75,0.1608
beril_SyringaeB728a_mexBdelta,Psyr_2148,OG03417,1.0,939,75,0.1608
beril_ANA3,7026301,OG03417,1.0,939,75,0.1608
beril_MR1,200019,OG03417,1.0,939,75,0.1608
beril_Marino,GFF2533,OG03417,1.0,939,75,0.1608
beril_pseudo1_N1B4,Pf1N1B4_6039,OG03417,1.0,939,75,0.1608
beril_psRCH2,GFF1241,OG03417,1.0,939,75,0.1608
beril_pseudo6_N2E2,Pf6N2E2_158,OG03417,1.0,939,75,0.1608
beril_Keio,17024,OG03417,1.0,939,75,0.1608
beril_pseudo5_N2C3_1,AO356_00985,OG03417,1.0,939,75,0.1608
beril_WCS417,GFF3598,OG03417,1.0,939,75,0.1608
beril_PV4,5210795,OG03417,1.0,939,75,0.1608
beril_Ddia6719,HGI48_RS18485,OG03417,1.0,939,75,0.1608
beril_Ddia6719,HGI48_RS03265,OG03418,1.0,393,67,0.0662
beril_Dda3937,DDA3937_RS03095,OG03418,1.0,393,67,0.0662
beril_MR1,200389,OG03418,1.0,393,67,0.0662
beril_Koxy,BWI76_RS25060,OG03418,1.0,393,67,0.0662
beril_ANA3,7023816,OG03418,1.0,393,67,0.0662
beril_DdiaME23,DZA65_RS03260,OG03418,1.0,393,67,0.0662
beril_Keio,17236,OG03418,1.0,393,67,0.0662
beril_SB2B,6936785,OG03418,1.0,393,67,0.0662
beril_PV4,5210378,OG03418,1.0,393,67,0.0662
beril_MR1,200083,OG03419,1.0,146,1,0.0274
beril_Keio,17777,OG03419,1.0,146,1,0.0274
beril_ANA3,7026239,OG03419,1.0,146,1,0.0274
beril_Dyella79,N515DRAFT_2543,OG03420,0.8571,321,2,0.0592
beril_Keio,17843,OG03420,0.8571,321,2,0.0592
beril_Ddia6719,HGI48_RS20180,OG03420,0.8571,321,2,0.0592
beril_Dda3937,DDA3937_RS20035,OG03420,0.8571,321,2,0.0592
beril_DdiaME23,DZA65_RS21225,OG03420,0.8571,321,2,0.0592
beril_pseudo13_GW456_L13,PfGW456L13_2183,OG03420,0.8571,321,2,0.0592
beril_Koxy,BWI76_RS01120,OG03420,0.8571,321,2,0.0592
beril_Phaeo,GFF541,OG03421,0.625,15,0,0.0
beril_Keio,14652,OG03421,0.625,15,0,0.0
beril_Dino,3609817,OG03421,0.625,15,0,0.0
beril_psRCH2,GFF1314,OG03421,0.625,15,0,0.0
beril_Putida,PP_3530,OG03421,0.625,15,0,0.0
beril_Koxy,BWI76_RS07030,OG03421,0.625,15,0,0.0
beril_Smeli,SM_b20684,OG03421,0.625,15,0,0.0
beril_Dda3937,DDA3937_RS19690,OG03423,0.8667,146,3,0.089
beril_DdiaME23,DZA65_RS01975,OG03423,0.8667,146,3,0.089
beril_PV4,5210927,OG03423,0.8667,146,3,0.089
beril_Koxy,BWI76_RS03005,OG03423,0.8667,146,3,0.089
beril_Koxy,BWI76_RS00085,OG03423,0.8667,146,3,0.089
beril_ANA3,7026573,OG03423,0.8667,146,3,0.089
beril_Miya,8502476,OG03423,0.8667,146,3,0.089
beril_Koxy,BWI76_RS27085,OG03423,0.8667,146,3,0.089
beril_Keio,18277,OG03423,0.8667,146,3,0.089
beril_Keio,17292,OG03423,0.8667,146,3,0.089
beril_DvH,207795,OG03423,0.8667,146,3,0.089
beril_Ddia6719,HGI48_RS01905,OG03423,0.8667,146,3,0.089
beril_Dda3937,DDA3937_RS01930,OG03423,0.8667,146,3,0.089
beril_Koxy,BWI76_RS00590,OG03423,0.8667,146,3,0.089
beril_Btheta,350298,OG03423,0.8667,146,3,0.089
beril_Ponti,CA264_07660,OG03423,0.8667,146,3,0.089
beril_MR1,203271,OG03423,0.8667,146,3,0.089
beril_SB2B,6936314,OG03423,0.8667,146,3,0.089
beril_Keio,17637,OG03423,0.8667,146,3,0.089
beril_Keio,14680,OG03424,0.5,1,0,1.0
beril_Putida,PP_1118,OG03424,0.5,1,0,1.0
beril_Miya,8502014,OG03424,0.5,1,0,1.0
beril_Putida,PP_3026,OG03424,0.5,1,0,1.0
beril_RalstoniaUW163,UW163_RS15680,OG03424,0.5,1,0,1.0
beril_Dyella79,N515DRAFT_2955,OG03424,0.5,1,0,1.0
beril_Marino,GFF2888,OG03425,1.0,391,62,0.0639
beril_Keio,16293,OG03425,1.0,391,62,0.0639
beril_DdiaME23,DZA65_RS09490,OG03425,1.0,391,62,0.0639
beril_MR1,201882,OG03425,1.0,391,62,0.0639
beril_Ddia6719,HGI48_RS09190,OG03425,1.0,391,62,0.0639
beril_Koxy,BWI76_RS19815,OG03425,1.0,391,62,0.0639
beril_ANA3,7025364,OG03425,1.0,391,62,0.0639
beril_PV4,5209054,OG03425,1.0,391,62,0.0639
beril_SB2B,6937939,OG03425,1.0,391,62,0.0639
beril_Dda3937,DDA3937_RS09150,OG03425,1.0,391,62,0.0639
beril_Koxy,BWI76_RS20910,OG03426,0.9524,862,67,0.1647
beril_pseudo3_N2E3,AO353_17665,OG03426,0.9524,862,67,0.1647
beril_Dyella79,N515DRAFT_1146,OG03426,0.9524,862,67,0.1647
beril_SyringaeB728a,Psyr_1547,OG03426,0.9524,862,67,0.1647
beril_MR1,201040,OG03426,0.9524,862,67,0.1647
beril_PV4,5209376,OG03426,0.9524,862,67,0.1647
beril_Putida,PP_1236,OG03426,0.9524,862,67,0.1647
beril_Keio,16578,OG03426,0.9524,862,67,0.1647
beril_pseudo1_N1B4,Pf1N1B4_3331,OG03426,0.9524,862,67,0.1647
beril_SyringaeB728a_mexBdelta,Psyr_1547,OG03426,0.9524,862,67,0.1647
beril_Dda3937,DDA3937_RS06060,OG03426,0.9524,862,67,0.1647
beril_Ddia6719,HGI48_RS06105,OG03426,0.9524,862,67,0.1647
beril_SB2B,6937768,OG03426,0.9524,862,67,0.1647
beril_WCS417,GFF1409,OG03426,0.9524,862,67,0.1647
beril_DdiaME23,DZA65_RS06455,OG03426,0.9524,862,67,0.1647
beril_ANA3,7024477,OG03426,0.9524,862,67,0.1647
beril_pseudo5_N2C3_1,AO356_04535,OG03426,0.9524,862,67,0.1647
beril_psRCH2,GFF1477,OG03426,0.9524,862,67,0.1647
beril_pseudo13_GW456_L13,PfGW456L13_4508,OG03426,0.9524,862,67,0.1647
beril_pseudo6_N2E2,Pf6N2E2_2748,OG03426,0.9524,862,67,0.1647
beril_Ddia6719,HGI48_RS09270,OG03428,0.8636,918,5,0.1623
beril_Dda3937,DDA3937_RS09240,OG03428,0.8636,918,5,0.1623
beril_RalstoniaGMI1000,RS_RS14320,OG03428,0.8636,918,5,0.1623
beril_pseudo3_N2E3,AO353_05475,OG03428,0.8636,918,5,0.1623
beril_azobra,AZOBR_RS32335,OG03428,0.8636,918,5,0.1623
beril_pseudo1_N1B4,Pf1N1B4_1144,OG03428,0.8636,918,5,0.1623
beril_SyringaeB728a,Psyr_0823,OG03428,0.8636,918,5,0.1623
beril_psRCH2,GFF3289,OG03428,0.8636,918,5,0.1623
beril_Marino,GFF3783,OG03428,0.8636,918,5,0.1623
beril_RalstoniaUW163,UW163_RS07255,OG03428,0.8636,918,5,0.1623
beril_RalstoniaPSI07,RPSI07_RS10870,OG03428,0.8636,918,5,0.1623
beril_DdiaME23,DZA65_RS09575,OG03428,0.8636,918,5,0.1623
beril_Keio,16276,OG03428,0.8636,918,5,0.1623
beril_Putida,PP_0795,OG03428,0.8636,918,5,0.1623
beril_pseudo6_N2E2,Pf6N2E2_3337,OG03428,0.8636,918,5,0.1623
beril_RalstoniaBSBF1503,RALBFv3_RS06370,OG03428,0.8636,918,5,0.1623
beril_SyringaeB728a_mexBdelta,Psyr_0823,OG03428,0.8636,918,5,0.1623
beril_Koxy,BWI76_RS19725,OG03428,0.8636,918,5,0.1623
beril_WCS417,GFF782,OG03428,0.8636,918,5,0.1623
beril_pseudo13_GW456_L13,PfGW456L13_5073,OG03428,0.8636,918,5,0.1623
beril_pseudo5_N2C3_1,AO356_07325,OG03428,0.8636,918,5,0.1623
beril_acidovorax_3H11,Ac3H11_4465,OG03429,0.9211,1762,293,0.2906
beril_RalstoniaPSI07,RPSI07_RS20885,OG03429,0.9211,1762,293,0.2906
beril_Caulo,CCNA_01543,OG03429,0.9211,1762,293,0.2906
beril_BFirm,BPHYT_RS17550,OG03429,0.9211,1762,293,0.2906
beril_pseudo3_N2E3,AO353_13470,OG03429,0.9211,1762,293,0.2906
beril_ANA3,7025255,OG03429,0.9211,1762,293,0.2906
beril_PS,Dsui_2742,OG03429,0.9211,1762,293,0.2906
beril_SyringaeB728a_mexBdelta,Psyr_4441,OG03429,0.9211,1762,293,0.2906
beril_Ddia6719,HGI48_RS13075,OG03429,0.9211,1762,293,0.2906
beril_pseudo13_GW456_L13,PfGW456L13_96,OG03429,0.9211,1762,293,0.2906
beril_Magneto,AMB_RS21765,OG03429,0.9211,1762,293,0.2906
beril_RalstoniaUW163,UW163_RS01135,OG03429,0.9211,1762,293,0.2906
beril_Dda3937,DDA3937_RS13010,OG03429,0.9211,1762,293,0.2906
beril_Korea,Ga0059261_4069,OG03429,0.9211,1762,293,0.2906
beril_SyringaeB728a,Psyr_4441,OG03429,0.9211,1762,293,0.2906
beril_psRCH2,GFF1292,OG03429,0.9211,1762,293,0.2906
beril_RalstoniaGMI1000,RS_RS03215,OG03429,0.9211,1762,293,0.2906
beril_Cup4G11,RR42_RS03720,OG03429,0.9211,1762,293,0.2906
beril_WCS417,GFF545,OG03429,0.9211,1762,293,0.2906
beril_pseudo1_N1B4,Pf1N1B4_1359,OG03429,0.9211,1762,293,0.2906
beril_Pedo557,CA265_RS11540,OG03429,0.9211,1762,293,0.2906
beril_Burk376,H281DRAFT_05685,OG03429,0.9211,1762,293,0.2906
beril_DdiaME23,DZA65_RS13540,OG03429,0.9211,1762,293,0.2906
beril_Smeli,SMc02376,OG03429,0.9211,1762,293,0.2906
beril_pseudo6_N2E2,Pf6N2E2_3559,OG03429,0.9211,1762,293,0.2906
beril_pseudo5_N2C3_1,AO356_08410,OG03429,0.9211,1762,293,0.2906
beril_PV4,5209309,OG03429,0.9211,1762,293,0.2906
beril_HerbieS,HSERO_RS01480,OG03429,0.9211,1762,293,0.2906
beril_Putida,PP_4849,OG03429,0.9211,1762,293,0.2906
beril_Koxy,BWI76_RS19135,OG03429,0.9211,1762,293,0.2906
beril_MR1,201341,OG03429,0.9211,1762,293,0.2906
beril_azobra,AZOBR_RS07090,OG03429,0.9211,1762,293,0.2906
beril_RalstoniaBSBF1503,RALBFv3_RS12435,OG03429,0.9211,1762,293,0.2906
beril_Keio,16177,OG03429,0.9211,1762,293,0.2906
beril_SB2B,6937869,OG03429,0.9211,1762,293,0.2906
beril_BFirm,BPHYT_RS11050,OG03429,0.9211,1762,293,0.2906
beril_Phaeo,GFF1233,OG03429,0.9211,1762,293,0.2906
beril_DdiaME23,DZA65_RS19520,OG03430,1.0,748,258,0.0682
