organism,locus_tag,product,cog,func_class,source
saur_NCTC8325_biotradis,SAOUHSC_02418,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02419,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02420,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02422,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02424,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02425,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02427,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02428,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02432,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02433,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02434,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02435,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02436,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02437,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02438,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02440,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02441,alkaline shock protein 23,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02442,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02443,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02445,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02447,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02448,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02449,6-phospho-beta-galactosidase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02453,tagatose-6-phosphate kinase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A02331,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02458,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02459,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02460,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02462,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02463,hyaluronate lyase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02464,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02465,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02466,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02467,alpha-acetolactate decarboxylase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02469,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02470,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02471,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02472,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02473,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02474,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02475,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02476,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A02350,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02478,50S ribosomal protein L13,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02480,tRNA pseudouridine synthase A,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02484,50S ribosomal protein L17,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02487,30S ribosomal protein S13,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02488,50S ribosomal protein L36,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02489,translation initiation factor IF-1,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02492,50S ribosomal protein L15,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02493,50S ribosomal protein L30,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02494,30S ribosomal protein S5,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02495,50S ribosomal protein L18,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02501,50S ribosomal protein L24,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02502,50S ribosomal protein L14,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02504,50S ribosomal protein L29,COG0255J,Ribosomal proteins,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02505,50S ribosomal protein L16,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02506,30S ribosomal protein S3,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02507,50S ribosomal protein L22,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02508,30S ribosomal protein S19,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02509,50S ribosomal protein L2,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02511,50S ribosomal protein L4,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02515,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02516,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02518,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02519,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02521,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02522,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02523,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02524,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02525,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02528,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02529,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02530,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02531,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02532,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02533,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02534,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02535,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02541,molybdopterin-guanine dinucleotide biosynthesis protein MobB,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02543,molybdenum cofactor biosynthesis protein MoaC,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02545,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02550,formate dehydrogenase accessory protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02551,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02552,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02553,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02554,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02555,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02556,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02564,urease accessory protein UreG,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02566,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02567,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02568,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02569,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02570,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02572,hypothetical protein,-,Unknown,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02573,Na+/H+ antiporter NhaC,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02574,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02575,hypothetical protein,COG3296S,Unknown,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A02445,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02579,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A02450,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02581,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02584,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02585,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02586,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02587,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02588,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02589,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02590,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02591,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02592,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02593,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02594,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02595,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02596,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02600,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02602,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02603,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02604,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02605,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02606,imidazolonepropionase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02607,urocanate hydratase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02608,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02610,formimidoylglutamase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02611,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02613,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A02483,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02615,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02616,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02618,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02619,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02620,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02622,sodium/glutamate symporter,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02623,isopentenyl pyrophosphate isomerase,COG1304C,Isoprenoid/Mevalonate biosynthesis,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02624,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02625,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02626,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02627,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02628,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02630,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02631,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02632,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02633,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02634,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02635,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A02503,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02636,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02637,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02638,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A02505,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02639,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02640,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02645,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02646,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02647,malate:quinone oxidoreductase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02648,L-lactate permease,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02649,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02651,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02652,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02653,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02654,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02655,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02656,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02657,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02659,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02660,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02662,PTS system sucrose-specific transporter subunit IIBC,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02663,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02665,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02666,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02667,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02668,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02669,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02670,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02671,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02672,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02673,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02674,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02675,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02676,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02677,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02685,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02686,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02688,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02689,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02690,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02691,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02692,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02693,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02694,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02695,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02699,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02700,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02701,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02702,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02704,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02705,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02707,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02710,leukocidin f subunit,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02711,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02713,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02714,biotin synthase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02715,adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A02577,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02717,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02718,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02719,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02720,hypothetical protein,-,Unknown,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02721,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02722,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02724,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02725,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02727,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02728,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02731,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02732,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02734,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02736,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02738,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02739,2-dehydropantoate 2-reductase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02745,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02746,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02747,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02750,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02751,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02752,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02755,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02756,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02757,hypothetical protein,COG2161D,Unknown,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02758,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02759,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02761,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02762,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02768,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02769,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02770,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02771,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02772,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02774,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02775,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02776,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A02635,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02777,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02778,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02779,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02780,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02781,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02782,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02783,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02784,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02785,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02786,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02787,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02788,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02789,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02790,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02793,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02794,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02795,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02796,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02797,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02798,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02800,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02801,UTP-glucose-1-phosphate uridylyltransferase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02804,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02805,hypothetical protein,-,Unknown,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02808,gluconate kinase,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02810,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02811,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02812,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02813,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02814,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02815,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02816,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02817,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02818,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02819,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02820,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02822,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_A02680,,,,none
saur_NCTC8325_biotradis,SAOUHSC_02823,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02824,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02825,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02826,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02827,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02828,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02831,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02832,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02833,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02836,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02837,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02838,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02841,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02842,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02843,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02844,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02845,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02846,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02848,PTS system glucose-specific transporter subunit IIABC,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02850,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02851,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02852,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02853,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02855,LysM domain-containing protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02856,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02857,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02858,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02863,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02864,ferrous iron transport protein B,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02865,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02866,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02867,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02868,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02871,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02872,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02876,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02880,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02881,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02882,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02883,LysM domain-containing protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02885,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02886,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02888,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02889,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02890,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02891,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02892,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02893,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02894,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02895,hypothetical protein,,,gff_direct
saur_NCTC8325_biotradis,SAOUHSC_02896,hypothetical protein,,,gff_direct
