gene,ensg,fba_essential,hart_truth,subsystem,druggability
RNF123,ENSG00000164068,0,,Isolated,0.9
RNF125,ENSG00000101695,0,,Isolated,0.9
RNF126,ENSG00000070423,0,,Isolated,0.9
RNF128,ENSG00000133135,0,,Isolated,0.9
RNF13,ENSG00000082996,0,,Isolated,0.9
RNF130,ENSG00000113269,0,,Isolated,0.9
RNF133,ENSG00000188050,0,,Isolated,0.9
RNF138,ENSG00000134758,0,,Isolated,0.9
RNF139,ENSG00000170881,0,,Isolated,0.9
RNF14,ENSG00000013561,0,,Isolated,0.9
RNF144A,ENSG00000151692,0,,Isolated,0.9
RNF144B,ENSG00000137393,0,,Isolated,0.9
RNF146,ENSG00000118518,0,,Isolated,0.9
RNF149,ENSG00000163162,0,,Isolated,0.9
RNF152,ENSG00000176641,0,,Isolated,0.9
RNF167,ENSG00000108523,0,,Isolated,0.9
RNF180,ENSG00000164197,0,,Isolated,0.9
RNF182,ENSG00000180537,0,,Isolated,0.9
RNF185,ENSG00000138942,0,,Isolated,0.9
RNF187,ENSG00000168159,0,,Isolated,0.9
RNF19A,ENSG00000034677,0,,Isolated,0.9
RNF19B,ENSG00000116514,0,,Isolated,0.9
RNF2,ENSG00000121481,0,,Isolated,0.9
RNF20,ENSG00000155827,0,1,Isolated,0.9
RNF216,ENSG00000011275,0,,Isolated,0.9
RNF217,ENSG00000146373,0,,Isolated,0.9
RNF25,ENSG00000163481,0,,Isolated,0.9
RNF31,ENSG00000092098,0,,Isolated,0.9
RNF40,ENSG00000103549,0,,Isolated,0.9
RNF41,ENSG00000181852,0,,Isolated,0.9
RNF5,ENSG00000204308,0,,Isolated,0.9
RNF8,ENSG00000112130,0,,Isolated,0.9
RNGTT,ENSG00000111880,0,1,Isolated,0.9
RNMT,ENSG00000101654,0,,Isolated,0.9
RNPEP,ENSG00000176393,0,,Leukotriene metabolism,0.9
RPE,ENSG00000197713,0,,Pentose phosphate pathway,0.9
RPE65,ENSG00000116745,0,0,Retinol metabolism,0.9
RPEL1,ENSG00000235376,0,,Pentose phosphate pathway,0.9
RPIA,ENSG00000153574,0,,Pentose phosphate pathway,0.9
RPN1,ENSG00000163902,0,,N-glycan metabolism,0.9
RPN2,ENSG00000118705,0,,N-glycan metabolism,0.9
RPUSD4,ENSG00000165526,0,,Pyrimidine metabolism,0.9
RRM1,ENSG00000167325,0,1,Miscellaneous,0.9
RRM2,ENSG00000171848,0,,Miscellaneous,0.9
RRM2B,ENSG00000048392,0,,Miscellaneous,0.9
RTCA,ENSG00000137996,0,,Isolated,0.9
RWDD2A,ENSG00000013392,0,,Pyruvate metabolism,0.9
SACM1L,ENSG00000211456,0,1,Inositol phosphate metabolism,0.9
SAE1,ENSG00000142230,0,1,Isolated,0.9
SAPCD1,ENSG00000228727,0,,Glycosphingolipid metabolism,0.9
SARDH,ENSG00000123453,0,,"Glycine, serine and threonine metabolism",0.9
SAT1,ENSG00000130066,0,,Arginine and proline metabolism,0.9
SAT2,ENSG00000141504,0,,Arginine and proline metabolism,0.9
SATL1,ENSG00000184788,0,,Leukotriene metabolism,0.9
SC5D,ENSG00000109929,0,,Cholesterol metabolism,0.9
SCARB1,ENSG00000073060,0,,Transport reactions,0.9
SCARF2,ENSG00000244486,0,,Prostaglandin biosynthesis,0.9
SCCPDH,ENSG00000143653,0,,Lysine metabolism,0.9
SCD,ENSG00000099194,0,,Fatty acid biosynthesis,0.9
SCD5,ENSG00000145284,0,,Miscellaneous,0.9
SCLY,ENSG00000132330,0,,Metabolism of other amino acids,0.9
SCN10A,ENSG00000185313,0,0,Transport reactions,0.9
SCN11A,ENSG00000168356,0,,Transport reactions,0.9
SCN1A,ENSG00000144285,0,,Transport reactions,0.9
SCN2A,ENSG00000136531,0,,Transport reactions,0.9
SCN3A,ENSG00000153253,0,,Transport reactions,0.9
SCN4A,ENSG00000007314,0,,Transport reactions,0.9
SCN5A,ENSG00000183873,0,,Transport reactions,0.9
SCN7A,ENSG00000136546,0,,Transport reactions,0.9
SCN8A,ENSG00000196876,0,,Transport reactions,0.9
SCN9A,ENSG00000169432,0,,Transport reactions,0.9
SCNN1A,ENSG00000111319,0,,Transport reactions,0.9
SCNN1B,ENSG00000168447,0,,Transport reactions,0.9
SCNN1D,ENSG00000162572,0,,Transport reactions,0.9
SCNN1G,ENSG00000166828,0,,Transport reactions,0.9
SCP2,ENSG00000116171,0,,Bile acid biosynthesis,0.9
SDC1,ENSG00000115884,0,,Acylglycerides metabolism,0.9
SDHA,ENSG00000073578,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
SDHB,ENSG00000117118,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
SDHC,ENSG00000143252,0,1,Tricarboxylic acid cycle and glyoxylate/,0.9
SDHD,ENSG00000204370,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
SDR16C5,ENSG00000170786,0,,Leukotriene metabolism,0.9
SDR42E1,ENSG00000184860,0,,Leukotriene metabolism,0.9
SDR42E2,ENSG00000183921,0,,Leukotriene metabolism,0.9
SDR9C7,ENSG00000170426,0,0,Leukotriene metabolism,0.9
SDS,ENSG00000135094,0,,"Glycine, serine and threonine metabolism",0.9
SDSL,ENSG00000139410,0,,"Glycine, serine and threonine metabolism",0.9
SEC11A,ENSG00000140612,0,,Lysine metabolism,0.9
SEC11C,ENSG00000166562,0,,Lysine metabolism,0.9
SELENOI,ENSG00000138018,0,,Glycerophospholipid metabolism,0.9
SEPHS1,ENSG00000086475,0,,Metabolism of other amino acids,0.9
SEPHS2,ENSG00000179918,0,,Metabolism of other amino acids,0.9
SERPINA1,ENSG00000197249,0,,Protein assembly,0.9
SERPINA3,ENSG00000196136,0,,Protein assembly,0.9
SETD1A,ENSG00000099381,0,,Lysine metabolism,0.9
SETD1B,ENSG00000139718,0,,Lysine metabolism,0.9
SETD2,ENSG00000181555,0,,Lysine metabolism,0.9
SETD7,ENSG00000145391,0,,Lysine metabolism,0.9
SETDB1,ENSG00000143379,0,,Lysine metabolism,0.9
SETDB2,ENSG00000136169,0,,Lysine metabolism,0.9
SETMAR,ENSG00000170364,0,,Lysine metabolism,0.9
SFXN1,ENSG00000164466,0,,Transport reactions,0.9
SFXN3,ENSG00000107819,0,,Transport reactions,0.9
SGMS1,ENSG00000198964,0,,Sphingolipid metabolism,0.9
SGMS2,ENSG00000164023,0,,Sphingolipid metabolism,0.9
SGPL1,ENSG00000166224,0,,Sphingolipid metabolism,0.9
SGPP1,ENSG00000126821,0,,Inositol phosphate metabolism,0.9
SGPP2,ENSG00000163082,0,,Sphingolipid metabolism,0.9
SGSH,ENSG00000181523,0,,Heparan sulfate degradation,0.9
SH3BP1,ENSG00000100092,0,,Vitamin B6 metabolism,0.9
SH3GLB1,ENSG00000097033,0,,Leukotriene metabolism,0.9
SH3RF1,ENSG00000154447,0,,Isolated,0.9
SH3RF2,ENSG00000156463,0,,Isolated,0.9
SH3RF3,ENSG00000172985,0,,Isolated,0.9
SHMT1,ENSG00000176974,0,,"Glycine, serine and threonine metabolism",0.9
SHMT2,ENSG00000182199,0,,Lysine metabolism,0.9
SHPK,ENSG00000197417,0,,Pentose phosphate pathway,0.9
SHPRH,ENSG00000146414,0,,Isolated,0.9
SI,ENSG00000090402,0,0,Starch and sucrose metabolism,0.9
SIAE,ENSG00000110013,0,,Isolated,0.9
SIAH1,ENSG00000196470,0,,Isolated,0.9
SIAH2,ENSG00000181788,0,,Isolated,0.9
SIRT1,ENSG00000096717,0,,Histidine metabolism,0.9
SIRT2,ENSG00000068903,0,,Histidine metabolism,0.9
SIRT3,ENSG00000142082,0,,Histidine metabolism,0.9
SIRT5,ENSG00000124523,0,,Histidine metabolism,0.9
SIRT6,ENSG00000077463,0,,Histidine metabolism,0.9
SIRT7,ENSG00000187531,0,,Histidine metabolism,0.9
SLC10A1,ENSG00000100652,0,,Transport reactions,0.9
SLC10A2,ENSG00000125255,0,0,Bile acid recycling,0.9
SLC10A6,ENSG00000145283,0,,Transport reactions,0.9
SLC11A1,ENSG00000018280,0,,Transport reactions,0.9
SLC11A2,ENSG00000110911,0,,Transport reactions,0.9
SLC12A1,ENSG00000074803,0,,Transport reactions,0.9
SLC12A2,ENSG00000064651,0,,Transport reactions,0.9
SLC12A3,ENSG00000070915,0,,Transport reactions,0.9
SLC12A4,ENSG00000124067,0,,Transport reactions,0.9
SLC12A5,ENSG00000124140,0,,Transport reactions,0.9
SLC12A6,ENSG00000140199,0,,Transport reactions,0.9
SLC12A7,ENSG00000113504,0,,Transport reactions,0.9
SLC13A1,ENSG00000081800,0,0,Transport reactions,0.9
SLC13A2,ENSG00000007216,0,,Transport reactions,0.9
SLC13A3,ENSG00000158296,0,,Transport reactions,0.9
SLC13A4,ENSG00000164707,0,,Transport reactions,0.9
SLC13A5,ENSG00000141485,0,,Transport reactions,0.9
SLC14A1,ENSG00000141469,0,,Transport reactions,0.9
SLC14A2,ENSG00000132874,0,,Transport reactions,0.9
SLC15A1,ENSG00000088386,0,,Transport reactions,0.9
SLC15A2,ENSG00000163406,0,,Transport reactions,0.9
SLC15A3,ENSG00000110446,0,,Transport reactions,0.9
SLC15A4,ENSG00000139370,0,,Transport reactions,0.9
SLC16A1,ENSG00000155380,0,,Transport reactions,0.9
SLC16A10,ENSG00000112394,0,,Transport reactions,0.9
SLC16A12,ENSG00000152779,0,,Transport reactions,0.9
SLC16A13,ENSG00000174327,0,,Transport reactions,0.9
SLC16A2,ENSG00000147100,0,,Transport reactions,0.9
SLC16A3,ENSG00000141526,0,,Transport reactions,0.9
SLC16A4,ENSG00000168679,0,,Transport reactions,0.9
SLC16A5,ENSG00000170190,0,,Transport reactions,0.9
SLC16A6,ENSG00000108932,0,,Transport reactions,0.9
SLC16A7,ENSG00000118596,0,,Transport reactions,0.9
SLC16A8,ENSG00000100156,0,,Transport reactions,0.9
SLC16A9,ENSG00000165449,0,,Transport reactions,0.9
SLC17A1,ENSG00000124568,0,,Transport reactions,0.9
SLC17A2,ENSG00000112337,0,,Transport reactions,0.9
SLC17A3,ENSG00000124564,0,,Transport reactions,0.9
SLC17A4,ENSG00000146039,0,,Transport reactions,0.9
SLC17A5,ENSG00000119899,0,,Transport reactions,0.9
SLC17A6,ENSG00000091664,0,0,Transport reactions,0.9
SLC17A7,ENSG00000104888,0,,Transport reactions,0.9
SLC17A8,ENSG00000179520,0,,Transport reactions,0.9
SLC18A1,ENSG00000036565,0,,Transport reactions,0.9
SLC18A2,ENSG00000165646,0,,Transport reactions,0.9
SLC18A3,ENSG00000187714,0,0,Transport reactions,0.9
SLC19A1,ENSG00000173638,0,,Transport reactions,0.9
SLC19A2,ENSG00000117479,0,,Transport reactions,0.9
SLC19A3,ENSG00000135917,0,,Transport reactions,0.9
SLC1A1,ENSG00000106688,0,,Transport reactions,0.9
SLC1A2,ENSG00000110436,0,,Transport reactions,0.9
SLC1A3,ENSG00000079215,0,,Transport reactions,0.9
SLC1A4,ENSG00000115902,0,,Transport reactions,0.9
SLC1A5,ENSG00000105281,0,,Transport reactions,0.9
SLC1A6,ENSG00000105143,0,,Transport reactions,0.9
SLC1A7,ENSG00000162383,0,,Transport reactions,0.9
SLC20A1,ENSG00000144136,0,,Transport reactions,0.9
SLC20A2,ENSG00000168575,0,,Transport reactions,0.9
SLC22A1,ENSG00000175003,0,,Carnitine shuttle (mitochondrial),0.9
SLC22A10,ENSG00000184999,0,,Transport reactions,0.9
SLC22A11,ENSG00000168065,0,,Transport reactions,0.9
SLC22A12,ENSG00000197891,0,0,Transport reactions,0.9
SLC22A13,ENSG00000172940,0,0,Transport reactions,0.9
SLC22A15,ENSG00000163393,0,,Transport reactions,0.9
SLC22A16,ENSG00000004809,0,,Transport reactions,0.9
SLC22A18,ENSG00000110628,0,,Transport reactions,0.9
SLC22A2,ENSG00000112499,0,,Transport reactions,0.9
SLC22A3,ENSG00000146477,0,,Transport reactions,0.9
SLC22A4,ENSG00000197208,0,,Transport reactions,0.9
SLC22A5,ENSG00000197375,0,,Transport reactions,0.9
SLC22A6,ENSG00000197901,0,0,Transport reactions,0.9
SLC22A7,ENSG00000137204,0,,Transport reactions,0.9
SLC22A8,ENSG00000149452,0,0,Transport reactions,0.9
SLC22A9,ENSG00000149742,0,0,Carnitine shuttle (mitochondrial),0.9
SLC23A1,ENSG00000170482,0,,Transport reactions,0.9
SLC23A2,ENSG00000089057,0,,Transport reactions,0.9
SLC24A1,ENSG00000074621,0,,Transport reactions,0.9
SLC24A2,ENSG00000155886,0,,Transport reactions,0.9
SLC24A3,ENSG00000185052,0,,Transport reactions,0.9
SLC24A4,ENSG00000140090,0,,Transport reactions,0.9
SLC24A5,ENSG00000188467,0,,Transport reactions,0.9
SLC25A1,ENSG00000100075,0,,Transport reactions,0.9
SLC25A10,ENSG00000183048,0,,Transport reactions,0.9
SLC25A11,ENSG00000108528,0,,Transport reactions,0.9
SLC25A12,ENSG00000115840,0,,Transport reactions,0.9
SLC25A13,ENSG00000004864,0,,Transport reactions,0.9
SLC25A14,ENSG00000102078,0,,Transport reactions,0.9
SLC25A15,ENSG00000102743,0,,Transport reactions,0.9
SLC25A16,ENSG00000122912,0,,Transport reactions,0.9
SLC25A17,ENSG00000100372,0,,Transport reactions,0.9
SLC25A18,ENSG00000182902,0,,Transport reactions,0.9
SLC25A19,ENSG00000125454,0,,Transport reactions,0.9
SLC25A2,ENSG00000120329,0,0,Transport reactions,0.9
SLC25A20,ENSG00000178537,0,,Transport reactions,0.9
SLC25A21,ENSG00000183032,0,,Transport reactions,0.9
SLC25A22,ENSG00000177542,0,,Transport reactions,0.9
SLC25A26,ENSG00000144741,0,,Transport reactions,0.9
SLC25A27,ENSG00000153291,0,,Transport reactions,0.9
SLC25A28,ENSG00000155287,0,,Transport reactions,0.9
SLC25A3,ENSG00000075415,0,,Transport reactions,0.9
SLC25A32,ENSG00000164933,0,,Transport reactions,0.9
SLC25A33,ENSG00000171612,0,,Transport reactions,0.9
SLC25A36,ENSG00000114120,0,,Transport reactions,0.9
SLC25A37,ENSG00000147454,0,,Transport reactions,0.9
SLC25A38,ENSG00000144659,0,,Transport reactions,0.9
SLC25A39,ENSG00000013306,0,,Transport reactions,0.9
SLC25A4,ENSG00000151729,0,,Transport reactions,0.9
SLC25A40,ENSG00000075303,0,,Transport reactions,0.9
SLC25A42,ENSG00000181035,0,,Transport reactions,0.9
SLC25A5,ENSG00000005022,0,,Transport reactions,0.9
SLC25A6,ENSG00000169100,0,,Transport reactions,0.9
SLC26A1,ENSG00000145217,0,,Transport reactions,0.9
SLC26A11,ENSG00000181045,0,,Transport reactions,0.9
SLC26A2,ENSG00000155850,0,,Transport reactions,0.9
SLC26A3,ENSG00000091138,0,,Transport reactions,0.9
SLC26A4,ENSG00000091137,0,,Transport reactions,0.9
SLC26A6,ENSG00000225697,0,,Transport reactions,0.9
SLC26A7,ENSG00000147606,0,,Transport reactions,0.9
SLC26A8,ENSG00000112053,0,,Transport reactions,0.9
SLC26A9,ENSG00000174502,0,,Transport reactions,0.9
SLC27A1,ENSG00000130304,0,,Transport reactions,0.9
SLC27A2,ENSG00000140284,0,,Fatty acid activation (cytosolic),0.9
SLC27A3,ENSG00000143554,0,,Transport reactions,0.9
SLC27A4,ENSG00000167114,0,,Transport reactions,0.9
SLC27A5,ENSG00000083807,0,,Transport reactions,0.9
SLC27A6,ENSG00000113396,0,,Transport reactions,0.9
SLC28A1,ENSG00000156222,0,,Transport reactions,0.9
SLC28A2,ENSG00000137860,0,,Transport reactions,0.9
SLC28A3,ENSG00000197506,0,,Transport reactions,0.9
SLC29A1,ENSG00000112759,0,,Transport reactions,0.9
SLC29A2,ENSG00000174669,0,,Transport reactions,0.9
SLC29A3,ENSG00000198246,0,,Transport reactions,0.9
SLC29A4,ENSG00000164638,0,,Transport reactions,0.9
SLC2A1,ENSG00000117394,0,,Transport reactions,0.9
SLC2A10,ENSG00000197496,0,,Transport reactions,0.9
SLC2A11,ENSG00000133460,0,,Transport reactions,0.9
SLC2A12,ENSG00000146411,0,,Transport reactions,0.9
SLC2A13,ENSG00000151229,0,,Transport reactions,0.9
SLC2A14,ENSG00000173262,0,,Transport reactions,0.9
SLC2A2,ENSG00000163581,0,0,Transport reactions,0.9
SLC2A3,ENSG00000059804,0,,Transport reactions,0.9
SLC2A4,ENSG00000181856,0,,Transport reactions,0.9
SLC2A5,ENSG00000142583,0,,Transport reactions,0.9
SLC2A6,ENSG00000160326,0,,Transport reactions,0.9
SLC2A7,ENSG00000197241,0,0,Transport reactions,0.9
SLC2A8,ENSG00000136856,0,,Transport reactions,0.9
SLC2A9,ENSG00000109667,0,,Transport reactions,0.9
SLC30A1,ENSG00000170385,0,,Transport reactions,0.9
SLC30A6,ENSG00000152683,0,,Transport reactions,0.9
SLC30A7,ENSG00000162695,0,,Transport reactions,0.9
SLC31A1,ENSG00000136868,0,,Transport reactions,0.9
SLC32A1,ENSG00000101438,0,0,Transport reactions,0.9
SLC33A1,ENSG00000169359,0,,Transport reactions,0.9
SLC34A1,ENSG00000131183,0,0,Transport reactions,0.9
SLC34A2,ENSG00000157765,0,,Transport reactions,0.9
SLC34A3,ENSG00000198569,0,,Transport reactions,0.9
SLC35A1,ENSG00000164414,0,,Transport reactions,0.9
SLC35A2,ENSG00000102100,0,,Transport reactions,0.9
SLC35B2,ENSG00000157593,0,,Transport reactions,0.9
SLC35B4,ENSG00000205060,0,,Transport reactions,0.9
SLC35C1,ENSG00000181830,0,,Transport reactions,0.9
SLC35D1,ENSG00000116704,0,,Transport reactions,0.9
SLC35D2,ENSG00000130958,0,,Transport reactions,0.9
SLC36A1,ENSG00000123643,0,,Transport reactions,0.9
SLC36A2,ENSG00000186335,0,,Transport reactions,0.9
SLC36A3,ENSG00000186334,0,0,Transport reactions,0.9
SLC36A4,ENSG00000180773,0,,Transport reactions,0.9
SLC37A4,ENSG00000281500,0,,Transport reactions,0.9
SLC38A1,ENSG00000111371,0,,Transport reactions,0.9
SLC38A2,ENSG00000134294,0,,Transport reactions,0.9
SLC38A3,ENSG00000188338,0,,Transport reactions,0.9
SLC38A4,ENSG00000139209,0,,Transport reactions,0.9
SLC38A5,ENSG00000017483,0,,Transport reactions,0.9
SLC39A1,ENSG00000143570,0,,Transport reactions,0.9
SLC39A10,ENSG00000196950,0,,Transport reactions,0.9
SLC39A14,ENSG00000104635,0,,Transport reactions,0.9
SLC39A2,ENSG00000165794,0,,Transport reactions,0.9
SLC39A3,ENSG00000141873,0,,Transport reactions,0.9
SLC39A4,ENSG00000147804,0,,Transport reactions,0.9
SLC39A5,ENSG00000139540,0,,Transport reactions,0.9
SLC39A6,ENSG00000141424,0,,Transport reactions,0.9
SLC39A7,ENSG00000112473,0,,Transport reactions,0.9
SLC39A8,ENSG00000138821,0,,Transport reactions,0.9
SLC3A1,ENSG00000138079,0,,Transport reactions,0.9
SLC3A2,ENSG00000168003,0,,Starch and sucrose metabolism,0.9
SLC40A1,ENSG00000138449,0,,Transport reactions,0.9
SLC41A1,ENSG00000133065,0,,Transport reactions,0.9
SLC41A2,ENSG00000136052,0,,Transport reactions,0.9
SLC43A1,ENSG00000149150,0,,Transport reactions,0.9
SLC43A2,ENSG00000167703,0,,Transport reactions,0.9
SLC44A1,ENSG00000070214,0,,Transport reactions,0.9
SLC44A2,ENSG00000129353,0,,Transport reactions,0.9
SLC44A3,ENSG00000143036,0,,Transport reactions,0.9
SLC44A4,ENSG00000204385,0,,Transport reactions,0.9
SLC44A5,ENSG00000137968,0,,Transport reactions,0.9
SLC46A1,ENSG00000076351,0,,Transport reactions,0.9
SLC47A1,ENSG00000142494,0,,Transport reactions,0.9
SLC47A2,ENSG00000180638,0,,Transport reactions,0.9
SLC4A1,ENSG00000004939,0,,Transport reactions,0.9
SLC4A10,ENSG00000144290,0,,Transport reactions,0.9
SLC4A2,ENSG00000164889,0,,Transport reactions,0.9
SLC4A3,ENSG00000114923,0,,Transport reactions,0.9
SLC4A4,ENSG00000080493,0,,Transport reactions,0.9
SLC4A5,ENSG00000188687,0,,Transport reactions,0.9
SLC4A7,ENSG00000033867,0,,Transport reactions,0.9
SLC4A8,ENSG00000050438,0,,Transport reactions,0.9
SLC4A9,ENSG00000113073,0,,Transport reactions,0.9
SLC51A,ENSG00000163959,0,,Bile acid recycling,0.9
SLC51B,ENSG00000186198,0,,Bile acid recycling,0.9
SLC52A1,ENSG00000132517,0,,Transport reactions,0.9
SLC52A2,ENSG00000185803,0,,Transport reactions,0.9
SLC52A3,ENSG00000101276,0,,Transport reactions,0.9
SLC5A1,ENSG00000100170,0,,Transport reactions,0.9
SLC5A10,ENSG00000154025,0,,Transport reactions,0.9
SLC5A11,ENSG00000158865,0,,Transport reactions,0.9
SLC5A2,ENSG00000140675,0,,Transport reactions,0.9
SLC5A3,ENSG00000198743,0,,Transport reactions,0.9
SLC5A5,ENSG00000105641,0,,Transport reactions,0.9
SLC5A7,ENSG00000115665,0,,Transport reactions,0.9
SLC5A8,ENSG00000256870,0,,Transport reactions,0.9
SLC5A9,ENSG00000117834,0,,Transport reactions,0.9
SLC6A1,ENSG00000157103,0,,Transport reactions,0.9
SLC6A11,ENSG00000132164,0,,Transport reactions,0.9
SLC6A12,ENSG00000111181,0,,Transport reactions,0.9
SLC6A13,ENSG00000010379,0,,Transport reactions,0.9
SLC6A14,ENSG00000268104,0,,Transport reactions,0.9
SLC6A15,ENSG00000072041,0,,Transport reactions,0.9
SLC6A18,ENSG00000164363,0,0,Transport reactions,0.9
SLC6A19,ENSG00000174358,0,,Transport reactions,0.9
SLC6A2,ENSG00000103546,0,,Transport reactions,0.9
SLC6A20,ENSG00000163817,0,,Transport reactions,0.9
SLC6A3,ENSG00000142319,0,,Transport reactions,0.9
SLC6A4,ENSG00000108576,0,,Transport reactions,0.9
SLC6A5,ENSG00000165970,0,0,Transport reactions,0.9
SLC6A6,ENSG00000131389,0,,Transport reactions,0.9
SLC6A7,ENSG00000011083,0,0,Transport reactions,0.9
SLC6A8,ENSG00000130821,0,,Transport reactions,0.9
SLC6A9,ENSG00000196517,0,,Transport reactions,0.9
SLC7A1,ENSG00000139514,0,,Transport reactions,0.9
SLC7A10,ENSG00000130876,0,,Transport reactions,0.9
SLC7A11,ENSG00000151012,0,,Transport reactions,0.9
SLC7A2,ENSG00000003989,0,,Transport reactions,0.9
SLC7A3,ENSG00000165349,0,,Transport reactions,0.9
SLC7A5,ENSG00000103257,0,,Transport reactions,0.9
SLC7A6,ENSG00000103064,0,,Transport reactions,0.9
SLC7A7,ENSG00000155465,0,,Transport reactions,0.9
SLC7A8,ENSG00000092068,0,,Transport reactions,0.9
SLC7A9,ENSG00000021488,0,,Bile acid recycling,0.9
SLC8A1,ENSG00000183023,0,,Transport reactions,0.9
SLC8A2,ENSG00000118160,0,,Transport reactions,0.9
SLC8A3,ENSG00000100678,0,,Transport reactions,0.9
SLC8B1,ENSG00000089060,0,,Transport reactions,0.9
SLC9A1,ENSG00000090020,0,,Transport reactions,0.9
SLC9A2,ENSG00000115616,0,,Transport reactions,0.9
SLC9A3,ENSG00000066230,0,,Transport reactions,0.9
SLC9A4,ENSG00000180251,0,,Transport reactions,0.9
SLC9A5,ENSG00000135740,0,,Transport reactions,0.9
SLC9A7,ENSG00000065923,0,,Transport reactions,0.9
SLC9A8,ENSG00000197818,0,,Transport reactions,0.9
SLC9A9,ENSG00000181804,0,,Transport reactions,0.9
SLCO1A2,ENSG00000084453,0,,Bile acid recycling,0.9
SLCO1B1,ENSG00000134538,0,0,Transport reactions,0.9
SLCO1B3,ENSG00000111700,0,,Bile acid recycling,0.9
SLCO1C1,ENSG00000139155,0,,Transport reactions,0.9
SLCO2A1,ENSG00000174640,0,,Transport reactions,0.9
SLCO2B1,ENSG00000137491,0,,Transport reactions,0.9
SLCO3A1,ENSG00000176463,0,,Transport reactions,0.9
SLCO4A1,ENSG00000101187,0,,Transport reactions,0.9
SMOX,ENSG00000088826,0,,Beta-alanine metabolism,0.9
SMPD1,ENSG00000166311,0,,Sphingolipid metabolism,0.9
SMPD2,ENSG00000135587,0,,Sphingolipid metabolism,0.9
SMPD3,ENSG00000103056,0,,Sphingolipid metabolism,0.9
SMPD4,ENSG00000136699,0,,Sphingolipid metabolism,0.9
SMS,ENSG00000102172,0,,Arginine and proline metabolism,0.9
SMURF1,ENSG00000198742,0,,Isolated,0.9
SMURF2,ENSG00000108854,0,,Isolated,0.9
SMYD3,ENSG00000185420,0,,Lysine metabolism,0.9
SOAT1,ENSG00000057252,0,,Miscellaneous,0.9
SOAT2,ENSG00000167780,0,,Miscellaneous,0.9
SOD1,ENSG00000142168,0,,ROS detoxification,0.9
SOD2,ENSG00000112096,0,,ROS detoxification,0.9
SOD3,ENSG00000109610,0,,ROS detoxification,0.9
SORD,ENSG00000140263,0,,Fructose and mannose metabolism,0.9
SPAM1,ENSG00000106304,0,,Chondroitin sulfate degradation,0.9
SPCS1,ENSG00000114902,0,,Lysine metabolism,0.9
SPCS2,ENSG00000118363,0,,Lysine metabolism,0.9
SPCS3,ENSG00000129128,0,,Lysine metabolism,0.9
SPHK1,ENSG00000176170,0,,Sphingolipid metabolism,0.9
SPHK2,ENSG00000063176,0,,Sphingolipid metabolism,0.9
SPR,ENSG00000116096,0,,Biopterin metabolism,0.9
SPTLC1,ENSG00000090054,0,,Sphingolipid metabolism,0.9
SPTLC2,ENSG00000100596,0,,Sphingolipid metabolism,0.9
SPTLC3,ENSG00000172296,0,,Sphingolipid metabolism,0.9
SQLE,ENSG00000104549,0,,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
SQOR,ENSG00000137767,0,,Oxidative phosphorylation,0.9
SRD5A1,ENSG00000145545,0,,Androgen metabolism,0.9
SRD5A2,ENSG00000277893,0,,Androgen metabolism,0.9
SRD5A3,ENSG00000128039,0,,Androgen metabolism,0.9
SRM,ENSG00000116649,0,,Arginine and proline metabolism,0.9
SRPK3,ENSG00000184343,0,,Bile acid biosynthesis,0.9
SRR,ENSG00000167720,0,,"Glycine, serine and threonine metabolism",0.9
ST3GAL1,ENSG00000008513,0,,Glycosphingolipid biosynthesis-globo ser,0.9
ST3GAL2,ENSG00000157350,0,,Glycosphingolipid biosynthesis-globo ser,0.9
ST3GAL3,ENSG00000126091,0,,Glycosphingolipid biosynthesis-lacto and,0.9
ST3GAL4,ENSG00000110080,0,,Glycosphingolipid biosynthesis-globo ser,0.9
ST3GAL5,ENSG00000115525,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
ST3GAL6,ENSG00000064225,0,,Glycosphingolipid biosynthesis-lacto and,0.9
ST6GAL1,ENSG00000073849,0,,N-glycan metabolism,0.9
ST6GAL2,ENSG00000144057,0,,N-glycan metabolism,0.9
ST6GALNAC1,ENSG00000070526,0,,O-glycan metabolism,0.9
ST6GALNAC2,ENSG00000070731,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
ST6GALNAC3,ENSG00000184005,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
ST6GALNAC4,ENSG00000136840,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
ST6GALNAC5,ENSG00000117069,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
ST6GALNAC6,ENSG00000160408,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
ST8SIA1,ENSG00000111728,0,,Glycosphingolipid biosynthesis-globo ser,0.9
ST8SIA4,ENSG00000113532,0,,Sphingolipid metabolism,0.9
ST8SIA5,ENSG00000101638,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
STAMBP,ENSG00000124356,0,,Isolated,0.9
STAMBPL1,ENSG00000138134,0,,Isolated,0.9
STAR,ENSG00000147465,0,,Steroid metabolism,0.9
STARD10,ENSG00000214530,0,,Steroid metabolism,0.9
