gene,chrom,tss,essential,loeuf,is_tf,regulon_out,regulators_in,ppi_degree,n_pathways,cpg_promoter,enhancers,n_diseases,lineage_master
TUNAR,chr14,95876391,,,0,0,0,0,0,1,59,0,
TUSC1,chr9,25678444,,1.736,0,0,0,0,0,1,39,0,
TUSC2,chr3,50328238,,0.62,0,0,0,0,0,1,171,0,
TUSC3,chr8,15540086,,0.926,0,0,0,14,5,1,58,1,
TUSC5,,,,1.75,0,0,0,0,0,,,0,
TUSC7,chr3,116709787,,,0,0,0,0,0,0,24,0,
TUSC8,chr13,44405984,,,0,0,0,0,0,0,145,0,
TUT1,chr11,62591523,1,0.829,0,0,0,0,1,1,153,0,
TUT4,chr1,52553092,,,0,0,0,2,3,1,69,0,
TUT7,chr9,86354410,,,0,0,0,1,3,1,68,0,
TVP23A,chr16,10818794,,1.289,0,0,0,0,0,1,97,0,
TVP23B,chr17,18780994,,1.053,0,0,0,0,0,1,34,0,
TVP23C,chr17,15563631,,1.428,0,0,0,0,0,1,26,0,
TVP23C-CDRT4,chr17,15563483,,1.481,0,0,0,0,0,1,26,0,
TWF1,chr12,43806317,,0.855,0,0,16,19,3,1,67,0,
TWF2,chr3,52239158,,0.302,0,0,0,13,2,1,181,0,
TWIST1,chr7,19117636,,1.056,1,78,29,11,6,0,77,7,
TWIST2,chr2,238848084,,1.154,1,34,5,3,2,0,130,6,
TWISTNB,,,,0.54,0,0,0,0,0,,,0,
TWNK,chr10,100987542,1,,0,0,1,3,3,1,128,7,
TWSG1,chr18,9334772,,1.03,0,0,17,1,0,1,60,0,
TXK,chr4,48134250,,0.781,0,0,0,3,2,0,88,0,
TXLNA,chr1,32179674,,0.24,0,0,0,4,1,1,95,0,
TXLNB,chr6,139291998,,1.106,0,0,0,0,0,0,114,0,
TXLNG,chrX,16786431,,0.158,0,0,3,0,0,1,57,0,
TXLNGY,chrY,19567357,,,0,0,0,0,0,1,23,0,
TXN,chr9,110256507,1,0.923,0,0,20,8,11,0,86,0,
TXN2,chr22,36481640,,1.727,0,0,3,4,2,0,132,2,
TXNDC11,chr16,11742857,,0.818,0,0,0,1,1,1,124,0,
TXNDC12,chr1,52055191,,1.328,0,0,0,9,0,1,50,0,
TXNDC12-AS1,chr1,52050917,,,0,0,0,0,0,0,48,0,
TXNDC15,chr5,134873769,,0.757,0,0,0,0,0,1,79,2,
TXNDC16,chr14,52552583,,0.626,0,0,0,1,0,1,33,0,
TXNDC17,chr17,6641059,,1.182,0,0,0,0,0,0,86,0,
TXNDC2,chr18,9885972,,0.92,0,0,0,0,0,0,132,0,
TXNDC5,chr6,7910788,,1.235,0,0,0,7,3,1,108,0,
TXNDC8,chr9,110337863,0,1.324,0,0,0,0,0,0,48,0,
TXNDC9,chr2,99336333,,0.694,0,0,0,4,0,1,35,0,
TXNIP,chr1,145996579,,0.549,0,0,37,8,6,1,158,0,
TXNL1,chr18,56638592,,0.395,0,0,0,2,7,1,57,0,
TXNL4A,chr18,80033936,1,1.822,0,0,0,73,3,1,55,2,
TXNL4B,chr16,72094378,,1.556,0,0,0,10,0,0,60,0,
TXNRD1,chr12,104215778,,0.721,0,0,5,3,8,1,77,0,
TXNRD2,chr22,19941818,,0.99,0,0,2,2,1,1,197,3,
TXNRD3,chr3,126655124,,0.948,0,0,2,2,0,1,58,0,
TXNRD3NB,,,,1.944,0,0,0,0,0,,,0,
TYK2,chr19,10380572,,0.564,0,0,2,43,29,1,145,1,
TYMP,chr22,50530085,,0.916,0,0,2,3,2,1,161,2,
TYMS,chr18,657652,,0.447,0,0,13,2,2,1,85,2,
TYMSOS,chr18,658291,,,0,0,0,0,0,1,85,0,
TYR,chr11,89177874,0,1.964,0,0,22,2,3,0,25,6,
TYRO3,chr15,41559211,,0.736,0,0,1,2,1,1,99,0,
TYRO3P,chr15,76260152,,,0,0,0,0,0,0,56,0,
TYROBP,chr19,35908295,,0.92,0,0,2,32,8,0,123,2,
TYRP1,chr9,12693384,,1.889,0,0,15,1,2,0,58,3,
TYSND1,chr10,70146700,,1.001,0,0,1,1,4,0,98,0,
TYW1,chr7,66996804,,0.754,0,0,0,0,1,1,67,0,
TYW1B,chr7,72828200,,1.766,0,0,0,0,0,1,37,0,
TYW3,chr1,74733151,,1.055,0,0,0,0,1,0,43,0,
TYW5,chr2,199955491,,1.236,0,0,0,0,1,1,77,0,
U2AF1,chr21,6499256,1,0.216,0,0,21,9,5,1,1,0,
U2AF1L4,chr19,35745418,,1.678,0,0,0,2,5,1,183,0,
U2AF1L5,chr21,6499284,,,0,0,0,2,0,1,1,0,
U2AF2,chr19,55655034,1,0.133,0,0,2,46,6,0,183,0,
U2SURP,chr3,143001569,,0.077,0,0,1,14,4,1,65,0,
U82695.9,,,,1.926,0,0,0,0,0,,,0,
UACA,chr15,70763558,,0.973,0,0,1,1,2,1,105,0,
UAP1,chr1,162561439,,0.538,0,0,0,1,1,1,90,0,
UAP1L1,chr9,137077516,,1.074,0,0,0,3,0,1,169,0,
UBA1,chrX,47190846,1,0.108,0,0,0,15,3,1,110,3,
UBA2,chr19,34428380,,0.241,0,0,0,5,4,1,68,2,
UBA3,chr3,69080373,,0.405,0,0,1,4,5,1,95,0,
UBA5,chr3,132654445,,0.722,0,0,0,3,2,0,60,3,
UBA52,chr19,18571729,1,0.67,0,0,2,345,235,1,125,0,
UBA6,chr4,67701155,,0.561,0,0,0,7,4,1,52,0,
UBA6-AS1,chr4,67701277,,,0,0,0,0,0,1,52,0,
UBA7,chr3,49813953,,0.892,0,0,1,8,7,0,73,0,
UBAC1,chr9,135961373,,0.745,0,0,0,1,1,1,172,0,
UBAC2,chr13,99200853,,0.696,0,0,0,9,0,1,135,1,
UBAC2-AS1,chr13,99200757,,,0,0,0,0,0,1,135,0,
UBALD1,chr16,4614888,,0.557,0,0,0,0,0,1,148,0,
UBALD2,chr17,76265347,,1.003,0,0,0,0,0,1,139,0,
UBAP1,chr9,34179004,,0.379,0,0,0,24,5,1,89,2,
UBAP1L,chr15,65115200,,1.034,0,0,0,0,0,0,81,1,
UBAP2,chr9,34049199,,0.516,0,0,0,0,0,1,72,0,
UBAP2L,chr1,154220848,,0.103,0,0,0,29,0,1,83,1,
UBASH3A,chr21,42403901,,0.918,0,0,0,1,0,0,160,0,
UBASH3B,chr11,122655721,,0.597,0,0,0,2,0,1,123,0,
UBB,chr17,16380792,,1.56,0,0,1,239,225,1,99,4,
UBBP4,chr17,22202994,,1.93,0,0,0,0,0,0,14,0,
UBC,chr12,124914650,,0.636,0,0,29,278,221,1,143,0,
UBD,chr6,29559732,,1.841,0,0,1,4,1,0,31,0,
UBE2A,chrX,119574562,,0.537,0,0,1,15,3,1,49,2,
UBE2B,chr5,134371568,,0.702,0,0,11,14,4,1,61,0,
UBE2C,chr20,45812575,,0.848,0,0,7,46,19,1,113,0,
UBE2CP5,chr19,57867759,,,0,0,0,0,0,0,65,0,
UBE2D1,chr10,58334978,,0.815,0,0,0,43,37,1,59,0,
UBE2D2,chr5,139561165,,0.286,0,0,1,38,18,1,104,0,
UBE2D3,chr4,102868893,,0.665,0,0,6,16,14,1,60,0,
UBE2D3-AS1,chr4,102828054,,,0,0,0,0,0,0,88,0,
UBE2D4,chr7,43926435,,1.474,0,0,0,8,1,1,69,0,
UBE2DNL,chrX,84934150,,,0,0,0,0,0,1,6,0,
UBE2E1,chr3,23805954,,0.57,0,0,0,21,21,1,66,0,
UBE2E1-AS1,chr3,23806905,,,0,0,0,0,0,1,66,0,
UBE2E2,chr3,23203101,,0.29,0,0,0,6,1,1,47,0,
UBE2E2-AS1,chr3,23202993,,,0,0,0,0,0,1,47,0,
UBE2E3,chr2,180980384,,0.655,0,0,0,4,2,1,53,0,
UBE2E4P,chrX,14244264,,,0,0,0,0,0,0,9,0,
UBE2F,chr2,237966944,,0.377,0,0,0,7,2,1,114,0,
UBE2F-SCLY,chr2,237966944,,,0,0,0,0,0,1,114,0,
UBE2FP1,chr3,37144182,,,0,0,0,0,0,0,93,0,
UBE2G1,chr17,4366674,,0.453,0,0,1,6,2,0,116,0,
UBE2G2,chr21,44801820,,0.863,0,0,0,6,2,1,142,0,
UBE2H,chr7,129952960,,0.355,0,0,1,0,2,1,92,0,
UBE2I,chr16,1309151,,0.287,0,0,6,38,37,1,136,0,
UBE2J1,chr6,89352722,,0.495,0,0,0,5,1,1,87,0,
UBE2J2,chr1,1273854,,0.391,0,0,0,4,4,1,186,0,
UBE2K,chr4,39698135,,0.231,0,0,0,9,3,1,69,0,
UBE2L3,chr22,21549446,1,0.499,0,0,1,13,6,1,74,1,
UBE2L5,chr13,30422492,,,0,0,0,18,0,1,131,0,
UBE2L6,chr11,57568330,,1.337,0,0,0,10,10,1,93,0,
UBE2M,chr19,58558611,1,0.492,0,0,0,10,5,1,136,0,
UBE2MP1,chr16,35170391,,,0,0,0,0,0,1,14,0,
UBE2N,chr12,93441947,1,0.431,0,0,0,42,25,1,98,0,
UBE2NL,chrX,143884070,,1.931,0,0,0,0,0,0,6,0,
UBE2O,chr17,76453152,,0.14,0,0,0,2,1,1,188,0,
UBE2Q1,chr1,154558662,,0.19,0,0,0,2,1,1,93,0,
UBE2Q1-AS1,chr1,154553608,,,0,0,0,0,0,0,87,0,
UBE2Q2,chr15,75843446,,0.944,0,0,0,2,2,1,77,0,
UBE2Q2L,chr15,84172434,,1.828,0,0,0,0,0,1,15,0,
UBE2Q2P1,chr15,84570795,,,0,0,0,0,0,1,78,0,
UBE2Q2P2,chr15,82355135,,,0,0,0,0,0,1,41,0,
UBE2QL1,chr5,6448858,,0.806,0,0,0,2,0,1,109,0,
UBE2R2,chr9,33817159,,0.255,0,0,0,6,2,1,104,0,
UBE2S,chr19,55407788,,0.637,0,0,3,48,19,1,157,0,
UBE2T,chr1,202341966,,1.304,0,0,0,16,2,1,82,2,
UBE2U,chr1,64203622,,1.317,0,0,0,2,1,0,78,0,
UBE2V1,chr20,50115957,,1.369,0,0,0,19,18,0,156,0,
UBE2V2,chr8,48008430,,1.246,0,0,0,16,7,1,63,0,
UBE2W,chr8,73878862,,0.699,0,0,0,1,2,1,70,0,
UBE2Z,chr17,48908406,,0.358,0,0,0,0,2,1,82,0,
UBE3A,chr15,25439024,,0.206,0,0,2,16,1,1,63,6,
UBE3B,chr12,109477633,,0.545,0,0,0,0,1,1,141,2,
UBE3C,chr7,157138925,,0.183,0,0,0,0,1,1,54,1,
UBE3D,chr6,83065841,,0.99,0,0,0,0,1,1,47,0,
UBE4A,chr11,118359599,,0.388,0,0,0,4,1,1,81,1,
UBE4B,chr1,10032957,,0.157,0,0,0,10,0,1,96,1,
UBFD1,chr16,23557726,,0.353,0,0,0,0,0,1,94,0,
UBIAD1,chr1,11273197,,1.026,0,0,2,1,1,1,81,1,
UBL3,chr13,29850617,,0.544,0,0,0,0,0,1,91,0,
UBL4A,chrX,154486615,,1.179,0,0,0,6,1,1,137,0,
UBL4B,chr1,110112442,,1.843,0,0,0,0,0,0,109,0,
UBL5,chr19,9827917,1,1.575,0,0,0,74,1,1,111,0,
UBL7,chr15,74461188,,0.767,0,0,0,5,0,1,117,0,
UBL7-AS1,chr15,74461264,,,0,0,0,0,0,1,117,0,
UBLCP1,chr5,159263289,,0.599,0,0,0,1,0,1,42,0,
UBN1,chr16,4847480,,0.211,0,0,0,4,1,1,115,0,
UBN2,chr7,139231236,,0.213,0,0,0,0,0,1,41,0,
UBOX5,chr20,3159865,,0.823,0,0,0,1,1,1,131,0,
UBOX5-AS1,chr20,3106910,,,0,0,0,0,0,0,105,0,
UBP1,chr3,33440405,,0.088,1,3,0,0,0,1,68,0,
UBQLN1,chr9,83707958,,0.221,0,0,0,15,1,1,47,0,
UBQLN2,chrX,56563626,,0.448,0,0,0,17,1,1,19,2,
UBQLN3,chr11,5509957,0,1.014,0,0,0,0,0,0,37,0,
UBQLN4,chr1,156053798,,0.303,0,0,0,28,0,1,123,0,
UBQLNL,chr11,5516699,,1.642,0,0,0,0,0,0,37,0,
UBR1,chr15,43106038,,0.349,0,0,1,3,1,0,70,2,
UBR2,chr6,42564021,,0.213,0,0,2,3,1,1,60,0,
UBR3,chr2,169827453,,0.13,0,0,0,0,0,1,69,0,
UBR4,chr1,19210266,,0.095,0,0,0,6,3,1,89,0,
UBR5,chr8,102412700,,0.073,0,0,1,9,0,1,90,1,
UBR5-AS1,chr8,102239450,,,0,0,0,0,0,1,78,0,
UBR7,chr14,93207055,,0.447,0,0,0,0,0,1,73,1,
UBTD1,chr10,97498923,,0.536,0,0,0,0,0,1,119,0,
UBTD2,chr5,172283764,,0.954,0,0,0,0,0,1,70,0,
UBTF,chr17,44221304,1,0.06,1,9,2,8,6,0,138,2,
UBTFL1,chr11,90085949,,,0,0,0,0,0,0,15,0,
UBXN1,chr11,62679117,,0.445,0,0,0,24,2,1,108,0,
UBXN10,chr1,20186095,,1.129,0,0,0,10,0,1,115,0,
UBXN11,chr1,26318265,,1.142,0,0,0,3,3,0,163,0,
UBXN2A,chr2,23940462,,1.405,0,0,0,10,0,1,57,0,
UBXN2B,chr8,58411360,,0.682,0,0,0,4,0,1,49,0,
UBXN4,chr2,135741854,,0.475,0,0,0,6,0,1,48,0,
UBXN6,chr19,4457794,,0.878,0,0,0,12,0,1,114,0,
UBXN7,chr3,196432427,,0.116,0,0,0,21,2,1,50,0,
UBXN7-AS1,chr3,196431384,,,0,0,0,0,0,1,50,0,
UBXN8,chr8,30744163,,,0,0,0,6,0,0,80,0,
UC.134,chr3,158526707,,,0,0,0,0,0,0,35,0,
UCA1,chr19,15828946,,,0,0,0,0,0,0,64,0,
UCHL1,chr4,41256927,,0.212,0,0,40,8,1,1,63,4,
UCHL1-AS1,chr4,41256727,,,0,0,0,0,0,1,62,0,
UCHL3,chr13,75549479,,1.308,0,0,1,5,3,1,46,0,
UCHL5,chr1,193060076,,0.672,0,0,0,60,3,1,59,0,
UCK1,chr9,131531275,,1.096,0,0,0,2,1,1,115,0,
UCK2,chr1,165827613,,0.487,0,0,18,2,1,1,84,0,
UCKL1,chr20,63956416,,1.328,0,0,0,3,1,1,158,0,
UCKL1-AS1,chr20,63953383,,,0,0,0,0,0,0,159,0,
UCMA,chr10,13234374,,1.621,0,0,1,0,1,0,40,0,
UCN,chr2,27308445,,1.556,0,0,21,9,2,0,108,0,
UCN2,chr3,48563781,,1.779,0,0,1,4,1,0,147,0,
UCN3,chr10,5364965,,1.726,0,0,1,6,1,0,53,0,
UCP1,chr4,140568961,,1.788,0,0,32,0,3,1,38,0,
UCP2,chr11,73983202,,1.549,0,0,15,0,1,1,140,1,
UCP3,chr11,74009085,,1.737,0,0,15,0,1,0,125,1,
UEVLD,chr11,18588734,,0.918,0,0,0,8,0,1,56,0,
UFC1,chr1,161153977,,0.905,0,0,0,3,0,0,147,1,
UFD1,chr22,19479193,,,0,0,0,16,7,1,146,1,
UFD1L,,,,0.226,0,0,0,0,0,,,0,
UFL1,chr6,96521805,,0.843,0,0,0,2,1,1,24,0,
UFM1,chr13,38349850,,1.035,0,0,1,3,0,1,46,1,
UFSP1,chr7,100889715,,1.864,0,0,0,0,0,1,124,0,
UFSP2,chr4,185425985,,0.828,0,0,0,0,0,1,72,5,
UGCG,chr9,111896813,,0.349,0,0,4,2,1,1,111,0,
UGDH,chr4,39527439,,0.722,0,0,6,0,1,1,91,1,
UGDH-AS1,chr4,39527838,,,0,0,0,0,0,1,91,0,
UGGT1,chr2,128091199,,0.491,0,0,0,3,1,1,31,1,
UGGT2,chr13,96053401,,1.059,0,0,0,2,1,1,30,0,
UGP2,chr2,63840968,,1.118,0,0,1,3,2,1,98,1,
UGT1A1,chr2,233760269,,1.08,0,0,37,7,5,0,44,6,
UGT1A10,chr2,233636476,,1.742,0,0,3,7,2,0,39,0,
UGT1A3,chr2,233729041,,1.331,0,0,5,7,1,0,71,0,
UGT1A4,chr2,233718735,,1.134,0,0,4,7,4,0,77,0,
UGT1A5,chr2,233712991,,1.286,0,0,0,0,0,0,71,0,
UGT1A6,chr2,233691669,,1.064,0,0,6,7,3,0,58,0,
UGT1A7,chr2,233681937,,1.463,0,0,26,7,2,0,59,0,
UGT1A8,chr2,233617644,,1.331,0,0,2,7,2,0,32,0,
UGT1A9,chr2,233671897,,1.112,0,0,7,7,4,0,62,0,
UGT2A1,chr4,69653247,,1.18,0,0,0,0,2,0,18,0,
UGT2A2,chr4,69639642,,1.384,0,0,0,0,2,0,15,0,
UGT2A3,chr4,68951804,,1.53,0,0,0,0,2,0,48,0,
UGT2B10,chr4,68815993,,1.637,0,0,0,0,2,0,15,0,
UGT2B11,chr4,69214748,,1.591,0,0,0,0,2,0,27,0,
UGT2B15,chr4,68670652,,1.733,0,0,25,0,3,0,29,0,
UGT2B17,chr4,68576322,,1.052,0,0,9,0,3,0,35,0,
UGT2B28,chr4,69280474,,1.691,0,0,0,0,2,0,22,0,
UGT2B4,chr4,69526014,,1.22,0,0,1,0,2,0,28,0,
UGT2B7,chr4,69051263,,1.438,0,0,10,1,3,0,61,0,
UGT3A1,chr5,35991390,,1.486,0,0,0,1,2,0,38,0,
UGT3A2,chr5,36066882,,1.25,0,0,0,0,2,0,45,0,
UGT8,chr4,114598401,,0.639,0,0,5,1,1,1,52,0,
UHMK1,chr1,162497173,,0.406,0,0,3,1,1,1,34,0,
UHRF1,chr19,4903079,,,1,5,7,27,2,0,92,1,
UHRF1BP1,chr6,34792082,,0.645,0,0,1,0,0,1,77,0,
UHRF1BP1L,chr12,100142874,,0.412,0,0,0,1,1,1,66,0,
UHRF2,chr9,6413150,,0.245,0,0,0,4,1,1,62,0,
UICLM,chr2,240967451,,,0,0,0,0,0,0,164,0,
UIMC1,chr5,177006794,,0.653,0,0,3,19,5,1,71,0,
ULBP1,chr6,149963942,,1.52,0,0,4,4,1,1,72,0,
ULBP2,chr6,149942013,,1.848,0,0,1,3,1,1,72,0,
ULBP3,chr6,150069121,,1.853,0,0,0,3,1,1,39,0,
ULK1,chr12,131894621,,0.288,0,0,2,21,5,1,165,0,
ULK2,chr17,19867936,,0.588,0,0,0,5,0,1,47,0,
ULK3,chr15,74843156,,0.584,0,0,1,0,0,1,151,0,
ULK4,chr3,41962103,,1.095,0,0,0,0,0,1,41,0,
ULK4P1,chr15,32435049,,,0,0,0,0,0,1,2,0,
ULK4P2,chr15,32435049,,,0,0,0,0,0,1,2,0,
ULK4P3,chr15,30103731,,,0,0,0,0,0,1,15,0,
UMAD1,chr7,7640751,,,0,0,0,0,0,1,55,0,
UMOD,chr16,20352715,0,1.253,0,0,1,2,1,0,82,1,
UMODL1,chr21,42062876,,1.122,0,0,0,0,0,0,149,0,
UMODL1-AS1,chr21,42108534,,,0,0,0,0,0,0,170,0,
UMPS,chr3,124730365,,0.931,0,0,0,0,1,1,99,2,
UNC119,chr17,28552628,,1.327,0,0,0,2,0,1,120,3,
UNC119B,chr12,120710457,,0.504,0,0,0,4,1,1,115,0,
UNC13A,chr19,17688199,,0.158,0,0,0,11,0,1,69,4,
UNC13B,chr9,35162008,,0.586,0,0,0,18,5,1,49,0,
UNC13C,chr15,53978440,,0.537,0,0,0,3,0,0,28,0,
UNC13D,chr17,75844404,,0.773,0,0,0,2,1,0,170,2,
UNC45A,chr15,90930179,,0.739,0,0,0,0,0,1,136,1,
UNC45B,chr17,35147816,,0.909,0,0,0,2,0,0,87,2,
UNC50,chr2,98608547,,1.012,0,0,0,0,0,1,98,0,
UNC5A,chr5,176810558,,0.204,0,0,1,8,3,1,129,0,
UNC5B,chr10,71212569,,0.621,0,0,1,8,3,1,142,0,
UNC5B-AS1,chr10,71218228,,,0,0,0,0,0,1,154,0,
UNC5C,chr4,95548973,,0.492,0,0,1,6,2,1,84,0,
UNC5CL,chr6,41039221,,1.287,0,0,0,3,0,0,136,0,
UNC5D,chr8,35235474,,0.33,0,0,1,7,1,1,28,0,
UNC79,chr14,93333181,,0.147,0,0,0,5,1,1,72,0,
UNC80,chr2,209771831,,0.307,0,0,0,5,1,1,16,1,
UNC93A,chr6,167291314,,1.686,0,0,0,0,0,0,112,0,
UNC93B1,chr11,68004097,,0.51,0,0,0,4,2,0,149,2,
UNCX,chr7,1232871,,0.635,1,3,2,0,0,0,112,0,
UNG,chr12,109097596,,0.85,0,0,6,3,5,1,101,1,
UNK,chr17,75784805,,0.19,0,0,0,0,0,1,176,0,
UNKL,chr16,1414704,,0.381,0,0,0,0,1,1,130,0,
UNQ6494,chr9,89639782,,,0,0,0,0,0,0,170,0,
UOX,chr1,84384801,,,0,0,0,0,0,0,83,0,
UPB1,chr22,24495331,,1.256,0,0,0,0,1,1,122,2,
UPF1,chr19,18831958,1,0.162,1,2,3,40,2,1,133,0,
UPF2,chr10,12043170,1,0.099,1,1,0,15,2,1,68,0,
UPF3A,chr13,114281600,,0.944,0,0,0,19,2,1,93,0,
UPF3B,chrX,119853028,,0.292,0,0,1,23,5,1,39,2,
UPK1A,chr19,35666515,,1.635,0,0,1,3,1,0,76,0,
UPK1A-AS1,chr19,35673291,,,0,0,0,0,0,1,88,0,
UPK1B,chr3,119173597,,1.356,0,0,16,3,0,0,55,0,
UPK2,chr11,118956297,,1.903,0,0,4,3,0,0,122,0,
UPK3A,chr22,45284948,,1.781,0,0,1,3,0,1,159,0,
UPK3B,chr7,76510422,,1.221,0,0,0,0,0,0,49,0,
UPK3BL,,,,1.845,0,0,0,0,0,,,0,
UPK3BL1,chr7,102642791,,,0,0,0,0,0,0,11,0,
UPK3BL2,chr7,102544788,,,0,0,0,0,0,0,11,0,
UPP1,chr7,48088602,,1.118,0,0,40,3,2,1,104,0,
UPP2,chr2,157995178,,0.897,0,0,0,3,2,0,36,0,
UPRT,chrX,75156368,,0.561,0,0,0,1,0,0,27,0,
UQCC1,chr20,35412142,,1.039,0,0,0,1,1,0,61,0,
UQCC2,chr6,33711700,,1.039,0,0,0,1,1,1,189,1,
UQCC3,chr11,62671672,,,0,0,0,0,1,1,106,1,
UQCR10,chr22,29767368,,1.761,0,0,0,75,3,1,110,0,
UQCR11,chr19,1605462,,1.935,0,0,0,68,3,1,182,0,
UQCRB,chr8,96235545,,1.076,0,0,1,76,3,0,86,1,
UQCRBP1,chrX,56737584,,,0,0,0,0,0,0,49,0,
UQCRC1,chr3,48609646,1,0.546,0,0,1,69,3,1,158,1,
UQCRC2,chr16,21953360,,0.834,0,0,0,79,4,0,58,1,
UQCRFS1,chr19,29213151,1,0.949,0,0,1,78,3,1,41,1,
UQCRH,chr1,46303697,,1.347,0,0,0,68,3,0,96,1,
UQCRHL,chr1,15807699,,,0,0,0,15,2,0,138,0,
UQCRQ,chr5,132866641,,1.686,0,0,6,73,4,1,91,1,
URAD,chr13,27988693,,1.889,0,0,0,0,0,0,99,0,
URAHP,chr16,90047625,,,0,0,0,0,0,1,111,0,
URB1,chr21,32393012,,0.587,0,0,0,0,0,1,107,0,
URB1-AS1,chr21,32393132,,,0,0,0,0,0,1,108,0,
URB2,chr1,229626215,,0.845,0,0,0,0,0,1,72,0,
URGCP,chr7,43926411,,0.395,0,0,0,0,0,1,69,0,
URGCP-MRPS24,chr7,43906596,,1.35,0,0,0,0,0,1,81,0,
URI1,chr19,29923656,,0.728,1,1,1,11,0,0,72,0,
URM1,chr9,128371318,,1.275,0,0,0,3,1,1,141,0,
UROC1,chr3,126517773,0,0.975,0,0,0,0,1,0,138,2,
UROD,chr1,45012253,1,1.125,0,0,2,0,1,0,66,2,
UROS,chr10,125823268,,0.726,0,0,0,0,1,1,83,2,
USB1,chr16,57999602,,0.999,0,0,0,2,0,1,146,2,
USE1,chr19,17215356,,0.994,0,0,0,18,1,1,117,0,
USF1,chr1,161045977,,0.585,1,227,25,6,2,0,120,0,
USF2,chr19,35268961,,0.249,1,115,20,5,1,0,157,0,
USF3,chr3,113696642,,,0,0,0,0,0,1,67,1,
USH1C,chr11,17544416,,0.888,0,0,0,10,2,1,63,4,
USH1G,chr17,74923255,,1.087,0,0,0,4,2,1,115,2,
USH2A,chr1,216423448,,0.857,0,0,0,6,0,0,22,4,
USH2A-AS2,chr1,216072464,,,0,0,0,0,0,0,29,0,
USHBP1,chr19,17264745,,1.077,0,0,0,0,0,0,144,0,
USMG5,,,,1.688,0,0,0,0,0,,,0,
USO1,chr4,75724521,,0.369,0,0,1,5,3,1,78,0,
USP1,chr1,62436303,,0.257,0,0,0,10,2,1,59,0,
USP10,chr16,84699999,,0.282,0,0,0,8,2,1,123,0,
USP11,chrX,47233008,,0.167,0,0,0,2,2,1,94,0,
USP12,chr13,27171811,,0.319,0,0,0,10,1,1,97,0,
USP12-AS1,chr13,27125532,,,0,0,0,0,0,0,88,0,
USP12-AS2,chr13,27172258,,,0,0,0,0,0,0,97,0,
USP13,chr3,179653039,,0.749,0,0,0,7,2,1,82,0,
USP14,chr18,158556,,0.348,0,0,0,42,2,1,36,0,
USP15,chr12,62260403,,0.211,0,0,0,14,3,1,88,0,
USP16,chr21,29024616,,0.749,0,0,0,1,1,1,63,0,
USP17L1,chr8,7332386,,,0,0,0,0,1,0,2,0,
USP17L10,chr4,9210656,,,0,0,0,0,1,0,0,0,
USP17L11,chr4,9215404,,,0,0,0,0,1,0,0,0,
USP17L12,chr4,9262871,,,0,0,0,0,1,0,0,0,
USP17L13,chr4,9224895,,,0,0,0,0,1,0,0,0,
USP17L15,chr4,9234384,,,0,0,0,0,1,0,0,0,
USP17L17,chr4,9243878,,,0,0,0,0,1,0,0,0,
USP17L18,chr4,9215404,,,0,0,0,0,1,0,0,0,
USP17L19,chr4,9253377,,,0,0,0,0,1,0,0,0,
USP17L2,chr8,12138760,0,,0,0,0,1,2,0,11,0,
USP17L20,chr4,9215404,,,0,0,0,0,1,0,0,0,
USP17L21,chr4,9220151,,,0,0,0,0,1,0,0,0,
USP17L22,chr4,9258123,,,0,0,0,0,1,0,0,0,
USP17L24,chr4,9325164,,,0,0,0,0,1,0,0,0,
USP17L25,chr4,9348892,,,0,0,0,0,1,0,2,0,
USP17L26,chr4,9325164,,,0,0,0,0,1,0,0,0,
USP17L27,chr4,9339402,,,0,0,0,0,1,0,2,0,
USP17L28,chr4,9325164,,,0,0,0,0,1,0,0,0,
USP17L29,chr4,9325164,,,0,0,0,0,1,0,0,0,
USP17L3,chr8,7332386,,,0,0,0,0,1,0,2,0,
USP17L30,chr4,9363128,,,0,0,0,0,1,0,2,0,
USP17L4,chr8,7337114,,,0,0,0,0,1,0,2,0,
USP17L5,chr4,9325164,,,0,0,0,0,1,0,0,0,
USP17L6P,chr4,9367873,,,0,0,0,0,0,0,2,0,
USP17L7,chr8,12134099,,,0,0,0,0,0,0,10,0,
USP17L8,chr8,7973253,,,0,0,0,0,1,0,0,0,
USP17L9P,chr4,9358381,,,0,0,0,0,0,0,2,0,
USP18,chr22,18150169,,0.742,0,0,3,5,5,1,61,1,
USP19,chr3,49120938,,0.203,0,0,0,4,1,1,87,0,
USP2,chr11,119381690,,0.555,0,0,1,5,5,1,136,0,
USP2-AS1,chr11,119381777,,,0,0,0,0,0,1,137,0,
USP20,chr9,129835416,,0.481,0,0,0,2,1,1,117,0,
USP21,chr1,161159499,,0.504,0,0,3,8,4,1,151,0,
USP22,chr17,21043011,,0.415,0,0,3,36,2,1,135,0,
USP24,chr1,55215364,,0.147,0,0,15,1,1,1,94,0,
USP25,chr21,15729933,,0.33,0,0,0,1,1,1,83,0,
USP26,chrX,133028272,0,,0,0,1,1,1,0,15,1,
USP27X,chrX,49879483,,0.363,0,0,0,3,0,1,49,1,
USP27X-AS1,chrX,49879356,,,0,0,0,0,0,1,49,0,
USP28,chr11,113875572,,0.645,0,0,1,8,1,1,72,0,
USP29,chr19,57120140,0,,0,0,1,0,0,0,40,0,
USP3,chr15,63504510,,0.156,0,0,0,0,1,1,155,0,
