locus_tag,product,essential,conservation,n_paralogs,gene_len_aa,n_sisters_present,absent_in_a_sister,rogue
RS_RS19250,transcriptional regulator GcvA,1,0.6097560975609756,57.0,305,3,False,False
RS_RS19255,GntR family transcriptional regulator,1,0.5555555555555556,5.0,219,3,False,False
RS_RS19260,MFS transporter,0,0.1463414634146341,10.0,407,3,False,False
RS_RS19265,isochorismatase family cysteine hydrolase,0,0.3428571428571428,2.0,198,3,False,False
RS_RS19270,HlyD family secretion protein,0,0.0263157894736842,4.0,364,3,False,False
RS_RS19275,MFS transporter,0,0.1428571428571428,0.0,540,1,True,False
RS_RS19280,efflux transporter outer membrane subunit,0,0.2631578947368421,19.0,496,3,False,False
RS_RS19285,TetR/AcrR family transcriptional regulator,0,0.5365853658536586,15.0,210,3,False,False
RS_RS19290,pirin family protein,0,0.1388888888888889,2.0,246,3,False,False
RS_RS19295,alkene reductase,1,0.054054054054054,3.0,360,3,False,True
RS_RS19300,SDR family NAD(P)-dependent oxidoreductase,0,0.0,0.0,303,3,False,False
RS_RS19305,LysR family transcriptional regulator,1,0.6097560975609756,57.0,293,3,False,False
RS_RS19360,RHS repeat domain-containing protein,0,0.0,0.0,610,1,True,False
RS_RS19375,hypothetical protein,1,0.0,0.0,165,1,True,True
RS_RS19380,hypothetical protein,0,0.0,0.0,239,1,True,False
RS_RS19400,type II secretion system F family protein,1,0.0,2.0,398,3,False,True
RS_RS19405,type II secretion system major pseudopilin GspG,1,0.1538461538461538,3.0,145,3,False,False
RS_RS19410,type II secretion system protein,1,0.0,1.0,155,3,False,True
RS_RS19415,type IV pilin protein,1,0.0,1.0,129,3,False,True
RS_RS19420,type II secretion system protein,1,0.0,2.0,159,3,False,True
RS_RS19425,hypothetical protein,0,0.0,0.0,163,1,True,False
RS_RS19430,hypothetical protein,0,0.0,0.0,193,1,True,False
RS_RS19445,discoidin domain-containing protein,0,0.0,0.0,1369,1,True,False
RS_RS19455,IS256-like element ISRso7 family transposase,1,0.6666666666666666,0.0,417,0,True,False
RS_RS19460,amino acid ABC transporter ATP-binding protein,1,0.926829268292683,10.0,250,3,False,False
RS_RS19465,amino acid ABC transporter permease,1,0.21875,11.0,263,3,False,False
RS_RS19470,substrate-binding periplasmic protein,1,0.1111111111111111,11.0,256,3,False,False
RS_RS19475,Lrp/AsnC family transcriptional regulator,1,0.4102564102564102,9.0,146,3,False,False
RS_RS19480,ornithine cyclodeaminase,0,0.0952380952380952,2.0,350,3,False,False
RS_RS19485,citrulline utilization hydrolase CtlX,0,0.1428571428571428,0.0,320,3,False,False
RS_RS19490,HAD hydrolase-like protein,0,0.2682926829268293,7.0,206,3,False,False
RS_RS19495,DUF3005 domain-containing protein,0,0.0,0.0,149,3,False,False
RS_RS19500,M20 family peptidase,0,0.1304347826086956,0.0,511,3,False,False
RS_RS19505,heavy metal sensor histidine kinase,0,0.358974358974359,10.0,466,3,False,False
RS_RS19510,heavy metal response regulator transcription factor,1,0.7948717948717948,17.0,225,3,False,False
RS_RS19515,hypothetical protein,0,0.0,0.0,102,3,False,False
RS_RS19520,TolC family protein,0,0.2631578947368421,19.0,442,3,False,False
RS_RS19525,efflux RND transporter periplasmic adaptor subunit,0,0.1794871794871795,13.0,405,3,False,False
RS_RS19530,efflux RND transporter permease subunit,0,0.0769230769230769,14.0,1065,3,False,False
RS_RS19535,HIT family protein,0,0.1219512195121951,0.0,145,3,False,False
RS_RS19585,2-hydroxyacid dehydrogenase,0,0.1951219512195122,4.0,311,3,False,False
RS_RS19590,glycine zipper 2TM domain-containing protein,0,0.0,0.0,247,3,False,False
RS_RS19595,methyl-accepting chemotaxis protein,1,0.1034482758620689,8.0,601,3,False,False
RS_RS19600,glycosyl transferase family protein,0,0.0,0.0,699,3,False,False
RS_RS19605,bacteriophage N4 adsorption protein A,0,0.0,0.0,586,3,False,False
RS_RS19610,non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase,0,0.2758620689655172,1.0,417,3,False,False
RS_RS19615,hypothetical protein,1,0.0,0.0,106,3,False,True
RS_RS19620,DUF2334 domain-containing protein,0,0.0,0.0,579,3,False,False
RS_RS19625,hypothetical protein,0,0.0,0.0,296,3,False,False
RS_RS19630,mechanosensitive ion channel family protein,0,0.0,0.0,378,3,False,False
RS_RS19635,PAAR domain-containing protein,1,0.4545454545454545,4.0,89,3,False,False
RS_RS19640,T6SS immunity protein Tli4 family protein,0,0.0,0.0,501,3,False,False
RS_RS19645,esterase/lipase family protein,0,0.0,1.0,570,3,False,False
RS_RS19650,type VI secretion system Vgr family protein,0,0.0,2.0,909,3,False,False
RS_RS19655,GGDEF domain-containing protein,0,0.0,0.0,348,3,False,False
RS_RS19660,Nramp family divalent metal transporter,0,0.0555555555555555,0.0,443,3,False,False
RS_RS19665,molecular chaperone HscC,0,0.0,0.0,572,3,False,False
RS_RS19670,J domain-containing protein,0,0.0,0.0,622,3,False,False
RS_RS19675,response regulator,1,0.7948717948717948,17.0,222,3,False,False
RS_RS19680,ATP-binding protein,0,0.0,0.0,493,3,False,False
RS_RS19685,NAD(P)-dependent oxidoreductase,0,0.0,0.0,204,3,False,False
RS_RS19690,Rrf2 family transcriptional regulator,1,0.4473684210526316,2.0,144,3,False,False
RS_RS19695,hypothetical protein,1,0.0,0.0,170,3,False,True
RS_RS19700,TolC family protein,0,0.2631578947368421,19.0,452,3,False,False
RS_RS19705,efflux RND transporter periplasmic adaptor subunit,0,0.1794871794871795,13.0,391,3,False,False
RS_RS19710,efflux RND transporter permease subunit,0,0.0769230769230769,14.0,1050,3,False,False
RS_RS19715,P-II family nitrogen regulator,1,0.0,0.0,108,3,False,True
RS_RS19720,M1 family metallopeptidase,0,0.0,0.0,749,3,False,False
RS_RS19725,hypothetical protein,0,0.0,0.0,147,1,True,False
RS_RS19730,metallophosphoesterase,1,0.3870967741935484,1.0,260,3,False,False
RS_RS19735,LysR substrate-binding domain-containing protein,1,0.6097560975609756,57.0,304,3,False,False
RS_RS19740,MFS transporter,0,0.09375,11.0,442,3,False,False
RS_RS19750,ABC transporter substrate-binding protein,0,0.0,0.0,381,2,True,False
RS_RS26100,hypothetical protein,1,0.0,1.0,167,1,True,True
RS_RS19760,hypothetical protein,1,0.0,1.0,167,1,True,True
RS_RS19775,ShlB/FhaC/HecB family hemolysin secretion/activation protein,0,0.0,6.0,591,3,False,False
RS_RS19780,amidohydrolase family protein,0,0.09375,2.0,456,3,False,False
RS_RS19785,nickel/cobalt efflux transporter,0,0.1,0.0,378,2,True,False
RS_RS19790,metal/formaldehyde-sensitive transcriptional repressor,1,0.6470588235294118,0.0,91,2,True,False
RS_RS19795,chromate resistance protein ChrB domain-containing protein,0,0.1666666666666666,0.0,324,2,True,False
RS_RS19800,chromate transporter,0,0.0333333333333333,0.0,402,2,True,False
RS_RS19805,chromate resistance protein ChrB domain-containing protein,0,0.0,0.0,169,3,False,False
RS_RS19840,TlpA disulfide reductase family protein,0,0.0,0.0,186,3,False,False
RS_RS26140,hypothetical protein,0,0.0,0.0,191,3,False,False
RS_RS26145,XopG/HopH/AvrPtoH family type III secretion system effector,0,0.0,1.0,246,2,True,False
RS_RS19905,hypothetical protein,1,0.0,1.0,179,3,False,True
RS_RS26155,temperature dependent virulence factor cellobiohydrolase ChbA,0,0.0,0.0,573,3,False,False
RS_RS26160,hypothetical protein,0,0.0,0.0,129,1,True,False
RS_RS19930,DUF2147 domain-containing protein,0,0.0,1.0,157,3,False,False
RS_RS19935,oxidoreductase,1,1.0,27.0,277,3,False,False
RS_RS19940,AraC family transcriptional regulator,0,0.1034482758620689,1.0,340,3,False,False
RS_RS19970,VOC family protein,0,0.2941176470588235,0.0,166,1,True,False
RS_RS19975,chemotaxis protein,0,0.0833333333333333,0.0,314,2,True,False
RS_RS19980,TetR/AcrR family transcriptional regulator,0,0.0909090909090909,0.0,215,2,True,False
RS_RS19985,YybH family protein,0,0.3333333333333333,0.0,144,2,True,False
RS_RS19990,VOC family protein,0,0.0,0.0,144,2,True,False
RS_RS19995,hypothetical protein,0,0.0,0.0,130,2,True,False
RS_RS20000,S8 family peptidase,0,0.0,0.0,664,2,True,False
RS_RS20005,1%2C2-phenylacetyl-CoA epoxidase subunit PaaA,0,0.0,0.0,343,3,False,False
RS_RS20010,1%2C2-phenylacetyl-CoA epoxidase subunit PaaB,0,0.0909090909090909,0.0,96,3,False,False
RS_RS20015,1%2C2-phenylacetyl-CoA epoxidase subunit PaaC,0,0.0833333333333333,0.0,269,3,False,False
RS_RS20020,1%2C2-phenylacetyl-CoA epoxidase subunit PaaD,0,0.25,0.0,185,3,False,False
RS_RS20025,1%2C2-phenylacetyl-CoA epoxidase subunit PaaE,0,0.064516129032258,2.0,364,3,False,False
RS_RS20035,DUF2322 family protein,0,0.0,0.0,111,3,False,False
RS_RS20040,MFS transporter,0,0.0,0.0,436,3,False,False
RS_RS20045,DUF2784 domain-containing protein,0,0.0,0.0,123,3,False,False
RS_RS20050,TetR/AcrR family transcriptional regulator,0,0.5365853658536586,15.0,206,3,False,False
RS_RS20055,5%2C6-dimethylbenzimidazole synthase,0,0.2,1.0,217,3,False,False
RS_RS20060,cobyrinate a%2Cc-diamide synthase,0,0.2,0.0,439,3,False,False
RS_RS20065,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,0,0.2727272727272727,0.0,201,3,False,False
RS_RS20070,CobW family GTP-binding protein,0,0.2571428571428571,2.0,368,3,False,False
RS_RS20075,precorrin-3B C(17)-methyltransferase,0,0.0,0.0,520,3,False,False
RS_RS20080,cobalamin biosynthesis protein,0,0.0,0.0,255,3,False,False
RS_RS20085,precorrin-4 C(11)-methyltransferase,0,0.3636363636363636,0.0,272,3,False,False
RS_RS20090,precorrin-2 C(20)-methyltransferase,0,0.3181818181818182,0.0,244,3,False,False
RS_RS20095,cobalt-precorrin-5B (C(1))-methyltransferase CbiD,0,0.2105263157894736,0.0,384,3,False,False
RS_RS20100,precorrin-8X methylmutase,0,0.0,0.0,535,3,False,False
RS_RS20105,cobalt-precorrin-7 (C(5))-methyltransferase,0,0.0,0.0,236,3,False,False
RS_RS20110,putative cobaltochelatase,0,0.5,0.0,638,3,False,False
RS_RS20115,cobaltochelatase subunit CobN,0,0.0,0.0,1380,3,False,False
RS_RS20120,(2Fe-2S) ferredoxin domain-containing protein,0,0.0,0.0,110,3,False,False
RS_RS20125,HoxN/HupN/NixA family nickel/cobalt transporter,0,0.0,0.0,358,3,False,False
RS_RS20130,type VI secretion system Vgr family protein,0,0.0,2.0,958,3,False,False
RS_RS20135,phospholipase D-like domain-containing protein,0,0.0,0.0,653,2,True,False
RS_RS20140,SEL1-like repeat protein,0,0.0,0.0,437,2,True,False
RS_RS20145,PAAR domain-containing protein,0,1.0,0.0,97,2,True,False
RS_RS20150,hypothetical protein,0,0.0,0.0,217,2,True,False
RS_RS20155,lipopolysaccharide heptosyltransferase I,1,0.7647058823529411,2.0,333,3,False,False
RS_RS20160,acyltransferase family protein,0,0.1111111111111111,1.0,376,3,False,False
RS_RS20165,RNA polymerase sigma factor,0,0.0,0.0,425,0,True,False
RS_RS20170,YciI family protein,0,0.3333333333333333,0.0,144,3,False,False
RS_RS20175,cyclic peptide export ABC transporter,0,0.1875,0.0,556,0,True,False
RS_RS20180,MBL fold metallo-hydrolase,0,0.0,0.0,538,0,True,False
RS_RS26200,MbtH family protein,0,0.1111111111111111,1.0,69,3,False,False
RS_RS20195,DUF6566 family protein,0,0.0,0.0,104,3,False,False
RS_RS20205,Lrp/AsnC family transcriptional regulator,1,0.4102564102564102,9.0,175,3,False,False
RS_RS20210,1-aminocyclopropane-1-carboxylate deaminase,0,0.1081081081081081,1.0,339,3,False,False
RS_RS20215,enoyl-CoA hydratase/isomerase family protein,0,0.0384615384615384,1.0,391,3,False,False
RS_RS20220,enoyl-CoA hydratase,1,0.5263157894736842,9.0,267,3,False,False
RS_RS20225,3-hydroxyisobutyrate dehydrogenase,0,0.1621621621621621,2.0,299,3,False,False
RS_RS20230,CoA-acylating methylmalonate-semialdehyde dehydrogenase,0,0.125,13.0,516,3,False,False
RS_RS20235,AMP-binding protein,0,0.0975609756097561,9.0,568,3,False,False
RS_RS20240,acyl-CoA dehydrogenase,0,0.027027027027027,5.0,378,3,False,False
RS_RS20245,AraC family transcriptional regulator,0,0.1034482758620689,1.0,339,3,False,False
RS_RS20250,heavy metal sensor histidine kinase,0,0.358974358974359,10.0,467,3,False,False
RS_RS20255,heavy metal response regulator transcription factor,1,0.7948717948717948,17.0,229,3,False,False
RS_RS20260,copper resistance system multicopper oxidase,0,0.074074074074074,0.0,606,3,False,False
RS_RS20265,copper resistance protein B,0,0.0,0.0,333,3,False,False
RS_RS20270,copper homeostasis periplasmic binding protein CopC,0,0.1111111111111111,0.0,129,3,False,False
RS_RS20275,copper homeostasis membrane protein CopD,0,0.0,0.0,310,3,False,False
RS_RS20285,hydrolase,0,0.0,0.0,213,1,True,False
RS_RS20290,LysR substrate-binding domain-containing protein,1,0.6097560975609756,57.0,298,3,False,False
RS_RS20295,MFS transporter,1,0.0256410256410256,8.0,531,3,False,True
RS_RS20300,MarR family winged helix-turn-helix transcriptional regulator,1,0.4871794871794871,13.0,159,3,False,False
RS_RS20305,magnesium and cobalt transport protein CorA,0,0.2894736842105263,1.0,324,3,False,False
RS_RS20310,DNA-3-methyladenine glycosylase I,0,0.1081081081081081,0.0,191,3,False,False
RS_RS20315,CynX/NimT family MFS transporter,0,0.0476190476190476,0.0,408,3,False,False
RS_RS20320,Rossmann-like and DUF2520 domain-containing protein,0,0.5,0.0,295,3,False,False
RS_RS20325,efflux transporter outer membrane subunit,0,0.2631578947368421,19.0,523,3,False,False
RS_RS20330,efflux RND transporter permease subunit,0,0.0769230769230769,14.0,1030,3,False,False
RS_RS20335,crotonase/enoyl-CoA hydratase family protein,1,0.5263157894736842,9.0,260,3,False,False
RS_RS20345,CsgG/HfaB family protein,0,0.0,0.0,210,3,False,False
RS_RS20350,DUF4810 domain-containing protein,0,0.0,0.0,123,3,False,False
RS_RS20355,DUF799 domain-containing protein,0,0.0,0.0,224,3,False,False
RS_RS20360,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,0,0.0,0.0,777,3,False,False
RS_RS20365,LysR family transcriptional regulator,1,0.6097560975609756,57.0,305,3,False,False
RS_RS20370,pyridoxamine 5'-phosphate oxidase,0,0.8888888888888888,1.0,214,3,False,False
RS_RS20375,LysA family protein,0,0.0,0.0,429,3,False,False
RS_RS20380,indole-3-glycerol phosphate synthase TrpC,1,0.25,1.0,269,3,False,False
RS_RS20385,anthranilate phosphoribosyltransferase,0,0.2051282051282051,1.0,345,3,False,False
RS_RS20390,FAD-dependent oxidoreductase,0,0.0384615384615384,1.0,733,3,False,False
RS_RS20395,YggS family pyridoxal phosphate-dependent enzyme,0,0.0769230769230769,1.0,227,3,False,False
RS_RS20400,B3/B4 domain-containing protein,0,0.0,0.0,235,3,False,False
RS_RS20405,DMT family transporter,1,0.073170731707317,15.0,301,3,False,True
RS_RS20410,AraC family transcriptional regulator,0,0.1388888888888889,6.0,275,3,False,False
RS_RS20415,acyl-CoA dehydrogenase family protein,0,0.027027027027027,5.0,386,3,False,False
RS_RS20420,DUF2165 family protein,0,0.0,0.0,166,3,False,False
RS_RS20425,FMN-binding negative transcriptional regulator,0,0.0,0.0,213,3,False,False
RS_RS20430,fumarylacetoacetase,0,0.1176470588235294,0.0,424,3,False,False
RS_RS20435,homogentisate 1%2C2-dioxygenase,0,0.0,0.0,449,3,False,False
RS_RS20440,LysR family transcriptional regulator,0,0.1379310344827586,6.0,310,3,False,False
RS_RS20445,VOC family protein,0,0.0,0.0,181,2,True,False
RS_RS20450,tryptophan 2%2C3-dioxygenase family protein,0,0.0769230769230769,1.0,370,3,False,False
RS_RS20455,FAD-dependent oxidoreductase,0,0.0,0.0,498,2,True,False
RS_RS20460,aminotransferase class V-fold PLP-dependent enzyme,1,0.9487179487179488,3.0,420,3,False,False
RS_RS20465,SDR family oxidoreductase,0,0.0,0.0,264,2,True,False
RS_RS20470,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,0,0.0,0.0,375,2,True,False
RS_RS20475,peptide chain release factor H,1,1.0,0.0,208,3,False,False
RS_RS20480,RNA ligase RtcB family protein,0,0.0,0.0,380,3,False,False
RS_RS20485,DUF2783 domain-containing protein,0,0.6,0.0,69,3,False,False
RS_RS20490,FAD-dependent oxidoreductase,0,0.0,0.0,564,3,False,False
RS_RS20495,MBL fold metallo-hydrolase,1,0.0476190476190476,1.0,320,3,False,True
RS_RS20500,IclR family transcriptional regulator,1,0.2580645161290322,6.0,292,3,False,False
RS_RS20505,branched-chain amino acid ABC transporter permease,0,0.0,0.0,351,3,False,False
RS_RS20510,branched-chain amino acid ABC transporter ATP-binding protein/permease,0,0.0,0.0,609,3,False,False
RS_RS20515,ABC transporter ATP-binding protein,1,0.425,7.0,248,3,False,False
RS_RS20520,hypothetical protein,0,0.0,0.0,107,0,True,False
RS_RS20525,cytochrome P450,0,0.1111111111111111,0.0,399,3,False,False
RS_RS20530,DMT family transporter,1,0.073170731707317,15.0,304,3,False,True
RS_RS20535,DUF2182 domain-containing protein,0,0.0,0.0,271,3,False,False
RS_RS20540,DUF1326 domain-containing protein,0,0.0,0.0,201,3,False,False
RS_RS20545,GNAT family N-acetyltransferase,0,0.0,0.0,175,3,False,False
RS_RS20550,D-amino-acid transaminase,1,0.1463414634146341,2.0,291,3,False,False
RS_RS20555,surface-adhesin E family protein,0,0.0,0.0,176,3,False,False
RS_RS20560,hypothetical protein,0,0.0,0.0,67,3,False,False
RS_RS20565,cytochrome-c peroxidase,0,0.0,2.0,455,3,False,False
RS_RS20570,porin,0,0.0,0.0,458,3,False,False
RS_RS20575,FMN-binding protein,0,0.0,1.0,187,3,False,False
RS_RS20580,hypothetical protein,0,0.0,0.0,160,3,False,False
RS_RS20585,aspartate dehydrogenase,1,0.4285714285714285,0.0,269,3,False,False
RS_RS20610,cupin domain-containing protein,0,0.0,0.0,173,3,False,False
RS_RS20615,sterol desaturase family protein,0,0.0,0.0,411,3,False,False
RS_RS20620,alpha%2Calpha-trehalose-phosphate synthase (UDP-forming),0,0.0,0.0,558,3,False,False
RS_RS20625,hypothetical protein,0,0.0,0.0,831,2,True,False
RS_RS20630,hypothetical protein,0,0.0,0.0,316,1,True,False
RS_RS20635,hypothetical protein,0,0.0,0.0,306,1,True,False
RS_RS26215,hypothetical protein,0,0.0,0.0,353,1,True,False
RS_RS26220,hypothetical protein,1,0.0,0.0,145,1,True,True
RS_RS26225,hypothetical protein,0,0.0,0.0,234,1,True,False
RS_RS20650,type IVB secretion system protein IcmH/DotU,0,0.0,0.0,264,3,False,False
RS_RS20655,type VI secretion system baseplate subunit TssK,0,0.0,0.0,449,3,False,False
RS_RS20660,type VI secretion system lipoprotein TssJ,0,0.0,0.0,225,3,False,False
RS_RS20665,hypothetical protein,0,0.0,0.0,216,3,False,False
RS_RS20670,type VI secretion system contractile sheath small subunit,0,0.1176470588235294,0.0,171,3,False,False
RS_RS20675,type VI secretion system contractile sheath large subunit,0,0.0,0.0,497,3,False,False
RS_RS20680,Hcp family type VI secretion system effector,0,0.25,0.0,168,3,False,False
RS_RS20685,type VI secretion system baseplate subunit TssE,0,0.3529411764705882,0.0,158,3,False,False
RS_RS20690,type VI secretion system baseplate subunit TssF,0,0.0,0.0,617,3,False,False
RS_RS20695,type VI secretion system baseplate subunit TssG,0,0.0,0.0,364,3,False,False
RS_RS20700,type VI secretion system ATPase TssH,0,0.0,0.0,906,3,False,False
RS_RS20705,type VI secretion system Vgr family protein,0,0.0,2.0,919,3,False,False
RS_RS20720,hypothetical protein,1,0.0,0.0,369,3,False,True
RS_RS20730,T6SS effector BTH_I2691 family protein,0,0.0,0.0,1108,1,True,False
RS_RS20735,DUF6708 domain-containing protein,0,0.0,0.0,220,1,True,False
RS_RS20745,glycoside hydrolase family 10 protein,0,0.0,0.0,448,3,False,False
RS_RS20750,type VI secretion system protein TssA,0,0.0,0.0,360,3,False,False
RS_RS20760,OmpA family protein,0,0.0,0.0,280,3,False,False
RS_RS20765,type VI secretion system-associated protein TagF,0,0.0,0.0,329,3,False,False
RS_RS20770,type VI secretion system membrane subunit TssM,0,0.0,0.0,1314,3,False,False
RS_RS20775,hypothetical protein,0,0.0,0.0,496,3,False,False
RS_RS20780,PAAR domain-containing protein,1,0.4545454545454545,4.0,90,3,False,False
RS_RS20785,M15 family metallopeptidase,0,0.0,0.0,283,3,False,False
RS_RS20790,hypothetical protein,0,0.0,0.0,249,3,False,False
RS_RS20820,hypothetical protein,1,0.0,0.0,94,3,False,True
RS_RS20830,transcriptional activator protein RasR,0,0.0,1.0,239,3,False,False
RS_RS20835,acyl-homoserine-lactone synthase RasI,0,0.0,1.0,185,3,False,False
RS_RS20840,alpha/beta hydrolase,0,0.0,0.0,670,1,True,False
RS_RS20845,PLP-dependent transferase,0,0.0,0.0,514,1,True,False
RS_RS20850,class I tRNA ligase family protein,0,0.0,0.0,651,1,True,False
RS_RS20855,acyl carrier protein,1,0.0,0.0,90,1,True,True
RS_RS20860,fatty acid desaturase family protein,0,0.0,0.0,326,1,True,False
RS_RS20865,hypothetical protein,0,0.0,0.0,404,1,True,False
RS_RS20870,3-oxoacyl-ACP synthase III family protein,0,0.0,0.0,309,1,True,False
RS_RS20875,fatty acyl-AMP ligase,0,0.5,0.0,560,1,True,False
RS_RS20880,carbamoyltransferase family protein,0,0.0,0.0,582,1,True,False
RS_RS20885,iron-containing redox enzyme family protein,0,0.0,0.0,699,1,True,False
RS_RS20890,alpha/beta fold hydrolase,0,0.4054054054054054,13.0,306,3,False,False
RS_RS20895,acyl carrier protein,0,0.0,0.0,104,1,True,False
RS_RS20900,acyl-CoA desaturase,0,0.25,0.0,302,1,True,False
RS_RS20905,DUF7661 family protein,0,0.0,0.0,74,1,True,False
RS_RS20910,pyridoxal phosphate-dependent aminotransferase,0,0.1951219512195122,7.0,396,3,False,False
RS_RS20915,alpha/beta hydrolase family protein,0,0.0,0.0,291,1,True,False
RS_RS20920,TetR/AcrR family transcriptional regulator,0,0.5365853658536586,15.0,192,3,False,False
RS_RS20925,MFS transporter,0,0.09375,11.0,419,3,False,False
RS_RS20930,translesion DNA synthesis-associated protein ImuA,0,0.2,0.0,311,3,False,False
RS_RS20935,Y-family DNA polymerase,0,0.0833333333333333,0.0,524,3,False,False
RS_RS20940,error-prone DNA polymerase,0,0.0,0.0,1076,3,False,False
RS_RS20945,helix-turn-helix domain-containing protein,0,0.0,0.0,181,3,False,False
RS_RS20950,anion transporter,0,0.0,0.0,409,3,False,False
RS_RS20955,beta strand repeat-containing protein,0,0.0,0.0,668,2,True,False
RS_RS20960,elongation factor G,1,1.0,1.0,701,3,False,False
RS_RS20965,Crp/Fnr family transcriptional regulator,0,0.5384615384615384,3.0,240,3,False,False
RS_RS20970,DUF962 domain-containing protein,0,0.0,0.0,179,3,False,False
RS_RS20975,ferredoxin FdxA,1,1.0,0.0,113,3,False,False
RS_RS20980,M30 family zinc metallopeptidase,0,0.0,0.0,581,3,False,False
RS_RS20990,F0F1 ATP synthase subunit epsilon,1,0.8787878787878788,1.0,140,3,False,False
RS_RS20995,TonB-dependent receptor plug domain-containing protein,0,0.054054054054054,13.0,653,3,False,False
RS_RS21000,YfiR family protein,0,0.1333333333333333,0.0,192,3,False,False
RS_RS21005,putative bifunctional diguanylate cyclase/phosphodiesterase,0,0.0,0.0,664,3,False,False
RS_RS21010,malate dehydrogenase (quinone),0,0.1578947368421052,0.0,554,3,False,False
RS_RS21015,TetR/AcrR family transcriptional regulator,0,0.5365853658536586,15.0,208,3,False,False
RS_RS21020,TetR/AcrR family transcriptional regulator,0,0.0,0.0,205,2,True,False
RS_RS21025,AdeC/AdeK/OprM family multidrug efflux complex outer membrane factor,0,0.2631578947368421,19.0,492,3,False,False
RS_RS21030,efflux RND transporter permease subunit,0,0.0769230769230769,14.0,1054,3,False,False
RS_RS21035,efflux RND transporter periplasmic adaptor subunit,0,0.1794871794871795,13.0,410,3,False,False
RS_RS21040,lactonase family protein,0,0.0,0.0,422,1,True,False
RS_RS21045,EamA family transporter,1,0.073170731707317,15.0,293,3,False,True
RS_RS26260,AvrPphF family type III effector,0,0.0,0.0,351,2,True,False
RS_RS21055,LysR substrate-binding domain-containing protein,1,0.6097560975609756,57.0,299,3,False,False
RS_RS21060,SMP-30/gluconolactonase/LRE family protein,0,0.12,2.0,354,3,False,False
RS_RS21065,spermidine synthase,0,0.05,1.0,287,3,False,False
RS_RS21070,5-dehydro-4-deoxyglucarate dehydratase,0,0.0,0.0,312,3,False,False
RS_RS21075,aldehyde dehydrogenase (NADP(+)),0,0.0454545454545454,0.0,529,3,False,False
RS_RS21080,MFS transporter,0,0.0857142857142857,11.0,451,3,False,False
RS_RS21085,enolase C-terminal domain-like protein,0,0.0,0.0,446,3,False,False
RS_RS21090,galactarate dehydratase,0,0.0384615384615384,1.0,534,3,False,False
RS_RS21095,NAD-dependent epimerase/dehydratase family protein,0,0.0,0.0,283,3,False,False
RS_RS21100,SMP-30/gluconolactonase/LRE family protein,0,0.12,2.0,297,3,False,False
RS_RS21105,glycoside hydrolase family 28 protein,0,0.0,0.0,681,3,False,False
RS_RS21110,MFS transporter,0,0.0857142857142857,11.0,436,3,False,False
RS_RS21115,bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase,0,0.0,0.0,346,3,False,False
RS_RS21120,nicotinate phosphoribosyltransferase,0,0.0,0.0,484,3,False,False
RS_RS21130,hypothetical protein,1,0.0,0.0,260,3,False,True
RS_RS21140,methyl-accepting chemotaxis protein,0,0.0,0.0,519,3,False,False
RS_RS21145,lytic transglycosylase domain-containing protein,0,0.0,0.0,233,3,False,False
RS_RS21155,leucine-rich repeat domain-containing protein,0,0.0,0.0,649,3,False,False
RS_RS21160,winged helix-turn-helix transcriptional regulator,1,0.1851851851851851,2.0,138,3,False,False
RS_RS21165,SDR family oxidoreductase,0,0.1666666666666666,0.0,289,3,False,False
RS_RS21170,hypothetical protein,0,0.0,0.0,1441,3,False,False
RS_RS21175,hypothetical protein,0,0.0,0.0,1243,3,False,False
RS_RS21180,AWR family protein,0,0.0,0.0,1331,3,False,False
RS_RS21185,hypothetical protein,0,0.0,0.0,126,3,False,False
RS_RS21190,sigma-70 family RNA polymerase sigma factor,1,0.5526315789473685,6.0,170,3,False,False
RS_RS21195,DUF4880 domain-containing protein,1,0.2916666666666667,1.0,317,3,False,False
RS_RS21200,response regulator transcription factor,0,0.0,0.0,175,3,False,False
RS_RS21205,response regulator transcription factor,0,0.0,0.0,247,3,False,False
RS_RS21210,CesT family type III secretion system chaperone,0,0.0,0.0,152,3,False,False
RS_RS21215,hypothetical protein,1,0.0,0.0,76,2,True,True
RS_RS21220,hypothetical protein,0,0.0,0.0,83,3,False,False
RS_RS21225,hypothetical protein,0,0.0,0.0,82,3,False,False
RS_RS21230,HrpD5 family protein,0,0.0,0.0,324,3,False,False
RS_RS21235,hypothetical protein,0,0.0,0.0,334,3,False,False
RS_RS21240,type III secretion system export apparatus subunit SctS,0,0.303030303030303,1.0,87,3,False,False
RS_RS21245,type III secretion system export apparatus subunit SctR,0,0.1515151515151515,1.0,218,3,False,False
RS_RS21250,type III secretion system cytoplasmic ring protein SctQ,0,1.0,0.0,355,3,False,False
RS_RS21255,type III secretion system protein SctP,0,0.0,0.0,198,3,False,False
RS_RS21260,type III secretion system export apparatus subunit SctV,0,0.0,0.0,691,3,False,False
RS_RS21265,type III secretion system export apparatus subunit SctU,0,0.0,1.0,358,3,False,False
RS_RS21270,HrpB1 family type III secretion system apparatus protein,0,0.0,0.0,159,3,False,False
