organism,locus_tag,essential,leading,oriC_frac,mobile_dist_kb,n_paralogs,gene_len_aa,gc,conservation,score_conservation_only,score_all_combined
beril_Magneto,AMB_RS04545,1,1,0.3945,18.26,0.0,119,0.6807,0.0,0.22597918135407255,0.24036031829373714
beril_Magneto,AMB_RS04550,0,0,0.3948,17.44,1.0,428,0.6394,0.0,0.22597918135407255,0.15297087258976277
beril_Magneto,AMB_RS04555,0,0,0.3952,16.45,0.0,234,0.6311,0.10526315789473684,0.3185052775500703,0.2981663283587758
beril_Magneto,AMB_RS04560,0,0,0.3956,15.51,3.0,338,0.6321,0.04,0.25877151194308945,0.21205001739624502
beril_Magneto,AMB_RS04565,0,1,0.3962,13.91,0.0,656,0.6763,0.0,0.22597918135407255,0.09605995970187
beril_Magneto,AMB_RS04570,1,1,0.3967,12.63,8.0,201,0.6484,0.47058823529411764,0.7052208580905254,0.7243056255432817
beril_Magneto,AMB_RS04575,1,1,0.397,11.9,8.0,217,0.6713,0.47058823529411764,0.7052208580905254,0.7142053822857011
beril_Magneto,AMB_RS04580,0,1,0.3974,10.84,0.0,155,0.6516,0.13333333333333333,0.3463366735848237,0.35107223328861
beril_Magneto,AMB_RS04595,0,1,0.3983,8.74,0.0,246,0.6409,0.0,0.22597918135407255,0.19792000840529825
beril_Magneto,AMB_RS04600,1,0,0.3988,7.41,0.0,463,0.6674,0.23076923076923078,0.45024990608904314,0.31117067045587005
beril_Magneto,AMB_RS04635,0,1,0.4018,0.0,6.0,350,0.5848,0.037037037037037035,0.2562393448705123,0.21140613451979787
beril_Magneto,AMB_RS23905,0,0,0.4072,0.78,0.0,253,0.5112,0.1,0.3134208228142378,0.2958589727378013
beril_Magneto,AMB_RS23915,0,1,0.4079,2.56,0.0,94,0.578,0.0,0.22597918135407255,0.2570677720493736
beril_Magneto,AMB_RS04720,1,1,0.4084,3.74,8.0,127,0.5039,0.4166666666666667,0.6527763317979779,0.7218821380184679
beril_Magneto,AMB_RS04725,0,0,0.4086,4.24,2.0,154,0.5758,0.2,0.4164913278644111,0.4458182148563078
beril_Magneto,AMB_RS04760,1,1,0.4108,0.82,7.0,93,0.5842,0.9714285714285714,0.9573420184288546,0.9694230307623306
beril_Magneto,AMB_RS04775,1,1,0.4115,0.0,2.0,286,0.6294,0.32432432432432434,0.5544118113323625,0.5033791065455412
beril_Magneto,AMB_RS04780,0,1,0.4119,0.0,0.0,400,0.6703,1.0,0.9622633067702169,0.9416819572333949
beril_Magneto,AMB_RS04785,0,1,0.4124,0.0,0.0,147,0.6027,0.25,0.4716048056829972,0.4854133559592024
beril_Magneto,AMB_RS04835,0,1,0.4161,5.9,1.0,474,0.6048,0.05555555555555555,0.27233000549249725,0.17189700037952008
beril_Magneto,AMB_RS04860,0,1,0.4185,0.0,0.0,343,0.6618,0.65,0.8421378215335213,0.7885851908522953
beril_Magneto,AMB_RS04915,0,0,0.4219,8.57,0.0,390,0.6496,0.0,0.22597918135407255,0.15721143870807539
beril_Magneto,AMB_RS04955,1,1,0.4252,16.6,5.0,319,0.6113,0.027777777777777776,0.24843163597817594,0.21446565856446717
beril_Magneto,AMB_RS05005,0,1,0.4287,25.5,2.0,298,0.651,0.05555555555555555,0.27233000549249725,0.23299728963220862
beril_Magneto,AMB_RS05010,1,1,0.4292,26.54,5.0,329,0.6342,0.027777777777777776,0.24843163597817594,0.21182524517752566
beril_Magneto,AMB_RS05070,1,1,0.4337,32.95,7.0,93,0.5842,0.9714285714285714,0.9573420184288546,0.9713241431668526
beril_Magneto,AMB_RS05075,0,1,0.4338,32.61,2.0,138,0.5797,0.75,0.8929469273816364,0.9124505298246709
beril_Magneto,AMB_RS05120,0,0,0.4382,21.64,0.0,543,0.6335,0.0,0.22597918135407255,0.12451725573339713
beril_Magneto,AMB_RS05165,1,1,0.4413,14.02,5.0,297,0.6352,0.027777777777777776,0.24843163597817594,0.21809509042862776
beril_Magneto,AMB_RS05175,1,0,0.4418,12.91,3.0,142,0.6103,0.7714285714285715,0.9017643541943775,0.9172759479644006
beril_Magneto,AMB_RS05180,0,0,0.442,12.38,2.0,142,0.6009,0.25806451612903225,0.48059568664852365,0.5168757402371292
beril_Magneto,AMB_RS05185,1,1,0.4426,10.93,3.0,758,0.6847,0.1891891891891892,0.4047972074116639,0.17467243135686855
beril_Magneto,AMB_RS05190,1,1,0.4432,9.3,5.0,319,0.6332,0.027777777777777776,0.24843163597817594,0.20919007418339552
beril_Magneto,AMB_RS05195,0,1,0.4436,8.41,1.0,109,0.6667,0.0,0.22597918135407255,0.2448485608989349
beril_Magneto,AMB_RS05245,0,1,0.4478,2.22,1.0,705,0.6307,0.5714285714285714,0.7896840287228433,0.5674437030650648
beril_Magneto,AMB_RS05355,0,1,0.4584,1.07,5.0,389,0.6358,0.0,0.22597918135407255,0.1656282428381541
beril_Magneto,AMB_RS05360,0,1,0.4588,2.1,1.0,279,0.6165,0.0,0.22597918135407255,0.19026399453909223
beril_Magneto,AMB_RS05400,0,1,0.4617,9.09,0.0,580,0.642,0.0,0.22597918135407255,0.11132296378243234
beril_Magneto,AMB_RS05405,0,1,0.462,10.08,0.0,74,0.6441,0.0,0.22597918135407255,0.2583895038969306
beril_Magneto,AMB_RS05410,0,1,0.4623,10.66,0.0,312,0.7361,0.0,0.22597918135407255,0.16813177450521505
beril_Magneto,AMB_RS05420,0,1,0.463,12.42,1.0,100,0.6067,0.7333333333333333,0.8856143122579372,0.9059461329824375
beril_Magneto,AMB_RS23195,0,0,0.4639,14.66,0.0,428,0.6106,0.2,0.4164913278644111,0.3076161731773879
beril_Magneto,AMB_RS05435,0,0,0.4643,15.69,1.0,257,0.5811,0.3076923076923077,0.5359803496692807,0.5156344166460199
beril_Magneto,AMB_RS05445,0,0,0.4654,18.49,1.0,466,0.6059,0.0,0.22597918135407255,0.1460586846926982
beril_Magneto,AMB_RS05455,0,1,0.4663,20.66,1.0,326,0.6115,0.34782608695652173,0.5801918516112339,0.518763011330617
beril_Magneto,AMB_RS05475,0,0,0.4677,24.07,1.0,257,0.6174,0.3076923076923077,0.5359803496692807,0.5135793421692553
beril_Magneto,AMB_RS05480,0,1,0.4683,25.58,1.0,390,0.5692,0.0,0.22597918135407255,0.1693116088582793
beril_Magneto,AMB_RS05485,0,1,0.4688,26.81,0.0,335,0.5791,0.0,0.22597918135407255,0.18225238272706373
beril_Magneto,AMB_RS05490,0,1,0.4693,28.09,1.0,360,0.6519,0.34782608695652173,0.5801918516112339,0.49832554064385093
beril_Magneto,AMB_RS05500,0,1,0.4709,32.1,0.0,336,0.6032,0.0,0.22597918135407255,0.18105603390928568
beril_Magneto,AMB_RS05505,0,1,0.4714,33.23,0.0,356,0.603,0.12,0.3329709027926107,0.26829256124014383
beril_Magneto,AMB_RS05555,0,1,0.4777,49.06,1.0,540,0.6444,0.05714285714285714,0.2737382525170745,0.1626058732508557
beril_Magneto,AMB_RS05565,0,1,0.4786,51.09,0.0,621,0.6962,0.0,0.22597918135407255,0.10800653047434126
beril_Magneto,AMB_RS05595,0,1,0.4807,56.3,0.0,298,0.6868,0.11538461538461539,0.3284048717015362,0.28530479453095803
beril_Magneto,AMB_RS05600,0,1,0.4812,57.69,1.0,401,0.7199,0.07142857142857142,0.2866145343417079,0.2093686458065925
beril_Magneto,AMB_RS23225,0,0,0.4823,60.31,0.0,685,0.6574,0.0,0.22597918135407255,0.10199213884934134
beril_Magneto,AMB_RS05615,0,0,0.4829,61.86,1.0,346,0.685,0.0,0.22597918135407255,0.1840344024219715
beril_Magneto,AMB_RS05620,0,0,0.4835,63.33,0.0,582,0.6569,0.0,0.22597918135407255,0.12340682460404272
beril_Magneto,AMB_RS05625,0,0,0.4841,64.73,1.0,261,0.6322,0.2571428571428571,0.4795674110684909,0.4727876984701962
beril_Magneto,AMB_RS05630,0,0,0.4848,66.49,0.0,784,0.6484,0.42857142857142855,0.6647372805661264,0.3979812608230155
beril_Magneto,AMB_RS05670,1,1,0.4904,56.59,8.0,123,0.6504,0.4166666666666667,0.6527763317979779,0.7241671497963692
beril_Magneto,AMB_RS05680,0,1,0.4912,54.52,2.0,111,0.6396,0.0,0.22597918135407255,0.2690118317333069
beril_Magneto,AMB_RS05685,1,0,0.4915,53.68,0.0,436,0.6751,0.6666666666666666,0.8517910530257993,0.7895653460162548
beril_Magneto,AMB_RS05700,0,1,0.4927,50.91,0.0,111,0.5646,0.07407407407407407,0.289038419203704,0.3422345794880397
beril_Magneto,AMB_RS05705,0,1,0.4932,49.55,0.0,765,0.6519,0.2857142857142857,0.5114812293419109,0.2534952222997436
beril_Magneto,AMB_RS05710,0,0,0.494,47.56,6.0,193,0.677,0.4864864864864865,0.7197751999931843,0.7477211924383763
beril_Magneto,AMB_RS05715,0,1,0.4944,46.59,0.0,376,0.648,0.22857142857142856,0.4478194878101468,0.3643437885885154
beril_Magneto,AMB_RS05720,1,1,0.4949,45.34,0.0,405,0.6412,0.43243243243243246,0.6685724185726688,0.5771022510264993
beril_Magneto,AMB_RS05730,0,0,0.4965,41.25,0.0,536,0.7027,0.0,0.22597918135407255,0.12490599560978637
beril_Magneto,AMB_RS05745,0,1,0.4978,38.12,0.0,236,0.6045,0.0,0.22597918135407255,0.21470790965806288
beril_Magneto,AMB_RS05750,0,0,0.4983,36.77,0.0,652,0.5936,0.0,0.22597918135407255,0.10777664008929451
beril_Magneto,AMB_RS05760,0,0,0.4992,34.68,0.0,400,0.5983,0.0,0.22597918135407255,0.16627964727604386
beril_Magneto,AMB_RS05785,0,1,0.5035,24.02,1.0,571,0.6241,0.0,0.22597918135407255,0.11921181790916478
beril_Magneto,AMB_RS05790,0,1,0.504,22.8,0.0,242,0.6253,0.0,0.22597918135407255,0.2049006924953023
beril_Magneto,AMB_RS05800,0,1,0.5051,20.11,0.0,699,0.6381,0.0,0.22597918135407255,0.09161972513324834
beril_Magneto,AMB_RS05825,0,1,0.5064,16.87,0.0,160,0.6479,0.0,0.22597918135407255,0.22815954960096568
beril_Magneto,AMB_RS05830,0,1,0.5067,16.12,0.0,279,0.6356,0.0,0.22597918135407255,0.18968182130512393
beril_Magneto,AMB_RS05835,0,1,0.507,15.32,0.0,248,0.6599,0.0,0.22597918135407255,0.19650650477944012
beril_Magneto,AMB_RS05850,0,1,0.5075,13.92,0.0,266,0.6554,0.0,0.22597918135407255,0.19086135839921817
beril_Magneto,AMB_RS05870,0,1,0.5095,9.0,0.0,156,0.6175,0.0,0.22597918135407255,0.23043936157531475
beril_Magneto,AMB_RS05885,0,1,0.5109,5.65,0.0,289,0.6436,0.0,0.22597918135407255,0.18241849528924395
beril_Magneto,AMB_RS05890,0,1,0.5113,4.58,0.0,423,0.6635,0.0,0.22597918135407255,0.14343008117603873
beril_Magneto,AMB_RS05920,1,0,0.5122,2.27,1.0,196,0.6599,0.75,0.8929469273816364,0.8913233072675882
beril_Magneto,AMB_RS05930,0,1,0.5126,1.25,0.0,182,0.6923,0.4,0.6357045149201096,0.6189937845653396
beril_Magneto,AMB_RS05945,0,1,0.5139,0.0,1.0,473,0.6751,0.1,0.3134208228142378,0.19224755585876932
beril_Magneto,AMB_RS05960,0,1,0.5151,2.38,1.0,341,0.6569,0.2,0.4164913278644111,0.33229772254132717
beril_Magneto,AMB_RS05980,1,1,0.516,0.0,0.0,320,0.6698,0.0,0.22597918135407255,0.16892896968927446
beril_Magneto,AMB_RS06050,0,1,0.5209,0.0,0.0,776,0.671,0.0,0.22597918135407255,0.07476749148038635
beril_Magneto,AMB_RS06055,0,1,0.5215,1.48,1.0,146,0.637,0.25,0.4716048056829972,0.48366187613951545
beril_Magneto,AMB_RS06065,0,0,0.5221,2.09,0.0,300,0.5689,0.0,0.22597918135407255,0.18865549211746213
beril_Magneto,AMB_RS06070,0,0,0.5225,1.19,0.0,297,0.6162,0.0,0.22597918135407255,0.1842256994552105
beril_Magneto,AMB_RS06075,0,0,0.5229,0.0,0.0,498,0.6071,0.0,0.22597918135407255,0.13122334993201504
beril_Magneto,AMB_RS06090,0,1,0.5237,0.89,0.0,150,0.6467,0.0,0.22597918135407255,0.22583684477927185
beril_Magneto,AMB_RS06100,0,1,0.5244,0.87,0.0,132,0.5985,0.25,0.4716048056829972,0.4928277319826903
beril_Magneto,AMB_RS06110,0,0,0.5252,2.92,1.0,404,0.6601,0.16216216216216217,0.37605620902340103,0.27301265190208746
beril_Magneto,AMB_RS06115,0,0,0.5256,3.85,0.0,209,0.6108,0.0,0.22597918135407255,0.21400583384901817
beril_Magneto,AMB_RS06135,0,0,0.5268,6.88,1.0,225,0.6696,0.10810810810810811,0.32127184075070797,0.2970922392887683
beril_Magneto,AMB_RS06140,0,1,0.5272,7.8,0.0,299,0.6355,0.07142857142857142,0.2866145343417079,0.2337751486382075
beril_Magneto,AMB_RS06145,0,0,0.5276,8.93,0.0,365,0.6511,0.0,0.22597918135407255,0.16327891556170945
beril_Magneto,AMB_RS06150,0,0,0.5281,10.12,0.0,429,0.6807,0.0,0.22597918135407255,0.14408667804169367
beril_Magneto,AMB_RS06160,0,1,0.5289,12.11,0.0,401,0.6941,0.0,0.22597918135407255,0.14813416201653234
beril_Magneto,AMB_RS06165,0,0,0.5297,13.98,0.0,845,0.6446,0.0,0.22597918135407255,0.06986211225677659
beril_Magneto,AMB_RS06175,0,0,0.5307,16.68,0.0,299,0.6867,0.0,0.22597918135407255,0.18098078013915808
beril_Magneto,AMB_RS06185,0,0,0.5317,19.15,2.0,157,0.6539,0.4230769230769231,0.6592419753609766,0.6808098832886934
beril_Magneto,AMB_RS06190,1,0,0.5322,20.24,0.0,463,0.6796,0.125,0.3379530473267297,0.22059625570146346
beril_Magneto,AMB_RS06195,1,1,0.5326,21.4,0.0,219,0.6986,0.0,0.22597918135407255,0.20334973133904444
beril_Magneto,AMB_RS06200,0,0,0.5329,22.03,9.0,223,0.6816,0.42857142857142855,0.6647372805661264,0.6806733383022111
beril_Magneto,AMB_RS06205,0,0,0.5333,23.04,0.0,451,0.7044,0.0,0.22597918135407255,0.13989915665095812
beril_Magneto,AMB_RS06210,1,1,0.5337,24.04,0.0,102,0.6667,1.0,0.9622633067702169,0.9686542986062477
beril_Magneto,AMB_RS06220,0,0,0.5347,26.46,0.0,346,0.6965,0.0,0.22597918135407255,0.16919925697215704
beril_Magneto,AMB_RS23255,0,0,0.5353,28.05,0.0,714,0.6755,0.0,0.22597918135407255,0.08974606000906353
beril_Magneto,AMB_RS06230,0,0,0.5359,29.58,0.0,249,0.6988,0.16666666666666666,0.38079213453508604,0.346343615880914
beril_Magneto,AMB_RS06235,0,1,0.5362,30.3,1.0,187,0.6542,0.04,0.25877151194308945,0.25875710466820123
beril_Magneto,AMB_RS06255,0,1,0.5378,34.09,0.0,382,0.6798,0.0,0.22597918135407255,0.16040013409224058
beril_Magneto,AMB_RS06260,1,1,0.5383,35.55,0.0,552,0.689,0.7,0.8696323358144191,0.7631756884213358
beril_Magneto,AMB_RS06265,1,1,0.5389,36.87,5.0,315,0.6698,0.027777777777777776,0.24843163597817594,0.21509782811162997
beril_Magneto,AMB_RS06270,1,1,0.5394,38.08,0.0,445,0.6899,1.0,0.9622633067702169,0.9399446341726417
beril_Magneto,AMB_RS06275,1,1,0.5399,39.45,0.0,460,0.6775,0.918918918918919,0.9466592227289263,0.9140706027547446
beril_Magneto,AMB_RS06305,0,1,0.5438,49.22,4.0,218,0.6422,0.2777777777777778,0.5026145512559372,0.5155574993515348
beril_Magneto,AMB_RS06315,0,1,0.5448,51.66,0.0,644,0.6848,0.0,0.22597918135407255,0.10417183207633951
beril_Magneto,AMB_RS06320,0,1,0.5455,53.41,2.0,433,0.6867,0.05263157894736842,0.26974776604768164,0.19001873687866166
beril_Magneto,AMB_RS06325,0,0,0.5459,54.27,0.0,141,0.6667,0.2,0.4164913278644111,0.4521394341095146
beril_Magneto,AMB_RS06335,0,0,0.5469,56.77,5.0,1034,0.6873,0.11428571428571428,0.32732244589001197,0.09051076849868546
beril_Magneto,AMB_RS06360,0,0,0.5493,62.65,0.0,292,0.7089,0.0,0.22597918135407255,0.1953048091924251
beril_Magneto,AMB_RS06365,0,0,0.5495,63.37,0.0,169,0.6489,0.0,0.22597918135407255,0.24535104565060942
beril_Magneto,AMB_RS06375,1,0,0.5502,65.0,0.0,242,0.6997,0.0,0.22597918135407255,0.21357443947060778
beril_Magneto,AMB_RS06380,0,1,0.5506,66.03,2.0,316,0.6667,0.0,0.22597918135407255,0.19596027322556364
beril_Magneto,AMB_RS06385,0,1,0.5509,66.85,0.0,224,0.7188,0.0,0.22597918135407255,0.21490933760750727
beril_Magneto,AMB_RS06390,1,0,0.5512,67.45,0.0,122,0.6585,0.08333333333333333,0.29761695378343755,0.3431584477466706
beril_Magneto,AMB_RS06395,1,1,0.5518,69.02,0.0,832,0.728,0.0,0.22597918135407255,0.07405350340685572
beril_Magneto,AMB_RS06405,0,0,0.5528,70.02,0.0,349,0.7182,0.0,0.22597918135407255,0.17911261058594555
beril_Magneto,AMB_RS06410,0,0,0.5531,69.34,0.0,102,0.6601,0.375,0.6094553219332248,0.671662329514011
beril_Magneto,AMB_RS06420,1,0,0.5543,66.39,1.0,444,0.6967,0.65625,0.8458163249980502,0.7832333210821724
beril_Magneto,AMB_RS06425,1,0,0.5549,64.82,4.0,586,0.6928,0.043478260869565216,0.26176476168831253,0.1508577554219032
beril_Magneto,AMB_RS06430,1,0,0.5555,63.29,0.0,343,0.6968,0.5,0.7317951666084047,0.6806154893454139
beril_Magneto,AMB_RS06460,1,0,0.564,42.34,0.0,193,0.6615,0.8518518518518519,0.9293311970024806,0.9330730581945778
beril_Magneto,AMB_RS06465,1,0,0.5643,41.53,9.0,302,0.6954,0.5405405405405406,0.7658381323294352,0.7566231623423245
beril_Magneto,AMB_RS06470,1,1,0.5646,40.67,4.0,206,0.6537,0.6,0.8101108739967764,0.820505216523129
beril_Magneto,AMB_RS06500,1,0,0.573,19.99,0.0,608,0.6765,0.9459459459459459,0.952440396481783,0.8970629125992158
beril_Magneto,AMB_RS06505,1,0,0.5736,18.4,0.0,450,0.6807,1.0,0.9622633067702169,0.938364177800678
beril_Magneto,AMB_RS06510,0,1,0.5741,17.29,4.0,227,0.6975,0.21621621621621623,0.4342061787878825,0.41526520225470553
beril_Magneto,AMB_RS06520,1,1,0.5753,14.16,4.0,129,0.6382,0.45714285714285713,0.6925752006340714,0.7276737011679493
beril_Magneto,AMB_RS06525,1,0,0.5757,13.31,0.0,349,0.6991,0.375,0.6094553219332248,0.5176828933195511
beril_Magneto,AMB_RS06530,1,1,0.5761,12.24,0.0,345,0.7101,0.25,0.4716048056829972,0.3736770954916754
beril_Magneto,AMB_RS06540,1,1,0.577,10.04,0.0,189,0.6032,0.8285714285714286,0.9221842991841147,0.9235460764077102
beril_Magneto,AMB_RS06545,1,1,0.5772,9.36,0.0,266,0.6579,0.7714285714285715,0.9017643541943775,0.8846243459184534
beril_Magneto,AMB_RS06555,1,1,0.5782,6.95,0.0,383,0.6963,0.3333333333333333,0.5643366452341485,0.44595413480948287
beril_Magneto,AMB_RS06560,1,1,0.5787,5.88,0.0,334,0.6737,0.3333333333333333,0.5643366452341485,0.47393608077736404
beril_Magneto,AMB_RS06565,0,1,0.5789,5.15,0.0,104,0.6891,0.1724137931034483,0.3868674994836677,0.4058090397777794
beril_Magneto,AMB_RS06575,1,0,0.5797,3.38,0.0,315,0.7101,0.0,0.22597918135407255,0.16955811713985539
beril_Magneto,AMB_RS06585,0,0,0.5804,1.61,0.0,391,0.682,0.0,0.22597918135407255,0.15106950646142617
beril_Magneto,AMB_RS06610,0,0,0.5823,2.81,0.0,285,0.6772,0.03225806451612903,0.25218957087089966,0.2042292349878682
beril_Magneto,AMB_RS06615,1,0,0.5827,3.78,1.0,335,0.6438,0.45714285714285713,0.6925752006340714,0.6241910145086415
beril_Magneto,AMB_RS06620,0,0,0.5834,5.43,1.0,728,0.7125,0.0,0.22597918135407255,0.08290910057472602
beril_Magneto,AMB_RS06625,1,0,0.5839,6.78,3.0,170,0.7118,0.2962962962962963,0.5232912761719624,0.5261628937469731
beril_Magneto,AMB_RS06635,1,1,0.5849,9.1,4.0,215,0.676,0.7027027027027027,0.8709958284073125,0.8680967757204349
beril_Magneto,AMB_RS06640,0,1,0.5851,9.67,0.0,162,0.642,0.07142857142857142,0.2866145343417079,0.2862267169164745
beril_Magneto,AMB_RS06645,0,1,0.5853,10.23,1.0,208,0.6635,0.0,0.22597918135407255,0.20964023242611562
beril_Magneto,AMB_RS06650,1,0,0.5856,10.86,1.0,207,0.6957,0.14285714285714285,0.35603589077333164,0.3362039212312215
beril_Magneto,AMB_RS06655,0,0,0.5859,11.78,0.0,412,0.6982,0.0,0.22597918135407255,0.14690667689460105
beril_Magneto,AMB_RS06665,0,0,0.5866,13.45,0.0,240,0.6792,0.12,0.3329709027926107,0.2992545528375351
beril_Magneto,AMB_RS06670,0,0,0.5868,13.98,0.0,118,0.678,0.125,0.3379530473267297,0.35899128888314347
beril_Magneto,AMB_RS06675,0,1,0.587,14.33,0.0,95,0.6316,0.0,0.22597918135407255,0.2525382598355209
beril_Magneto,AMB_RS06680,1,0,0.5872,14.96,0.0,231,0.6479,0.5945945945945946,0.806366260715145,0.7930455852156744
beril_Magneto,AMB_RS06685,1,1,0.5875,15.78,9.0,260,0.6821,0.5757575757575758,0.7928796974579121,0.7882262838076235
beril_Magneto,AMB_RS06700,1,1,0.5895,20.73,4.0,141,0.6501,0.45714285714285713,0.6925752006340714,0.7237776673895601
beril_Magneto,AMB_RS06705,0,1,0.5898,21.41,0.0,261,0.636,0.0,0.22597918135407255,0.19640141174091233
beril_Magneto,AMB_RS06710,0,0,0.5904,22.8,4.0,486,0.6783,0.16216216216216217,0.37605620902340103,0.25589346973578864
beril_Magneto,AMB_RS06715,0,1,0.5909,24.02,5.0,279,0.6834,0.4411764705882353,0.677175052195258,0.6485711381728207
beril_Magneto,AMB_RS06730,0,0,0.5921,27.07,0.0,453,0.6762,0.14285714285714285,0.35603589077333164,0.24098899041229935
beril_Magneto,AMB_RS06735,0,0,0.5927,28.63,0.0,580,0.6575,0.14285714285714285,0.35603589077333164,0.19981680572124122
beril_Magneto,AMB_RS06740,1,0,0.5932,29.85,0.0,164,0.6931,1.0,0.9622633067702169,0.9649407592958706
beril_Magneto,AMB_RS06745,1,0,0.5935,30.6,0.0,265,0.6453,0.9,0.9422242461150019,0.9366144512305452
beril_Magneto,AMB_RS06755,0,1,0.5945,33.03,0.0,168,0.6468,0.3333333333333333,0.5643366452341485,0.5759316226416585
beril_Magneto,AMB_RS06760,1,1,0.595,34.22,0.0,539,0.6407,0.48148148148148145,0.7152408035696813,0.5583981097190014
beril_Magneto,AMB_RS06765,0,1,0.5954,35.34,0.0,123,0.664,0.0,0.22597918135407255,0.24583075244089195
beril_Magneto,AMB_RS06770,0,1,0.5956,35.8,0.0,152,0.7127,0.3333333333333333,0.5643366452341485,0.5738761131540485
beril_Magneto,AMB_RS06790,0,0,0.5971,39.46,0.0,112,0.6667,0.0,0.22597918135407255,0.25477504999053646
beril_Magneto,AMB_RS06800,0,1,0.5975,40.45,0.0,185,0.6775,0.0,0.22597918135407255,0.22353721594459636
beril_Magneto,AMB_RS06805,1,1,0.5978,41.17,0.0,228,0.6798,0.6666666666666666,0.8517910530257993,0.844108028246426
beril_Magneto,AMB_RS06810,1,1,0.5982,42.19,0.0,439,0.6705,0.5714285714285714,0.7896840287228433,0.698434982272851
beril_Magneto,AMB_RS06815,1,1,0.5987,43.56,0.0,465,0.6738,1.0,0.9622633067702169,0.9387797645744941
beril_Magneto,AMB_RS06820,0,0,0.5994,45.23,0.0,488,0.6851,0.0,0.22597918135407255,0.13776015921286341
beril_Magneto,AMB_RS06825,0,0,0.5998,46.31,0.0,127,0.6667,1.0,0.9622633067702169,0.9690080100129358
beril_Magneto,AMB_RS06830,1,1,0.6001,46.97,8.0,210,0.646,0.47058823529411764,0.7052208580905254,0.7333082800103912
beril_Magneto,AMB_RS06835,0,0,0.6003,47.53,0.0,169,0.6963,0.0,0.22597918135407255,0.2327918560919051
beril_Magneto,AMB_RS06850,0,1,0.6012,49.74,0.0,185,0.6613,0.09090909090909091,0.30474370614136004,0.30949515832193525
beril_Magneto,AMB_RS06855,1,0,0.6015,50.4,0.0,90,0.7,0.5,0.7317951666084047,0.7749225972304009
beril_Magneto,AMB_RS06865,0,1,0.6019,51.38,0.0,333,0.6647,0.0,0.22597918135407255,0.18056759390924318
beril_Magneto,AMB_RS06880,1,0,0.6035,55.49,0.0,74,0.6532,0.0,0.22597918135407255,0.2781297353117931
beril_Magneto,AMB_RS06905,1,1,0.6069,63.84,2.0,331,0.6949,0.0625,0.2785244384869915,0.2339756190277314
beril_Magneto,AMB_RS06910,0,1,0.6073,64.91,0.0,388,0.6873,0.0,0.22597918135407255,0.16637861600210763
beril_Magneto,AMB_RS06915,1,1,0.6077,65.93,1.0,287,0.6376,0.17647058823529413,0.391177414943285,0.36512822090414015
beril_Magneto,AMB_RS06925,1,1,0.6089,68.88,0.0,217,0.7235,0.6666666666666666,0.8517910530257993,0.8504311944634194
beril_Magneto,AMB_RS06930,1,0,0.6093,69.72,0.0,384,0.6302,0.25,0.4716048056829972,0.4009783363480294
beril_Magneto,AMB_RS06935,1,0,0.6097,70.9,12.0,241,0.6805,0.7428571428571429,0.8898564073965765,0.9085627837756265
beril_Magneto,AMB_RS06940,0,0,0.61,71.61,1.0,232,0.6437,0.37142857142857144,0.6056491009023562,0.6148565186126965
beril_Magneto,AMB_RS06945,0,0,0.6104,72.48,1.0,260,0.6538,0.2571428571428571,0.4795674110684909,0.47201430707894804
beril_Magneto,AMB_RS06950,0,0,0.6108,73.53,0.0,432,0.6952,0.5,0.7317951666084047,0.644893456133103
beril_Magneto,AMB_RS06955,0,0,0.6113,74.86,0.0,458,0.6841,0.3333333333333333,0.5643366452341485,0.45001738117327783
beril_Magneto,AMB_RS06960,0,0,0.6118,76.12,0.0,342,0.653,0.24,0.4604822860413053,0.4098330622996144
beril_Magneto,AMB_RS06965,0,0,0.6124,77.48,0.0,482,0.7261,0.030303030303030304,0.2505451235883442,0.1615684730926253
beril_Magneto,AMB_RS06970,0,1,0.6128,78.6,0.0,197,0.692,0.2,0.4164913278644111,0.42699193430349375
beril_Magneto,AMB_RS06980,1,0,0.6133,79.69,0.0,214,0.6402,0.8648648648648649,0.9330571184632036,0.9394742169970306
beril_Magneto,AMB_RS06985,1,0,0.6137,80.68,0.0,355,0.6498,0.8823529411764706,0.9377774435151452,0.9263480228269608
beril_Magneto,AMB_RS06990,1,0,0.6143,82.24,0.0,658,0.6783,0.90625,0.9437263803037744,0.8819602574301952
beril_Magneto,AMB_RS06995,0,0,0.6149,83.74,1.0,319,0.7074,0.3333333333333333,0.5643366452341485,0.5248714709348878
beril_Magneto,AMB_RS07000,0,0,0.6155,85.17,0.0,503,0.6481,0.0,0.22597918135407255,0.1473674869069624
beril_Magneto,AMB_RS07005,0,0,0.616,86.37,0.0,80,0.5875,0.0,0.22597918135407255,0.29828024738285264
beril_Magneto,AMB_RS07010,0,0,0.6164,86.85,1.0,564,0.6874,0.4722222222222222,0.7067368862293697,0.563291509866597
beril_Magneto,AMB_RS07015,0,1,0.6169,85.61,2.0,181,0.6869,0.3157894736842105,0.5449690091142794,0.5782762812379834
beril_Magneto,AMB_RS07020,0,1,0.6174,84.24,1.0,377,0.6534,0.07142857142857142,0.2866145343417079,0.23427124057307325
beril_Magneto,AMB_RS07025,0,1,0.6181,82.67,0.0,546,0.6184,0.0,0.22597918135407255,0.13640269769003704
beril_Magneto,AMB_RS07030,1,0,0.6186,81.23,4.0,385,0.6978,0.1891891891891892,0.4047972074116639,0.3466777675117373
