locus_tag,contig,mid,essential,product,motif_density,rbs_strength,mobile_dist_kb,length_aa,gc,leading,oriC_frac,n_paralogs,conservation,atg_start,tga_stop,m10_hit,m35_hit,deep_operon,ess_axis,pc1,pc2,ne_cluster
RS_RS18955,NC_003296.1,479659,0,flagellar biosynthesis protein FliQ,14.815,3,82.9,90,0.6444,0,0.458,1.0,0.303,1,1,0,0,1,0.8949093814923019,-0.7047738751809822,0.3191944465801552,0
RS_RS18960,NC_003296.1,480185,0,flagellar type III secretion system pore protein FliP,14.667,4,82.38,250,0.6613,0,0.4585,1.0,0.1515,1,0,0,0,1,-0.4322025479945595,-0.696389122315268,0.1783327138341826,1
RS_RS18965,NC_003296.1,480753,0,flagellar biosynthetic protein FliO,17.812,2,81.81,131,0.7176,0,0.4591,0.0,0.0,1,1,0,0,0,-0.6553743531253247,-2.0253443703445466,0.1687703813948382,0
RS_RS18970,NC_003296.1,481241,1,flagellar motor switch protein FliN,4.246,4,81.32,157,0.6603,0,0.4595,0.0,0.2759,1,0,0,0,0,0.13935159093352031,1.0601714415621588,0.11817426875536508,-1
RS_RS18975,NC_003296.1,481969,0,flagellar motor switch protein FliM,4.96,2,80.59,336,0.6349,0,0.4602,0.0,0.0,1,1,0,0,1,-1.3242453275169264,-0.5997825711263598,0.3474594628347006,0
RS_RS18980,NC_003296.1,482722,0,flagellar basal body-associated protein FliL,10.101,3,79.84,165,0.6404,0,0.4609,0.0,0.037,1,1,0,0,0,-0.791315548059234,-0.284270285785115,-0.05325505266434112,0
RS_RS18985,NC_003296.1,484317,0,putative bifunctional diguanylate cyclase/phosphodiesterase,5.181,3,78.25,579,0.7029,1,0.4625,0.0,0.0,1,0,0,0,0,-2.1330458236829135,-0.4459729434289274,0.5921609468358477,1
RS_RS18990,NC_003296.1,485508,0,LuxR C-terminal-related transcriptional regulator,14.218,2,77.05,211,0.6746,0,0.4636,0.0,0.0,1,0,0,0,0,-0.9821240176819163,-0.5638431697176303,0.19475093026487955,1
RS_RS18995,NC_003296.1,486627,0,flagellin,8.516,3,75.94,274,0.6071,1,0.4647,0.0,0.0714,1,0,0,0,0,-0.9385284833679454,1.1372596778820614,0.3509061214330384,1
RS_RS19000,NC_003296.1,488263,0,flagellar filament capping protein FliD,8.746,3,74.3,686,0.6487,1,0.4662,0.0,0.0,1,1,0,0,0,-2.317176394808443,-0.9004556196538245,0.4205193655184146,0
RS_RS19005,NC_003296.1,489563,0,flagellar export chaperone FliS,14.184,4,73.0,141,0.6572,1,0.4675,0.0,0.0,1,1,0,0,0,-0.9059726513475105,-0.5983556993437057,-0.03539050836168906,0
RS_RS19010,NC_003296.1,490012,0,flagellar protein FliT,11.204,2,72.55,119,0.6639,1,0.4679,1.0,0.5,1,0,0,0,0,1.7641482882406887,1.0563179107253784,0.8661186366749366,1
RS_RS19015,NC_003296.1,490444,1,MarR family winged helix-turn-helix transcriptional regulator,15.766,4,72.12,148,0.6959,0,0.4683,13.0,0.4872,0,0,0,0,0,2.297078580660987,0.05252152146797154,-0.044207717293101106,-1
RS_RS19020,NC_003296.1,491447,0,glycosyltransferase family 2 protein,2.755,2,71.11,363,0.7025,0,0.4693,0.0,0.0,1,1,0,0,0,-1.4943560627650128,-0.839774902688993,0.20005530234787583,0
RS_RS19025,NC_003296.1,492683,0,glycosyltransferase family 32 protein,8.006,2,69.88,458,0.6608,0,0.4705,0.0,0.0,1,1,0,0,0,-1.6762689136997795,-0.9051019457130388,0.14768611314978533,0
RS_RS19030,NC_003296.1,493640,1,flagellar hook-basal body complex protein FliE,18.018,4,68.92,111,0.6066,0,0.4714,0.0,0.3333,1,1,0,0,0,0.7734346168950837,0.03311637782522741,-0.22235562197881797,-1
RS_RS19035,NC_003296.1,494959,0,flagellar basal-body MS-ring/collar protein FliF,7.625,4,67.6,612,0.6928,1,0.4726,0.0,0.0,1,1,0,0,0,-2.2518912543253977,-1.240236459300764,0.18680929669420732,0
RS_RS19040,NC_003296.1,496370,0,flagellar motor switch protein FliG,6.042,3,66.19,331,0.6536,1,0.474,0.0,0.0,1,1,0,0,1,-1.360193952316893,-0.6352761850208546,0.3328893888591901,0
RS_RS19045,NC_003296.1,497275,1,flagellar assembly protein FliH,5.355,4,65.29,249,0.7363,1,0.4748,0.0,0.0417,1,1,0,0,1,-1.0576602554764838,-1.4588904130131044,0.24692338669429356,-1
RS_RS19050,NC_003296.1,498360,0,flagellar protein export ATPase FliI,8.99,5,64.2,482,0.7095,1,0.4759,1.0,0.0556,1,1,0,0,0,-1.6628459354278544,-1.2412806746297829,-0.0155865262347216,0
RS_RS19055,NC_003296.1,499416,0,flagellar export protein FliJ,6.41,5,63.15,156,0.6603,1,0.4769,0.0,0.1667,1,1,0,0,0,-0.36874467161581503,0.31796540985687555,-0.1456036003896119,0
RS_RS19060,NC_003296.1,500449,0,flagellar hook-length control protein FliK,5.138,3,62.11,519,0.7469,1,0.4779,0.0,0.0,0,0,0,0,0,-1.9296496771524236,-1.0839155202463824,-0.011567449338575994,2
RS_RS19065,NC_003296.1,502062,0,DedA family protein/thiosulfate sulfurtransferase GlpE,15.291,4,60.5,327,0.7054,0,0.4794,0.0,0.0,1,1,0,0,0,-1.4551928088947372,-1.8875174726348223,-0.3683081840794935,0
RS_RS19070,NC_003296.1,502998,0,GNAT family N-acetyltransferase,3.623,1,59.56,184,0.712,1,0.4803,2.0,0.1875,1,0,0,0,0,0.1411261044001986,0.5315745096280303,0.7775903799339572,1
RS_RS19075,NC_003296.1,504055,0,GGDEF domain-containing protein,8.862,3,58.51,489,0.683,0,0.4813,0.0,0.0,1,0,0,0,0,-1.9247652612890722,-0.6026421045544624,-0.048619766316915815,1
RS_RS19080,NC_003296.1,505735,0,hypothetical protein,3.3,3,56.83,101,0.67,1,0.4829,0.0,0.0,1,1,0,0,0,-0.8582549281939131,0.2697211549123821,0.010201339363412205,0
RS_RS19085,NC_003296.1,506686,0,diguanylate cyclase,3.249,2,55.88,513,0.679,0,0.4838,0.0,0.0,1,1,0,0,0,-1.902780340042803,-0.793149052303793,0.053185768580436575,0
RS_RS19090,NC_003296.1,508122,0,BON domain-containing protein,6.803,4,54.44,196,0.7262,1,0.4852,0.0,0.0,1,0,0,0,0,-1.2282748360782314,-0.23235387526676826,-0.02089581732525348,1
RS_RS19095,NC_003296.1,508908,0,hypothetical protein,8.696,3,53.65,115,0.6464,1,0.4859,1.0,0.0,1,1,0,0,0,-0.7552208985147422,0.10823019907197345,-0.06117094338018416,0
RS_RS19105,NC_003296.1,512945,0,phosphatase PAP2 family protein,7.541,2,49.62,221,0.7225,0,0.4898,0.0,0.0,1,0,0,0,0,-1.1287487277392592,-0.5859044871330203,-0.030665340968948143,1
RS_RS19110,NC_003296.1,513865,0,CFI-box-CTERM domain-containing protein,4.931,4,48.7,338,0.7179,0,0.4907,0.0,0.0,1,1,0,0,0,-1.6414867816342562,-1.1309598693018288,-0.4353648556301232,0
RS_RS19115,NC_003296.1,515201,0,hypothetical protein,10.889,4,47.36,551,0.6993,0,0.492,0.0,0.0,1,1,0,0,1,-2.0645793346865537,-2.252516009395844,-0.26572830104955336,0
RS_RS19120,NC_003296.1,517017,0,hypothetical protein,3.063,5,45.55,653,0.6953,0,0.4937,0.0,0.0,1,1,0,0,0,-2.618786263308991,-1.1481643890007107,-0.5374800180613063,0
RS_RS19130,NC_003296.1,518941,0,hypothetical protein,11.594,4,43.62,115,0.6928,1,0.4955,0.0,0.0,1,1,0,0,0,-0.9024136205054906,-0.7609396541069446,-0.3360848929764549,0
RS_RS19135,NC_003296.1,519546,0,DUF1345 domain-containing protein,16.296,4,43.02,225,0.6859,1,0.4961,0.0,0.0,0,1,0,0,0,-1.069891770266093,-1.4394355304509023,-0.7698600819372852,2
RS_RS19140,NC_003296.1,520392,1,AI-2E family transporter,10.721,3,42.17,342,0.6862,1,0.4969,0.0,0.0625,1,1,0,0,0,-1.1058690886067457,-0.8834199489636099,-0.020271696339728956,-1
RS_RS19145,NC_003296.1,522246,0,MFS transporter,10.518,1,40.32,412,0.6845,1,0.4987,0.0,0.04,1,1,0,0,0,-1.1842470241297696,-1.0264731819014226,0.3366386964466213,0
RS_RS19150,NC_003296.1,523089,0,ParB N-terminal domain-containing protein,9.07,4,39.47,147,0.7143,0,0.4995,0.0,1.0,1,0,0,0,0,3.6971875468209316,1.0888279360438444,0.2766677996435725,1
RS_RS19155,NC_003296.1,524578,0,TonB-dependent receptor,6.693,4,37.98,747,0.7055,0,0.5009,13.0,0.0541,1,1,0,0,0,-1.554495535801163,-1.36748053492637,-0.13460356025963163,0
RS_RS19160,NC_003296.1,526276,0,RNA polymerase sigma factor,3.384,2,36.29,197,0.6684,1,0.5025,0.0,0.0,1,1,0,0,0,-1.0229809201745406,0.13593719583229588,-0.009051845036696763,0
RS_RS19165,NC_003296.1,527959,0,TonB-dependent siderophore receptor,5.272,4,34.6,822,0.6817,1,0.5041,13.0,0.0541,1,0,0,0,0,-1.7746523004872075,-0.0855529596205338,0.2427718463186042,1
RS_RS19170,NC_003296.1,529798,0,2%2C3-diaminopropionate biosynthesis protein SbnA,9.833,5,32.76,339,0.6971,1,0.5059,0.0,0.0,1,1,0,0,0,-1.643430966783936,-0.9890955254454001,-0.5354837679356614,0
RS_RS19175,NC_003296.1,530820,0,2%2C3-diaminopropionate biosynthesis protein SbnB,0.978,4,31.74,341,0.6716,1,0.5069,2.0,0.0952,1,1,0,0,1,-1.0047828588932428,-0.1796937433450847,-0.09076587176260892,0
RS_RS19180,NC_003296.1,532272,0,IucA/IucC family protein,7.407,3,30.29,630,0.7471,1,0.5083,0.0,0.0,1,1,0,0,1,-2.167612987771099,-2.4389000255358573,0.15327388907814005,0
RS_RS19185,NC_003296.1,533822,0,MFS transporter,10.673,5,28.74,406,0.7373,1,0.5097,10.0,0.1463,1,1,0,0,1,-0.35183445247370415,-1.7279941123721323,-0.06316971528647235,0
RS_RS19190,NC_003296.1,535354,0,IucA/IucC family protein,6.536,4,27.21,612,0.7135,1,0.5112,1.0,0.0667,1,1,0,0,1,-1.8557060129819307,-1.734306619289217,-0.0402482150485644,0
RS_RS19195,NC_003296.1,537153,0,IucA/IucC family protein,6.78,4,25.41,590,0.7124,1,0.5129,1.0,0.0667,1,1,0,0,1,-1.7958478781441567,-1.7035659940110695,-0.07393138346465293,0
RS_RS19200,NC_003296.1,538436,1,HpcH/HpaI aldolase family protein,3.731,3,24.13,268,0.7326,1,0.5141,2.0,0.1364,1,1,0,0,1,-0.46728962089705406,-1.0668029116371769,0.07040455435391366,-1
RS_RS19205,NC_003296.1,539443,1,type III PLP-dependent enzyme,6.441,4,23.12,414,0.69,1,0.5151,1.0,0.5122,1,0,0,0,0,0.7015403060024766,0.7796366082431201,0.11068983656295184,-1
RS_RS19210,NC_003296.1,540504,0,phosphoribosyltransferase,7.407,4,22.06,225,0.7378,0,0.5161,0.0,0.0,1,0,0,0,0,-1.3906780873720017,-0.7095043610279397,-0.7029074376463215,1
RS_RS19215,NC_003296.1,541148,0,HdeD family acid-resistance protein,17.825,5,21.41,187,0.7255,0,0.5167,0.0,0.0,1,0,0,0,0,-1.2556085271522393,-1.394686532276321,-0.9791790970344546,1
RS_RS19220,NC_003296.1,541907,0,hypothetical protein,7.246,2,20.66,92,0.7138,0,0.5175,0.0,0.0,1,1,0,0,0,-0.7646636422903234,-0.8880776522946033,-0.5244907962603713,0
RS_RS19225,NC_003296.1,543104,0,MFS transporter,5.0,2,19.46,400,0.6408,0,0.5186,1.0,0.0,1,1,0,0,0,-1.5495600726327665,-0.18608279620991244,-0.4681595350940539,0
RS_RS19230,NC_003296.1,544247,0,alcohol dehydrogenase,3.876,3,18.32,344,0.6386,0,0.5197,14.0,0.359,1,1,0,0,0,1.1069334659926446,0.9237362827784282,-0.1575280087744493,0
RS_RS19235,NC_003296.1,545470,0,flavin monoamine oxidase family protein,4.398,4,17.09,379,0.6535,0,0.5209,0.0,0.0,1,1,0,0,0,-1.7943700586425535,-0.2503197989370621,-0.8715476692042068,0
RS_RS19240,NC_003296.1,546372,0,cupin domain-containing protein,5.874,3,16.19,227,0.6314,0,0.5217,0.0,0.0,1,1,0,0,0,-1.2617409575840204,0.1395330512411373,-0.8011155325251453,0
RS_RS19245,NC_003296.1,546998,0,hypothetical protein,3.546,4,15.56,94,0.5745,0,0.5223,0.0,0.0,1,1,0,0,0,-1.0555878670915508,1.3405438845277695,-1.112830115930558,0
RS_RS19250,NC_003296.1,547910,1,transcriptional regulator GcvA,1.093,3,14.65,305,0.6295,1,0.5232,57.0,0.6098,0,0,0,1,0,5.8338946251268755,3.708987022861284,0.7306700365977954,-1
RS_RS19255,NC_003296.1,549086,1,GntR family transcriptional regulator,1.522,1,13.48,219,0.6651,0,0.5243,5.0,0.5556,1,1,0,0,0,1.9531641499446406,1.030215481483097,0.15362620362790014,-1
RS_RS19260,NC_003296.1,550149,0,MFS transporter,4.914,4,12.41,407,0.6544,1,0.5253,10.0,0.1463,1,1,0,0,0,-0.40713235824822613,0.3861532718001843,-0.294935868883801,0
RS_RS19265,NC_003296.1,551068,0,isochorismatase family cysteine hydrolase,10.101,4,11.49,198,0.6347,1,0.5262,2.0,0.3429,1,0,0,0,0,0.5606518705966546,1.3188559120462529,-0.33749310868002325,1
RS_RS19270,NC_003296.1,552246,0,HlyD family secretion protein,7.326,3,10.32,364,0.7033,0,0.5273,4.0,0.0263,1,1,0,0,0,-1.2039093671794745,-1.0231516187514658,-0.6331122097502004,0
RS_RS19275,NC_003296.1,553629,0,MFS transporter,8.642,4,8.93,540,0.7105,0,0.5286,0.0,0.1429,1,1,0,0,1,-1.4151127585166963,-1.9143395176752815,-0.5791548182815179,0
RS_RS19280,NC_003296.1,555179,0,efflux transporter outer membrane subunit,4.032,3,7.38,496,0.7211,0,0.5301,19.0,0.2632,1,1,0,0,0,0.580030367950388,-0.44430683399177867,-0.10886160162155381,0
RS_RS19285,NC_003296.1,556448,0,TetR/AcrR family transcriptional regulator,0.0,3,6.11,210,0.6794,1,0.5313,15.0,0.5366,1,1,0,0,0,2.3865603721014144,1.5192223879883069,0.2015496460372135,0
RS_RS19290,NC_003296.1,557204,0,pirin family protein,1.355,4,5.36,246,0.7005,0,0.5321,2.0,0.1389,1,1,0,0,0,-0.6835468738064485,-0.11285978979591314,-0.8411296870204038,0
RS_RS19295,NC_003296.1,558124,1,alkene reductase,2.778,4,4.44,360,0.7139,0,0.5329,3.0,0.0541,1,1,0,0,0,-1.3078349378777536,-0.7065908031549019,-0.8461292209317199,-1
RS_RS19300,NC_003296.1,559233,0,SDR family NAD(P)-dependent oxidoreductase,5.501,3,3.33,303,0.6843,0,0.534,0.0,0.0,1,1,0,0,0,-1.4795071330236187,-0.6378821615204242,-0.8499090142315422,0
RS_RS19305,NC_003296.1,560227,1,LysR family transcriptional regulator,5.688,4,2.33,293,0.678,1,0.5349,57.0,0.6098,1,1,0,0,0,5.386444544633385,2.063767145924173,0.7720726331587453,-1
RS_RS19360,NC_003296.1,575600,0,RHS repeat domain-containing protein,6.557,2,2.37,610,0.6404,0,0.5496,0.0,0.0,1,0,0,0,0,-2.2279344145216844,0.023338477225133752,-0.48748243880172765,1
RS_RS19375,NC_003296.1,579586,1,hypothetical protein,8.081,2,1.01,165,0.6505,0,0.5534,0.0,0.0,1,0,0,0,0,-1.0262512536389279,0.4719891283392934,-0.6891431457355751,-1
RS_RS19380,NC_003296.1,580181,0,hypothetical protein,5.579,3,1.6,239,0.6611,0,0.554,0.0,0.0,1,1,0,0,1,-1.2492936174010727,-0.732509502410647,-0.7443606734495314,0
RS_RS19400,NC_003296.1,584267,1,type II secretion system F family protein,12.563,3,1.7,398,0.6667,0,0.5579,2.0,0.0,1,1,0,0,1,-1.4345268028145606,-1.6403882485831462,-0.6572581077754555,-1
RS_RS19405,NC_003296.1,585085,1,type II secretion system major pseudopilin GspG,2.299,3,2.52,145,0.6621,0,0.5587,3.0,0.1538,1,1,0,0,1,-0.09277074687550335,0.004596781409542519,-0.5629585139730908,-1
RS_RS19410,NC_003296.1,585538,1,type II secretion system protein,2.151,4,2.97,155,0.6344,0,0.5591,1.0,0.0,1,1,0,0,1,-1.1154566812296232,0.10464098805424786,-0.9353184047127205,-1
RS_RS19415,NC_003296.1,585950,1,type IV pilin protein,7.752,3,3.38,129,0.6331,0,0.5595,1.0,0.0,1,0,0,0,1,-0.9136636034290752,0.33387933238460005,-0.701291535119075,-1
RS_RS19420,NC_003296.1,586375,1,type II secretion system protein,4.193,4,3.81,159,0.6918,0,0.5599,2.0,0.0,1,1,0,0,1,-1.0244256476870417,-0.8261499461681977,-0.8391585671112434,-1
RS_RS19425,NC_003296.1,586854,0,hypothetical protein,2.045,4,3.74,163,0.6953,0,0.5604,0.0,0.0,0,1,0,0,1,-1.143668145082923,-0.9100976630812788,-1.2998488882109223,2
RS_RS19430,NC_003296.1,587389,0,hypothetical protein,6.908,2,3.2,193,0.6632,0,0.5609,0.0,0.0,0,1,0,0,1,-0.9360999106932693,-1.003346211327526,-0.9904679102687396,2
RS_RS19445,NC_003296.1,593973,0,discoidin domain-containing protein,6.818,2,3.38,1369,0.6426,1,0.5672,0.0,0.0,1,1,0,0,0,-4.119042431300949,-1.690224308144844,0.13957635929877946,0
RS_RS19455,NC_003296.1,599470,1,IS256-like element ISRso7 family transposase,1.599,3,0.0,417,0.6339,1,0.5724,0.0,0.6667,1,1,0,0,0,1.4470227835497855,1.4726351824908088,0.07885725805095557,-1
RS_RS19460,NC_003296.1,601051,1,amino acid ABC transporter ATP-binding protein,10.667,5,1.58,250,0.668,0,0.5739,10.0,0.9268,1,1,0,0,0,3.689098731773657,0.8930850039065381,-0.2683032824488597,-1
RS_RS19465,NC_003296.1,601817,1,amino acid ABC transporter permease,11.407,5,2.35,263,0.6844,0,0.5747,11.0,0.2188,1,1,0,0,1,0.36981105825775273,-0.9681282005150248,-0.6694835175390956,-1
RS_RS19470,NC_003296.1,602619,1,substrate-binding periplasmic protein,3.906,2,3.15,256,0.6693,0,0.5754,11.0,0.1111,1,0,0,0,0,-0.0239789369948687,0.8752280914993822,-0.24162555792959697,-1
RS_RS19475,NC_003296.1,603484,1,Lrp/AsnC family transcriptional regulator,4.566,2,4.01,146,0.6553,0,0.5763,9.0,0.4103,1,0,0,0,0,1.587645270418532,1.587418929261196,-0.07914428959281541,-1
RS_RS19480,NC_003296.1,604366,0,ornithine cyclodeaminase,6.667,4,4.9,350,0.6667,1,0.5771,2.0,0.0952,0,1,0,0,0,-0.9758369487849654,-0.29883862389449994,-0.9315325683175981,2
RS_RS19485,NC_003296.1,605367,0,citrulline utilization hydrolase CtlX,4.167,2,5.9,320,0.7146,1,0.5781,0.0,0.1429,1,1,0,0,0,-0.6731824135762879,-0.5086823150151426,-0.038105932373963584,0
RS_RS19490,NC_003296.1,606200,0,HAD hydrolase-like protein,4.854,4,6.73,206,0.7055,0,0.5788,7.0,0.2683,1,1,0,0,0,0.4483656058510689,-0.1278481327089321,-0.5539911602791654,0
RS_RS19495,NC_003296.1,607105,0,DUF3005 domain-containing protein,2.237,4,7.63,149,0.7383,0,0.5797,0.0,0.0,1,1,0,0,0,-1.2164410680452589,-0.8235032149501669,-0.8583920115734595,0
RS_RS19500,NC_003296.1,608866,0,M20 family peptidase,7.828,4,9.4,511,0.6993,1,0.5814,0.0,0.1304,1,1,0,0,0,-1.407094319612911,-0.9279472130502268,-0.3147204466812082,0
RS_RS19505,NC_003296.1,610449,0,heavy metal sensor histidine kinase,10.73,3,10.98,466,0.7124,0,0.5829,10.0,0.359,1,0,0,0,0,0.5461493287559602,-0.2897469940946528,0.005618634335469885,1
RS_RS19510,NC_003296.1,611482,1,heavy metal response regulator transcription factor,8.889,3,12.01,225,0.6741,0,0.5839,17.0,0.7949,1,1,0,0,0,3.809379204543627,0.9206101226115133,0.2819323134540625,-1
RS_RS19515,NC_003296.1,612241,0,hypothetical protein,0.0,4,12.77,102,0.7059,1,0.5846,0.0,0.0,1,1,0,0,0,-1.0582508827630945,0.13727908249305473,-0.5043560615674865,0
RS_RS19520,NC_003296.1,613062,0,TolC family protein,6.033,3,12.24,442,0.7534,1,0.5854,19.0,0.2632,0,0,0,0,1,0.8864322382266098,-0.7107043476805557,0.19505999702698726,2
RS_RS19525,NC_003296.1,614359,0,efflux RND transporter periplasmic adaptor subunit,4.938,1,10.95,405,0.7383,1,0.5866,13.0,0.1795,1,1,0,0,1,0.36609744086282336,-1.1815060985415795,0.7007247591240873,0
RS_RS19530,NC_003296.1,616574,0,efflux RND transporter permease subunit,8.138,3,8.73,1065,0.7045,1,0.5888,14.0,0.0769,1,0,0,0,0,-2.111308577390258,-0.9882533820778111,0.40829071435337555,1
RS_RS19535,NC_003296.1,618395,0,HIT family protein,6.897,4,6.91,145,0.7011,0,0.5905,0.0,0.122,1,1,0,0,0,-0.5519039289751118,-0.5541509107286489,-0.8147638551254884,0
RS_RS19585,NC_003296.1,627062,0,2-hydroxyacid dehydrogenase,5.359,1,1.2,311,0.716,0,0.5988,4.0,0.1951,1,1,0,0,0,-0.057217340521695755,-0.7250372474527756,-0.09260375641409588,0
RS_RS19590,NC_003296.1,628147,0,glycine zipper 2TM domain-containing protein,8.097,3,2.28,247,0.7045,1,0.5998,0.0,0.0,1,0,0,0,0,-1.2864700140321643,-0.11881493539696542,-0.3270568429248065,1
RS_RS19595,NC_003296.1,629531,1,methyl-accepting chemotaxis protein,4.437,1,3.67,601,0.6905,1,0.6011,8.0,0.1034,1,1,0,0,0,-0.9454109646576231,-0.554371188970075,0.3617627950432735,-1
RS_RS19600,NC_003296.1,632201,0,glycosyl transferase family protein,6.199,4,1.92,699,0.6772,1,0.6037,0.0,0.0,1,1,0,0,0,-2.568059648775299,-0.9875542084466679,-0.4184422406908431,0
RS_RS19605,NC_003296.1,634124,0,bacteriophage N4 adsorption protein A,5.119,5,0.0,586,0.7139,1,0.6055,0.0,0.0,1,1,0,0,0,-2.394040175766161,-1.1756528788930167,-0.6225692612810867,0
RS_RS19610,NC_003296.1,635854,0,non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase,4.796,4,1.73,417,0.6859,1,0.6072,1.0,0.2759,1,0,0,0,0,-0.4910877888623492,0.613512493068256,-0.18439811974497414,1
RS_RS19615,NC_003296.1,636647,1,hypothetical protein,3.145,5,2.52,106,0.6824,1,0.6079,0.0,0.0,1,1,0,0,1,-1.0854097136572145,-0.30467779456857524,-0.6797484505597081,-1
RS_RS19620,NC_003296.1,637689,0,DUF2334 domain-containing protein,2.879,5,3.56,579,0.6321,1,0.6089,0.0,0.0,1,0,0,0,1,-2.402643248475546,0.31376740664465536,-0.4333279292155364,1
RS_RS19625,NC_003296.1,639003,0,hypothetical protein,1.126,3,4.88,296,0.7117,1,0.6102,0.0,0.0,1,0,0,0,0,-1.5103048280722262,0.3202421565642624,-0.2030124858650736,1
RS_RS19630,NC_003296.1,640003,0,mechanosensitive ion channel family protein,10.582,3,5.88,378,0.6684,0,0.6111,0.0,0.0,1,1,0,0,0,-1.599951531942694,-1.036658687602735,-0.661676222987705,0
RS_RS19635,NC_003296.1,640787,1,PAAR domain-containing protein,0.0,2,6.66,89,0.6667,0,0.6119,4.0,0.4545,1,0,0,0,0,1.5494991493242602,1.861368165074111,-0.0032680800837372563,-1
RS_RS19640,NC_003296.1,641718,0,T6SS immunity protein Tli4 family protein,3.992,4,7.59,501,0.6028,0,0.6128,0.0,0.0,1,1,0,0,1,-2.0697564758951863,-0.25171792173492546,-0.6704488335137632,0
RS_RS19645,NC_003296.1,643320,0,esterase/lipase family protein,5.848,2,9.2,570,0.6105,0,0.6143,1.0,0.0,1,1,0,0,1,-1.9342932134801782,-0.6490569486823698,-0.2283075842769558,0
RS_RS19650,NC_003296.1,645547,0,type VI secretion system Vgr family protein,4.4,2,11.42,909,0.6747,0,0.6164,2.0,0.0,1,1,0,0,0,-2.840348312225932,-1.4075940072925741,-0.08135707197776833,0
RS_RS19655,NC_003296.1,647873,0,GGDEF domain-containing protein,12.452,3,13.75,348,0.7289,0,0.6186,0.0,0.0,0,1,0,0,0,-1.4221789173113077,-2.1511920926231127,-0.9240252910324865,2
RS_RS19660,NC_003296.1,649331,0,Nramp family divalent metal transporter,14.296,3,15.21,443,0.705,0,0.62,0.0,0.0556,1,1,0,0,0,-1.4383152123053748,-1.895318765583408,-0.40873539550292814,0
RS_RS19665,NC_003296.1,651084,0,molecular chaperone HscC,4.662,1,16.96,572,0.7092,1,0.6217,0.0,0.0,0,1,0,0,0,-1.841561211868884,-1.3359338413703752,-0.06902560405977813,2
RS_RS19670,NC_003296.1,652885,0,J domain-containing protein,11.254,3,18.76,622,0.7154,1,0.6234,0.0,0.0,1,1,0,0,0,-2.160041709026597,-1.8795938682620144,0.03167877195746714,0
RS_RS19675,NC_003296.1,654285,1,response regulator,4.505,3,20.16,222,0.6862,1,0.6248,17.0,0.7949,1,1,0,0,0,3.82880259633356,1.3895610783226668,0.8423581440693318,-1
RS_RS19680,NC_003296.1,655354,0,ATP-binding protein,6.761,4,21.23,493,0.7025,1,0.6258,0.0,0.0,0,0,0,0,0,-1.986318464546683,-0.5668388406013571,-0.5224677900586788,2
RS_RS19685,NC_003296.1,656528,0,NAD(P)-dependent oxidoreductase,4.902,4,22.4,204,0.6993,0,0.6269,0.0,0.0,1,1,0,0,0,-1.3072633918628593,-0.6749454874900894,-0.5911189863371715,0
RS_RS19690,NC_003296.1,657152,1,Rrf2 family transcriptional regulator,9.259,2,23.03,144,0.7199,0,0.6275,2.0,0.4474,1,0,0,0,0,1.3830202931795677,0.14262532719770016,0.26324008495170764,-1
RS_RS19695,NC_003296.1,657793,1,hypothetical protein,7.843,2,23.67,170,0.7216,1,0.6281,0.0,0.0,1,1,0,0,0,-0.8915284826472812,-0.9571870679499456,0.11955037033639827,-1
RS_RS19700,NC_003296.1,658834,0,TolC family protein,3.687,4,24.71,452,0.7434,1,0.6291,19.0,0.2632,1,1,0,0,0,0.669115067054615,-0.42558646641911263,0.4946167502369082,0
RS_RS19705,NC_003296.1,660140,0,efflux RND transporter periplasmic adaptor subunit,6.82,2,26.02,391,0.7212,1,0.6304,13.0,0.1795,1,1,0,0,1,0.3380493619238675,-1.1230980732420122,0.7824437589973751,0
RS_RS19710,NC_003296.1,662297,0,efflux RND transporter permease subunit,8.889,3,25.64,1050,0.6819,1,0.6324,14.0,0.0769,1,1,0,0,1,-1.9224035710948815,-1.9617597458305585,0.757889021119219,0
RS_RS19715,NC_003296.1,664030,1,P-II family nitrogen regulator,6.173,5,23.9,108,0.6636,1,0.6341,0.0,0.0,0,1,0,0,0,-1.0250032435736585,-0.05336824437570088,-0.953028665985291,-1
RS_RS19720,NC_003296.1,665407,0,M1 family metallopeptidase,9.791,4,22.53,749,0.6613,0,0.6354,0.0,0.0,1,0,0,0,0,-2.7431514449297096,-0.7986459127841923,-0.31935254632159304,1
RS_RS19725,NC_003296.1,667412,0,hypothetical protein,6.803,3,20.52,147,0.6689,0,0.6373,0.0,0.0,1,1,0,0,0,-1.0216689483116612,-0.3681236555358413,-0.48456640819760255,0
RS_RS19730,NC_003296.1,668525,1,metallophosphoesterase,6.41,3,19.41,260,0.6013,1,0.6384,1.0,0.3871,1,0,0,0,0,0.6146691612845023,1.9582108605061888,0.22018325097037023,-1
RS_RS19735,NC_003296.1,669523,1,LysR substrate-binding domain-containing protein,1.096,3,18.41,304,0.6206,1,0.6393,57.0,0.6098,1,0,0,0,0,5.368868183307069,3.8224989471150836,1.4419507617250038,-1
RS_RS19740,NC_003296.1,670806,0,MFS transporter,8.296,4,17.13,442,0.6682,1,0.6405,11.0,0.0938,1,1,0,0,0,-0.6237307585945232,-0.26687333698486254,0.007182717272957767,0
