symbol	gene_id	accession	depth_ncbi	deepest_domain	n_hits	n_species_hit	clades_hit	reaches_prokaryote	best_prokaryote_species	best_prokaryote_evalue	best_prokaryote_hit	prokaryote_method	prokaryote_reciprocal_best_hit	profile_seeds	pfam	inferred_function
PHF3	23469	Q92576	bilaterian	amoebozoa	65	11	amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	5	PF00628;PF07744;PF07500;	protein partner of snf | molecular function: protein binding | process: regulation of alternative mRNA splicing, via spliceosome
TVP23C-CDRT4	100533496	Q96ET8	eukaryote	excavata	16	13	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	15	PF05832;	Tvp23p | process: vesicle-mediated transport
KLK9	284366	Q9UKQ9	bilaterian	alga	396	7	alga,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00089;	alphaTrypsin | molecular function: serine hydrolase activity
PHTF1	10745	Q9UMS5	bilaterian	cnidaria	6	3	cnidaria,echinoderm,tunicate	0					0	3	PF12129;	putative homeodomain transcription factor 1
ZFR2	23217	Q9UPR6	bilaterian	excavata	54	8	excavata,plant,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	26	PF20965;PF07528;PF12874;	Zinc-finger protein at 72D | process: axon guidance, neuron differentiation
TMA7	51372	Q9Y2S6	eukaryote	excavata	8	7	excavata,apicomplexa,amoebozoa,plant,alga,placozoa,tunicate	0					0	8	PF09072;	Tma7p | process: cytoplasmic translation
TMA7B	112268293	A0A024R1R8	eukaryote	excavata	8	7	excavata,apicomplexa,amoebozoa,plant,alga,placozoa,tunicate	0					0	8	PF09072;	Tma7p | process: cytoplasmic translation
MAGEB6B	392433	A0A0J9YX57	bilaterian	amoebozoa	10	8	amoebozoa,plant,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	10	PF01454;PF12440;	MAGE | molecular function: protein binding | process: DNA damage response, negative regulation of neuroblast proliferation, negative regulation of neuron apoptotic process
NKAIN3	286183	A0A6Q8PFP9	bilaterian	porifera	12	6	porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	12	PF05640;	Na,K-ATPase Interacting | molecular function: protein binding | process: regulation of sodium ion transport
NEMP2	100131211	A6NFY4	bilaterian	plant	14	9	plant,alga,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	13	PF10225;	Nuclear envelope integral membrane protein | process: nuclear membrane organization
TCP11X1	100996631	B4DZS4	eukaryote	plant	10	6	plant,choanoflagellate,cnidaria,echinoderm,cephalochordate,tunicate	0					0	10	PF05794;	Sok1p | molecular function: protein binding | process: cAMP/PKA signal transduction
SYNGR4	23546	O95473	bilaterian	choanoflagellate	8	6	choanoflagellate,porifera,placozoa,echinoderm,cephalochordate,tunicate	0					0	8	PF01284;	Synaptogyrin | process: synaptic vesicle transport
TCP11X2	100996648	Q5H9J9	eukaryote	plant	10	6	plant,choanoflagellate,cnidaria,echinoderm,cephalochordate,tunicate	0					0	10	PF05794;	Sok1p | molecular function: protein binding | process: cAMP/PKA signal transduction
SAMD13	148418	Q5VXD3	bilaterian	plant	68	8	plant,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00536;	L(3)mbt interactor in ovarian somatic cells | molecular function: chromatin binding | process: regulation of transcription by RNA polymerase II
SPRYD3	84926	Q8NCJ5	eukaryote	excavata	33	13	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	22	PF00622;	Ear1p | molecular function: ubiquitin-like ligase-substrate adaptor activity | process: protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
CFAP97D2	101929355	A0A1B0GU71	bilaterian	excavata	21	10	excavata,alga,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	21	PF13879;	uncharacterized protein | process: non-motile cilium assembly
SUPT20HL1	100130302	A0A7I2YQ69	bilaterian	porifera	15	6	porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	13	PF12090;	Spt20
ST7L	54879	Q8TDW4	bilaterian	plant	22	6	plant,porifera,cnidaria,echinoderm,cephalochordate,tunicate	0					0	22	PF04184;	suppression of tumorigenicity 7-like | process: negative regulation of cell growth
PRSS27	83886	Q9BQR3	bilaterian	alga	412	7	alga,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00089;	serine protease 27
TRIM64	120146	A6NGJ6	bilaterian	excavata	663	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00622;PF00643;PF00097;	RING-type domain-containing protein | molecular function: protein binding
TMEM132B	114795	Q14DG7	bilaterian	choanoflagellate	7	4	choanoflagellate,porifera,echinoderm,cephalochordate	0					0	4	PF23481;PF16070;PF23486;PF23487;PF23039;PF15706;PF15705;	Transmembrane protein 132 homolog | molecular function: protein binding | process: dopaminergic neuron differentiation
SPACA5	389852	Q96QH8	bilaterian	amoebozoa	4	2	amoebozoa,cephalochordate	0					0	4	PF00062;	Lysozyme D | molecular function: lysozyme activity, chitinase activity
SPACA5B	729201	Q96QH8	bilaterian	amoebozoa	4	2	amoebozoa,cephalochordate	0					0	4	PF00062;	Lysozyme D | molecular function: lysozyme activity, chitinase activity
PLEKHH1	57475	Q9ULM0	bilaterian	apicomplexa	270	12	apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	21	PF00373;PF00784;PF00169;PF21989;	pleckstrin homology, MyTH4 and FERM domain containing H1 | process: branching involved in blood vessel morphogenesis, blood vessel morphogenesis
R3HCC1	203069	Q9Y3T6	bilaterian	plant	9	7	plant,alga,porifera,placozoa,echinoderm,cephalochordate,tunicate	0					0	8	PF01424;	C3H1-type domain-containing protein | molecular function: protein binding
TEX13C	100129520	A0A0J9YWL9	eukaryote	plant	1	1	plant	0					0	0	PF15186;PF20868;PF20864;	Nrp1p
TEX13D	100132015	A0A0J9YY54	eukaryote	none	0	0		0					0	0	PF15186;PF20868;PF20864;	Nrp1p
C5orf63	401207	A6NC05	eukaryote	porifera	3	3	porifera,echinoderm,cephalochordate	0					0	3	PF05768;	RIKEN cDNA C330018D20 gene
TRIM43B	653192	A6NCK2	bilaterian	excavata	692	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00622;PF00643;PF15227;	RING-type domain-containing protein | molecular function: protein binding
TRIM64B	642446	A6NI03	bilaterian	excavata	658	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00622;PF00643;PF00097;	RING-type domain-containing protein | molecular function: protein binding
RNF227	284023	A6NIN4	bilaterian	choanoflagellate	8	3	choanoflagellate,cnidaria,cephalochordate	0					0	8	PF15451;PF13445;	RING-type domain-containing protein | molecular function: protein binding
RNF223	401934	E7ERA6	bilaterian	excavata	440	11	excavata,amoebozoa,plant,alga,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF14634;	RING-type domain-containing protein | molecular function: protein binding
ANP32D	23519	O95626	bilaterian	excavata	273	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF14580;	mapmodulin
ZNF728	388523	P0DKX0	bilaterian	excavata	1986	13	excavata,apicomplexa,amoebozoa,plant,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF01352;PF00096;PF13912;PF13465;	C2H2-type domain-containing protein | molecular function: protein binding
TRIM61	391712	Q5EBN2	bilaterian	excavata	710	14	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60	PF00643;PF15227;	RING-type domain-containing protein | molecular function: protein binding
THEM6	51337	Q8WUY1	eukaryote	choanoflagellate	7	5	choanoflagellate,porifera,cnidaria,cephalochordate,tunicate	0					0	7	PF13279;	uncharacterized protein
C18orf63	644041	Q68DL7	bilaterian	cnidaria	4	4	cnidaria,echinoderm,cephalochordate,tunicate	0					0	3	PF15813;	predicted gene, 17266 | process: male gonad development
PPP4R3C	139420	sp|Q6ZMV5.3|P4R3C_HUMAN	eukaryote	excavata	20	12	excavata,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	19		Psy2p | molecular function: protein binding, protein phosphatase regulator activity | process: DNA damage response, negative regulation of mitotic DNA damage checkpoint, DNA repair, response to UV
JMJD7-PLA2G4B	8681	NP_001185517.1	eukaryote	excavata	234	13	excavata,apicomplexa,amoebozoa,plant,alga,fungi_other,choanoflagellate,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	7		putative carboxylic ester hydrolase | molecular function: phosphatidylcholine lysophospholipase A1 activity | process: phosphatidylserine catabolic process, meiosis I, spindle pole body duplication, ascospore-type prospore membrane formation
CNTNAP3C	100289279	XP_047280255.1	bilaterian	amoebozoa	855	7	amoebozoa,porifera,placozoa,cnidaria,echinoderm,cephalochordate,tunicate	0					0	60		Neurexin like receptor 1 | molecular function: gap junction channel activity, actin filament binding | process: positive regulation of gap junction assembly, positive regulation of nematode pharyngeal pumping
