gene_id	symbol	name	conservation_depth	ortholog_yeast	ortholog_fly	ortholog_worm	ortholog_evidence_source	max_species_support	n_ortholog_novel_go	ortholog_inferred_function	ortholog_novel_go_terms
91614	DEPDC7	DEP domain containing 7	bilaterian			let-99,toe-2	worm:toe-2	1	9	Target of ERK kinase mpk-1 | molecular function: protein binding | process: establishment of mitotic spindle orientation, regulation of asymmetric cell division, positive regulation of apoptotic process	GO:0000132:establishment of mitotic spindle orientation [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005694:chromosome [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005938:cell cortex [Component|1sp]; GO:0009786:regulation of asymmetric cell division [Process|1sp]; GO:0030496:midbody [Component|1sp]; GO:0043065:positive regulation of apoptotic process [Process|1sp]
160897	GPR180	G protein-coupled receptor 180	bilaterian			T04F8.2	mouse:Gpr180	1	9	G protein-coupled receptor 180 | process: response to dietary excess, generation of precursor metabolites and energy, protein phosphorylation, lipid metabolic process	GO:0002021:response to dietary excess [Process|1sp]; GO:0006091:generation of precursor metabolites and energy [Process|1sp]; GO:0006468:protein phosphorylation [Process|1sp]; GO:0006629:lipid metabolic process [Process|1sp]; GO:0010467:gene expression [Process|1sp]; GO:0032094:response to food [Process|1sp]; GO:0038202:TORC1 signaling [Process|1sp]; GO:0042632:cholesterol homeostasis [Process|1sp]; GO:0045444:fat cell differentiation [Process|1sp]
9358	ITGBL1	integrin subunit beta like 1	bilaterian		Itgbn		fly:Itgbn	1	9	Integrin betanu subunit | molecular function: protein binding, protein heterodimerization activity | process: phagocytosis, melanotic encapsulation of foreign target, apoptotic cell clearance, negative regulation of synaptic assembly at neuromuscular junction	GO:0005515:protein binding [Function|1sp]; GO:0006909:phagocytosis [Process|1sp]; GO:0008305:integrin complex [Component|1sp]; GO:0016020:membrane [Component|1sp]; GO:0035011:melanotic encapsulation of foreign target [Process|1sp]; GO:0043277:apoptotic cell clearance [Process|1sp]; GO:0045886:negative regulation of synaptic assembly at neuromuscular junction [Process|1sp]; GO:0046716:muscle cell cellular homeostasis [Process|1sp]; GO:0046982:protein heterodimerization activity [Function|1sp]
10446	LRRN2	leucine rich repeat neuronal 2	bilaterian		trn,caps	iglr-1,lron-8	fly:caps	1	9	capricious | process: homophilic cell-cell adhesion, axon guidance, synapse assembly, larval salivary gland morphogenesis	GO:0007156:homophilic cell-cell adhesion [Process|1sp]; GO:0007411:axon guidance [Process|1sp]; GO:0007416:synapse assembly [Process|1sp]; GO:0007436:larval salivary gland morphogenesis [Process|1sp]; GO:0008045:motor neuron axon guidance [Process|1sp]; GO:0035147:branch fusion, open tracheal system [Process|1sp]; GO:0035230:cytoneme [Component|1sp]; GO:0036194:muscle cell projection [Component|1sp]; GO:0072499:photoreceptor cell axon guidance [Process|1sp]
79948	PLPPR3	phospholipid phosphatase related 3	eukaryote	DPP1		plpr-1	yeast:DPP1	1	9	bifunctional diacylglycerol diphosphate phosphatase/phosphatidate phosphatase | molecular function: diacylglycerol diphosphate phosphatase activity, protein binding, phosphatidate phosphatase activity | process: phospholipid metabolic process	GO:0000329:fungal-type vacuole membrane [Component|1sp]; GO:0000810:diacylglycerol diphosphate phosphatase activity [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005774:vacuolar membrane [Component|1sp]; GO:0006644:phospholipid metabolic process [Process|1sp]; GO:0008195:phosphatidate phosphatase activity [Function|1sp]; GO:0042802:identical protein binding [Function|1sp]; GO:0045121:membrane raft [Component|1sp]; GO:0052642:lysophosphatidic acid phosphatase activity [Function|1sp]
146429	SLC22A31	solute carrier family 22 member 31	bilaterian		CarT,Balat,CG5592,CG10486,CG7342,CG17751,CG17752,CG6231,CG42269	C46C2.2	fly:CarT	1	9	Carcinine transporter | molecular function: beta-alanine transmembrane transporter activity, carcinine transmembrane transporter activity | process: histamine biosynthetic process, beta-alanine transport, visual perception, detection of light stimulus involved in visual perception	GO:0001694:histamine biosynthetic process [Process|1sp]; GO:0001761:beta-alanine transmembrane transporter activity [Function|1sp]; GO:0001762:beta-alanine transport [Process|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0007601:visual perception [Process|1sp]; GO:0043679:axon terminus [Component|1sp]; GO:0050908:detection of light stimulus involved in visual perception [Process|1sp]; GO:1905130:carcinine import across plasma membrane [Process|1sp]; GO:1905131:carcinine transmembrane transporter activity [Function|1sp]
285641	SLC36A3	solute carrier family 36 member 3	eukaryote	AVT4	CG13384,CG32081,coch	slc-36.1,slc-36.2	yeast:AVT4	1	9	Avt4p | molecular function: L-tyrosine transmembrane transporter activity, L-glutamine transmembrane transporter activity, L-isoleucine transmembrane transporter activity | process: amino acid transmembrane transport, amino acid transmembrane export from vacuole	GO:0000324:fungal-type vacuole [Component|1sp]; GO:0000329:fungal-type vacuole membrane [Component|1sp]; GO:0003333:amino acid transmembrane transport [Process|1sp]; GO:0005302:L-tyrosine transmembrane transporter activity [Function|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0015186:L-glutamine transmembrane transporter activity [Function|1sp]; GO:0015188:L-isoleucine transmembrane transporter activity [Function|1sp]; GO:0032974:amino acid transmembrane export from vacuole [Process|1sp]; GO:1990816:vacuole-mitochondrion membrane contact site [Component|1sp]
165186	TOGARAM2	TOG array regulator of axonemal microtubules 2	bilaterian		CG42399	che-12	worm:che-12	1	9	Crescerin-like protein che-12 | process: chemotaxis, hyperosmotic response, sensory perception, axoneme assembly	GO:0005929:cilium [Component|1sp]; GO:0006935:chemotaxis [Process|1sp]; GO:0006972:hyperosmotic response [Process|1sp]; GO:0007600:sensory perception [Process|1sp]; GO:0030425:dendrite [Component|1sp]; GO:0035082:axoneme assembly [Process|1sp]; GO:0043025:neuronal cell body [Component|1sp]; GO:0043204:perikaryon [Component|1sp]; GO:1905515:non-motile cilium assembly [Process|1sp]
728763	CROCC2	ciliary rootlet coiled-coil, rootletin family member 2	bilaterian		Root		fly:Root	1	8	Rootletin | process: sensory perception of sound, mechanosensory behavior, auditory behavior, ciliary basal body organization	GO:0007605:sensory perception of sound [Process|1sp]; GO:0007638:mechanosensory behavior [Process|1sp]; GO:0031223:auditory behavior [Process|1sp]; GO:0032053:ciliary basal body organization [Process|1sp]; GO:0035253:ciliary rootlet [Component|1sp]; GO:0046849:bone remodeling [Process|1sp]; GO:0050975:sensory perception of touch [Process|1sp]; GO:0097546:ciliary base [Component|1sp]
340745	LRIT2	leucine rich repeat, Ig-like and transmembrane domains 2	bilaterian		kek5,kek6		fly:kek6	1	8	kekkon 6 | molecular function: neurotrophin receptor activity, neurotrophin binding | process: negative regulation of BMP signaling pathway, camera-type eye development, regulation of synaptic plasticity	GO:0005030:neurotrophin receptor activity [Function|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0030424:axon [Component|1sp]; GO:0030514:negative regulation of BMP signaling pathway [Process|1sp]; GO:0043010:camera-type eye development [Process|1sp]; GO:0043121:neurotrophin binding [Function|1sp]; GO:0048167:regulation of synaptic plasticity [Process|1sp]; GO:0061174:type I terminal bouton [Component|1sp]
25903	OLFML2B	olfactomedin like 2B	bilaterian		CG6867	cof-2,unc-122	mouse:Olfml2b	1	8	olfactomedin-like 2B | molecular function: identical protein binding, extracellular matrix binding | process: motor neuron axon guidance, synaptic target inhibition, extracellular matrix organization, negative regulation of synaptic transmission, cholinergic	GO:0008045:motor neuron axon guidance [Process|1sp]; GO:0016201:synaptic target inhibition [Process|1sp]; GO:0030198:extracellular matrix organization [Process|1sp]; GO:0031012:extracellular matrix [Component|1sp]; GO:0032223:negative regulation of synaptic transmission, cholinergic [Process|1sp]; GO:0042802:identical protein binding [Function|1sp]; GO:0045211:postsynaptic membrane [Component|1sp]; GO:0050840:extracellular matrix binding [Function|1sp]
125488	TTC39C	tetratricopeptide repeat domain 39C	eukaryote	YKR018C,IML2			yeast:IML2	1	8	Iml2p | process: otolith morphogenesis, cilium assembly, determination of heart left/right asymmetry, cellular response to misfolded protein	GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005739:mitochondrion [Component|1sp]; GO:0005741:mitochondrial outer membrane [Component|1sp]; GO:0032474:otolith morphogenesis [Process|1sp]; GO:0060271:cilium assembly [Process|1sp]; GO:0061371:determination of heart left/right asymmetry [Process|1sp]; GO:0071218:cellular response to misfolded protein [Process|1sp]
112840	WDR89	WD repeat domain 89	eukaryote	YNL035C	CG12134		yeast:BCL1	1	8	ribosomal protein chaperone BCL1 | molecular function: protein carrier activity | process: ribosomal protein import into nucleus, ventricular system development, corpus callosum development, ribosomal large subunit biogenesis	GO:0005634:nucleus [Component|1sp]; GO:0005730:nucleolus [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0006610:ribosomal protein import into nucleus [Process|1sp]; GO:0021591:ventricular system development [Process|1sp]; GO:0022038:corpus callosum development [Process|1sp]; GO:0042273:ribosomal large subunit biogenesis [Process|1sp]; GO:0140597:protein carrier activity [Function|1sp]
114483834	ABCF2-H2BK1	ABCF2-H2BK1 readthrough	eukaryote	ARB1	CG9281	abcf-2	yeast:ARB1	1	7	ATP-binding cassette family ATPase ARB1 | molecular function: ATP hydrolysis activity | process: ribosomal small subunit export from nucleus, protein quality control for misfolded or incompletely synthesized proteins, ribosome biogenesis, protein unfolding	GO:0000056:ribosomal small subunit export from nucleus [Process|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0006515:protein quality control for misfolded or incompletely synthesized proteins [Process|1sp]; GO:0016887:ATP hydrolysis activity [Function|1sp]; GO:0042254:ribosome biogenesis [Process|1sp]; GO:0043335:protein unfolding [Process|1sp]
11174	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	bilaterian		AdamTS-B	adt-1	mouse:Adamts6	1	7	ADAM metallopeptidase with thrombospondin type 1 motif 6 | process: kidney development, cardiac septum development, heart development, aorta development	GO:0001822:kidney development [Process|1sp]; GO:0003279:cardiac septum development [Process|1sp]; GO:0007507:heart development [Process|1sp]; GO:0035904:aorta development [Process|1sp]; GO:0042059:negative regulation of epidermal growth factor receptor signaling pathway [Process|1sp]; GO:0060976:coronary vasculature development [Process|1sp]; GO:0110109:negative regulation of imaginal disc-derived wing vein specification [Process|1sp]
92949	ADAMTSL1	ADAMTS like 1	bilaterian		nolo	madd-4	worm:madd-4	1	7	Protein madd-4 | molecular function: signaling receptor binding | process: ventral cord development, dorsal/ventral axon guidance, synapse organization	GO:0005102:signaling receptor binding [Function|1sp]; GO:0005576:extracellular region [Component|1sp]; GO:0007419:ventral cord development [Process|1sp]; GO:0031012:extracellular matrix [Component|1sp]; GO:0033563:dorsal/ventral axon guidance [Process|1sp]; GO:0045202:synapse [Component|1sp]; GO:0050808:synapse organization [Process|1sp]
642843	CPSF4L	cleavage and polyadenylation specific factor 4 like	eukaryote	YTH1	Clp	cpsf-4	yeast:YTH1	1	7	cleavage polyadenylation factor RNA-binding subunit YTH1 | molecular function: RNA binding, RNA endonuclease activity, protein binding | process: mRNA processing	GO:0003723:RNA binding [Function|1sp]; GO:0004521:RNA endonuclease activity [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0005847:mRNA cleavage and polyadenylation specificity factor complex [Component|1sp]; GO:0006397:mRNA processing [Process|1sp]
85455	DISP2	dispatched RND transporter family member 2	bilaterian		disp	che-14	fly:disp	1	7	dispatched | process: patched ligand maturation, segment polarity determination, primordial germ cell migration, miRNA-mediated post-transcriptional gene silencing	GO:0007225:patched ligand maturation [Process|1sp]; GO:0007367:segment polarity determination [Process|1sp]; GO:0008354:primordial germ cell migration [Process|1sp]; GO:0016324:apical plasma membrane [Component|1sp]; GO:0035195:miRNA-mediated post-transcriptional gene silencing [Process|1sp]; GO:0035222:wing disc pattern formation [Process|1sp]; GO:0035230:cytoneme [Component|1sp]
55889	GOLGA6B	golgin A6 family member B	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
653641	GOLGA6C	golgin A6 family member C	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
653643	GOLGA6D	golgin A6 family member D	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
100132565	GOLGA8F	golgin A8 family member F	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
283768	GOLGA8G	golgin A8 family member G	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
728498	GOLGA8H	golgin A8 family member H	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
653073	GOLGA8J	golgin A8 family member J	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
653125	GOLGA8K	golgin A8 family member K	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
653720	GOLGA8M	golgin A8 family member M	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
643699	GOLGA8N	golgin A8 family member N	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
727909	GOLGA8Q	golgin A8 family member Q	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
101059918	GOLGA8R	golgin A8 family member R	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
653061	GOLGA8S	golgin A8 family member S	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
653075	GOLGA8T	golgin A8 family member T	bilaterian		GM130	golg-2	fly:GM130	1	7	Golgi matrix protein 130 kD | molecular function: small GTPase binding | process: Golgi organization, positive regulation of dendrite morphogenesis	GO:0000137:Golgi cis cisterna [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005795:Golgi stack [Component|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0050775:positive regulation of dendrite morphogenesis [Process|1sp]
51751	HIGD1B	HIG1 hypoxia inducible domain family member 1B	eukaryote	RCF1	CG11825		yeast:RCF1	1	7	respiratory supercomplex assembly factor RCF1 | process: regulation of proton transport, mitochondrial respiratory chain complex IV assembly, copper ion homeostasis, mitochondrial respirasome assembly	GO:0005739:mitochondrion [Component|1sp]; GO:0005743:mitochondrial inner membrane [Component|1sp]; GO:0010155:regulation of proton transport [Process|1sp]; GO:0033617:mitochondrial respiratory chain complex IV assembly [Process|1sp]; GO:0055070:copper ion homeostasis [Process|1sp]; GO:0097250:mitochondrial respirasome assembly [Process|1sp]; GO:0098803:respiratory chain complex [Component|1sp]
128077	LIX1L	limb and CNS expressed 1 like	bilaterian		lft		fly:lft	1	7	lowfat | process: mitral valve development, imaginal disc-derived wing morphogenesis, gene expression, actin cytoskeleton organization	GO:0003174:mitral valve development [Process|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0007476:imaginal disc-derived wing morphogenesis [Process|1sp]; GO:0010467:gene expression [Process|1sp]; GO:0016324:apical plasma membrane [Component|1sp]; GO:0030036:actin cytoskeleton organization [Process|1sp]; GO:0035003:subapical complex [Component|1sp]
441381	LRRC24	leucine rich repeat containing 24	bilaterian		kek1		fly:kek1	1	7	kekkon 1 | molecular function: epidermal growth factor receptor binding, protein binding, signaling receptor inhibitor activity | process: negative regulation of epidermal growth factor receptor signaling pathway, oogenesis	GO:0005154:epidermal growth factor receptor binding [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0016324:apical plasma membrane [Component|1sp]; GO:0030547:signaling receptor inhibitor activity [Function|1sp]; GO:0042059:negative regulation of epidermal growth factor receptor signaling pathway [Process|1sp]; GO:0048477:oogenesis [Process|1sp]
79919	MAB21L4	mab-21 like 4	bilaterian		cGlr2		fly:cGlr2	1	7	cGAS-like receptor 2 | molecular function: double-stranded RNA binding, 2',3'-cyclic GMP-AMP synthase activity, 3',2'-cyclic GMP-AMP synthase activity | process: defense response to virus, cellular response to virus, cGAS/STING signaling pathway, immune response involved in response to exogenous dsRNA	GO:0003725:double-stranded RNA binding [Function|1sp]; GO:0051607:defense response to virus [Process|1sp]; GO:0061501:2',3'-cyclic GMP-AMP synthase activity [Function|1sp]; GO:0098586:cellular response to virus [Process|1sp]; GO:0140700:3',2'-cyclic GMP-AMP synthase activity [Function|1sp]; GO:0140896:cGAS/STING signaling pathway [Process|1sp]; GO:1902615:immune response involved in response to exogenous dsRNA [Process|1sp]
647589	ANHX	anomalous homeobox	bilaterian			ceh-34	worm:ceh-34	1	6	Homeobox protein ceh-34 | molecular function: protein binding, sequence-specific DNA binding | process: regulation of DNA-templated transcription, mesodermal cell fate specification, positive regulation of apoptotic process involved in development	GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0006355:regulation of DNA-templated transcription [Process|1sp]; GO:0007501:mesodermal cell fate specification [Process|1sp]; GO:0043565:sequence-specific DNA binding [Function|1sp]; GO:1904747:positive regulation of apoptotic process involved in development [Process|1sp]
133690	CAPSL	calcyphosine like	bilaterian		CG10126,CG31345		mouse:Capsl	1	6	calcyphosine-like | process: angiogenesis, vasculogenesis, endothelial cell proliferation, gene expression	GO:0001525:angiogenesis [Process|1sp]; GO:0001570:vasculogenesis [Process|1sp]; GO:0001935:endothelial cell proliferation [Process|1sp]; GO:0010467:gene expression [Process|1sp]; GO:0043542:endothelial cell migration [Process|1sp]; GO:0060041:retina development in camera-type eye [Process|1sp]
645811	CCDC154	coiled-coil domain containing 154	bilaterian			C24A3.1	mouse:Ccdc154	1	6	coiled-coil domain containing 154 | process: sensory perception of sound, bone mineralization involved in bone maturation, odontogenesis of dentin-containing tooth, tooth eruption	GO:0007605:sensory perception of sound [Process|1sp]; GO:0035630:bone mineralization involved in bone maturation [Process|1sp]; GO:0042475:odontogenesis of dentin-containing tooth [Process|1sp]; GO:0044691:tooth eruption [Process|1sp]; GO:0045453:bone resorption [Process|1sp]; GO:0046849:bone remodeling [Process|1sp]
85443	DCLK3	doublecortin like kinase 3	bilaterian			cat-6	mouse:Dclk3	1	6	doublecortin-like kinase 3 | molecular function: protein kinase activity, protein binding | process: peptidyl-serine phosphorylation, negative regulation of protein localization to nucleus	GO:0004672:protein kinase activity [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0018105:peptidyl-serine phosphorylation [Process|1sp]; GO:1900181:negative regulation of protein localization to nucleus [Process|1sp]
154150	HDGFL1	HDGF like 1	bilaterian		Jasper		fly:Jasper	1	6	JIL-1 anchoring and stabilizing protein | molecular function: double-stranded DNA binding, single-stranded DNA binding, histone H3K36me3 reader activity | process: negative regulation of heterochromatin formation, positive regulation of piRNA transcription	GO:0000791:euchromatin [Component|1sp]; GO:0003690:double-stranded DNA binding [Function|1sp]; GO:0003697:single-stranded DNA binding [Function|1sp]; GO:0031452:negative regulation of heterochromatin formation [Process|1sp]; GO:0140003:histone H3K36me3 reader activity [Function|1sp]; GO:0140543:positive regulation of piRNA transcription [Process|1sp]
169611	OLFML2A	olfactomedin like 2A	bilaterian			unc-122	mouse:Olfml2a	1	6	olfactomedin-like 2A | molecular function: identical protein binding, extracellular matrix binding | process: extracellular matrix organization, negative regulation of synaptic transmission, cholinergic	GO:0030198:extracellular matrix organization [Process|1sp]; GO:0031012:extracellular matrix [Component|1sp]; GO:0032223:negative regulation of synaptic transmission, cholinergic [Process|1sp]; GO:0042802:identical protein binding [Function|1sp]; GO:0045211:postsynaptic membrane [Component|1sp]; GO:0050840:extracellular matrix binding [Function|1sp]
266747	RGL4	ral guanine nucleotide dissociation stimulator like 4	bilaterian		Rgl	rgl-1	fly:Rgl	1	6	Ral guanine nucleotide dissociation stimulator-like | molecular function: guanyl-nucleotide exchange factor activity, small GTPase binding | process: epidermal growth factor receptor signaling pathway, positive regulation of vulval development, positive regulation of epidermal growth factor receptor signaling pathway, positive regulation of stem cell proliferation	GO:0005085:guanyl-nucleotide exchange factor activity [Function|1sp]; GO:0007173:epidermal growth factor receptor signaling pathway [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0040026:positive regulation of vulval development [Process|1sp]; GO:0045742:positive regulation of epidermal growth factor receptor signaling pathway [Process|1sp]; GO:2000648:positive regulation of stem cell proliferation [Process|1sp]
51018	RRP15	ribosomal RNA processing 15 homolog	eukaryote	RRP15	CG3817	F53E10.6	yeast:RRP15	1	6	rRNA-processing protein RRP15 | molecular function: protein binding | process: maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000463:maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [Process|1sp]; GO:0000466:maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005730:nucleolus [Component|1sp]; GO:0030687:preribosome, large subunit precursor [Component|1sp]
79613	TANGO6	transport and golgi organization 6 homolog	eukaryote	RTP1	Tango6	ekl-6	fly:Tango6	1	6	Transport and Golgi organization 6 | process: protein import into nucleus, Golgi organization, protein secretion	GO:0005737:cytoplasm [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0006606:protein import into nucleus [Process|1sp]; GO:0007030:Golgi organization [Process|1sp]; GO:0009306:protein secretion [Process|1sp]
