gene_id	symbol	name	conservation_depth	n_ortholog_species	annotation_status	human_go_exp	ortholog_evidence_source	max_species_support	n_ortholog_novel_go	ortholog_inferred_function	ortholog_novel_go_terms
29988	SLC2A8	solute carrier family 2 member 8	eukaryote	796	sparse	1	mouse:Slc2a8	4	22	solute carrier family 2, (facilitated glucose transporter), member 8 | molecular function: D-glucose transmembrane transporter activity, fructose transmembrane transporter activity, dehydroascorbic acid transmembrane transporter activity | process: D-glucose transmembrane transport, dehydroascorbic acid transport, response to hypoxia, male meiosis I	GO:0005886:plasma membrane [Component|4sp]; GO:0055056:D-glucose transmembrane transporter activity [Function|3sp]; GO:1904659:D-glucose transmembrane transport [Process|3sp]; GO:0005353:fructose transmembrane transporter activity [Function|2sp]; GO:0033300:dehydroascorbic acid transmembrane transporter activity [Function|2sp]; GO:0070837:dehydroascorbic acid transport [Process|2sp]; GO:0001666:response to hypoxia [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005536:D-glucose binding [Function|1sp]; GO:0007141:male meiosis I [Process|1sp]; GO:0008021:synaptic vesicle [Component|1sp]; GO:0008286:insulin receptor signaling pathway [Process|1sp]
5471	PPAT	phosphoribosyl pyrophosphate amidotransferase	eukaryote	877	sparse	1	rat:Ppat	4	20	phosphoribosyl pyrophosphate amidotransferase | molecular function: amidophosphoribosyltransferase activity, identical protein binding | process: 'de novo' IMP biosynthetic process, G1/S transition of mitotic cell cycle, kidney development, purine nucleotide biosynthetic process	GO:0004044:amidophosphoribosyltransferase activity [Function|4sp]; GO:0006189:'de novo' IMP biosynthetic process [Process|2sp]; GO:0000082:G1/S transition of mitotic cell cycle [Process|1sp]; GO:0001822:kidney development [Process|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0006164:purine nucleotide biosynthetic process [Process|1sp]; GO:0006177:GMP biosynthetic process [Process|1sp]; GO:0006543:L-glutamine catabolic process [Process|1sp]; GO:0007595:lactation [Process|1sp]; GO:0008340:determination of adult lifespan [Process|1sp]; GO:0009410:response to xenobiotic stimulus [Process|1sp]; GO:0031100:animal organ regeneration [Process|1sp]
54554	WDR5B	WD repeat domain 5B	eukaryote	254	sparse	2	fly:wds	4	20	will die slowly | molecular function: protein binding, histone H3K4 methyltransferase activity, RNA polymerase II-specific DNA-binding transcription factor binding | process: telomere maintenance, eye development, chromatin remodeling, regulation of DNA-templated transcription	GO:0005515:protein binding [Function|4sp]; GO:0044666:MLL3/4 complex [Component|2sp]; GO:0048188:Set1C/COMPASS complex [Component|2sp]; GO:0000723:telomere maintenance [Process|1sp]; GO:0001654:eye development [Process|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0006338:chromatin remodeling [Process|1sp]; GO:0006355:regulation of DNA-templated transcription [Process|1sp]; GO:0007482:haltere development [Process|1sp]; GO:0007507:heart development [Process|1sp]; GO:0008340:determination of adult lifespan [Process|1sp]; GO:0012501:programmed cell death [Process|1sp]
390748	PABPN1L	PABPN1 like, cytoplasmic	eukaryote	508	sparse	0	fly:Pabp2	4	17	Pabp2 | molecular function: poly(A) binding, protein binding, RNA binding | process: nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, nuclear-transcribed mRNA poly(A) tail shortening, mRNA metabolic process, mRNA 3'-end processing	GO:0005737:cytoplasm [Component|4sp]; GO:0008143:poly(A) binding [Function|4sp]; GO:0005515:protein binding [Function|3sp]; GO:0003723:RNA binding [Function|2sp]; GO:0000288:nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [Process|1sp]; GO:0000289:nuclear-transcribed mRNA poly(A) tail shortening [Process|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0016071:mRNA metabolic process [Process|1sp]; GO:0031124:mRNA 3'-end processing [Process|1sp]; GO:0031397:negative regulation of protein ubiquitination [Process|1sp]; GO:0042802:identical protein binding [Function|1sp]
1175	AP2S1	adaptor related protein complex 2 subunit sigma 1	eukaryote	790	sparse	2	yeast:APS2	4	16	Aps2p | molecular function: clathrin-cargo adaptor activity | process: nematode larval development, endocytosis, embryo development ending in birth or egg hatching, body morphogenesis	GO:0030122:AP-2 adaptor complex [Component|4sp]; GO:0002119:nematode larval development [Process|1sp]; GO:0005628:prospore membrane [Component|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005935:cellular bud neck [Component|1sp]; GO:0006897:endocytosis [Process|1sp]; GO:0008021:synaptic vesicle [Component|1sp]; GO:0009792:embryo development ending in birth or egg hatching [Process|1sp]; GO:0010171:body morphogenesis [Process|1sp]; GO:0030136:clathrin-coated vesicle [Component|1sp]; GO:0035615:clathrin-cargo adaptor activity [Function|1sp]; GO:0045202:synapse [Component|1sp]
57172	CAMK1G	calcium/calmodulin dependent protein kinase IG	eukaryote	544	sparse	1	worm:cmk-1	4	14	Calcium/calmodulin-dependent protein kinase type 1 | molecular function: calcium/calmodulin-dependent protein kinase activity, protein kinase activity, calmodulin binding | process: protein phosphorylation, signal transduction, thermosensory behavior, regulation of neuron differentiation	GO:0004683:calcium/calmodulin-dependent protein kinase activity [Function|4sp]; GO:0005737:cytoplasm [Component|2sp]; GO:0006468:protein phosphorylation [Process|2sp]; GO:0004672:protein kinase activity [Function|1sp]; GO:0005516:calmodulin binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0005954:calcium- and calmodulin-dependent protein kinase complex [Component|1sp]; GO:0007165:signal transduction [Process|1sp]; GO:0012505:endomembrane system [Component|1sp]; GO:0040040:thermosensory behavior [Process|1sp]; GO:0045664:regulation of neuron differentiation [Process|1sp]
6006	RHCE	Rh blood group CcEe antigens	eukaryote	284	sparse	1	yeast:MEP2	4	14	ammonium permease MEP2 | molecular function: ammonium channel activity, protein binding | process: ammonium transmembrane transport, pseudohyphal growth, nitrogen utilization, erythrocyte development	GO:0072488:ammonium transmembrane transport [Process|4sp]; GO:0008519:ammonium channel activity [Function|3sp]; GO:0005886:plasma membrane [Component|2sp]; GO:0005515:protein binding [Function|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0007124:pseudohyphal growth [Process|1sp]; GO:0016020:membrane [Component|1sp]; GO:0016324:apical plasma membrane [Component|1sp]; GO:0019740:nitrogen utilization [Process|1sp]; GO:0048821:erythrocyte development [Process|1sp]; GO:0050911:detection of chemical stimulus involved in sensory perception of smell [Process|1sp]; GO:0060586:multicellular organismal-level iron ion homeostasis [Process|1sp]
9132	KCNQ4	potassium voltage-gated channel subfamily Q member 4	bilaterian	818	sparse	2	fly:KCNQ	4	13	KCNQ potassium channel | molecular function: potassium channel activity, voltage-gated monoatomic cation channel activity | process: potassium ion transport, embryonic development via the syncytial blastoderm, regulation of heart rate, G protein-coupled acetylcholine receptor signaling pathway	GO:0006813:potassium ion transport [Process|4sp]; GO:0005267:potassium channel activity [Function|2sp]; GO:0001700:embryonic development via the syncytial blastoderm [Process|1sp]; GO:0002027:regulation of heart rate [Process|1sp]; GO:0007213:G protein-coupled acetylcholine receptor signaling pathway [Process|1sp]; GO:0007605:sensory perception of sound [Process|1sp]; GO:0009925:basal plasma membrane [Component|1sp]; GO:0016020:membrane [Component|1sp]; GO:0022843:voltage-gated monoatomic cation channel activity [Function|1sp]; GO:0032227:negative regulation of synaptic transmission, dopaminergic [Process|1sp]; GO:0035556:intracellular signal transduction [Process|1sp]; GO:0042472:inner ear morphogenesis [Process|1sp]
143471	PSMA8	proteasome 20S subunit alpha 8	eukaryote	301	sparse	2	yeast:PRE6	4	13	proteasome core particle subunit alpha 4 | molecular function: protein binding | process: proteasomal protein catabolic process, proteasomal ubiquitin-independent protein catabolic process, proteasome-mediated ubiquitin-dependent protein catabolic process, meiotic cell cycle	GO:0005515:protein binding [Function|4sp]; GO:0000502:proteasome complex [Component|2sp]; GO:0005739:mitochondrion [Component|1sp]; GO:0005839:proteasome core complex [Component|1sp]; GO:0010498:proteasomal protein catabolic process [Process|1sp]; GO:0010499:proteasomal ubiquitin-independent protein catabolic process [Process|1sp]; GO:0019773:proteasome core complex, alpha-subunit complex [Component|1sp]; GO:0034515:proteasome storage granule [Component|1sp]; GO:0042175:nuclear outer membrane-endoplasmic reticulum membrane network [Component|1sp]; GO:0043161:proteasome-mediated ubiquitin-dependent protein catabolic process [Process|1sp]; GO:0051321:meiotic cell cycle [Process|1sp]; GO:0060631:regulation of meiosis I [Process|1sp]
65220	NADK	NAD kinase	eukaryote	836	sparse	2	yeast:UTR1	4	11	NADH/NAD(+) kinase | molecular function: NADH kinase activity | process: NADP+ biosynthetic process, intracellular iron ion homeostasis, iron-sulfur cluster assembly, cellular response to oxidative stress	GO:0006741:NADP+ biosynthetic process [Process|4sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005739:mitochondrion [Component|1sp]; GO:0005759:mitochondrial matrix [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0006879:intracellular iron ion homeostasis [Process|1sp]; GO:0016226:iron-sulfur cluster assembly [Process|1sp]; GO:0034599:cellular response to oxidative stress [Process|1sp]; GO:0035774:positive regulation of insulin secretion involved in cellular response to glucose stimulus [Process|1sp]; GO:0042736:NADH kinase activity [Function|1sp]
5876	RABGGTB	Rab geranylgeranyltransferase subunit beta	eukaryote	877	sparse	2	rat:Rabggtb	4	10	Rab geranylgeranyltransferase subunit beta | molecular function: Rab geranylgeranyltransferase activity, zinc ion binding, isoprenoid binding | process: protein geranylgeranylation, protein targeting to membrane, PERK-mediated unfolded protein response	GO:0004663:Rab geranylgeranyltransferase activity [Function|4sp]; GO:0005968:Rab-protein geranylgeranyltransferase complex [Component|3sp]; GO:0018344:protein geranylgeranylation [Process|3sp]; GO:0005829:cytosol [Component|2sp]; GO:0006612:protein targeting to membrane [Process|1sp]; GO:0008270:zinc ion binding [Function|1sp]; GO:0019840:isoprenoid binding [Function|1sp]; GO:0031267:small GTPase binding [Function|1sp]; GO:0036499:PERK-mediated unfolded protein response [Process|1sp]; GO:0170069:geranylgeranyltransferase-III complex [Component|1sp]
5875	RABGGTA	Rab geranylgeranyltransferase subunit alpha	eukaryote	761	sparse	2	yeast:BET4	4	8	Rab geranylgeranyltransferase BET4 | molecular function: Rab geranylgeranyltransferase activity, small GTPase binding | process: protein geranylgeranylation, protein targeting to membrane, endoplasmic reticulum to Golgi vesicle-mediated transport	GO:0004663:Rab geranylgeranyltransferase activity [Function|4sp]; GO:0005968:Rab-protein geranylgeranyltransferase complex [Component|3sp]; GO:0018344:protein geranylgeranylation [Process|3sp]; GO:0005829:cytosol [Component|2sp]; GO:0005777:peroxisome [Component|1sp]; GO:0006612:protein targeting to membrane [Process|1sp]; GO:0006888:endoplasmic reticulum to Golgi vesicle-mediated transport [Process|1sp]; GO:0031267:small GTPase binding [Function|1sp]
3975	LHX1	LIM homeobox 1	bilaterian	556	sparse	2	mouse:Lhx1	3	94	LIM homeobox protein 1 | molecular function: cis-regulatory region sequence-specific DNA binding, transcription coregulator binding, DNA-binding transcription factor activity | process: anterior/posterior pattern specification, positive regulation of DNA-templated transcription, pronephros development, metanephric S-shaped body morphogenesis	GO:0005634:nucleus [Component|3sp]; GO:0005667:transcription regulator complex [Component|2sp]; GO:0009952:anterior/posterior pattern specification [Process|2sp]; GO:0045893:positive regulation of DNA-templated transcription [Process|2sp]; GO:0048793:pronephros development [Process|2sp]; GO:0072284:metanephric S-shaped body morphogenesis [Process|2sp]; GO:0000987:cis-regulatory region sequence-specific DNA binding [Function|1sp]; GO:0001221:transcription coregulator binding [Function|1sp]; GO:0001655:urogenital system development [Process|1sp]; GO:0001656:metanephros development [Process|1sp]; GO:0001657:ureteric bud development [Process|1sp]; GO:0001658:branching involved in ureteric bud morphogenesis [Process|1sp]
100132074	FOXO6	forkhead box O6	bilaterian	509	sparse	1	worm:daf-16	3	85	Forkhead box protein O | molecular function: RNA polymerase II transcription regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, DNA-binding transcription activator activity, RNA polymerase II-specific | process: negative regulation of transcription by RNA polymerase II, regulation of DNA-templated transcription, response to oxida...	GO:0005634:nucleus [Component|3sp]; GO:0005737:cytoplasm [Component|3sp]; GO:0000122:negative regulation of transcription by RNA polymerase II [Process|2sp]; GO:0000977:RNA polymerase II transcription regulatory region sequence-specific DNA binding [Function|2sp]; GO:0000981:DNA-binding transcription factor activity, RNA polymerase II-specific [Function|2sp]; GO:0001228:DNA-binding transcription activator activity, RNA polymerase II-specific [Function|2sp]; GO:0003700:DNA-binding transcription factor activity [Function|2sp]; GO:0006355:regulation of DNA-templated transcription [Process|2sp]; GO:0006979:response to oxidative stress [Process|2sp]; GO:0008286:insulin receptor signaling pathway [Process|2sp]; GO:0008340:determination of adult lifespan [Process|2sp]; GO:0034599:cellular response to oxidative stress [Process|2sp]
3988	LIPA	lipase A, lysosomal acid type	eukaryote	671	sparse	2	mouse:Lipa	3	85	lysosomal A, lysosomal acid type | molecular function: glycerophospholipase activity, triacylglycerol lipase activity, serine hydrolase activity | process: sterol metabolic process, lipid metabolic process, fatty acid metabolic process, lipid catabolic process	GO:0005764:lysosome [Component|3sp]; GO:0016125:sterol metabolic process [Process|3sp]; GO:0006629:lipid metabolic process [Process|2sp]; GO:0006631:fatty acid metabolic process [Process|2sp]; GO:0016042:lipid catabolic process [Process|2sp]; GO:0000278:mitotic cell cycle [Process|1sp]; GO:0000902:cell morphogenesis [Process|1sp]; GO:0001523:retinoid metabolic process [Process|1sp]; GO:0001889:liver development [Process|1sp]; GO:0001935:endothelial cell proliferation [Process|1sp]; GO:0002021:response to dietary excess [Process|1sp]; GO:0002244:hematopoietic progenitor cell differentiation [Process|1sp]
1740	DLG2	discs large MAGUK scaffold protein 2	bilaterian	764	sparse	2	fly:dlg1	3	74	discs large 1 | molecular function: protein phosphatase binding, PDZ domain binding, protein-containing complex binding | process: chemical synaptic transmission, establishment of mitotic spindle orientation, cell fate specification, pole plasm protein localization	GO:0005886:plasma membrane [Component|3sp]; GO:0007268:chemical synaptic transmission [Process|2sp]; GO:0014069:postsynaptic density [Component|2sp]; GO:0044224:juxtaparanode region of axon [Component|2sp]; GO:0045211:postsynaptic membrane [Component|2sp]; GO:0098978:glutamatergic synapse [Component|2sp]; GO:0000132:establishment of mitotic spindle orientation [Process|1sp]; GO:0001708:cell fate specification [Process|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005912:adherens junction [Component|1sp]; GO:0005918:septate junction [Component|1sp]
1630	DCC	DCC netrin 1 receptor	bilaterian	734	sparse	1	worm:unc-40	3	69	Netrin receptor unc-40 | molecular function: netrin receptor activity, protein domain specific binding, transcription coactivator activity | process: axon guidance, neuron migration, motor neuron axon guidance, axon midline choice point recognition	GO:0007411:axon guidance [Process|3sp]; GO:0030424:axon [Component|3sp]; GO:0001764:neuron migration [Process|2sp]; GO:0005042:netrin receptor activity [Function|2sp]; GO:0005886:plasma membrane [Component|2sp]; GO:0008045:motor neuron axon guidance [Process|2sp]; GO:0016020:membrane [Component|2sp]; GO:0016199:axon midline choice point recognition [Process|2sp]; GO:0019904:protein domain specific binding [Function|2sp]; GO:0033563:dorsal/ventral axon guidance [Process|2sp]; GO:0033564:anterior/posterior axon guidance [Process|2sp]; GO:0044295:axonal growth cone [Component|2sp]
547	KIF1A	kinesin family member 1A	bilaterian	545	sparse	2	worm:unc-104	3	69	Kinesin-like protein unc-104 | molecular function: microtubule binding, plus-end-directed microtubule motor activity, phosphatidylinositol-4,5-bisphosphate binding | process: anterograde axonal transport, anterograde synaptic vesicle transport, vesicle-mediated transport, nematode larval development	GO:0008017:microtubule binding [Function|3sp]; GO:0008089:anterograde axonal transport [Process|3sp]; GO:0030424:axon [Component|3sp]; GO:0030425:dendrite [Component|3sp]; GO:0043025:neuronal cell body [Component|3sp]; GO:0048490:anterograde synaptic vesicle transport [Process|3sp]; GO:0008574:plus-end-directed microtubule motor activity [Function|2sp]; GO:0016192:vesicle-mediated transport [Process|2sp]; GO:0098793:presynapse [Component|2sp]; GO:0002119:nematode larval development [Process|1sp]; GO:0005546:phosphatidylinositol-4,5-bisphosphate binding [Function|1sp]; GO:0005874:microtubule [Component|1sp]
3800	KIF5C	kinesin family member 5C	bilaterian	670	sparse	1	fly:Khc	3	65	Kinesin heavy chain | molecular function: microtubule binding, plus-end-directed microtubule motor activity, microtubule motor activity | process: synaptic vesicle transport, anterograde axonal transport of mitochondrion, eye photoreceptor cell differentiation, microtubule-based movement	GO:0005737:cytoplasm [Component|3sp]; GO:0008017:microtubule binding [Function|2sp]; GO:0008574:plus-end-directed microtubule motor activity [Function|2sp]; GO:0043005:neuron projection [Component|2sp]; GO:0048489:synaptic vesicle transport [Process|2sp]; GO:0098957:anterograde axonal transport of mitochondrion [Process|2sp]; GO:0001754:eye photoreceptor cell differentiation [Process|1sp]; GO:0003777:microtubule motor activity [Function|1sp]; GO:0005523:tropomyosin binding [Function|1sp]; GO:0005635:nuclear envelope [Component|1sp]; GO:0005871:kinesin complex [Component|1sp]; GO:0007018:microtubule-based movement [Process|1sp]
114	ADCY8	adenylate cyclase 8	bilaterian	867	sparse	0	rat:Adcy8	3	63	adenylate cyclase 8 | molecular function: adenylate cyclase activity, protein binding, calcium- and calmodulin-responsive adenylate cyclase activity | process: adenylate cyclase-activating G protein-coupled receptor signaling pathway, glucose mediated signaling pathway, positive regulation of insulin secretion involved in cellular response to glucose stimulus, cellular response to morphine	GO:0004016:adenylate cyclase activity [Function|3sp]; GO:0005515:protein binding [Function|2sp]; GO:0005886:plasma membrane [Component|2sp]; GO:0007189:adenylate cyclase-activating G protein-coupled receptor signaling pathway [Process|2sp]; GO:0008294:calcium- and calmodulin-responsive adenylate cyclase activity [Function|2sp]; GO:0010255:glucose mediated signaling pathway [Process|2sp]; GO:0030425:dendrite [Component|2sp]; GO:0032809:neuronal cell body membrane [Component|2sp]; GO:0035774:positive regulation of insulin secretion involved in cellular response to glucose stimulus [Process|2sp]; GO:0071315:cellular response to morphine [Process|2sp]; GO:0071377:cellular response to glucagon stimulus [Process|2sp]; GO:0001555:oocyte growth [Process|1sp]
57731	SPTBN4	spectrin beta, non-erythrocytic 4	bilaterian	595	sparse	9	mouse:Sptbn4	3	63	spectrin beta, non-erythrocytic 4 | molecular function: actin binding, phosphatidylinositol-4,5-bisphosphate binding, microtubule binding | process: axonogenesis, regulation of sodium ion transport, nematode larval development, negative regulation of microtubule depolymerization	GO:0030424:axon [Component|3sp]; GO:0007409:axonogenesis [Process|2sp]; GO:0016328:lateral plasma membrane [Component|2sp]; GO:0033268:node of Ranvier [Component|2sp]; GO:0043194:axon initial segment [Component|2sp]; GO:0002028:regulation of sodium ion transport [Process|1sp]; GO:0002119:nematode larval development [Process|1sp]; GO:0003779:actin binding [Function|1sp]; GO:0005546:phosphatidylinositol-4,5-bisphosphate binding [Function|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0007026:negative regulation of microtubule depolymerization [Process|1sp]; GO:0007274:neuromuscular synaptic transmission [Process|1sp]
9355	LHX2	LIM homeobox 2	bilaterian	804	sparse	1	mouse:Lhx2	3	60	LIM homeobox protein 2 | molecular function: RNA polymerase II transcription regulatory region sequence-specific DNA binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA-binding transcription activator activity, RNA polymerase II-specific | process: axon guidance, neuron differentiation, positive regulation of transcription by RNA polymerase II, nervous system develo...	GO:0005634:nucleus [Component|3sp]; GO:0007411:axon guidance [Process|3sp]; GO:0030182:neuron differentiation [Process|3sp]; GO:0045944:positive regulation of transcription by RNA polymerase II [Process|3sp]; GO:0000977:RNA polymerase II transcription regulatory region sequence-specific DNA binding [Function|2sp]; GO:0000978:RNA polymerase II cis-regulatory region sequence-specific DNA binding [Function|2sp]; GO:0001228:DNA-binding transcription activator activity, RNA polymerase II-specific [Function|2sp]; GO:0007399:nervous system development [Process|2sp]; GO:0007420:brain development [Process|2sp]; GO:0021537:telencephalon development [Process|2sp]; GO:0045893:positive regulation of DNA-templated transcription [Process|2sp]; GO:0001843:neural tube closure [Process|1sp]
4821	NKX2-2	NK2 homeobox 2	bilaterian	528	sparse	1	mouse:Nkx2-2	3	60	NK2 homeobox 2 | molecular function: sequence-specific DNA binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific | process: positive regulation of transcription by RNA polymerase II, negative regulation of transcription by RNA polymerase II, cell fate specification, type B pancreatic cell development	GO:0005634:nucleus [Component|3sp]; GO:0045944:positive regulation of transcription by RNA polymerase II [Process|3sp]; GO:0043565:sequence-specific DNA binding [Function|2sp]; GO:0000122:negative regulation of transcription by RNA polymerase II [Process|1sp]; GO:0000978:RNA polymerase II cis-regulatory region sequence-specific DNA binding [Function|1sp]; GO:0000981:DNA-binding transcription factor activity, RNA polymerase II-specific [Function|1sp]; GO:0000987:cis-regulatory region sequence-specific DNA binding [Function|1sp]; GO:0001228:DNA-binding transcription activator activity, RNA polymerase II-specific [Function|1sp]; GO:0001708:cell fate specification [Process|1sp]; GO:0003323:type B pancreatic cell development [Process|1sp]; GO:0003326:pancreatic A cell fate commitment [Process|1sp]; GO:0003327:type B pancreatic cell fate commitment [Process|1sp]
55714	TENM3	teneurin transmembrane protein 3	bilaterian	542	sparse	1	fly:Ten-m	3	60	Tenascin major | molecular function: protein binding, identical protein binding, protein homodimerization activity | process: motor neuron axon guidance, compound eye morphogenesis, postsynaptic membrane organization, homophilic cell-cell adhesion	GO:0005886:plasma membrane [Component|3sp]; GO:0005515:protein binding [Function|2sp]; GO:0008045:motor neuron axon guidance [Process|2sp]; GO:0042802:identical protein binding [Function|2sp]; GO:0042803:protein homodimerization activity [Function|2sp]; GO:0046982:protein heterodimerization activity [Function|2sp]; GO:0001745:compound eye morphogenesis [Process|1sp]; GO:0001941:postsynaptic membrane organization [Process|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0007156:homophilic cell-cell adhesion [Process|1sp]; GO:0007274:neuromuscular synaptic transmission [Process|1sp]; GO:0007276:gamete generation [Process|1sp]
