og_a,og_b,n_orgs_adjacent,source
OG00102,OG00848,3,operon-adjacent (synteny)
OG00102,OG01082,3,operon-adjacent (synteny)
OG00102,OG02247,3,operon-adjacent (synteny)
OG00102,OG02386,3,operon-adjacent (synteny)
OG00102,OG02889,3,operon-adjacent (synteny)
OG00102,OG03493,3,operon-adjacent (synteny)
OG00071,OG03655,3,operon-adjacent (synteny)
OG00071,OG06926,3,operon-adjacent (synteny)
OG02227,OG12005,3,operon-adjacent (synteny)
OG02229,OG02745,3,operon-adjacent (synteny)
OG02230,OG04196,3,operon-adjacent (synteny)
OG02232,OG05918,3,operon-adjacent (synteny)
OG02233,OG06395,3,operon-adjacent (synteny)
OG02233,OG06658,3,operon-adjacent (synteny)
OG01749,OG03894,3,operon-adjacent (synteny)
OG01749,OG04690,3,operon-adjacent (synteny)
OG01751,OG15163,3,operon-adjacent (synteny)
OG01753,OG08551,3,operon-adjacent (synteny)
OG01753,OG16711,3,operon-adjacent (synteny)
OG01756,OG03790,3,operon-adjacent (synteny)
OG01756,OG09375,3,operon-adjacent (synteny)
OG01758,OG04799,3,operon-adjacent (synteny)
OG00102,OG12117,3,operon-adjacent (synteny)
OG00102,OG14021,3,operon-adjacent (synteny)
OG00102,OG16310,3,operon-adjacent (synteny)
OG00105,OG14520,3,operon-adjacent (synteny)
OG00105,OG16701,3,operon-adjacent (synteny)
OG00108,OG01403,3,operon-adjacent (synteny)
OG00109,OG00239,3,operon-adjacent (synteny)
OG01745,OG10656,3,operon-adjacent (synteny)
OG00101,OG09999,3,operon-adjacent (synteny)
OG00070,OG00345,3,operon-adjacent (synteny)
OG00070,OG03784,3,operon-adjacent (synteny)
OG00071,OG00192,3,operon-adjacent (synteny)
OG02235,OG06144,3,operon-adjacent (synteny)
OG02238,OG09107,3,operon-adjacent (synteny)
OG02240,OG07249,3,operon-adjacent (synteny)
OG02242,OG02411,3,operon-adjacent (synteny)
OG01765,OG14364,3,operon-adjacent (synteny)
OG01768,OG03686,3,operon-adjacent (synteny)
OG01768,OG15486,3,operon-adjacent (synteny)
OG01774,OG04586,3,operon-adjacent (synteny)
OG01774,OG05208,3,operon-adjacent (synteny)
OG01780,OG02713,3,operon-adjacent (synteny)
OG01782,OG03984,3,operon-adjacent (synteny)
OG01782,OG04721,3,operon-adjacent (synteny)
OG01739,OG13823,3,operon-adjacent (synteny)
OG01741,OG13646,3,operon-adjacent (synteny)
OG01742,OG02163,3,operon-adjacent (synteny)
OG00102,OG04713,3,operon-adjacent (synteny)
OG00102,OG11055,3,operon-adjacent (synteny)
OG00112,OG14599,3,operon-adjacent (synteny)
OG00115,OG00412,3,operon-adjacent (synteny)
OG01714,OG04661,3,operon-adjacent (synteny)
OG01723,OG03647,3,operon-adjacent (synteny)
OG01723,OG05294,3,operon-adjacent (synteny)
OG01724,OG05506,3,operon-adjacent (synteny)
OG01727,OG04752,3,operon-adjacent (synteny)
OG01727,OG05660,3,operon-adjacent (synteny)
OG01729,OG06713,3,operon-adjacent (synteny)
OG01730,OG16772,3,operon-adjacent (synteny)
OG01737,OG06468,3,operon-adjacent (synteny)
OG02267,OG03104,3,operon-adjacent (synteny)
OG00067,OG00838,3,operon-adjacent (synteny)
OG00067,OG01014,3,operon-adjacent (synteny)
OG00067,OG02905,3,operon-adjacent (synteny)
OG00067,OG02910,3,operon-adjacent (synteny)
OG00067,OG03115,3,operon-adjacent (synteny)
OG01723,OG02671,3,operon-adjacent (synteny)
OG01723,OG02674,3,operon-adjacent (synteny)
OG01762,OG02598,3,operon-adjacent (synteny)
OG02248,OG05389,3,operon-adjacent (synteny)
OG02251,OG02685,3,operon-adjacent (synteny)
OG02251,OG14196,3,operon-adjacent (synteny)
OG02253,OG02874,3,operon-adjacent (synteny)
OG02256,OG05511,3,operon-adjacent (synteny)
OG02257,OG02484,3,operon-adjacent (synteny)
OG02265,OG15207,3,operon-adjacent (synteny)
OG01709,OG15485,3,operon-adjacent (synteny)
OG01709,OG16682,3,operon-adjacent (synteny)
OG01685,OG13879,3,operon-adjacent (synteny)
OG00116,OG03171,3,operon-adjacent (synteny)
OG00117,OG11701,3,operon-adjacent (synteny)
OG00119,OG00401,3,operon-adjacent (synteny)
OG00119,OG00803,3,operon-adjacent (synteny)
OG00119,OG01303,3,operon-adjacent (synteny)
OG02277,OG09711,3,operon-adjacent (synteny)
OG01696,OG02896,3,operon-adjacent (synteny)
OG01701,OG01856,3,operon-adjacent (synteny)
OG01701,OG03491,3,operon-adjacent (synteny)
OG01701,OG05929,3,operon-adjacent (synteny)
OG01703,OG13879,3,operon-adjacent (synteny)
OG01706,OG03095,3,operon-adjacent (synteny)
OG01709,OG09305,3,operon-adjacent (synteny)
OG00067,OG13601,3,operon-adjacent (synteny)
OG00067,OG13928,3,operon-adjacent (synteny)
OG00067,OG14032,3,operon-adjacent (synteny)
OG00067,OG14190,3,operon-adjacent (synteny)
OG02267,OG14367,3,operon-adjacent (synteny)
OG02267,OG15341,3,operon-adjacent (synteny)
OG02271,OG06027,3,operon-adjacent (synteny)
OG02272,OG02637,3,operon-adjacent (synteny)
OG01714,OG11869,3,operon-adjacent (synteny)
OG01714,OG14124,3,operon-adjacent (synteny)
OG01716,OG06301,3,operon-adjacent (synteny)
OG01717,OG02734,3,operon-adjacent (synteny)
OG01717,OG04715,3,operon-adjacent (synteny)
OG01718,OG04325,3,operon-adjacent (synteny)
OG01718,OG05914,3,operon-adjacent (synteny)
OG00067,OG03637,3,operon-adjacent (synteny)
OG00122,OG00957,3,operon-adjacent (synteny)
OG00124,OG00776,3,operon-adjacent (synteny)
OG00124,OG11191,3,operon-adjacent (synteny)
OG00124,OG11378,3,operon-adjacent (synteny)
OG00124,OG16064,3,operon-adjacent (synteny)
OG00125,OG04602,3,operon-adjacent (synteny)
OG00128,OG00255,3,operon-adjacent (synteny)
OG00128,OG00342,3,operon-adjacent (synteny)
OG00067,OG00151,3,operon-adjacent (synteny)
OG00067,OG00326,3,operon-adjacent (synteny)
OG00067,OG00391,3,operon-adjacent (synteny)
OG02290,OG11678,3,operon-adjacent (synteny)
OG02290,OG13936,3,operon-adjacent (synteny)
OG02297,OG02665,3,operon-adjacent (synteny)
OG02297,OG06498,3,operon-adjacent (synteny)
OG02300,OG02675,3,operon-adjacent (synteny)
OG01693,OG04042,3,operon-adjacent (synteny)
OG00061,OG04498,3,operon-adjacent (synteny)
OG00061,OG04583,3,operon-adjacent (synteny)
OG00061,OG05969,3,operon-adjacent (synteny)
OG00062,OG00231,3,operon-adjacent (synteny)
OG00065,OG02021,3,operon-adjacent (synteny)
OG00067,OG00115,3,operon-adjacent (synteny)
OG00067,OG00127,3,operon-adjacent (synteny)
OG00119,OG01385,3,operon-adjacent (synteny)
OG00119,OG01536,3,operon-adjacent (synteny)
OG00119,OG05284,3,operon-adjacent (synteny)
OG00121,OG00810,3,operon-adjacent (synteny)
OG01688,OG04803,3,operon-adjacent (synteny)
OG01690,OG12847,3,operon-adjacent (synteny)
OG01691,OG02333,3,operon-adjacent (synteny)
OG01693,OG03778,3,operon-adjacent (synteny)
OG01661,OG01806,3,operon-adjacent (synteny)
OG01661,OG07388,3,operon-adjacent (synteny)
OG01661,OG13814,3,operon-adjacent (synteny)
OG01665,OG02395,3,operon-adjacent (synteny)
OG01666,OG02466,3,operon-adjacent (synteny)
OG01673,OG02767,3,operon-adjacent (synteny)
OG01673,OG03289,3,operon-adjacent (synteny)
OG01673,OG10512,3,operon-adjacent (synteny)
OG00059,OG12576,3,operon-adjacent (synteny)
OG00059,OG13975,3,operon-adjacent (synteny)
OG00060,OG00099,3,operon-adjacent (synteny)
OG01656,OG16694,3,operon-adjacent (synteny)
OG01657,OG01672,3,operon-adjacent (synteny)
OG01660,OG02012,3,operon-adjacent (synteny)
OG01660,OG08739,3,operon-adjacent (synteny)
OG01661,OG01668,3,operon-adjacent (synteny)
OG02307,OG04616,3,operon-adjacent (synteny)
OG02307,OG05592,3,operon-adjacent (synteny)
OG02307,OG05775,3,operon-adjacent (synteny)
OG02310,OG04001,3,operon-adjacent (synteny)
OG02310,OG06139,3,operon-adjacent (synteny)
OG02311,OG05169,3,operon-adjacent (synteny)
OG02322,OG02736,3,operon-adjacent (synteny)
OG00059,OG12370,3,operon-adjacent (synteny)
OG01679,OG03916,3,operon-adjacent (synteny)
OG01679,OG13783,3,operon-adjacent (synteny)
OG01682,OG15444,3,operon-adjacent (synteny)
OG01683,OG04651,3,operon-adjacent (synteny)
OG01684,OG02781,3,operon-adjacent (synteny)
OG01684,OG03742,3,operon-adjacent (synteny)
OG02306,OG02634,3,operon-adjacent (synteny)
OG02306,OG11486,3,operon-adjacent (synteny)
OG00128,OG00975,3,operon-adjacent (synteny)
OG00128,OG02029,3,operon-adjacent (synteny)
OG00128,OG03651,3,operon-adjacent (synteny)
OG00128,OG03972,3,operon-adjacent (synteny)
OG00128,OG04684,3,operon-adjacent (synteny)
OG00128,OG05261,3,operon-adjacent (synteny)
OG00128,OG10981,3,operon-adjacent (synteny)
OG00128,OG11666,3,operon-adjacent (synteny)
OG02330,OG06220,3,operon-adjacent (synteny)
OG02338,OG02338,3,operon-adjacent (synteny)
OG02338,OG02461,3,operon-adjacent (synteny)
OG02340,OG03345,3,operon-adjacent (synteny)
OG01643,OG11157,3,operon-adjacent (synteny)
OG01645,OG06200,3,operon-adjacent (synteny)
OG01648,OG14782,3,operon-adjacent (synteny)
OG00128,OG00961,3,operon-adjacent (synteny)
OG00060,OG03382,3,operon-adjacent (synteny)
OG00061,OG00143,3,operon-adjacent (synteny)
OG00061,OG00474,3,operon-adjacent (synteny)
OG00061,OG00502,3,operon-adjacent (synteny)
OG00061,OG00725,3,operon-adjacent (synteny)
OG00061,OG00762,3,operon-adjacent (synteny)
OG00061,OG01246,3,operon-adjacent (synteny)
OG02329,OG09371,3,operon-adjacent (synteny)
OG01674,OG01861,3,operon-adjacent (synteny)
OG01674,OG06925,3,operon-adjacent (synteny)
OG01677,OG06847,3,operon-adjacent (synteny)
OG01678,OG03705,3,operon-adjacent (synteny)
OG00122,OG00261,3,operon-adjacent (synteny)
OG00060,OG00156,3,operon-adjacent (synteny)
OG00060,OG00355,3,operon-adjacent (synteny)
OG00060,OG00929,3,operon-adjacent (synteny)
OG01631,OG05063,3,operon-adjacent (synteny)
OG01631,OG14117,3,operon-adjacent (synteny)
OG01635,OG06688,3,operon-adjacent (synteny)
OG01637,OG06037,3,operon-adjacent (synteny)
OG01614,OG01634,3,operon-adjacent (synteny)
OG01617,OG01856,3,operon-adjacent (synteny)
OG01619,OG01856,3,operon-adjacent (synteny)
OG01623,OG14743,3,operon-adjacent (synteny)
OG00128,OG15379,3,operon-adjacent (synteny)
OG00128,OG15444,3,operon-adjacent (synteny)
OG00128,OG16005,3,operon-adjacent (synteny)
OG00128,OG16250,3,operon-adjacent (synteny)
OG00129,OG00368,3,operon-adjacent (synteny)
OG00129,OG02715,3,operon-adjacent (synteny)
OG00130,OG00194,3,operon-adjacent (synteny)
OG01630,OG02527,3,operon-adjacent (synteny)
OG00059,OG02512,3,operon-adjacent (synteny)
OG00059,OG05395,3,operon-adjacent (synteny)
OG02346,OG06732,3,operon-adjacent (synteny)
OG02349,OG02565,3,operon-adjacent (synteny)
OG02351,OG02865,3,operon-adjacent (synteny)
OG02352,OG15775,3,operon-adjacent (synteny)
OG00128,OG14823,3,operon-adjacent (synteny)
OG00128,OG14865,3,operon-adjacent (synteny)
OG01649,OG03583,3,operon-adjacent (synteny)
OG01649,OG10246,3,operon-adjacent (synteny)
OG01651,OG01784,3,operon-adjacent (synteny)
OG00059,OG00096,3,operon-adjacent (synteny)
OG00059,OG00265,3,operon-adjacent (synteny)
OG00059,OG00502,3,operon-adjacent (synteny)
OG00059,OG00582,3,operon-adjacent (synteny)
OG00059,OG00918,3,operon-adjacent (synteny)
OG00130,OG12515,3,operon-adjacent (synteny)
OG00130,OG13927,3,operon-adjacent (synteny)
OG00132,OG14838,3,operon-adjacent (synteny)
OG00134,OG12925,3,operon-adjacent (synteny)
OG00134,OG14007,3,operon-adjacent (synteny)
OG00134,OG14031,3,operon-adjacent (synteny)
OG00134,OG14397,3,operon-adjacent (synteny)
OG00135,OG00502,3,operon-adjacent (synteny)
OG02387,OG03156,3,operon-adjacent (synteny)
OG02393,OG05830,3,operon-adjacent (synteny)
OG02393,OG06965,3,operon-adjacent (synteny)
OG02396,OG05781,3,operon-adjacent (synteny)
OG02396,OG06718,3,operon-adjacent (synteny)
OG00055,OG04348,3,operon-adjacent (synteny)
OG00055,OG04393,3,operon-adjacent (synteny)
OG00055,OG06003,3,operon-adjacent (synteny)
OG01628,OG15242,3,operon-adjacent (synteny)
OG00128,OG12709,3,operon-adjacent (synteny)
OG00128,OG13837,3,operon-adjacent (synteny)
OG02361,OG02821,3,operon-adjacent (synteny)
OG02375,OG02669,3,operon-adjacent (synteny)
OG02376,OG03769,3,operon-adjacent (synteny)
OG02384,OG05954,3,operon-adjacent (synteny)
OG02385,OG05060,3,operon-adjacent (synteny)
OG01624,OG13798,3,operon-adjacent (synteny)
OG01624,OG17061,3,operon-adjacent (synteny)
OG01625,OG01625,3,operon-adjacent (synteny)
OG01627,OG01701,3,operon-adjacent (synteny)
OG01627,OG05941,3,operon-adjacent (synteny)
OG01627,OG13812,3,operon-adjacent (synteny)
OG01627,OG14876,3,operon-adjacent (synteny)
OG01628,OG13509,3,operon-adjacent (synteny)
OG00135,OG04242,3,operon-adjacent (synteny)
OG00135,OG04377,3,operon-adjacent (synteny)
OG00135,OG05398,3,operon-adjacent (synteny)
OG00135,OG06047,3,operon-adjacent (synteny)
OG00135,OG06273,3,operon-adjacent (synteny)
OG01596,OG09610,3,operon-adjacent (synteny)
OG01598,OG05300,3,operon-adjacent (synteny)
OG01598,OG05864,3,operon-adjacent (synteny)
OG00056,OG00478,3,operon-adjacent (synteny)
OG02400,OG12266,3,operon-adjacent (synteny)
OG02405,OG09367,3,operon-adjacent (synteny)
OG02406,OG02406,3,operon-adjacent (synteny)
OG02406,OG04250,3,operon-adjacent (synteny)
OG02406,OG05693,3,operon-adjacent (synteny)
OG00135,OG03244,3,operon-adjacent (synteny)
OG00135,OG03690,3,operon-adjacent (synteny)
OG00055,OG06270,3,operon-adjacent (synteny)
OG00055,OG06794,3,operon-adjacent (synteny)
OG00055,OG06953,3,operon-adjacent (synteny)
OG00055,OG13794,3,operon-adjacent (synteny)
OG00055,OG13918,3,operon-adjacent (synteny)
OG00055,OG13997,3,operon-adjacent (synteny)
OG00055,OG14742,3,operon-adjacent (synteny)
OG00055,OG14853,3,operon-adjacent (synteny)
OG00135,OG00904,3,operon-adjacent (synteny)
OG00135,OG00916,3,operon-adjacent (synteny)
OG01604,OG02342,3,operon-adjacent (synteny)
OG01605,OG03467,3,operon-adjacent (synteny)
OG01608,OG09533,3,operon-adjacent (synteny)
OG01611,OG01833,3,operon-adjacent (synteny)
OG01612,OG04355,3,operon-adjacent (synteny)
OG01613,OG03294,3,operon-adjacent (synteny)
OG01590,OG01843,3,operon-adjacent (synteny)
OG01590,OG05071,3,operon-adjacent (synteny)
OG01590,OG10096,3,operon-adjacent (synteny)
OG01592,OG02248,3,operon-adjacent (synteny)
OG00135,OG01497,3,operon-adjacent (synteny)
OG00055,OG01365,3,operon-adjacent (synteny)
OG00055,OG01445,3,operon-adjacent (synteny)
OG00055,OG01592,3,operon-adjacent (synteny)
OG01574,OG14618,3,operon-adjacent (synteny)
OG01576,OG01678,3,operon-adjacent (synteny)
OG01576,OG05235,3,operon-adjacent (synteny)
OG01577,OG05858,3,operon-adjacent (synteny)
OG01577,OG09476,3,operon-adjacent (synteny)
OG01579,OG14198,3,operon-adjacent (synteny)
OG01583,OG10718,3,operon-adjacent (synteny)
OG01588,OG11766,3,operon-adjacent (synteny)
OG02411,OG14641,3,operon-adjacent (synteny)
OG02430,OG05411,3,operon-adjacent (synteny)
OG02431,OG04199,3,operon-adjacent (synteny)
OG02433,OG16748,3,operon-adjacent (synteny)
OG02435,OG05275,3,operon-adjacent (synteny)
OG02442,OG05198,3,operon-adjacent (synteny)
OG02446,OG14620,3,operon-adjacent (synteny)
OG00055,OG01217,3,operon-adjacent (synteny)
OG01598,OG11297,3,operon-adjacent (synteny)
OG01598,OG15282,3,operon-adjacent (synteny)
OG01598,OG16333,3,operon-adjacent (synteny)
OG01602,OG04873,3,operon-adjacent (synteny)
OG01602,OG06722,3,operon-adjacent (synteny)
OG01602,OG12208,3,operon-adjacent (synteny)
OG01602,OG13035,3,operon-adjacent (synteny)
OG01602,OG13936,3,operon-adjacent (synteny)
OG01572,OG02165,3,operon-adjacent (synteny)
OG01572,OG03127,3,operon-adjacent (synteny)
OG01572,OG14070,3,operon-adjacent (synteny)
OG01541,OG13955,3,operon-adjacent (synteny)
OG01547,OG02262,3,operon-adjacent (synteny)
OG01554,OG03269,3,operon-adjacent (synteny)
OG01561,OG14057,3,operon-adjacent (synteny)
OG01561,OG14122,3,operon-adjacent (synteny)
OG00135,OG15100,3,operon-adjacent (synteny)
OG00135,OG16118,3,operon-adjacent (synteny)
OG00135,OG16821,3,operon-adjacent (synteny)
OG00136,OG01656,3,operon-adjacent (synteny)
OG01566,OG09477,3,operon-adjacent (synteny)
OG01570,OG03577,3,operon-adjacent (synteny)
OG01571,OG15485,3,operon-adjacent (synteny)
OG01572,OG01693,3,operon-adjacent (synteny)
OG02453,OG02697,3,operon-adjacent (synteny)
OG02461,OG10689,3,operon-adjacent (synteny)
OG02461,OG16923,3,operon-adjacent (synteny)
OG00135,OG13195,3,operon-adjacent (synteny)
OG00135,OG13697,3,operon-adjacent (synteny)
OG00135,OG13870,3,operon-adjacent (synteny)
OG00135,OG14027,3,operon-adjacent (synteny)
OG00135,OG14043,3,operon-adjacent (synteny)
OG00055,OG02158,3,operon-adjacent (synteny)
OG00055,OG02431,3,operon-adjacent (synteny)
OG00055,OG02477,3,operon-adjacent (synteny)
OG00055,OG02574,3,operon-adjacent (synteny)
OG00055,OG03984,3,operon-adjacent (synteny)
OG02447,OG06221,3,operon-adjacent (synteny)
OG02452,OG04342,3,operon-adjacent (synteny)
OG02452,OG05888,3,operon-adjacent (synteny)
OG00137,OG01328,3,operon-adjacent (synteny)
OG00137,OG02755,3,operon-adjacent (synteny)
OG00137,OG06973,3,operon-adjacent (synteny)
OG00140,OG01013,3,operon-adjacent (synteny)
OG00141,OG00918,3,operon-adjacent (synteny)
OG00143,OG00172,3,operon-adjacent (synteny)
OG00143,OG00250,3,operon-adjacent (synteny)
OG00143,OG00258,3,operon-adjacent (synteny)
OG02468,OG06658,3,operon-adjacent (synteny)
OG02469,OG06132,3,operon-adjacent (synteny)
OG02477,OG05683,3,operon-adjacent (synteny)
OG01534,OG14135,3,operon-adjacent (synteny)
OG01536,OG01856,3,operon-adjacent (synteny)
OG01539,OG03432,3,operon-adjacent (synteny)
OG01539,OG05392,3,operon-adjacent (synteny)
OG00136,OG15291,3,operon-adjacent (synteny)
OG00055,OG00156,3,operon-adjacent (synteny)
OG00055,OG00174,3,operon-adjacent (synteny)
OG00055,OG00176,3,operon-adjacent (synteny)
OG00055,OG00188,3,operon-adjacent (synteny)
OG00055,OG00231,3,operon-adjacent (synteny)
OG00055,OG00235,3,operon-adjacent (synteny)
OG00055,OG00245,3,operon-adjacent (synteny)
OG00055,OG00363,3,operon-adjacent (synteny)
OG01564,OG02274,3,operon-adjacent (synteny)
OG01564,OG11221,3,operon-adjacent (synteny)
OG01565,OG16831,3,operon-adjacent (synteny)
OG02464,OG05114,3,operon-adjacent (synteny)
OG02466,OG10748,3,operon-adjacent (synteny)
OG02466,OG12186,3,operon-adjacent (synteny)
OG00055,OG00061,3,operon-adjacent (synteny)
OG00055,OG00154,3,operon-adjacent (synteny)
OG01521,OG01958,3,operon-adjacent (synteny)
OG01526,OG16885,3,operon-adjacent (synteny)
OG01530,OG05149,3,operon-adjacent (synteny)
OG00143,OG00965,3,operon-adjacent (synteny)
OG00143,OG01022,3,operon-adjacent (synteny)
OG00143,OG01058,3,operon-adjacent (synteny)
OG00143,OG01098,3,operon-adjacent (synteny)
OG00143,OG01141,3,operon-adjacent (synteny)
OG02510,OG09280,3,operon-adjacent (synteny)
OG02512,OG05437,3,operon-adjacent (synteny)
OG02512,OG11757,3,operon-adjacent (synteny)
OG01519,OG03986,3,operon-adjacent (synteny)
OG01519,OG09784,3,operon-adjacent (synteny)
OG00143,OG00502,3,operon-adjacent (synteny)
OG00143,OG00666,3,operon-adjacent (synteny)
OG00143,OG00901,3,operon-adjacent (synteny)
OG02497,OG03389,3,operon-adjacent (synteny)
OG02497,OG10582,3,operon-adjacent (synteny)
OG02499,OG10702,3,operon-adjacent (synteny)
OG02503,OG02555,3,operon-adjacent (synteny)
OG02503,OG03207,3,operon-adjacent (synteny)
OG02505,OG02735,3,operon-adjacent (synteny)
OG02510,OG03886,3,operon-adjacent (synteny)
OG02510,OG07616,3,operon-adjacent (synteny)
OG01541,OG02227,3,operon-adjacent (synteny)
OG01541,OG03187,3,operon-adjacent (synteny)
OG01541,OG04043,3,operon-adjacent (synteny)
OG02479,OG03603,3,operon-adjacent (synteny)
OG02481,OG16682,3,operon-adjacent (synteny)
OG02486,OG03274,3,operon-adjacent (synteny)
OG02492,OG05263,3,operon-adjacent (synteny)
OG02497,OG03104,3,operon-adjacent (synteny)
OG01504,OG02468,3,operon-adjacent (synteny)
OG01505,OG03631,3,operon-adjacent (synteny)
OG01508,OG02929,3,operon-adjacent (synteny)
OG01509,OG03270,3,operon-adjacent (synteny)
OG01509,OG07095,3,operon-adjacent (synteny)
OG01511,OG04884,3,operon-adjacent (synteny)
OG01513,OG01677,3,operon-adjacent (synteny)
OG01513,OG02052,3,operon-adjacent (synteny)
OG00053,OG13552,3,operon-adjacent (synteny)
OG02527,OG03437,3,operon-adjacent (synteny)
OG02529,OG03569,3,operon-adjacent (synteny)
OG02533,OG03817,3,operon-adjacent (synteny)
OG02533,OG14150,3,operon-adjacent (synteny)
OG01497,OG13549,3,operon-adjacent (synteny)
OG01500,OG01987,3,operon-adjacent (synteny)
OG01500,OG05638,3,operon-adjacent (synteny)
OG01518,OG03931,3,operon-adjacent (synteny)
OG01518,OG09637,3,operon-adjacent (synteny)
OG01518,OG13788,3,operon-adjacent (synteny)
OG00053,OG01827,3,operon-adjacent (synteny)
OG00053,OG02311,3,operon-adjacent (synteny)
OG00053,OG04492,3,operon-adjacent (synteny)
OG00053,OG05619,3,operon-adjacent (synteny)
OG00053,OG11395,3,operon-adjacent (synteny)
OG00143,OG01172,3,operon-adjacent (synteny)
OG00143,OG01331,3,operon-adjacent (synteny)
OG00143,OG01396,3,operon-adjacent (synteny)
OG00143,OG01405,3,operon-adjacent (synteny)
OG00143,OG01574,3,operon-adjacent (synteny)
OG00143,OG01580,3,operon-adjacent (synteny)
OG00143,OG01598,3,operon-adjacent (synteny)
OG01513,OG09110,3,operon-adjacent (synteny)
OG00143,OG02729,3,operon-adjacent (synteny)
OG00143,OG02971,3,operon-adjacent (synteny)
OG00143,OG03184,3,operon-adjacent (synteny)
OG00143,OG03311,3,operon-adjacent (synteny)
OG00143,OG03371,3,operon-adjacent (synteny)
OG00143,OG03461,3,operon-adjacent (synteny)
OG00143,OG03503,3,operon-adjacent (synteny)
OG01491,OG11575,3,operon-adjacent (synteny)
OG00053,OG00257,3,operon-adjacent (synteny)
OG01489,OG09968,3,operon-adjacent (synteny)
OG00143,OG01612,3,operon-adjacent (synteny)
OG00143,OG01856,3,operon-adjacent (synteny)
OG00143,OG01899,3,operon-adjacent (synteny)
OG00143,OG02434,3,operon-adjacent (synteny)
OG00143,OG02446,3,operon-adjacent (synteny)
OG00143,OG02586,3,operon-adjacent (synteny)
OG02564,OG03199,3,operon-adjacent (synteny)
OG02564,OG05722,3,operon-adjacent (synteny)
OG02565,OG07112,3,operon-adjacent (synteny)
OG02566,OG05594,3,operon-adjacent (synteny)
OG02570,OG02600,3,operon-adjacent (synteny)
OG00052,OG03415,3,operon-adjacent (synteny)
OG00053,OG00102,3,operon-adjacent (synteny)
OG00053,OG00230,3,operon-adjacent (synteny)
OG01513,OG03566,3,operon-adjacent (synteny)
OG02534,OG14139,3,operon-adjacent (synteny)
OG02539,OG13367,3,operon-adjacent (synteny)
OG02540,OG14134,3,operon-adjacent (synteny)
OG02542,OG02832,3,operon-adjacent (synteny)
OG02544,OG16806,3,operon-adjacent (synteny)
OG02551,OG02580,3,operon-adjacent (synteny)
OG02552,OG14868,3,operon-adjacent (synteny)
OG00143,OG04265,3,operon-adjacent (synteny)
OG00143,OG04984,3,operon-adjacent (synteny)
OG00143,OG05439,3,operon-adjacent (synteny)
OG00143,OG05629,3,operon-adjacent (synteny)
OG00143,OG05954,3,operon-adjacent (synteny)
OG00143,OG10096,3,operon-adjacent (synteny)
OG01476,OG04041,3,operon-adjacent (synteny)
OG01478,OG03322,3,operon-adjacent (synteny)
OG02575,OG03629,3,operon-adjacent (synteny)
OG02579,OG02657,3,operon-adjacent (synteny)
OG02579,OG03778,3,operon-adjacent (synteny)
OG02579,OG04470,3,operon-adjacent (synteny)
OG02582,OG03366,3,operon-adjacent (synteny)
OG02583,OG04129,3,operon-adjacent (synteny)
OG00143,OG03916,3,operon-adjacent (synteny)
OG00143,OG04102,3,operon-adjacent (synteny)
OG00053,OG00734,3,operon-adjacent (synteny)
OG00053,OG00779,3,operon-adjacent (synteny)
OG00053,OG01000,3,operon-adjacent (synteny)
OG00053,OG01038,3,operon-adjacent (synteny)
OG00053,OG01133,3,operon-adjacent (synteny)
OG02573,OG09396,3,operon-adjacent (synteny)
OG02574,OG05800,3,operon-adjacent (synteny)
OG02575,OG03060,3,operon-adjacent (synteny)
OG01491,OG16795,3,operon-adjacent (synteny)
OG01491,OG17021,3,operon-adjacent (synteny)
OG01493,OG03770,3,operon-adjacent (synteny)
OG01493,OG09103,3,operon-adjacent (synteny)
OG00053,OG00306,3,operon-adjacent (synteny)
OG00053,OG00366,3,operon-adjacent (synteny)
OG00053,OG00445,3,operon-adjacent (synteny)
OG00053,OG00667,3,operon-adjacent (synteny)
OG01450,OG04702,3,operon-adjacent (synteny)
OG01451,OG02896,3,operon-adjacent (synteny)
OG01460,OG14634,3,operon-adjacent (synteny)
OG01464,OG01570,3,operon-adjacent (synteny)
OG01465,OG14070,3,operon-adjacent (synteny)
OG01465,OG14093,3,operon-adjacent (synteny)
OG01467,OG03230,3,operon-adjacent (synteny)
OG01470,OG05377,3,operon-adjacent (synteny)
OG02624,OG10019,3,operon-adjacent (synteny)
OG02625,OG05243,3,operon-adjacent (synteny)
OG02626,OG02666,3,operon-adjacent (synteny)
OG02631,OG04689,3,operon-adjacent (synteny)
OG01445,OG05182,3,operon-adjacent (synteny)
OG01447,OG04674,3,operon-adjacent (synteny)
OG01447,OG06387,3,operon-adjacent (synteny)
OG01448,OG04858,3,operon-adjacent (synteny)
OG02598,OG06162,3,operon-adjacent (synteny)
OG02602,OG05278,3,operon-adjacent (synteny)
OG02602,OG13780,3,operon-adjacent (synteny)
OG02603,OG09410,3,operon-adjacent (synteny)
OG02606,OG14593,3,operon-adjacent (synteny)
OG02611,OG13811,3,operon-adjacent (synteny)
OG02611,OG16945,3,operon-adjacent (synteny)
OG02618,OG13178,3,operon-adjacent (synteny)
OG01478,OG03778,3,operon-adjacent (synteny)
OG01478,OG07662,3,operon-adjacent (synteny)
OG01478,OG11220,3,operon-adjacent (synteny)
OG01479,OG05650,3,operon-adjacent (synteny)
OG02587,OG10781,3,operon-adjacent (synteny)
OG02587,OG13441,3,operon-adjacent (synteny)
OG02598,OG02634,3,operon-adjacent (synteny)
OG02598,OG02687,3,operon-adjacent (synteny)
OG00146,OG11500,3,operon-adjacent (synteny)
