deg_dataset,deg_gene_id,gene_name,cog,func_class,description,organism,refseq,condition,uniprot,gi
DEG1051,DEG10510153,pheT,-,-,"phenylalanyl-tRNA synthetase, beta subunit",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06127.1
DEG1051,DEG10510154,pheS,-,-,"phenylalanyl-tRNA synthetase, alpha-subunit",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06128.1
DEG1051,DEG10510155,rplT,-,-,50S ribosomal protein L20,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06129.1
DEG1051,DEG10510156,rpmI,-,-,50S ribosomal protein L35,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06130.1
DEG1051,DEG10510157,infC,-,-,translation initiation factor IF-3,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06131.1
DEG1051,DEG10510158,thrS,-,-,threonyl-tRNA synthetase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06132.1
DEG1051,DEG10510159,-,-,-,hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06185.1
DEG1051,DEG10510160,-,-,-,probable two-component response regulator,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06186.1
DEG1051,DEG10510161,efp,-,-,translation elongation factor P,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06239.1
DEG1051,DEG10510162,oprI,-,-,Outer membrane lipoprotein OprI precursor,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06241.1
DEG1051,DEG10510163,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06242.1
DEG1051,DEG10510164,pyrF,-,-,orotidine 5'-phosphate decarboxylase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06264.1
DEG1051,DEG10510165,-,-,-,hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06338.1
DEG1051,DEG10510166,etfA,-,-,electron transfer flavoprotein alpha-subunit,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06339.1
DEG1051,DEG10510167,etfB,-,-,electron transfer flavoprotein beta-subunit,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06340.1
DEG1051,DEG10510168,-,-,-,electron transfer flavoprotein-ubiquinone oxidoreductase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06341.1
DEG1051,DEG10510169,holB,-,-,"DNA polymerase III, delta prime subunit",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06349.1
DEG1051,DEG10510170,tmk,-,-,thymidylate kinase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06350.1
DEG1051,DEG10510171,acpP,-,-,acyl carrier protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06354.1
DEG1051,DEG10510172,fabG,-,-,3-oxoacyl-[acyl-carrier-protein] reductase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06355.1
DEG1051,DEG10510173,fabD,-,-,malonyl-CoA-[acyl-carrier-protein] transacylase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06356.1
DEG1051,DEG10510174,rpmF,-,-,50S ribosomal protein L32,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06358.1
DEG1051,DEG10510175,rne,-,-,ribonuclease E,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06364.1
DEG1051,DEG10510176,murB,-,-,UDP-N-acetylpyruvoylglucosamine reductase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06365.1
DEG1051,DEG10510177,kdsB,-,-,3-deoxy-manno-octulosonate cytidylyltransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06367.1
DEG1051,DEG10510178,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06368.1
DEG1051,DEG10510179,lpxK,-,-,tetraacyldisaccharide 4*-kinase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06369.1
DEG1051,DEG10510180,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06374.1
DEG1051,DEG10510181,-,-,-,probable ATP-binding component of ABC transporter,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06375.1
DEG1051,DEG10510182,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06376.1
DEG1051,DEG10510183,-,-,-,probable glyceraldehyde-3-phosphate dehydrogenase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06389.1
DEG1051,DEG10510184,topA,-,-,DNA topoisomerase I,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06399.1
DEG1051,DEG10510185,rmf,-,-,ribosome modulation factor,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06437.1
DEG1051,DEG10510186,pyrD,-,-,dihydroorotate dehydrogenase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06438.1
DEG1051,DEG10510187,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06476.1
DEG1051,DEG10510188,metZ,-,-,o-succinylhomoserine sulfhydrylase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06495.1
DEG1051,DEG10510189,purF,-,-,amidophosphoribosyltransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06496.1
DEG1051,DEG10510190,folC,-,-,folylpolyglutamate synthetase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06499.1
DEG1051,DEG10510191,accD,-,-,acetyl-CoA carboxylase beta subunit,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06500.1
DEG1051,DEG10510192,trpF,-,-,N-(5'phosphoribosyl)anthranilate (PRA) isomerase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06501.1
DEG1051,DEG10510193,asd,-,-,aspartate semialdehyde dehydrogenase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06505.1
DEG1051,DEG10510194,leuB,-,-,3-isopropylmalate dehydrogenase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06506.1
DEG1051,DEG10510195,leuD,-,-,3-isopropylmalate dehydratase small subunit,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06508.1
DEG1051,DEG10510196,leuC,-,-,3-isopropylmalate dehydratase large subunit,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06509.1
DEG1051,DEG10510197,gltX,-,-,glutamyl-tRNA synthetase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06522.1
DEG1051,DEG10510198,-,-,-,probable amino acid aminotransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06527.1
DEG1051,DEG10510199,wbpM,-,-,nucleotide sugar epimerase/dehydratase WbpM,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06529.1
DEG1051,DEG10510200,wbpL,-,-,glycosyltransferase WbpL,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06533.1
DEG1051,DEG10510201,wbpK,-,-,probable NAD-dependent epimerase/dehydratase WbpK,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06534.1
DEG1051,DEG10510202,wbpJ,-,-,probable glycosyl transferase WbpJ,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06535.1
DEG1051,DEG10510203,wbpI,-,-,UDP-N-acetylglucosamine 2-epimerase WbpI,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06536.1
DEG1051,DEG10510204,wbpH,-,-,probable glycosyltransferase WbpH,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06537.1
DEG1051,DEG10510205,wbpG,-,-,LPS biosynthesis protein WbpG,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06538.1
DEG1051,DEG10510206,hisF2,-,-,"imidazoleglycerol-phosphate synthase, cyclase subunit",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06539.1
DEG1051,DEG10510207,hisH2,-,-,glutamine amidotransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06540.1
DEG1051,DEG10510208,wzx,-,-,O-antigen translocase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06541.1
DEG1051,DEG10510209,wzy,-,-,B-band O-antigen polymerase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06542.1
DEG1051,DEG10510210,wbpE,-,-,"UDP-2-acetamido-2-dideoxy-d-ribo-hex-3-uluronic acid transaminase, wbpE",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06543.1
DEG1051,DEG10510211,wbpD,-,-,"UDP-2-acetamido-3-amino-2,3-dideoxy-d-glucuronic acid N-acetyltransferase, WbpD",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06544.1
DEG1051,DEG10510212,wbpB,-,-,"UDP-2-acetamido-2-deoxy-d-glucuronic acid 3-dehydrogenase, WbpB",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06546.1
DEG1051,DEG10510213,wbpA,-,-,UDP-N-acetyl-d-glucosamine 6-Dehydrogenase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06547.1
DEG1051,DEG10510214,rpsA,-,-,30S ribosomal protein S1,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06550.1
DEG1051,DEG10510215,cmk,-,-,cytidylate kinase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06551.1
DEG1051,DEG10510216,pheA,-,-,chorismate mutase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06554.1
DEG1051,DEG10510217,serC,-,-,3-phosphoserine aminotransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06555.1
DEG1051,DEG10510218,gyrA,-,-,DNA gyrase subunit A,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06556.1
DEG1051,DEG10510219,ubiG,-,-,3-demethylubiquinone-9 3-methyltransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06559.1
DEG1051,DEG10510220,minD,-,-,cell division inhibitor MinD,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06632.1
DEG1051,DEG10510221,minE,-,-,cell division topological specificity factor MinE,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06633.1
DEG1051,DEG10510222,fpr,-,-,ferredoxin--NADP+ reductase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06785.1
DEG1051,DEG10510223,-,-,-,hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06839.1
DEG1051,DEG10510224,-,-,-,probable deoxycytidine triphosphate deaminase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06868.1
DEG1051,DEG10510225,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06869.1
DEG1051,DEG10510226,metG,-,-,methionyl-tRNA synthetase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06870.1
DEG1051,DEG10510227,argG,-,-,argininosuccinate synthase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06913.1
DEG1051,DEG10510228,pyrC,-,-,dihydroorotase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06915.1
DEG1051,DEG10510229,argF,-,-,"ornithine carbamoyltransferase, anabolic",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06925.1
DEG1051,DEG10510230,glpD,-,-,glycerol-3-phosphate dehydrogenase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG06972.1
DEG1051,DEG10510231,fdxA,-,-,ferredoxin I,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07009.1
DEG1051,DEG10510232,ygbB,-,-,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07015.1
DEG1051,DEG10510233,ygbP,-,-,4-diphosphocytidyl-2-C-methylerythritol synthase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07021.1
DEG1051,DEG10510234,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07022.1
DEG1051,DEG10510235,eno,-,-,enolase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07023.1
DEG1051,DEG10510236,kdsA,-,-,2-dehydro-3-deoxyphosphooctonate aldolase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07024.1
DEG1051,DEG10510237,pyrG,-,-,CTP synthase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07025.1
DEG1051,DEG10510238,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07026.1
DEG1051,DEG10510239,accA,-,-,acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit),Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07027.1
DEG1051,DEG10510240,dnaE,-,-,"DNA polymerase III, alpha chain",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07028.1
DEG1051,DEG10510241,lpxB,-,-,lipid A-disaccharide synthase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07031.1
DEG1051,DEG10510242,lpxA,-,-,UDP-N-acetylglucosamine acyltransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07032.1
DEG1051,DEG10510243,fabZ,-,-,(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07033.1
DEG1051,DEG10510244,lpxD,-,-,UDP-3-O-[3-hydroxylauroyl] glucosamine N-acyltransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07034.1
DEG1051,DEG10510245,-,-,-,probable outer membrane protein precursor,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07035.1
DEG1051,DEG10510246,opr86,-,-,outer membrane protein Opr86,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07036.1
DEG1051,DEG10510247,dxr,-,-,1-deoxy-d-xylulose 5-phosphate reductoisomerase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07038.1
DEG1051,DEG10510248,cdsA,-,-,phosphatidate cytidylyltransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07039.1
DEG1051,DEG10510249,uppS,-,-,undecaprenyl pyrophosphate synthetase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07040.1
DEG1051,DEG10510250,frr,-,-,ribosome recycling factor,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07041.1
DEG1051,DEG10510251,pyrH,-,-,uridylate kinase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07042.1
DEG1051,DEG10510252,tsf,-,-,elongation factor Ts,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07043.1
DEG1051,DEG10510253,rpsB,-,-,30S ribosomal protein S2,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07044.1
DEG1051,DEG10510254,dapD,-,-,tetrahydrodipicolinate succinylase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07054.1
DEG1051,DEG10510255,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07073.1
DEG1051,DEG10510256,adk,-,-,adenylate kinase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07074.1
DEG1051,DEG10510257,lysS,-,-,lysyl-tRNA synthetase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07088.1
DEG1051,DEG10510258,prfB,-,-,peptide chain release factor I,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: ADN93061.1
DEG1051,DEG10510259,wspF,-,-,probable methylesterase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07090.1
DEG1051,DEG10510260,thrC,-,-,threonine synthase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07122.1
DEG1051,DEG10510261,hom,-,-,homoserine dehydrogenase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07123.1
DEG1051,DEG10510262,rplS,-,-,50S ribosomal protein L19,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07129.1
DEG1051,DEG10510263,rimM,-,-,16S rRNA processing protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07131.1
DEG1051,DEG10510264,rpsP,-,-,30S ribosomal protein S16,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07132.1
DEG1051,DEG10510265,ffh,-,-,signal recognition particle protein Ffh,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07133.1
DEG1051,DEG10510266,purL,-,-,phosphoribosylformylglycinamidine synthase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07150.1
DEG1051,DEG10510267,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07154.1
DEG1051,DEG10510268,guaA,-,-,GMP synthase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07156.1
DEG1051,DEG10510269,guaB,-,-,inosine-5'-monophosphate dehydrogenase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07157.1
DEG1051,DEG10510270,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07186.1
DEG1051,DEG10510271,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07187.1
DEG1051,DEG10510272,hisS,-,-,histidyl-tRNA synthetase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07189.1
DEG1051,DEG10510273,gcpE,-,-,probable isoprenoid biosynthetic protein GcpE,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07190.1
DEG1051,DEG10510274,fdx2,-,-,ferredoxin (2Fe-2S),Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07196.1
DEG1051,DEG10510275,hscA,-,-,heat shock protein HscA,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07197.1
DEG1051,DEG10510276,hscB,-,-,heat shock protein HscB,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07198.1
DEG1051,DEG10510277,iscA,-,-,probable iron-binding protein IscA,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07199.1
