organism,locus_tag,og_id,pident
deg_Shewanella_oneidensis_MR_1,SO_RS18210,OG00542,58.1
deg_Shewanella_oneidensis_MR_1,SO_RS19665,OG01171,46.6
deg_Shewanella_oneidensis_MR_1,SO_RS18125,OG06413,30.9
deg_Shewanella_oneidensis_MR_1,SO_RS19235,OG01637,32.6
deg_Shewanella_oneidensis_MR_1,SO_RS20410,OG04927,36.1
deg_Shewanella_oneidensis_MR_1,SO_RS21410,OG01450,48.7
deg_Shewanella_oneidensis_MR_1,SO_RS00465,OG02953,30.7
deg_Shewanella_oneidensis_MR_1,SO_RS02775,OG04047,31.8
deg_Shewanella_oneidensis_MR_1,SO_RS04115,OG02547,47.7
deg_Shewanella_oneidensis_MR_1,SO_RS05600,OG00167,34.6
deg_Shewanella_oneidensis_MR_1,SO_RS05760,OG02518,48.6
deg_Shewanella_oneidensis_MR_1,SO_RS02020,OG01340,46.1
deg_Shewanella_oneidensis_MR_1,SO_RS03000,OG02757,42.3
deg_Shewanella_oneidensis_MR_1,SO_RS06580,OG12068,35.4
deg_Shewanella_oneidensis_MR_1,SO_RS07055,OG03481,42.8
deg_Shewanella_oneidensis_MR_1,SO_RS11270,OG05141,30.3
deg_Shewanella_oneidensis_MR_1,SO_RS18190,OG02507,32.4
deg_Shewanella_oneidensis_MR_1,SO_RS19645,OG07967,38.0
deg_Shewanella_oneidensis_MR_1,SO_RS08685,OG02687,48.9
deg_Shewanella_oneidensis_MR_1,SO_RS10435,OG00946,71.3
deg_Shewanella_oneidensis_MR_1,SO_RS11090,OG05443,37.0
deg_Shewanella_oneidensis_MR_1,SO_RS19625,OG03184,35.6
deg_Shewanella_oneidensis_MR_1,SO_RS02500,OG14540,30.8
deg_Shewanella_oneidensis_MR_1,SO_RS18670,OG01419,32.6
deg_Shewanella_oneidensis_MR_1,SO_RS17415,OG02900,58.1
deg_Shewanella_oneidensis_MR_1,SO_RS19315,OG01646,47.6
deg_Shewanella_oneidensis_MR_1,SO_RS18525,OG01743,31.8
deg_Shewanella_oneidensis_MR_1,SO_RS21165,OG00148,30.7
deg_Shewanella_oneidensis_MR_1,SO_RS03205,OG05387,42.9
deg_Shewanella_oneidensis_MR_1,SO_RS04160,OG00803,54.6
deg_Shewanella_oneidensis_MR_1,SO_RS04800,OG00196,60.1
deg_Shewanella_oneidensis_MR_1,SO_RS09205,OG01890,33.8
deg_Shewanella_oneidensis_MR_1,SO_RS10645,OG06568,42.0
deg_Shewanella_oneidensis_MR_1,SO_RS11810,OG01419,35.5
deg_Shewanella_oneidensis_MR_1,SO_RS15580,OG00572,35.4
deg_Shewanella_oneidensis_MR_1,SO_RS14260,OG02566,36.0
deg_Shewanella_oneidensis_MR_1,SO_RS19985,OG01703,46.7
deg_Shewanella_oneidensis_MR_1,SO_RS20815,OG05958,31.3
deg_Shewanella_oneidensis_MR_1,SO_RS19715,OG02328,46.4
deg_Shewanella_oneidensis_MR_1,SO_RS20375,OG05443,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS00095,OG01931,67.5
deg_Shewanella_oneidensis_MR_1,SO_RS01125,OG00440,52.0
deg_Shewanella_oneidensis_MR_1,SO_RS08085,OG05776,43.7
deg_Shewanella_oneidensis_MR_1,SO_RS09420,OG00869,43.4
deg_Shewanella_oneidensis_MR_1,SO_RS12025,OG01679,30.7
deg_Shewanella_oneidensis_MR_1,SO_RS17725,OG02223,30.5
deg_Shewanella_oneidensis_MR_1,SO_RS20780,OG01803,36.5
deg_Shewanella_oneidensis_MR_1,SO_RS17420,OG02884,51.5
deg_Shewanella_oneidensis_MR_1,SO_RS20635,OG01059,30.7
deg_Shewanella_oneidensis_MR_1,SO_RS10560,OG00281,72.8
deg_Shewanella_oneidensis_MR_1,SO_RS12885,OG01520,47.9
deg_Shewanella_oneidensis_MR_1,SO_RS11730,OG15168,48.8
deg_Shewanella_oneidensis_MR_1,SO_RS12900,OG00308,57.6
deg_Shewanella_oneidensis_MR_1,SO_RS07575,OG02538,50.6
deg_Shewanella_oneidensis_MR_1,SO_RS11165,OG02485,60.9
deg_Shewanella_oneidensis_MR_1,SO_RS13000,OG02091,36.0
deg_Shewanella_oneidensis_MR_1,SO_RS16660,OG01170,30.1
deg_Shewanella_oneidensis_MR_1,SO_RS20385,OG00245,37.0
deg_Shewanella_oneidensis_MR_1,SO_RS22040,OG00474,47.7
deg_Shewanella_oneidensis_MR_1,SO_RS01310,OG03447,40.3
deg_Shewanella_oneidensis_MR_1,SO_RS01650,OG01167,62.0
deg_Shewanella_oneidensis_MR_1,SO_RS02770,OG01051,30.7
deg_Shewanella_oneidensis_MR_1,SO_RS09020,OG00515,34.1
deg_Shewanella_oneidensis_MR_1,SO_RS12100,OG00567,62.8
deg_Shewanella_oneidensis_MR_1,SO_RS15235,OG02287,31.8
deg_Shewanella_oneidensis_MR_1,SO_RS00080,OG02115,51.4
deg_Shewanella_oneidensis_MR_1,SO_RS00905,OG00618,49.7
deg_Shewanella_oneidensis_MR_1,SO_RS16825,OG00617,45.8
deg_Shewanella_oneidensis_MR_1,SO_RS20210,OG00843,52.1
deg_Shewanella_oneidensis_MR_1,SO_RS19090,OG02850,30.5
deg_Shewanella_oneidensis_MR_1,SO_RS22070,OG02473,44.9
deg_Shewanella_oneidensis_MR_1,SO_RS00315,OG15204,37.4
deg_Shewanella_oneidensis_MR_1,SO_RS08665,OG05443,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS12910,OG00718,53.8
deg_Shewanella_oneidensis_MR_1,SO_RS14505,OG01509,42.0
deg_Shewanella_oneidensis_MR_1,SO_RS19940,OG02685,34.4
deg_Shewanella_oneidensis_MR_1,SO_RS21620,OG01059,32.2
deg_Shewanella_oneidensis_MR_1,SO_RS03975,OG01217,71.0
deg_Shewanella_oneidensis_MR_1,SO_RS10130,OG02036,47.8
deg_Shewanella_oneidensis_MR_1,SO_RS10780,OG00929,48.7
deg_Shewanella_oneidensis_MR_1,SO_RS15710,OG01057,32.2
deg_Shewanella_oneidensis_MR_1,SO_RS02095,OG02492,58.4
deg_Shewanella_oneidensis_MR_1,SO_RS04040,OG01987,36.0
deg_Shewanella_oneidensis_MR_1,SO_RS03735,OG12415,32.7
deg_Shewanella_oneidensis_MR_1,SO_RS04525,OG03681,40.2
deg_Shewanella_oneidensis_MR_1,SO_RS05690,OG03356,58.3
deg_Shewanella_oneidensis_MR_1,SO_RS06660,OG14000,30.3
deg_Shewanella_oneidensis_MR_1,SO_RS10375,OG01277,42.9
deg_Shewanella_oneidensis_MR_1,SO_RS11695,OG01085,34.1
deg_Shewanella_oneidensis_MR_1,SO_RS01440,OG00921,59.7
deg_Shewanella_oneidensis_MR_1,SO_RS15795,OG00587,36.9
deg_Shewanella_oneidensis_MR_1,SO_RS19700,OG01614,43.2
deg_Shewanella_oneidensis_MR_1,SO_RS18370,OG05443,41.1
deg_Shewanella_oneidensis_MR_1,SO_RS17455,OG03229,67.7
deg_Shewanella_oneidensis_MR_1,SO_RS18725,OG00120,66.8
deg_Shewanella_oneidensis_MR_1,SO_RS03890,OG03294,43.7
deg_Shewanella_oneidensis_MR_1,SO_RS15940,OG03430,51.7
deg_Shewanella_oneidensis_MR_1,SO_RS16460,OG05443,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS20660,OG00772,36.3
deg_Shewanella_oneidensis_MR_1,SO_RS16810,OG03724,60.3
deg_Shewanella_oneidensis_MR_1,SO_RS17450,OG02991,39.0
deg_Shewanella_oneidensis_MR_1,SO_RS01140,OG00092,48.3
deg_Shewanella_oneidensis_MR_1,SO_RS02285,OG01941,38.7
deg_Shewanella_oneidensis_MR_1,SO_RS00940,OG00823,41.3
deg_Shewanella_oneidensis_MR_1,SO_RS05545,OG02741,38.3
deg_Shewanella_oneidensis_MR_1,SO_RS07000,OG00575,44.5
deg_Shewanella_oneidensis_MR_1,SO_RS12895,OG00302,30.5
deg_Shewanella_oneidensis_MR_1,SO_RS14005,OG02534,42.0
deg_Shewanella_oneidensis_MR_1,SO_RS14695,OG01063,56.5
deg_Shewanella_oneidensis_MR_1,SO_RS05650,OG01679,33.4
deg_Shewanella_oneidensis_MR_1,SO_RS21510,OG01046,60.0
deg_Shewanella_oneidensis_MR_1,SO_RS01095,OG01944,73.0
deg_Shewanella_oneidensis_MR_1,SO_RS01255,OG02528,56.0
deg_Shewanella_oneidensis_MR_1,SO_RS01915,OG00413,36.0
deg_Shewanella_oneidensis_MR_1,SO_RS16715,OG01467,57.9
deg_Shewanella_oneidensis_MR_1,SO_RS18315,OG00742,48.6
deg_Shewanella_oneidensis_MR_1,SO_RS00150,OG00734,35.6
deg_Shewanella_oneidensis_MR_1,SO_RS02860,OG01317,45.0
deg_Shewanella_oneidensis_MR_1,SO_RS05630,OG03807,40.2
deg_Shewanella_oneidensis_MR_1,SO_RS07540,OG02686,38.8
deg_Shewanella_oneidensis_MR_1,SO_RS21400,OG00530,42.9
deg_Shewanella_oneidensis_MR_1,SO_RS02605,OG15413,39.5
deg_Shewanella_oneidensis_MR_1,SO_RS02765,OG01875,41.5
deg_Shewanella_oneidensis_MR_1,SO_RS02945,OG10770,31.8
deg_Shewanella_oneidensis_MR_1,SO_RS16365,OG01160,37.1
deg_Shewanella_oneidensis_MR_1,SO_RS18455,OG02094,41.8
deg_Shewanella_oneidensis_MR_1,SO_RS09875,OG03026,38.4
deg_Shewanella_oneidensis_MR_1,SO_RS12645,OG00975,33.0
deg_Shewanella_oneidensis_MR_1,SO_RS16150,OG00082,33.4
deg_Shewanella_oneidensis_MR_1,SO_RS20670,OG02715,31.2
deg_Shewanella_oneidensis_MR_1,SO_RS00415,OG00666,50.0
deg_Shewanella_oneidensis_MR_1,SO_RS16515,OG01348,48.2
deg_Shewanella_oneidensis_MR_1,SO_RS17805,OG05443,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS19890,OG02228,34.8
deg_Shewanella_oneidensis_MR_1,SO_RS11210,OG00434,34.7
deg_Shewanella_oneidensis_MR_1,SO_RS05550,OG02510,37.4
deg_Shewanella_oneidensis_MR_1,SO_RS06210,OG02317,51.8
deg_Shewanella_oneidensis_MR_1,SO_RS08285,OG13949,34.4
deg_Shewanella_oneidensis_MR_1,SO_RS20090,OG05766,31.3
deg_Shewanella_oneidensis_MR_1,SO_RS02790,OG03710,30.4
deg_Shewanella_oneidensis_MR_1,SO_RS06070,OG03034,30.4
deg_Shewanella_oneidensis_MR_1,SO_RS06410,OG05274,51.8
deg_Shewanella_oneidensis_MR_1,SO_RS06255,OG00097,53.0
deg_Shewanella_oneidensis_MR_1,SO_RS06585,OG04990,35.1
deg_Shewanella_oneidensis_MR_1,SO_RS21405,OG00314,41.6
deg_Shewanella_oneidensis_MR_1,SO_RS01150,OG02088,37.3
deg_Shewanella_oneidensis_MR_1,SO_RS09600,OG01955,33.7
deg_Shewanella_oneidensis_MR_1,SO_RS10405,OG00240,38.6
deg_Shewanella_oneidensis_MR_1,SO_RS10900,OG02699,44.1
deg_Shewanella_oneidensis_MR_1,SO_RS11215,OG13299,37.0
deg_Shewanella_oneidensis_MR_1,SO_RS17880,OG00044,31.9
deg_Shewanella_oneidensis_MR_1,SO_RS19150,OG03085,76.0
deg_Shewanella_oneidensis_MR_1,SO_RS15110,OG00274,38.7
deg_Shewanella_oneidensis_MR_1,SO_RS02805,OG01094,59.3
deg_Shewanella_oneidensis_MR_1,SO_RS04750,OG00639,39.4
deg_Shewanella_oneidensis_MR_1,SO_RS09505,OG01663,39.1
deg_Shewanella_oneidensis_MR_1,SO_RS10960,OG03497,47.3
deg_Shewanella_oneidensis_MR_1,SO_RS08890,OG01196,69.9
deg_Shewanella_oneidensis_MR_1,SO_RS20650,OG03140,40.9
deg_Shewanella_oneidensis_MR_1,SO_RS21020,OG15628,30.9
deg_Shewanella_oneidensis_MR_1,SO_RS21655,OG02214,64.9
deg_Shewanella_oneidensis_MR_1,SO_RS14405,OG01545,31.5
deg_Shewanella_oneidensis_MR_1,SO_RS16135,OG05443,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS17440,OG02634,43.4
deg_Shewanella_oneidensis_MR_1,SO_RS08800,OG03908,46.8
deg_Shewanella_oneidensis_MR_1,SO_RS06040,OG01392,32.2
deg_Shewanella_oneidensis_MR_1,SO_RS07465,OG05443,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS08100,OG05443,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS11715,OG13830,40.1
deg_Shewanella_oneidensis_MR_1,SO_RS04080,OG01252,52.9
deg_Shewanella_oneidensis_MR_1,SO_RS06055,OG00743,67.2
deg_Shewanella_oneidensis_MR_1,SO_RS17050,OG01765,48.2
deg_Shewanella_oneidensis_MR_1,SO_RS11085,OG03784,47.5
deg_Shewanella_oneidensis_MR_1,SO_RS13425,OG02598,44.1
deg_Shewanella_oneidensis_MR_1,SO_RS16070,OG02371,42.7
deg_Shewanella_oneidensis_MR_1,SO_RS20965,OG05532,36.6
deg_Shewanella_oneidensis_MR_1,SO_RS02810,OG01005,59.7
deg_Shewanella_oneidensis_MR_1,SO_RS20645,OG01767,49.6
deg_Shewanella_oneidensis_MR_1,SO_RS19520,OG02771,58.2
deg_Shewanella_oneidensis_MR_1,SO_RS02705,OG03403,54.9
deg_Shewanella_oneidensis_MR_1,SO_RS10845,OG02475,47.3
deg_Shewanella_oneidensis_MR_1,SO_RS12640,OG01850,67.1
deg_Shewanella_oneidensis_MR_1,SO_RS14415,OG00948,50.5
deg_Shewanella_oneidensis_MR_1,SO_RS09890,OG02521,32.8
deg_Shewanella_oneidensis_MR_1,SO_RS14290,OG00297,66.3
deg_Shewanella_oneidensis_MR_1,SO_RS16645,OG01748,33.9
deg_Shewanella_oneidensis_MR_1,SO_RS02880,OG01601,35.9
deg_Shewanella_oneidensis_MR_1,SO_RS10990,OG05046,30.3
deg_Shewanella_oneidensis_MR_1,SO_RS12985,OG00218,33.8
deg_Shewanella_oneidensis_MR_1,SO_RS03635,OG13601,31.2
deg_Shewanella_oneidensis_MR_1,SO_RS06250,OG01181,48.7
deg_Shewanella_oneidensis_MR_1,SO_RS02185,OG05492,58.7
deg_Shewanella_oneidensis_MR_1,SO_RS03330,OG00446,52.1
deg_Shewanella_oneidensis_MR_1,SO_RS03645,OG00021,59.2
deg_Shewanella_oneidensis_MR_1,SO_RS05240,OG00257,40.8
deg_Shewanella_oneidensis_MR_1,SO_RS00685,OG00656,51.8
deg_Shewanella_oneidensis_MR_1,SO_RS00845,OG04583,40.9
deg_Shewanella_oneidensis_MR_1,SO_RS05095,OG03686,78.1
deg_Shewanella_oneidensis_MR_1,SO_RS20995,OG05123,42.0
deg_Shewanella_oneidensis_MR_1,SO_RS00190,OG02503,62.4
deg_Shewanella_oneidensis_MR_1,SO_RS02655,OG04026,45.0
deg_Shewanella_oneidensis_MR_1,SO_RS05085,OG01029,51.0
deg_Shewanella_oneidensis_MR_1,SO_RS05405,OG01521,35.6
deg_Shewanella_oneidensis_MR_1,SO_RS06900,OG01413,79.0
deg_Shewanella_oneidensis_MR_1,SO_RS08335,OG02430,46.3
deg_Shewanella_oneidensis_MR_1,SO_RS01205,OG01492,78.9
deg_Shewanella_oneidensis_MR_1,SO_RS01380,OG02262,41.8
deg_Shewanella_oneidensis_MR_1,SO_RS10625,OG00368,37.7
deg_Shewanella_oneidensis_MR_1,SO_RS12110,OG01237,59.2
deg_Shewanella_oneidensis_MR_1,SO_RS01725,OG02175,73.3
deg_Shewanella_oneidensis_MR_1,SO_RS02045,OG00146,56.5
deg_Shewanella_oneidensis_MR_1,SO_RS03355,OG05443,52.5
deg_Shewanella_oneidensis_MR_1,SO_RS21150,OG05766,36.5
deg_Shewanella_oneidensis_MR_1,SO_RS02855,OG00455,42.8
deg_Shewanella_oneidensis_MR_1,SO_RS16470,OG02637,37.0
deg_Shewanella_oneidensis_MR_1,SO_RS17135,OG01465,47.4
deg_Shewanella_oneidensis_MR_1,SO_RS18400,OG03534,71.0
deg_Shewanella_oneidensis_MR_1,SO_RS19695,OG00344,49.2
deg_Shewanella_oneidensis_MR_1,SO_RS08310,OG03953,44.7
deg_Shewanella_oneidensis_MR_1,SO_RS09790,OG05765,32.0
deg_Shewanella_oneidensis_MR_1,SO_RS15370,OG00290,39.8
deg_Shewanella_oneidensis_MR_1,SO_RS16230,OG01279,60.0
deg_Shewanella_oneidensis_MR_1,SO_RS19465,OG00006,36.2
deg_Shewanella_oneidensis_MR_1,SO_RS20465,OG00496,49.2
deg_Shewanella_oneidensis_MR_1,SO_RS00025,OG01824,58.0
deg_Shewanella_oneidensis_MR_1,SO_RS01215,OG01241,73.1
deg_Shewanella_oneidensis_MR_1,SO_RS06860,OG02412,33.7
deg_Shewanella_oneidensis_MR_1,SO_RS08120,OG01301,30.6
deg_Shewanella_oneidensis_MR_1,SO_RS09455,OG05141,35.9
deg_Shewanella_oneidensis_MR_1,SO_RS10580,OG15316,60.6
deg_Shewanella_oneidensis_MR_1,SO_RS14495,OG01822,32.0
deg_Shewanella_oneidensis_MR_1,SO_RS16545,OG03498,37.3
deg_Shewanella_oneidensis_MR_1,SO_RS17690,OG02320,38.0
deg_Shewanella_oneidensis_MR_1,SO_RS12175,OG02463,31.0
deg_Shewanella_oneidensis_MR_1,SO_RS14130,OG13817,30.3
deg_Shewanella_oneidensis_MR_1,SO_RS10390,OG01837,32.1
deg_Shewanella_oneidensis_MR_1,SO_RS11550,OG02627,58.6
deg_Shewanella_oneidensis_MR_1,SO_RS12035,OG01400,30.2
deg_Shewanella_oneidensis_MR_1,SO_RS05065,OG00524,43.0
deg_Shewanella_oneidensis_MR_1,SO_RS07190,OG02564,64.6
deg_Shewanella_oneidensis_MR_1,SO_RS14735,OG06413,37.4
deg_Shewanella_oneidensis_MR_1,SO_RS16850,OG05443,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS06855,OG00766,37.5
deg_Shewanella_oneidensis_MR_1,SO_RS07480,OG02248,41.6
deg_Shewanella_oneidensis_MR_1,SO_RS08455,OG05753,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS10410,OG01480,55.7
deg_Shewanella_oneidensis_MR_1,SO_RS00135,OG03476,40.4
deg_Shewanella_oneidensis_MR_1,SO_RS03610,OG04862,31.0
deg_Shewanella_oneidensis_MR_1,SO_RS05840,OG01216,36.1
deg_Shewanella_oneidensis_MR_1,SO_RS05170,OG04717,30.2
deg_Shewanella_oneidensis_MR_1,SO_RS12575,OG01539,46.2
deg_Shewanella_oneidensis_MR_1,SO_RS17850,OG02027,40.3
deg_Shewanella_oneidensis_MR_1,SO_RS04310,OG03060,56.2
deg_Shewanella_oneidensis_MR_1,SO_RS15415,OG01743,30.4
deg_Shewanella_oneidensis_MR_1,SO_RS05875,OG03178,32.5
deg_Shewanella_oneidensis_MR_1,SO_RS07940,OG02180,62.9
deg_Shewanella_oneidensis_MR_1,SO_RS21875,OG05443,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS01320,OG01741,34.5
deg_Shewanella_oneidensis_MR_1,SO_RS18510,OG06694,44.6
deg_Shewanella_oneidensis_MR_1,SO_RS18980,OG00041,52.6
deg_Shewanella_oneidensis_MR_1,SO_RS20305,OG01353,37.9
deg_Shewanella_oneidensis_MR_1,SO_RS15575,OG02819,40.7
deg_Shewanella_oneidensis_MR_1,SO_RS20655,OG00835,54.3
deg_Shewanella_oneidensis_MR_1,SO_RS00060,OG00349,42.3
deg_Shewanella_oneidensis_MR_1,SO_RS02555,OG00790,40.5
deg_Shewanella_oneidensis_MR_1,SO_RS04980,OG04606,52.7
deg_Shewanella_oneidensis_MR_1,SO_RS05995,OG00683,34.0
deg_Shewanella_oneidensis_MR_1,SO_RS08835,OG03598,59.7
deg_Shewanella_oneidensis_MR_1,SO_RS10430,OG05443,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS14190,OG03789,43.5
deg_Shewanella_oneidensis_MR_1,SO_RS12090,OG02590,45.4
deg_Shewanella_oneidensis_MR_1,SO_RS08135,OG02781,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS10115,OG02307,34.2
deg_Shewanella_oneidensis_MR_1,SO_RS15690,OG02985,46.7
deg_Shewanella_oneidensis_MR_1,SO_RS18395,OG04003,56.9
deg_Shewanella_oneidensis_MR_1,SO_RS20195,OG01592,45.0
deg_Shewanella_oneidensis_MR_1,SO_RS07915,OG00488,35.1
deg_Shewanella_oneidensis_MR_1,SO_RS08935,OG02896,46.7
deg_Shewanella_oneidensis_MR_1,SO_RS13360,OG03091,64.4
deg_Shewanella_oneidensis_MR_1,SO_RS16990,OG01605,48.0
deg_Shewanella_oneidensis_MR_1,SO_RS03490,OG03345,41.9
deg_Shewanella_oneidensis_MR_1,SO_RS17720,OG02051,40.5
deg_Shewanella_oneidensis_MR_1,SO_RS20775,OG14456,33.1
deg_Shewanella_oneidensis_MR_1,SO_RS01285,OG02356,38.4
deg_Shewanella_oneidensis_MR_1,SO_RS02430,OG00675,31.6
deg_Shewanella_oneidensis_MR_1,SO_RS04850,OG01910,53.3
deg_Shewanella_oneidensis_MR_1,SO_RS11720,OG05743,31.4
deg_Shewanella_oneidensis_MR_1,SO_RS11100,OG02079,45.0
deg_Shewanella_oneidensis_MR_1,SO_RS12785,OG01460,59.1
deg_Shewanella_oneidensis_MR_1,SO_RS15225,OG05230,34.3
deg_Shewanella_oneidensis_MR_1,SO_RS07685,OG03856,54.5
deg_Shewanella_oneidensis_MR_1,SO_RS09025,OG00000,41.1
deg_Shewanella_oneidensis_MR_1,SO_RS15595,OG03121,62.6
deg_Shewanella_oneidensis_MR_1,SO_RS02710,OG00506,40.2
deg_Shewanella_oneidensis_MR_1,SO_RS04975,OG05002,44.3
deg_Shewanella_oneidensis_MR_1,SO_RS19475,OG01679,30.1
deg_Shewanella_oneidensis_MR_1,SO_RS20630,OG05450,39.0
deg_Shewanella_oneidensis_MR_1,SO_RS21795,OG05998,36.7
deg_Shewanella_oneidensis_MR_1,SO_RS22130,OG02568,68.9
deg_Shewanella_oneidensis_MR_1,SO_RS06935,OG00268,48.9
deg_Shewanella_oneidensis_MR_1,SO_RS10335,OG14986,38.8
deg_Shewanella_oneidensis_MR_1,SO_RS11980,OG02384,52.9
deg_Shewanella_oneidensis_MR_1,SO_RS18805,OG00687,32.4
deg_Shewanella_oneidensis_MR_1,SO_RS21130,OG04897,38.4
deg_Shewanella_oneidensis_MR_1,SO_RS13600,OG02611,52.8
deg_Shewanella_oneidensis_MR_1,SO_RS15885,OG00702,41.3
deg_Shewanella_oneidensis_MR_1,SO_RS11280,OG01530,40.2
deg_Shewanella_oneidensis_MR_1,SO_RS13300,OG01931,31.4
deg_Shewanella_oneidensis_MR_1,SO_RS08720,OG04611,34.9
deg_Shewanella_oneidensis_MR_1,SO_RS10810,OG00650,43.8
deg_Shewanella_oneidensis_MR_1,SO_RS19960,OG00898,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS20475,OG02267,51.9
deg_Shewanella_oneidensis_MR_1,SO_RS21955,OG01684,44.8
deg_Shewanella_oneidensis_MR_1,SO_RS00040,OG01477,48.0
deg_Shewanella_oneidensis_MR_1,SO_RS01730,OG01958,52.9
deg_Shewanella_oneidensis_MR_1,SO_RS02535,OG02409,49.5
deg_Shewanella_oneidensis_MR_1,SO_RS08330,OG00524,40.2
deg_Shewanella_oneidensis_MR_1,SO_RS11945,OG02647,44.9
deg_Shewanella_oneidensis_MR_1,SO_RS03660,OG02610,36.1
deg_Shewanella_oneidensis_MR_1,SO_RS08575,OG15402,33.4
deg_Shewanella_oneidensis_MR_1,SO_RS10345,OG00816,39.1
deg_Shewanella_oneidensis_MR_1,SO_RS21520,OG00245,64.6
deg_Shewanella_oneidensis_MR_1,SO_RS00740,OG02380,34.4
deg_Shewanella_oneidensis_MR_1,SO_RS05150,OG05967,56.8
deg_Shewanella_oneidensis_MR_1,SO_RS10325,OG02078,51.3
deg_Shewanella_oneidensis_MR_1,SO_RS12130,OG00609,38.7
deg_Shewanella_oneidensis_MR_1,SO_RS15920,OG03959,54.6
deg_Shewanella_oneidensis_MR_1,SO_RS08745,OG00447,49.0
deg_Shewanella_oneidensis_MR_1,SO_RS11145,OG01797,53.7
deg_Shewanella_oneidensis_MR_1,SO_RS12140,OG02357,39.0
deg_Shewanella_oneidensis_MR_1,SO_RS12980,OG01952,38.8
deg_Shewanella_oneidensis_MR_1,SO_RS17985,OG01021,35.9
deg_Shewanella_oneidensis_MR_1,SO_RS22075,OG02483,69.3
deg_Shewanella_oneidensis_MR_1,SO_RS02475,OG14927,33.4
deg_Shewanella_oneidensis_MR_1,SO_RS04810,OG00305,31.5
deg_Shewanella_oneidensis_MR_1,SO_RS05820,OG02533,71.3
deg_Shewanella_oneidensis_MR_1,SO_RS08920,OG00146,34.2
deg_Shewanella_oneidensis_MR_1,SO_RS10040,OG03119,38.7
deg_Shewanella_oneidensis_MR_1,SO_RS01680,OG13748,30.3
deg_Shewanella_oneidensis_MR_1,SO_RS02000,OG01312,51.0
deg_Shewanella_oneidensis_MR_1,SO_RS22095,OG01138,71.1
deg_Shewanella_oneidensis_MR_1,SO_RS00160,OG01324,57.4
deg_Shewanella_oneidensis_MR_1,SO_RS02050,OG01331,65.2
deg_Shewanella_oneidensis_MR_1,SO_RS06130,OG00438,33.7
deg_Shewanella_oneidensis_MR_1,SO_RS06925,OG00807,50.9
deg_Shewanella_oneidensis_MR_1,SO_RS07550,OG01131,55.5
deg_Shewanella_oneidensis_MR_1,SO_RS04490,OG00448,37.8
deg_Shewanella_oneidensis_MR_1,SO_RS05450,OG01737,54.6
deg_Shewanella_oneidensis_MR_1,SO_RS09695,OG00127,42.4
deg_Shewanella_oneidensis_MR_1,SO_RS13650,OG05250,50.0
deg_Shewanella_oneidensis_MR_1,SO_RS01985,OG01161,60.0
deg_Shewanella_oneidensis_MR_1,SO_RS15055,OG01668,30.6
deg_Shewanella_oneidensis_MR_1,SO_RS15880,OG01517,35.7
deg_Shewanella_oneidensis_MR_1,SO_RS16560,OG03062,52.0
deg_Shewanella_oneidensis_MR_1,SO_RS14075,OG02659,71.8
deg_Shewanella_oneidensis_MR_1,SO_RS21640,OG11855,33.3
deg_Shewanella_oneidensis_MR_1,SO_RS21390,OG03870,33.6
deg_Shewanella_oneidensis_MR_1,SO_RS00610,OG01500,35.8
deg_Shewanella_oneidensis_MR_1,SO_RS07460,OG00795,52.5
deg_Shewanella_oneidensis_MR_1,SO_RS11420,OG01420,65.7
deg_Shewanella_oneidensis_MR_1,SO_RS13760,OG05927,34.2
deg_Shewanella_oneidensis_MR_1,SO_RS16095,OG05443,40.0
deg_Shewanella_oneidensis_MR_1,SO_RS05455,OG00873,77.8
deg_Shewanella_oneidensis_MR_1,SO_RS07570,OG02343,45.9
deg_Shewanella_oneidensis_MR_1,SO_RS08910,OG01384,53.2
deg_Shewanella_oneidensis_MR_1,SO_RS07740,OG00366,36.9
deg_Shewanella_oneidensis_MR_1,SO_RS10415,OG01030,68.4
deg_Shewanella_oneidensis_MR_1,SO_RS05050,OG00329,30.5
deg_Shewanella_oneidensis_MR_1,SO_RS06865,OG02609,43.3
deg_Shewanella_oneidensis_MR_1,SO_RS03615,OG00005,39.7
deg_Shewanella_oneidensis_MR_1,SO_RS04095,OG02365,44.7
deg_Shewanella_oneidensis_MR_1,SO_RS04895,OG02694,52.7
deg_Shewanella_oneidensis_MR_1,SO_RS06390,OG04878,44.3
deg_Shewanella_oneidensis_MR_1,SO_RS20745,OG00101,39.4
deg_Shewanella_oneidensis_MR_1,SO_RS22085,OG00279,84.9
deg_Shewanella_oneidensis_MR_1,SO_RS01000,OG02667,43.3
deg_Shewanella_oneidensis_MR_1,SO_RS02485,OG01616,50.6
