og_id,organism,locus_tag
OG13281,beril_RalstoniaBSBF1503,RALBFv3_RS07350
OG13290,beril_RalstoniaPSI07,RPSI07_RS03600
OG13293,beril_RalstoniaGMI1000,RS_RS03195
OG13295,beril_RalstoniaPSI07,RPSI07_RS09655
OG13298,beril_Dda3937,DDA3937_RS03340
OG13299,beril_RalstoniaBSBF1503,RALBFv3_RS09920
OG13307,beril_RalstoniaGMI1000,RS_RS13215
OG13308,beril_RalstoniaPSI07,RPSI07_RS05960
OG13310,beril_RalstoniaGMI1000,RS_RS23700
OG13313,beril_HerbieS,HSERO_RS20100
OG13315,beril_HerbieS,HSERO_RS01460
OG13318,beril_RalstoniaPSI07,RPSI07_RS15740
OG13320,beril_RalstoniaGMI1000,RS_RS08290
OG13326,beril_RalstoniaPSI07,RPSI07_RS20775
OG13347,beril_RalstoniaGMI1000,RS_RS18170
OG13350,beril_RalstoniaBSBF1503,RALBFv3_RS14140
OG13356,beril_Dda3937,DDA3937_RS21185
OG13367,beril_Dda3937,DDA3937_RS02525
OG13373,beril_RalstoniaPSI07,RPSI07_RS06040
OG13375,beril_Dda3937,DDA3937_RS09275
OG13378,beril_RalstoniaBSBF1503,RALBFv3_RS17340
OG13404,beril_RalstoniaGMI1000,RS_RS13010
OG13405,beril_RalstoniaBSBF1503,RALBFv3_RS22985
OG13406,beril_RalstoniaPSI07,RPSI07_RS13315
OG13418,beril_RalstoniaBSBF1503,RALBFv3_RS22645
OG13419,beril_Dda3937,DDA3937_RS17685
OG13421,beril_Dda3937,DDA3937_RS02120
OG13422,beril_RalstoniaGMI1000,RS_RS18115
OG13426,beril_RalstoniaBSBF1503,RALBFv3_RS04035
OG13429,beril_Dda3937,DDA3937_RS18185
OG13440,beril_HerbieS,HSERO_RS23865
OG13442,beril_Dda3937,DDA3937_RS07945
OG13451,beril_RalstoniaPSI07,RPSI07_RS08790
OG13452,beril_RalstoniaBSBF1503,RALBFv3_RS23140
OG13453,beril_RalstoniaGMI1000,RS_RS17050
OG13454,beril_RalstoniaBSBF1503,RALBFv3_RS18460
OG13456,beril_RalstoniaPSI07,RPSI07_RS15440
OG13457,beril_RalstoniaGMI1000,RS_RS16605
OG13459,beril_RalstoniaGMI1000,RS_RS09620
OG13463,beril_RalstoniaPSI07,RPSI07_RS04120
OG13465,beril_RalstoniaGMI1000,RS_RS09915
OG13469,beril_RalstoniaGMI1000,RS_RS12330
OG13470,beril_RalstoniaGMI1000,RS_RS23610
OG13473,beril_RalstoniaBSBF1503,RALBFv3_RS10810
OG13474,beril_RalstoniaGMI1000,RS_RS09615
OG13475,beril_RalstoniaBSBF1503,RALBFv3_RS15175
OG13483,beril_RalstoniaBSBF1503,RALBFv3_RS02315
OG13486,beril_RalstoniaBSBF1503,RALBFv3_RS04150
OG13487,beril_RalstoniaPSI07,RPSI07_RS11175
OG13488,beril_HerbieS,HSERO_RS07905
OG13492,beril_RalstoniaBSBF1503,RALBFv3_RS15640
OG13495,beril_RalstoniaBSBF1503,RALBFv3_RS14130
OG13496,beril_RalstoniaPSI07,RPSI07_RS06540
OG13497,beril_HerbieS,HSERO_RS00330
OG13498,beril_RalstoniaPSI07,RPSI07_RS06555
OG13499,beril_RalstoniaPSI07,RPSI07_RS04435
OG13501,beril_RalstoniaPSI07,RPSI07_RS00020
OG13505,beril_Dda3937,DDA3937_RS02485
OG13506,beril_RalstoniaPSI07,RPSI07_RS20025
OG13508,beril_RalstoniaGMI1000,RS_RS03605
OG13509,beril_RalstoniaPSI07,RPSI07_RS19445
OG13510,beril_RalstoniaGMI1000,RS_RS10085
OG13511,beril_RalstoniaBSBF1503,RALBFv3_RS01085
OG13512,beril_RalstoniaGMI1000,RS_RS02940
OG13513,beril_RalstoniaBSBF1503,RALBFv3_RS20465
OG13514,beril_RalstoniaPSI07,RPSI07_RS11510
OG13517,beril_RalstoniaBSBF1503,RALBFv3_RS04005
OG13518,beril_RalstoniaBSBF1503,RALBFv3_RS05435
OG13521,beril_RalstoniaPSI07,RPSI07_RS17805
OG13522,beril_RalstoniaPSI07,RPSI07_RS08525
OG13523,beril_RalstoniaBSBF1503,RALBFv3_RS13000
OG13525,beril_RalstoniaGMI1000,RS_RS11360
OG13526,beril_RalstoniaBSBF1503,RALBFv3_RS12845
OG13528,beril_HerbieS,HSERO_RS17310
OG13530,beril_RalstoniaGMI1000,RS_RS20520
OG13532,beril_RalstoniaPSI07,RPSI07_RS21330
OG13533,beril_RalstoniaBSBF1503,RALBFv3_RS14850
OG13535,beril_RalstoniaGMI1000,RS_RS09730
OG13536,beril_RalstoniaBSBF1503,RALBFv3_RS24300
OG13537,beril_RalstoniaGMI1000,RS_RS08010
OG13538,beril_RalstoniaPSI07,RPSI07_RS09305
OG13539,beril_RalstoniaGMI1000,RS_RS20980
OG13540,beril_RalstoniaPSI07,RPSI07_RS18745
OG13543,beril_RalstoniaGMI1000,RS_RS03470
OG13544,beril_RalstoniaPSI07,RPSI07_RS19185
OG13547,beril_RalstoniaGMI1000,RS_RS16460
OG13549,beril_RalstoniaGMI1000,RS_RS09265
OG13550,beril_RalstoniaBSBF1503,RALBFv3_RS03300
OG13552,beril_RalstoniaPSI07,RPSI07_RS08500
OG13553,beril_RalstoniaPSI07,RPSI07_RS20835
OG13555,beril_RalstoniaPSI07,RPSI07_RS05305
OG13559,beril_RalstoniaBSBF1503,RALBFv3_RS21010
OG13560,beril_RalstoniaPSI07,RPSI07_RS07220
OG13561,beril_RalstoniaPSI07,RPSI07_RS24040
OG13562,beril_RalstoniaBSBF1503,RALBFv3_RS08450
OG13564,beril_RalstoniaPSI07,RPSI07_RS09140
OG13565,beril_RalstoniaGMI1000,RS_RS21895
OG13568,beril_Dda3937,DDA3937_RS09215
OG13570,beril_RalstoniaGMI1000,RS_RS25480
OG13571,beril_RalstoniaPSI07,RPSI07_RS12295
OG13572,beril_RalstoniaGMI1000,RS_RS03380
OG13576,beril_RalstoniaPSI07,RPSI07_RS15825
OG13579,beril_RalstoniaGMI1000,RS_RS02315
OG13581,beril_RalstoniaGMI1000,RS_RS15855
OG13582,beril_RalstoniaGMI1000,RS_RS09430
OG13583,beril_RalstoniaPSI07,RPSI07_RS01580
OG13584,beril_RalstoniaGMI1000,RS_RS12440
OG13586,beril_HerbieS,HSERO_RS16855
OG13589,beril_RalstoniaBSBF1503,RALBFv3_RS19170
OG13590,beril_RalstoniaPSI07,RPSI07_RS10655
OG13592,beril_HerbieS,HSERO_RS01245
OG13595,beril_RalstoniaPSI07,RPSI07_RS20385
OG13596,beril_RalstoniaPSI07,RPSI07_RS12415
OG13597,beril_RalstoniaPSI07,RPSI07_RS00945
OG13600,beril_RalstoniaPSI07,RPSI07_RS13125
OG13601,beril_RalstoniaBSBF1503,RALBFv3_RS17860
OG13603,beril_RalstoniaPSI07,RPSI07_RS13895
OG13605,beril_RalstoniaGMI1000,RS_RS12525
OG13606,beril_RalstoniaPSI07,RPSI07_RS08785
OG13608,beril_RalstoniaGMI1000,RS_RS25040
OG13611,beril_RalstoniaGMI1000,RS_RS23095
OG13612,beril_RalstoniaBSBF1503,RALBFv3_RS09025
OG13613,beril_RalstoniaBSBF1503,RALBFv3_RS04630
OG13614,beril_RalstoniaBSBF1503,RALBFv3_RS01765
OG13615,beril_RalstoniaGMI1000,RS_RS09395
OG13619,beril_RalstoniaGMI1000,RS_RS21890
OG13624,beril_RalstoniaGMI1000,RS_RS13525
OG13627,beril_RalstoniaBSBF1503,RALBFv3_RS09590
OG13629,beril_RalstoniaGMI1000,RS_RS09600
OG13630,beril_RalstoniaGMI1000,RS_RS06425
OG13633,beril_RalstoniaBSBF1503,RALBFv3_RS05540
OG13634,beril_RalstoniaPSI07,RPSI07_RS07185
OG13635,beril_RalstoniaGMI1000,RS_RS02075
OG13637,beril_RalstoniaPSI07,RPSI07_RS20795
OG13640,beril_RalstoniaPSI07,RPSI07_RS09145
OG13642,beril_RalstoniaBSBF1503,RALBFv3_RS11900
OG13646,beril_RalstoniaBSBF1503,RALBFv3_RS04265
OG13648,beril_RalstoniaGMI1000,RS_RS09720
OG13651,beril_RalstoniaBSBF1503,RALBFv3_RS19160
OG13652,beril_RalstoniaGMI1000,RS_RS15590
OG13653,beril_Dda3937,DDA3937_RS12375
OG13655,beril_RalstoniaGMI1000,RS_RS02635
OG13656,beril_RalstoniaPSI07,RPSI07_RS01575
OG13657,beril_RalstoniaBSBF1503,RALBFv3_RS07510
OG13658,beril_RalstoniaGMI1000,RS_RS25005
OG13659,beril_RalstoniaBSBF1503,RALBFv3_RS08640
OG13660,beril_RalstoniaPSI07,RPSI07_RS15395
OG13663,beril_RalstoniaGMI1000,RS_RS11615
OG13664,beril_RalstoniaGMI1000,RS_RS17200
OG13665,beril_RalstoniaBSBF1503,RALBFv3_RS04355
OG13669,beril_RalstoniaGMI1000,RS_RS10955
OG13670,beril_RalstoniaBSBF1503,RALBFv3_RS12485
OG13672,beril_RalstoniaPSI07,RPSI07_RS08290
OG13674,beril_HerbieS,HSERO_RS23525
OG13675,beril_RalstoniaBSBF1503,RALBFv3_RS18820
OG13679,beril_RalstoniaBSBF1503,RALBFv3_RS20995
OG13680,beril_RalstoniaBSBF1503,RALBFv3_RS18470
OG13688,beril_RalstoniaGMI1000,RS_RS09595
OG13689,beril_RalstoniaGMI1000,RS_RS08345
OG13690,beril_RalstoniaBSBF1503,RALBFv3_RS16370
OG13691,beril_RalstoniaGMI1000,RS_RS12445
OG13693,beril_RalstoniaBSBF1503,RALBFv3_RS00310
OG13694,beril_RalstoniaGMI1000,RS_RS09385
OG13695,beril_HerbieS,HSERO_RS13140
OG13698,beril_RalstoniaBSBF1503,RALBFv3_RS09695
OG13700,beril_RalstoniaPSI07,RPSI07_RS06775
OG13703,beril_RalstoniaGMI1000,RS_RS13750
OG13705,beril_RalstoniaBSBF1503,RALBFv3_RS08445
OG13707,beril_RalstoniaGMI1000,RS_RS25505
OG13708,beril_Dda3937,DDA3937_RS03170
OG13710,beril_RalstoniaPSI07,RPSI07_RS10615
OG13711,beril_RalstoniaGMI1000,RS_RS23150
OG13714,beril_RalstoniaGMI1000,RS_RS01270
OG13715,beril_RalstoniaPSI07,RPSI07_RS21425
OG13716,beril_RalstoniaBSBF1503,RALBFv3_RS16505
OG13717,beril_RalstoniaPSI07,RPSI07_RS09675
OG13718,beril_RalstoniaGMI1000,RS_RS14850
OG13719,beril_RalstoniaPSI07,RPSI07_RS01130
OG13720,beril_RalstoniaBSBF1503,RALBFv3_RS11370
OG13721,beril_RalstoniaBSBF1503,RALBFv3_RS06690
OG13722,beril_RalstoniaPSI07,RPSI07_RS02175
OG13723,beril_RalstoniaPSI07,RPSI07_RS04115
OG13724,beril_RalstoniaGMI1000,RS_RS23615
OG13727,beril_RalstoniaPSI07,RPSI07_RS01275
OG13728,beril_RalstoniaBSBF1503,RALBFv3_RS00505
OG13730,beril_HerbieS,HSERO_RS13665
OG13731,beril_RalstoniaGMI1000,RS_RS23400
OG13732,beril_RalstoniaPSI07,RPSI07_RS21275
OG13734,beril_RalstoniaGMI1000,RS_RS13285
OG13735,beril_RalstoniaGMI1000,RS_RS16845
OG13738,beril_RalstoniaBSBF1503,RALBFv3_RS12230
OG13739,beril_RalstoniaBSBF1503,RALBFv3_RS18745
OG13741,beril_RalstoniaBSBF1503,RALBFv3_RS07715
OG13743,beril_RalstoniaGMI1000,RS_RS09735
OG13744,beril_RalstoniaPSI07,RPSI07_RS00515
OG13748,beril_RalstoniaPSI07,RPSI07_RS00150
OG13751,beril_RalstoniaBSBF1503,RALBFv3_RS08030
OG13753,beril_HerbieS,HSERO_RS10585
OG13754,beril_RalstoniaBSBF1503,RALBFv3_RS00520
OG13755,beril_RalstoniaBSBF1503,RALBFv3_RS02485
OG13756,beril_RalstoniaBSBF1503,RALBFv3_RS18215
OG13757,beril_RalstoniaBSBF1503,RALBFv3_RS20610
OG13759,beril_Dda3937,DDA3937_RS05310
OG13760,beril_RalstoniaGMI1000,RS_RS07325
OG13762,beril_Dda3937,DDA3937_RS00965
OG13763,beril_RalstoniaPSI07,RPSI07_RS16675
OG13765,beril_RalstoniaBSBF1503,RALBFv3_RS08025
OG13766,beril_RalstoniaBSBF1503,RALBFv3_RS15005
OG13767,beril_Dda3937,DDA3937_RS02855
OG13768,beril_Dda3937,DDA3937_RS14945
OG13769,beril_Dda3937,DDA3937_RS17630
OG13770,beril_Dda3937,DDA3937_RS21900
OG13771,beril_Dda3937,DDA3937_RS08680
OG13773,beril_Dda3937,DDA3937_RS17730
OG13774,beril_Dda3937,DDA3937_RS03920
OG13775,beril_Dda3937,DDA3937_RS22485
OG13776,beril_Dda3937,DDA3937_RS10940
OG13777,beril_Dda3937,DDA3937_RS21990
OG13778,beril_Dda3937,DDA3937_RS12665
OG13779,beril_Dda3937,DDA3937_RS09335
OG13780,beril_Dda3937,DDA3937_RS17085
OG13781,beril_Dda3937,DDA3937_RS06840
OG13782,beril_Dda3937,DDA3937_RS13305
OG13783,beril_Dda3937,DDA3937_RS02455
OG13784,beril_Dda3937,DDA3937_RS00245
OG13785,beril_Dda3937,DDA3937_RS22340
OG13786,beril_Dda3937,DDA3937_RS04255
OG13787,beril_Dda3937,DDA3937_RS17780
OG13788,beril_Dda3937,DDA3937_RS10120
OG13789,beril_Dda3937,DDA3937_RS14140
OG13790,beril_Dda3937,DDA3937_RS15350
OG13791,beril_Dda3937,DDA3937_RS04215
OG13792,beril_Dda3937,DDA3937_RS22310
OG13793,beril_Dda3937,DDA3937_RS12305
OG13795,beril_Dda3937,DDA3937_RS02630
OG13796,beril_Dda3937,DDA3937_RS17570
OG13797,beril_Dda3937,DDA3937_RS13290
OG13798,beril_Dda3937,DDA3937_RS12125
OG13799,beril_Dda3937,DDA3937_RS07905
OG13800,beril_Dda3937,DDA3937_RS17735
OG13801,beril_Dda3937,DDA3937_RS17560
OG13802,beril_Dda3937,DDA3937_RS10890
OG13803,beril_Dda3937,DDA3937_RS02355
OG13804,beril_Dda3937,DDA3937_RS15345
OG13805,beril_Dda3937,DDA3937_RS17275
OG13806,beril_Dda3937,DDA3937_RS15625
OG13807,beril_Dda3937,DDA3937_RS22230
OG13808,beril_Dda3937,DDA3937_RS20550
OG13809,beril_Dda3937,DDA3937_RS13885
OG13810,beril_Dda3937,DDA3937_RS07275
OG13811,beril_Dda3937,DDA3937_RS10520
OG13812,beril_Dda3937,DDA3937_RS00750
OG13813,beril_Dda3937,DDA3937_RS09925
OG13814,beril_Dda3937,DDA3937_RS11680
OG13815,beril_Dda3937,DDA3937_RS13940
OG13816,beril_Dda3937,DDA3937_RS06960
OG13817,beril_Dda3937,DDA3937_RS12000
OG13818,beril_Dda3937,DDA3937_RS04300
OG13819,beril_Dda3937,DDA3937_RS14635
OG13820,beril_Dda3937,DDA3937_RS11120
OG13821,beril_Dda3937,DDA3937_RS22490
OG13822,beril_Dda3937,DDA3937_RS22425
OG13823,beril_Dda3937,DDA3937_RS08780
OG13824,beril_Dda3937,DDA3937_RS00505
OG13825,beril_Dda3937,DDA3937_RS09295
OG13827,beril_Dda3937,DDA3937_RS05295
OG13828,beril_Dda3937,DDA3937_RS07295
OG13829,beril_Dda3937,DDA3937_RS04670
OG13830,beril_Dda3937,DDA3937_RS10190
OG13831,beril_Dda3937,DDA3937_RS06800
OG13832,beril_Dda3937,DDA3937_RS10790
OG13833,beril_Dda3937,DDA3937_RS05245
OG13834,beril_Dda3937,DDA3937_RS13630
OG13835,beril_Dda3937,DDA3937_RS17690
OG13836,beril_Dda3937,DDA3937_RS04040
OG13837,beril_Dda3937,DDA3937_RS10805
OG13838,beril_Dda3937,DDA3937_RS01360
OG13839,beril_Dda3937,DDA3937_RS17245
OG13840,beril_Dda3937,DDA3937_RS11630
OG13841,beril_Dda3937,DDA3937_RS00325
OG13842,beril_Dda3937,DDA3937_RS22430
OG13843,beril_Dda3937,DDA3937_RS18195
OG13844,beril_Dda3937,DDA3937_RS13820
OG13845,beril_Dda3937,DDA3937_RS13675
OG13846,beril_Dda3937,DDA3937_RS04245
OG13847,beril_Dda3937,DDA3937_RS23455
OG13848,beril_Dda3937,DDA3937_RS19960
OG13849,beril_Dda3937,DDA3937_RS02680
OG13850,beril_Dda3937,DDA3937_RS17745
OG13851,beril_Dda3937,DDA3937_RS23365
OG13852,beril_Dda3937,DDA3937_RS04290
OG13853,beril_Dda3937,DDA3937_RS13610
OG13854,beril_Dda3937,DDA3937_RS13855
OG13855,beril_Dda3937,DDA3937_RS04410
OG13856,beril_Dda3937,DDA3937_RS02085
OG13857,beril_Dda3937,DDA3937_RS10800
OG13858,beril_Dda3937,DDA3937_RS00770
OG13859,beril_Dda3937,DDA3937_RS11535
OG13860,beril_Dda3937,DDA3937_RS19495
OG13861,beril_Dda3937,DDA3937_RS12100
OG13862,beril_Dda3937,DDA3937_RS12280
OG13863,beril_Dda3937,DDA3937_RS23445
OG13864,beril_RalstoniaBSBF1503,RALBFv3_RS03985
OG13865,beril_Dda3937,DDA3937_RS19790
OG13866,beril_Dda3937,DDA3937_RS11595
OG13867,beril_Dda3937,DDA3937_RS22280
OG13868,beril_Dda3937,DDA3937_RS23405
OG13869,beril_Dda3937,DDA3937_RS00310
OG13870,beril_Dda3937,DDA3937_RS11640
OG13871,beril_Dda3937,DDA3937_RS18785
OG13872,beril_Dda3937,DDA3937_RS23390
OG13873,beril_Dda3937,DDA3937_RS22775
OG13874,beril_Dda3937,DDA3937_RS13950
OG13875,beril_Dda3937,DDA3937_RS02265
OG13876,beril_Dda3937,DDA3937_RS20605
OG13877,beril_Dda3937,DDA3937_RS13890
OG13878,beril_Dda3937,DDA3937_RS05225
OG13879,beril_Dda3937,DDA3937_RS19905
OG13880,beril_Dda3937,DDA3937_RS05330
OG13881,beril_Dda3937,DDA3937_RS10920
OG13882,beril_Dda3937,DDA3937_RS20770
OG13883,beril_Dda3937,DDA3937_RS08365
OG13884,beril_Dda3937,DDA3937_RS12660
OG13885,beril_Dda3937,DDA3937_RS02215
OG13886,beril_RalstoniaPSI07,RPSI07_RS18740
OG13887,beril_Dda3937,DDA3937_RS16505
OG13888,beril_Dda3937,DDA3937_RS20715
OG13889,beril_Dda3937,DDA3937_RS09955
OG13890,beril_Dda3937,DDA3937_RS12695
OG13891,beril_Dda3937,DDA3937_RS20465
OG13892,beril_Dda3937,DDA3937_RS07090
OG13893,beril_Dda3937,DDA3937_RS10850
OG13894,beril_Dda3937,DDA3937_RS02670
OG13895,beril_Dda3937,DDA3937_RS09025
OG13896,beril_Dda3937,DDA3937_RS06810
OG13897,beril_Dda3937,DDA3937_RS07575
OG13898,beril_Dda3937,DDA3937_RS04260
OG13899,beril_Dda3937,DDA3937_RS13970
OG13900,beril_Dda3937,DDA3937_RS00315
OG13901,beril_Dda3937,DDA3937_RS09360
OG13902,beril_Dda3937,DDA3937_RS09290
OG13903,beril_Dda3937,DDA3937_RS12655
OG13904,beril_Dda3937,DDA3937_RS02205
OG13905,beril_Dda3937,DDA3937_RS03975
OG13906,beril_Dda3937,DDA3937_RS12195
OG13907,beril_Dda3937,DDA3937_RS11105
OG13908,beril_Dda3937,DDA3937_RS17785
OG13909,beril_Dda3937,DDA3937_RS04570
OG13910,beril_Dda3937,DDA3937_RS20780
OG13911,beril_Dda3937,DDA3937_RS02050
OG13912,beril_Dda3937,DDA3937_RS07580
OG13913,beril_Dda3937,DDA3937_RS03960
OG13914,beril_Dda3937,DDA3937_RS16565
OG13915,beril_Dda3937,DDA3937_RS19465
OG13916,beril_Dda3937,DDA3937_RS20805
OG13917,beril_Dda3937,DDA3937_RS12070
OG13918,beril_Dda3937,DDA3937_RS20745
OG13919,beril_Dda3937,DDA3937_RS09095
OG13920,beril_Dda3937,DDA3937_RS17365
OG13921,beril_Dda3937,DDA3937_RS09355
OG13922,beril_Dda3937,DDA3937_RS21475
OG13923,beril_Dda3937,DDA3937_RS07685
OG13925,beril_Dda3937,DDA3937_RS11905
OG13926,beril_Dda3937,DDA3937_RS04855
OG13927,beril_Dda3937,DDA3937_RS08460
OG13928,beril_Dda3937,DDA3937_RS13235
OG13929,beril_Dda3937,DDA3937_RS08385
OG13931,beril_Dda3937,DDA3937_RS17355
OG13932,beril_Dda3937,DDA3937_RS23355
OG13933,beril_Dda3937,DDA3937_RS17270
OG13934,beril_Dda3937,DDA3937_RS23170
OG13935,beril_Dda3937,DDA3937_RS12185
OG13936,beril_Dda3937,DDA3937_RS10455
OG13937,beril_Dda3937,DDA3937_RS11090
OG13938,beril_Dda3937,DDA3937_RS07585
OG13939,beril_Dda3937,DDA3937_RS13410
OG13940,beril_Dda3937,DDA3937_RS13390
OG13941,beril_Dda3937,DDA3937_RS07300
OG13942,beril_Dda3937,DDA3937_RS12705
OG13943,beril_Dda3937,DDA3937_RS12680
OG13944,beril_Dda3937,DDA3937_RS00305
OG13945,beril_Dda3937,DDA3937_RS20810
OG13946,beril_Dda3937,DDA3937_RS17755
OG13947,beril_Dda3937,DDA3937_RS23415
OG13948,beril_Dda3937,DDA3937_RS04700
OG13949,beril_Dda3937,DDA3937_RS12200
OG13950,beril_Dda3937,DDA3937_RS08660
OG13951,beril_Dda3937,DDA3937_RS05285
OG13952,beril_Dda3937,DDA3937_RS14025
OG13953,beril_Dda3937,DDA3937_RS09350
OG13954,beril_Dda3937,DDA3937_RS10305
OG13955,beril_Dda3937,DDA3937_RS12150
OG13956,beril_Dda3937,DDA3937_RS13615
OG13957,beril_Dda3937,DDA3937_RS02055
OG13958,beril_Dda3937,DDA3937_RS11125
OG13959,beril_RalstoniaPSI07,RPSI07_RS01680
OG13960,beril_Dda3937,DDA3937_RS00330
OG13961,beril_Dda3937,DDA3937_RS12025
OG13963,beril_Dda3937,DDA3937_RS07085
OG13964,beril_Dda3937,DDA3937_RS13605
OG13965,beril_Dda3937,DDA3937_RS17080
OG13966,beril_Dda3937,DDA3937_RS00255
OG13967,beril_Dda3937,DDA3937_RS09365
OG13968,beril_Dda3937,DDA3937_RS08445
OG13969,beril_Dda3937,DDA3937_RS07240
OG13970,beril_Dda3937,DDA3937_RS00575
OG13971,beril_Dda3937,DDA3937_RS08795
OG13972,beril_Dda3937,DDA3937_RS07745
OG13973,beril_Dda3937,DDA3937_RS12310
OG13974,beril_Dda3937,DDA3937_RS23500
OG13975,beril_Dda3937,DDA3937_RS12785
OG13976,beril_Dda3937,DDA3937_RS00250
OG13977,beril_Dda3937,DDA3937_RS14060
OG13978,beril_Dda3937,DDA3937_RS08200
OG13979,beril_Dda3937,DDA3937_RS04225
OG13980,beril_Dda3937,DDA3937_RS16485
OG13981,beril_Dda3937,DDA3937_RS15405
OG13982,beril_Dda3937,DDA3937_RS10825
OG13983,beril_Dda3937,DDA3937_RS05375
OG13984,beril_Dda3937,DDA3937_RS20735
OG13985,beril_Dda3937,DDA3937_RS22235
OG13986,beril_Dda3937,DDA3937_RS16400
OG13987,beril_Dda3937,DDA3937_RS19480
OG13988,beril_Dda3937,DDA3937_RS12015
OG13989,beril_Dda3937,DDA3937_RS12480
OG13990,beril_Dda3937,DDA3937_RS18190
OG13991,beril_Dda3937,DDA3937_RS15620
OG13992,beril_Dda3937,DDA3937_RS10115
OG13993,beril_Dda3937,DDA3937_RS22515
OG13994,beril_Dda3937,DDA3937_RS22460
OG13995,beril_RalstoniaPSI07,RPSI07_RS13230
OG13997,beril_Dda3937,DDA3937_RS20755
OG13998,beril_Dda3937,DDA3937_RS20600
OG13999,beril_Dda3937,DDA3937_RS18710
OG14000,beril_Dda3937,DDA3937_RS09750
OG14001,beril_Dda3937,DDA3937_RS13880
OG14002,beril_Dda3937,DDA3937_RS11615
OG14003,beril_Dda3937,DDA3937_RS13945
OG14004,beril_Dda3937,DDA3937_RS13240
OG14005,beril_Dda3937,DDA3937_RS07885
OG14006,beril_Dda3937,DDA3937_RS19570
OG14007,beril_Dda3937,DDA3937_RS10865
OG14008,beril_Dda3937,DDA3937_RS02495
OG14009,beril_Dda3937,DDA3937_RS22360
OG14010,beril_Dda3937,DDA3937_RS07420
OG14011,beril_Dda3937,DDA3937_RS11685
OG14012,beril_Dda3937,DDA3937_RS17075
OG14013,beril_Dda3937,DDA3937_RS03160
OG14015,beril_Dda3937,DDA3937_RS07290
OG14016,beril_Dda3937,DDA3937_RS20865
OG14017,beril_Dda3937,DDA3937_RS04845
OG14018,beril_Dda3937,DDA3937_RS19565
OG14019,beril_Dda3937,DDA3937_RS10745
OG14020,beril_Dda3937,DDA3937_RS11660
OG14021,beril_Dda3937,DDA3937_RS18685
OG14022,beril_Dda3937,DDA3937_RS09280
OG14023,beril_Dda3937,DDA3937_RS12645
OG14024,beril_Dda3937,DDA3937_RS12190
OG14025,beril_Dda3937,DDA3937_RS16510
OG14027,beril_Dda3937,DDA3937_RS02860
OG14028,beril_Dda3937,DDA3937_RS11635
OG14029,beril_Dda3937,DDA3937_RS17290
OG14030,beril_Dda3937,DDA3937_RS21220
OG14031,beril_Dda3937,DDA3937_RS10855
OG14032,beril_Dda3937,DDA3937_RS00695
OG14033,beril_Dda3937,DDA3937_RS16435
OG14034,beril_Dda3937,DDA3937_RS03955
OG14035,beril_Dda3937,DDA3937_RS20720
OG14036,beril_Dda3937,DDA3937_RS06775
OG14037,beril_Dda3937,DDA3937_RS08895
OG14038,beril_Dda3937,DDA3937_RS13850
OG14039,beril_Dda3937,DDA3937_RS11620
OG14040,beril_Dda3937,DDA3937_RS20835
OG14041,beril_Dda3937,DDA3937_RS21960
OG14042,beril_Dda3937,DDA3937_RS04235
OG14043,beril_Dda3937,DDA3937_RS11650
OG14044,beril_Dda3937,DDA3937_RS12670
OG14045,beril_Dda3937,DDA3937_RS04250
OG14046,beril_Dda3937,DDA3937_RS04520
OG14047,beril_Dda3937,DDA3937_RS04265
OG14048,beril_Dda3937,DDA3937_RS13815
OG14049,beril_Dda3937,DDA3937_RS11095
OG14050,beril_Dda3937,DDA3937_RS10845
OG14051,beril_Dda3937,DDA3937_RS00765
OG14052,beril_Dda3937,DDA3937_RS10525
OG14053,beril_Dda3937,DDA3937_RS23130
OG14054,beril_Dda3937,DDA3937_RS19500
OG14055,beril_Dda3937,DDA3937_RS20850
OG14056,beril_Dda3937,DDA3937_RS22930
OG14057,beril_Dda3937,DDA3937_RS11590
OG14058,beril_Dda3937,DDA3937_RS02025
OG14059,beril_Dda3937,DDA3937_RS13795
OG14060,beril_Dda3937,DDA3937_RS23350
OG14061,beril_Dda3937,DDA3937_RS10220
OG14062,beril_Dda3937,DDA3937_RS08240
OG14063,beril_Dda3937,DDA3937_RS19390
OG14064,beril_HerbieS,HSERO_RS03950
OG14065,beril_Dda3937,DDA3937_RS21480
OG14066,beril_Dda3937,DDA3937_RS08770
OG14067,beril_Dda3937,DDA3937_RS08360
OG14068,beril_Dda3937,DDA3937_RS20655
OG14069,beril_Dda3937,DDA3937_RS12005
OG14070,beril_Dda3937,DDA3937_RS12970
OG14071,beril_Dda3937,DDA3937_RS17140
OG14072,beril_Dda3937,DDA3937_RS13835
OG14073,beril_Dda3937,DDA3937_RS16275
OG14074,beril_Dda3937,DDA3937_RS13800
OG14075,beril_Dda3937,DDA3937_RS21180
OG14076,beril_Dda3937,DDA3937_RS08085
OG14077,beril_Dda3937,DDA3937_RS02665
OG14078,beril_Dda3937,DDA3937_RS16490
OG14079,beril_Dda3937,DDA3937_RS00805
OG14080,beril_Dda3937,DDA3937_RS06335
OG14081,beril_Dda3937,DDA3937_RS08935
OG14082,beril_Dda3937,DDA3937_RS11575
OG14083,beril_Dda3937,DDA3937_RS13955
OG14084,beril_Dda3937,DDA3937_RS07590
OG14085,beril_Dda3937,DDA3937_RS12225
OG14086,beril_Dda3937,DDA3937_RS00810
OG14087,beril_Dda3937,DDA3937_RS21095
